Ground Truth: Kneel

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.5844443), 'Fall forward': np.float32(0.5934054), 'Fall left': np.float32(0.58377117), 'Fall right': np.float32(0.592968), 'Fall sitting': np.float32(0.56702805), 'Hop': np.float32(0.6023951), 'Kneel': np.float32(0.591303), 'Pick up object': np.float32(0.59363705), 'Sit down': np.float32(0.57971483), 'Walk': np.float32(0.6003795)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.59846205), 'Fall forward': np.float32(0.60326356), 'Fall left': np.float32(0.59885323), 'Fall right': np.float32(0.6077138), 'Fall sitting': np.float32(0.58446217), 'Hop': np.float32(0.61137027), 'Kneel': np.float32(0.6055575), 'Pick up object': np.float32(0.6063181), 'Sit down': np.float32(0.5958481), 'Walk': np.float32(0.60870093)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.59908694), 'Fall forward': np.float32(0.60379165), 'Fall left': np.float32(0.59944063), 'Fall right': np.float32(0.60832894), 'Fall sitting': np.float32(0.5850921), 'Hop': np.float32(0.6117249), 'Kneel': np.float32(0.6060853), 'Pick up object': np.float32(0.60680646), 'Sit down': np.float32(0.5962696), 'Walk': np.float32(0.60912675)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.5995352), 'Fall forward': np.float32(0.60417944), 'Fall left': np.float32(0.5998767), 'Fall right': np.float32(0.6087592), 'Fall sitting': np.float32(0.5856115), 'Hop': np.float32(0.6119925), 'Kneel': np.float32(0.60646355), 'Pick up object': np.float32(0.60716283), 'Sit down': np.float32(0.5965253), 'Walk': np.float32(0.60948056)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.599931), 'Fall forward': np.float32(0.60443777), 'Fall left': np.float32(0.6002421), 'Fall right': np.float32(0.6091221), 'Fall sitting': np.float32(0.58606756), 'Hop': np.float32(0.6123179), 'Kneel': np.float32(0.6068178), 'Pick up object': np.float32(0.6076113), 'Sit down': np.float32(0.5969356), 'Walk': np.float32(0.6098293)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.60000753), 'Fall forward': np.float32(0.604393), 'Fall left': np.float32(0.60029274), 'Fall right': np.float32(0.609136), 'Fall sitting': np.float32(0.58626986), 'Hop': np.float32(0.61235654), 'Kneel': np.float32(0.60690564), 'Pick up object': np.float32(0.60773784), 'Sit down': np.float32(0.5970948), 'Walk': np.float32(0.6099741)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.59989804), 'Fall forward': np.float32(0.60418224), 'Fall left': np.float32(0.60016316), 'Fall right': np.float32(0.60898906), 'Fall sitting': np.float32(0.58612436), 'Hop': np.float32(0.6123032), 'Kneel': np.float32(0.6067984), 'Pick up object': np.float32(0.6076555), 'Sit down': np.float32(0.5970676), 'Walk': np.float32(0.6099816)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.59997034), 'Fall forward': np.float32(0.6041916), 'Fall left': np.float32(0.6002101), 'Fall right': np.float32(0.60901624), 'Fall sitting': np.float32(0.5861198), 'Hop': np.float32(0.61236066), 'Kneel': np.float32(0.6068478), 'Pick up object': np.float32(0.60768455), 'Sit down': np.float32(0.5971173), 'Walk': np.float32(0.61009204)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.6000017), 'Fall forward': np.float32(0.6041638), 'Fall left': np.float32(0.6002168), 'Fall right': np.float32(0.60901594), 'Fall sitting': np.float32(0.586116), 'Hop': np.float32(0.6124192), 'Kneel': np.float32(0.6068631), 'Pick up object': np.float32(0.60773146), 'Sit down': np.float32(0.59715676), 'Walk': np.float32(0.61017185)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.600246), 'Fall forward': np.float32(0.6042754), 'Fall left': np.float32(0.60044456), 'Fall right': np.float32(0.6092022), 'Fall sitting': np.float32(0.5863421), 'Hop': np.float32(0.6126365), 'Kneel': np.float32(0.60707974), 'Pick up object': np.float32(0.6079548), 'Sit down': np.float32(0.5974187), 'Walk': np.float32(0.6103817)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.60046005), 'Fall forward': np.float32(0.6043782), 'Fall left': np.float32(0.6006569), 'Fall right': np.float32(0.60939837), 'Fall sitting': np.float32(0.58649945), 'Hop': np.float32(0.612803), 'Kneel': np.float32(0.607282), 'Pick up object': np.float32(0.60814327), 'Sit down': np.float32(0.59762174), 'Walk': np.float32(0.6105056)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.6006806), 'Fall forward': np.float32(0.6045235), 'Fall left': np.float32(0.600862), 'Fall right': np.float32(0.60959005), 'Fall sitting': np.float32(0.5866444), 'Hop': np.float32(0.61294466), 'Kneel': np.float32(0.60749334), 'Pick up object': np.float32(0.60836285), 'Sit down': np.float32(0.59783006), 'Walk': np.float32(0.6106493)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.60084885), 'Fall forward': np.float32(0.60462266), 'Fall left': np.float32(0.6010297), 'Fall right': np.float32(0.6097559), 'Fall sitting': np.float32(0.58677334), 'Hop': np.float32(0.6130625), 'Kneel': np.float32(0.60768986), 'Pick up object': np.float32(0.6085306), 'Sit down': np.float32(0.5980287), 'Walk': np.float32(0.61075413)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.60118884), 'Fall forward': np.float32(0.60491085), 'Fall left': np.float32(0.6013554), 'Fall right': np.float32(0.6100981), 'Fall sitting': np.float32(0.5871086), 'Hop': np.float32(0.6133199), 'Kneel': np.float32(0.608082), 'Pick up object': np.float32(0.6088391), 'Sit down': np.float32(0.59837365), 'Walk': np.float32(0.61098593)}
t=185 | pred=Hop | scores={'Fall backwards': np.float32(0.60163707), 'Fall forward': np.float32(0.605382), 'Fall left': np.float32(0.6018129), 'Fall right': np.float32(0.61053616), 'Fall sitting': np.float32(0.5876245), 'Hop': np.float32(0.61373895), 'Kneel': np.float32(0.60857713), 'Pick up object': np.float32(0.6093465), 'Sit down': np.float32(0.5988015), 'Walk': np.float32(0.61141926)}
t=190 | pred=Hop | scores={'Fall backwards': np.float32(0.60204047), 'Fall forward': np.float32(0.60581964), 'Fall left': np.float32(0.60225886), 'Fall right': np.float32(0.6109666), 'Fall sitting': np.float32(0.588106), 'Hop': np.float32(0.61415726), 'Kneel': np.float32(0.6090755), 'Pick up object': np.float32(0.6098115), 'Sit down': np.float32(0.59918004), 'Walk': np.float32(0.61182034)}
t=195 | pred=Hop | scores={'Fall backwards': np.float32(0.6022792), 'Fall forward': np.float32(0.60607547), 'Fall left': np.float32(0.6025581), 'Fall right': np.float32(0.6112631), 'Fall sitting': np.float32(0.5884204), 'Hop': np.float32(0.61444503), 'Kneel': np.float32(0.60942346), 'Pick up object': np.float32(0.61008626), 'Sit down': np.float32(0.5994237), 'Walk': np.float32(0.6120522)}
t=200 | pred=Hop | scores={'Fall backwards': np.float32(0.60239697), 'Fall forward': np.float32(0.60625327), 'Fall left': np.float32(0.6027622), 'Fall right': np.float32(0.61146027), 'Fall sitting': np.float32(0.58857065), 'Hop': np.float32(0.61469007), 'Kneel': np.float32(0.6096951), 'Pick up object': np.float32(0.61026555), 'Sit down': np.float32(0.59955126), 'Walk': np.float32(0.6122281)}
t=205 | pred=Hop | scores={'Fall backwards': np.float32(0.60235804), 'Fall forward': np.float32(0.6062733), 'Fall left': np.float32(0.6027978), 'Fall right': np.float32(0.6114899), 'Fall sitting': np.float32(0.5885638), 'Hop': np.float32(0.6147646), 'Kneel': np.float32(0.6097788), 'Pick up object': np.float32(0.6102789), 'Sit down': np.float32(0.5995238), 'Walk': np.float32(0.61223626)}
t=210 | pred=Hop | scores={'Fall backwards': np.float32(0.6023518), 'Fall forward': np.float32(0.60633296), 'Fall left': np.float32(0.6028946), 'Fall right': np.float32(0.61155665), 'Fall sitting': np.float32(0.588629), 'Hop': np.float32(0.6148504), 'Kneel': np.float32(0.6099143), 'Pick up object': np.float32(0.6103303), 'Sit down': np.float32(0.59956884), 'Walk': np.float32(0.6122502)}
t=215 | pred=Hop | scores={'Fall backwards': np.float32(0.6023722), 'Fall forward': np.float32(0.60637426), 'Fall left': np.float32(0.6029709), 'Fall right': np.float32(0.6116091), 'Fall sitting': np.float32(0.5886443), 'Hop': np.float32(0.61484224), 'Kneel': np.float32(0.61), 'Pick up object': np.float32(0.6103355), 'Sit down': np.float32(0.5995846), 'Walk': np.float32(0.6122101)}
t=220 | pred=Hop | scores={'Fall backwards': np.float32(0.60249215), 'Fall forward': np.float32(0.60657287), 'Fall left': np.float32(0.60312945), 'Fall right': np.float32(0.61174303), 'Fall sitting': np.float32(0.58876646), 'Hop': np.float32(0.6149115), 'Kneel': np.float32(0.61019033), 'Pick up object': np.float32(0.61042774), 'Sit down': np.float32(0.59967506), 'Walk': np.float32(0.6123014)}
t=225 | pred=Hop | scores={'Fall backwards': np.float32(0.60270494), 'Fall forward': np.float32(0.6068474), 'Fall left': np.float32(0.60335386), 'Fall right': np.float32(0.6119441), 'Fall sitting': np.float32(0.5889841), 'Hop': np.float32(0.6150506), 'Kneel': np.float32(0.61041284), 'Pick up object': np.float32(0.6105989), 'Sit down': np.float32(0.5997889), 'Walk': np.float32(0.612474)}
t=230 | pred=Hop | scores={'Fall backwards': np.float32(0.602934), 'Fall forward': np.float32(0.6071558), 'Fall left': np.float32(0.603592), 'Fall right': np.float32(0.6121316), 'Fall sitting': np.float32(0.58919597), 'Hop': np.float32(0.6152638), 'Kneel': np.float32(0.6106639), 'Pick up object': np.float32(0.6108443), 'Sit down': np.float32(0.59997636), 'Walk': np.float32(0.6127121)}
t=235 | pred=Hop | scores={'Fall backwards': np.float32(0.60310084), 'Fall forward': np.float32(0.6073742), 'Fall left': np.float32(0.6037544), 'Fall right': np.float32(0.6122687), 'Fall sitting': np.float32(0.5893366), 'Hop': np.float32(0.6154224), 'Kneel': np.float32(0.6108508), 'Pick up object': np.float32(0.6110387), 'Sit down': np.float32(0.60015833), 'Walk': np.float32(0.6128866)}
t=240 | pred=Hop | scores={'Fall backwards': np.float32(0.6031568), 'Fall forward': np.float32(0.6074983), 'Fall left': np.float32(0.6038044), 'Fall right': np.float32(0.61227274), 'Fall sitting': np.float32(0.58936113), 'Hop': np.float32(0.61542106), 'Kneel': np.float32(0.61090475), 'Pick up object': np.float32(0.6111272), 'Sit down': np.float32(0.6001719), 'Walk': np.float32(0.6129271)}
t=245 | pred=Hop | scores={'Fall backwards': np.float32(0.6030911), 'Fall forward': np.float32(0.6074459), 'Fall left': np.float32(0.6037476), 'Fall right': np.float32(0.6121944), 'Fall sitting': np.float32(0.5892439), 'Hop': np.float32(0.61536163), 'Kneel': np.float32(0.6108656), 'Pick up object': np.float32(0.6110738), 'Sit down': np.float32(0.600164), 'Walk': np.float32(0.6128855)}
t=250 | pred=Hop | scores={'Fall backwards': np.float32(0.6030007), 'Fall forward': np.float32(0.60736847), 'Fall left': np.float32(0.60364354), 'Fall right': np.float32(0.6120899), 'Fall sitting': np.float32(0.5891484), 'Hop': np.float32(0.6152982), 'Kneel': np.float32(0.6107959), 'Pick up object': np.float32(0.6109847), 'Sit down': np.float32(0.6001482), 'Walk': np.float32(0.6128317)}
t=255 | pred=Hop | scores={'Fall backwards': np.float32(0.60285145), 'Fall forward': np.float32(0.6072333), 'Fall left': np.float32(0.60347605), 'Fall right': np.float32(0.61191595), 'Fall sitting': np.float32(0.5890197), 'Hop': np.float32(0.61518794), 'Kneel': np.float32(0.610639), 'Pick up object': np.float32(0.61083275), 'Sit down': np.float32(0.60006756), 'Walk': np.float32(0.61272955)}
