Ground Truth: Pick up object

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.58922535), 'Fall forward': np.float32(0.5934126), 'Fall left': np.float32(0.5900475), 'Fall right': np.float32(0.5988956), 'Fall sitting': np.float32(0.5804522), 'Hop': np.float32(0.6107045), 'Kneel': np.float32(0.5968873), 'Pick up object': np.float32(0.59911364), 'Sit down': np.float32(0.5920507), 'Walk': np.float32(0.6087517)}
t=70 | pred=Hop | scores={'Fall backwards': np.float32(0.5986888), 'Fall forward': np.float32(0.599534), 'Fall left': np.float32(0.59884554), 'Fall right': np.float32(0.6073863), 'Fall sitting': np.float32(0.59240925), 'Hop': np.float32(0.6183177), 'Kneel': np.float32(0.6053043), 'Pick up object': np.float32(0.61000246), 'Sit down': np.float32(0.6064268), 'Walk': np.float32(0.61299145)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.600813), 'Fall forward': np.float32(0.6010679), 'Fall left': np.float32(0.60080063), 'Fall right': np.float32(0.6092151), 'Fall sitting': np.float32(0.59387875), 'Hop': np.float32(0.61928767), 'Kneel': np.float32(0.60709363), 'Pick up object': np.float32(0.6115223), 'Sit down': np.float32(0.6081917), 'Walk': np.float32(0.61412877)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.6024806), 'Fall forward': np.float32(0.60238045), 'Fall left': np.float32(0.6023407), 'Fall right': np.float32(0.61065644), 'Fall sitting': np.float32(0.59503996), 'Hop': np.float32(0.61981547), 'Kneel': np.float32(0.608545), 'Pick up object': np.float32(0.6128175), 'Sit down': np.float32(0.60927), 'Walk': np.float32(0.61486846)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.60340065), 'Fall forward': np.float32(0.6030734), 'Fall left': np.float32(0.603147), 'Fall right': np.float32(0.6113639), 'Fall sitting': np.float32(0.59546137), 'Hop': np.float32(0.6199681), 'Kneel': np.float32(0.60933584), 'Pick up object': np.float32(0.6135694), 'Sit down': np.float32(0.6097563), 'Walk': np.float32(0.6151697)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.604372), 'Fall forward': np.float32(0.60343254), 'Fall left': np.float32(0.60417145), 'Fall right': np.float32(0.61218345), 'Fall sitting': np.float32(0.59619206), 'Hop': np.float32(0.62011), 'Kneel': np.float32(0.60999703), 'Pick up object': np.float32(0.614485), 'Sit down': np.float32(0.6107371), 'Walk': np.float32(0.6152757)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.604921), 'Fall forward': np.float32(0.6035106), 'Fall left': np.float32(0.60473704), 'Fall right': np.float32(0.6126036), 'Fall sitting': np.float32(0.59655505), 'Hop': np.float32(0.6200526), 'Kneel': np.float32(0.6102926), 'Pick up object': np.float32(0.61496216), 'Sit down': np.float32(0.61134523), 'Walk': np.float32(0.6151644)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.6056048), 'Fall forward': np.float32(0.6039847), 'Fall left': np.float32(0.60539615), 'Fall right': np.float32(0.6131718), 'Fall sitting': np.float32(0.5970313), 'Hop': np.float32(0.62009346), 'Kneel': np.float32(0.61089253), 'Pick up object': np.float32(0.6155862), 'Sit down': np.float32(0.61188346), 'Walk': np.float32(0.6153748)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.6061724), 'Fall forward': np.float32(0.6044174), 'Fall left': np.float32(0.6058799), 'Fall right': np.float32(0.61365247), 'Fall sitting': np.float32(0.5973645), 'Hop': np.float32(0.6202106), 'Kneel': np.float32(0.6113809), 'Pick up object': np.float32(0.61600405), 'Sit down': np.float32(0.61215454), 'Walk': np.float32(0.6157106)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.6066717), 'Fall forward': np.float32(0.60473436), 'Fall left': np.float32(0.60628825), 'Fall right': np.float32(0.614029), 'Fall sitting': np.float32(0.59781116), 'Hop': np.float32(0.6200355), 'Kneel': np.float32(0.6117499), 'Pick up object': np.float32(0.6163866), 'Sit down': np.float32(0.61252767), 'Walk': np.float32(0.6158551)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.60731757), 'Fall forward': np.float32(0.60532916), 'Fall left': np.float32(0.6069239), 'Fall right': np.float32(0.61455786), 'Fall sitting': np.float32(0.59840804), 'Hop': np.float32(0.620265), 'Kneel': np.float32(0.6124191), 'Pick up object': np.float32(0.6168956), 'Sit down': np.float32(0.6130571), 'Walk': np.float32(0.61624366)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.6079368), 'Fall forward': np.float32(0.6058151), 'Fall left': np.float32(0.6076035), 'Fall right': np.float32(0.6150399), 'Fall sitting': np.float32(0.59906536), 'Hop': np.float32(0.62033945), 'Kneel': np.float32(0.61304355), 'Pick up object': np.float32(0.6172983), 'Sit down': np.float32(0.6136276), 'Walk': np.float32(0.61654174)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.6082972), 'Fall forward': np.float32(0.6060332), 'Fall left': np.float32(0.6080125), 'Fall right': np.float32(0.6153543), 'Fall sitting': np.float32(0.5994161), 'Hop': np.float32(0.6203353), 'Kneel': np.float32(0.6133778), 'Pick up object': np.float32(0.6175185), 'Sit down': np.float32(0.61396974), 'Walk': np.float32(0.6166661)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.60856265), 'Fall forward': np.float32(0.6061155), 'Fall left': np.float32(0.6082804), 'Fall right': np.float32(0.61551875), 'Fall sitting': np.float32(0.59956414), 'Hop': np.float32(0.62015676), 'Kneel': np.float32(0.6135761), 'Pick up object': np.float32(0.6175972), 'Sit down': np.float32(0.61413085), 'Walk': np.float32(0.61662877)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.60871977), 'Fall forward': np.float32(0.60617715), 'Fall left': np.float32(0.6084512), 'Fall right': np.float32(0.6156659), 'Fall sitting': np.float32(0.5997497), 'Hop': np.float32(0.62003154), 'Kneel': np.float32(0.6137014), 'Pick up object': np.float32(0.61772025), 'Sit down': np.float32(0.6142798), 'Walk': np.float32(0.6166136)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.6092511), 'Fall forward': np.float32(0.60666054), 'Fall left': np.float32(0.6090342), 'Fall right': np.float32(0.61627024), 'Fall sitting': np.float32(0.60049695), 'Hop': np.float32(0.62025034), 'Kneel': np.float32(0.6142138), 'Pick up object': np.float32(0.6182612), 'Sit down': np.float32(0.6147542), 'Walk': np.float32(0.61697197)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.60945034), 'Fall forward': np.float32(0.60675377), 'Fall left': np.float32(0.6092915), 'Fall right': np.float32(0.6165337), 'Fall sitting': np.float32(0.60085785), 'Hop': np.float32(0.6204092), 'Kneel': np.float32(0.614424), 'Pick up object': np.float32(0.6186055), 'Sit down': np.float32(0.61505926), 'Walk': np.float32(0.6171149)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.60959464), 'Fall forward': np.float32(0.6068795), 'Fall left': np.float32(0.60951245), 'Fall right': np.float32(0.6166804), 'Fall sitting': np.float32(0.6012294), 'Hop': np.float32(0.6207417), 'Kneel': np.float32(0.61466503), 'Pick up object': np.float32(0.6191795), 'Sit down': np.float32(0.6154299), 'Walk': np.float32(0.61738855)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.609791), 'Fall forward': np.float32(0.6070796), 'Fall left': np.float32(0.6097515), 'Fall right': np.float32(0.6168382), 'Fall sitting': np.float32(0.6016813), 'Hop': np.float32(0.6211589), 'Kneel': np.float32(0.6149286), 'Pick up object': np.float32(0.6197943), 'Sit down': np.float32(0.6158269), 'Walk': np.float32(0.6176938)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.6102638), 'Fall forward': np.float32(0.6077217), 'Fall left': np.float32(0.6103652), 'Fall right': np.float32(0.61732906), 'Fall sitting': np.float32(0.602339), 'Hop': np.float32(0.6218359), 'Kneel': np.float32(0.61559653), 'Pick up object': np.float32(0.6207425), 'Sit down': np.float32(0.6164459), 'Walk': np.float32(0.61831474)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.6107197), 'Fall forward': np.float32(0.6083862), 'Fall left': np.float32(0.6109513), 'Fall right': np.float32(0.61777365), 'Fall sitting': np.float32(0.6029019), 'Hop': np.float32(0.622488), 'Kneel': np.float32(0.61624604), 'Pick up object': np.float32(0.62153715), 'Sit down': np.float32(0.61705774), 'Walk': np.float32(0.6189083)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.6110327), 'Fall forward': np.float32(0.608851), 'Fall left': np.float32(0.61143327), 'Fall right': np.float32(0.6181342), 'Fall sitting': np.float32(0.6033114), 'Hop': np.float32(0.6230149), 'Kneel': np.float32(0.6167733), 'Pick up object': np.float32(0.62225515), 'Sit down': np.float32(0.6176331), 'Walk': np.float32(0.6193695)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.6108161), 'Fall forward': np.float32(0.6087652), 'Fall left': np.float32(0.61135), 'Fall right': np.float32(0.617978), 'Fall sitting': np.float32(0.6032709), 'Hop': np.float32(0.62308794), 'Kneel': np.float32(0.6167317), 'Pick up object': np.float32(0.6224175), 'Sit down': np.float32(0.6177345), 'Walk': np.float32(0.6193727)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.6102891), 'Fall forward': np.float32(0.60829943), 'Fall left': np.float32(0.6110095), 'Fall right': np.float32(0.61750674), 'Fall sitting': np.float32(0.60297936), 'Hop': np.float32(0.6227923), 'Kneel': np.float32(0.61631906), 'Pick up object': np.float32(0.6222391), 'Sit down': np.float32(0.6175614), 'Walk': np.float32(0.6189712)}
t=185 | pred=Hop | scores={'Fall backwards': np.float32(0.61004907), 'Fall forward': np.float32(0.6081339), 'Fall left': np.float32(0.61094594), 'Fall right': np.float32(0.6173043), 'Fall sitting': np.float32(0.60310185), 'Hop': np.float32(0.6227606), 'Kneel': np.float32(0.61612684), 'Pick up object': np.float32(0.6222934), 'Sit down': np.float32(0.617589), 'Walk': np.float32(0.6188645)}
t=190 | pred=Hop | scores={'Fall backwards': np.float32(0.6096164), 'Fall forward': np.float32(0.60785687), 'Fall left': np.float32(0.6106618), 'Fall right': np.float32(0.61693126), 'Fall sitting': np.float32(0.6029624), 'Hop': np.float32(0.6225852), 'Kneel': np.float32(0.6157855), 'Pick up object': np.float32(0.6221186), 'Sit down': np.float32(0.61730814), 'Walk': np.float32(0.6186524)}
t=195 | pred=Hop | scores={'Fall backwards': np.float32(0.6095211), 'Fall forward': np.float32(0.6078469), 'Fall left': np.float32(0.6106843), 'Fall right': np.float32(0.6168548), 'Fall sitting': np.float32(0.60306346), 'Hop': np.float32(0.6227181), 'Kneel': np.float32(0.6157363), 'Pick up object': np.float32(0.62221175), 'Sit down': np.float32(0.61733305), 'Walk': np.float32(0.6186868)}
t=200 | pred=Hop | scores={'Fall backwards': np.float32(0.6095171), 'Fall forward': np.float32(0.60796255), 'Fall left': np.float32(0.6107815), 'Fall right': np.float32(0.6168794), 'Fall sitting': np.float32(0.6031102), 'Hop': np.float32(0.62292963), 'Kneel': np.float32(0.6158262), 'Pick up object': np.float32(0.6223199), 'Sit down': np.float32(0.6173205), 'Walk': np.float32(0.6188337)}
