Ground Truth: Fall right

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.6669041), 'Fall forward': np.float32(0.6628169), 'Fall left': np.float32(0.66712147), 'Fall right': np.float32(0.66631246), 'Fall sitting': np.float32(0.64655286), 'Hop': np.float32(0.6667458), 'Kneel': np.float32(0.6655727), 'Pick up object': np.float32(0.6665343), 'Sit down': np.float32(0.65997046), 'Walk': np.float32(0.67042345)}
t=105 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67329586), 'Fall forward': np.float32(0.6664173), 'Fall left': np.float32(0.67219186), 'Fall right': np.float32(0.6719575), 'Fall sitting': np.float32(0.6544764), 'Hop': np.float32(0.66701925), 'Kneel': np.float32(0.66973776), 'Pick up object': np.float32(0.67077124), 'Sit down': np.float32(0.66557646), 'Walk': np.float32(0.6691677)}
t=110 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.672982), 'Fall forward': np.float32(0.66568404), 'Fall left': np.float32(0.6717435), 'Fall right': np.float32(0.67172414), 'Fall sitting': np.float32(0.6541359), 'Hop': np.float32(0.66564345), 'Kneel': np.float32(0.6691798), 'Pick up object': np.float32(0.6701706), 'Sit down': np.float32(0.66504735), 'Walk': np.float32(0.66767746)}
t=115 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6727576), 'Fall forward': np.float32(0.6650484), 'Fall left': np.float32(0.6713434), 'Fall right': np.float32(0.67156845), 'Fall sitting': np.float32(0.65382236), 'Hop': np.float32(0.6645179), 'Kneel': np.float32(0.66867566), 'Pick up object': np.float32(0.66966903), 'Sit down': np.float32(0.6645765), 'Walk': np.float32(0.6664052)}
t=120 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6725203), 'Fall forward': np.float32(0.6643834), 'Fall left': np.float32(0.6709522), 'Fall right': np.float32(0.6714732), 'Fall sitting': np.float32(0.653492), 'Hop': np.float32(0.66346425), 'Kneel': np.float32(0.6681585), 'Pick up object': np.float32(0.669189), 'Sit down': np.float32(0.6641602), 'Walk': np.float32(0.665156)}
t=125 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6723235), 'Fall forward': np.float32(0.6639451), 'Fall left': np.float32(0.6706627), 'Fall right': np.float32(0.6713833), 'Fall sitting': np.float32(0.6532238), 'Hop': np.float32(0.6626297), 'Kneel': np.float32(0.6677511), 'Pick up object': np.float32(0.66876465), 'Sit down': np.float32(0.66385514), 'Walk': np.float32(0.66424483)}
t=130 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6720559), 'Fall forward': np.float32(0.6634649), 'Fall left': np.float32(0.670336), 'Fall right': np.float32(0.67125374), 'Fall sitting': np.float32(0.652956), 'Hop': np.float32(0.6615777), 'Kneel': np.float32(0.6673074), 'Pick up object': np.float32(0.66821724), 'Sit down': np.float32(0.6634412), 'Walk': np.float32(0.66315633)}
t=135 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6717615), 'Fall forward': np.float32(0.6629907), 'Fall left': np.float32(0.66998094), 'Fall right': np.float32(0.67107224), 'Fall sitting': np.float32(0.65268475), 'Hop': np.float32(0.6607422), 'Kneel': np.float32(0.66685736), 'Pick up object': np.float32(0.6677402), 'Sit down': np.float32(0.66308874), 'Walk': np.float32(0.66228807)}
t=140 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6717893), 'Fall forward': np.float32(0.6628982), 'Fall left': np.float32(0.66997117), 'Fall right': np.float32(0.6712645), 'Fall sitting': np.float32(0.6529141), 'Hop': np.float32(0.6601219), 'Kneel': np.float32(0.666771), 'Pick up object': np.float32(0.66757226), 'Sit down': np.float32(0.66311127), 'Walk': np.float32(0.6617746)}
t=145 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6718694), 'Fall forward': np.float32(0.66292036), 'Fall left': np.float32(0.67002535), 'Fall right': np.float32(0.671421), 'Fall sitting': np.float32(0.65313894), 'Hop': np.float32(0.6598224), 'Kneel': np.float32(0.6668341), 'Pick up object': np.float32(0.6675952), 'Sit down': np.float32(0.663185), 'Walk': np.float32(0.6615559)}
t=150 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6721044), 'Fall forward': np.float32(0.66309595), 'Fall left': np.float32(0.67028815), 'Fall right': np.float32(0.6717553), 'Fall sitting': np.float32(0.6535469), 'Hop': np.float32(0.6596388), 'Kneel': np.float32(0.6671175), 'Pick up object': np.float32(0.66780025), 'Sit down': np.float32(0.6634169), 'Walk': np.float32(0.6614502)}
t=155 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67230225), 'Fall forward': np.float32(0.6632233), 'Fall left': np.float32(0.67054063), 'Fall right': np.float32(0.6720573), 'Fall sitting': np.float32(0.6539117), 'Hop': np.float32(0.6595201), 'Kneel': np.float32(0.6672896), 'Pick up object': np.float32(0.6679987), 'Sit down': np.float32(0.6636196), 'Walk': np.float32(0.66144013)}
t=160 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6728267), 'Fall forward': np.float32(0.66342944), 'Fall left': np.float32(0.6710771), 'Fall right': np.float32(0.6726794), 'Fall sitting': np.float32(0.65449387), 'Hop': np.float32(0.6595877), 'Kneel': np.float32(0.66771996), 'Pick up object': np.float32(0.66844577), 'Sit down': np.float32(0.6641924), 'Walk': np.float32(0.6616509)}
t=165 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6735384), 'Fall forward': np.float32(0.663768), 'Fall left': np.float32(0.67180836), 'Fall right': np.float32(0.67344856), 'Fall sitting': np.float32(0.65506315), 'Hop': np.float32(0.6599485), 'Kneel': np.float32(0.6682421), 'Pick up object': np.float32(0.66902757), 'Sit down': np.float32(0.6648803), 'Walk': np.float32(0.6621313)}
t=170 | pred=Fall right | scores={'Fall backwards': np.float32(0.6743497), 'Fall forward': np.float32(0.6642623), 'Fall left': np.float32(0.6726728), 'Fall right': np.float32(0.67436695), 'Fall sitting': np.float32(0.6558061), 'Hop': np.float32(0.6603211), 'Kneel': np.float32(0.6688826), 'Pick up object': np.float32(0.669693), 'Sit down': np.float32(0.6656186), 'Walk': np.float32(0.6626422)}
t=175 | pred=Fall right | scores={'Fall backwards': np.float32(0.6748821), 'Fall forward': np.float32(0.664518), 'Fall left': np.float32(0.6732636), 'Fall right': np.float32(0.67498004), 'Fall sitting': np.float32(0.6562607), 'Hop': np.float32(0.66052145), 'Kneel': np.float32(0.6692428), 'Pick up object': np.float32(0.67008674), 'Sit down': np.float32(0.6660653), 'Walk': np.float32(0.66293937)}
t=180 | pred=Fall right | scores={'Fall backwards': np.float32(0.6750361), 'Fall forward': np.float32(0.6643086), 'Fall left': np.float32(0.67343575), 'Fall right': np.float32(0.6752045), 'Fall sitting': np.float32(0.65637267), 'Hop': np.float32(0.66026443), 'Kneel': np.float32(0.6691884), 'Pick up object': np.float32(0.67009735), 'Sit down': np.float32(0.6661905), 'Walk': np.float32(0.66278654)}
t=185 | pred=Fall right | scores={'Fall backwards': np.float32(0.674995), 'Fall forward': np.float32(0.66393745), 'Fall left': np.float32(0.6734009), 'Fall right': np.float32(0.6751901), 'Fall sitting': np.float32(0.6562564), 'Hop': np.float32(0.65989584), 'Kneel': np.float32(0.66895026), 'Pick up object': np.float32(0.6699133), 'Sit down': np.float32(0.66613126), 'Walk': np.float32(0.6624852)}
t=190 | pred=Fall right | scores={'Fall backwards': np.float32(0.67498314), 'Fall forward': np.float32(0.66348094), 'Fall left': np.float32(0.67335284), 'Fall right': np.float32(0.67516553), 'Fall sitting': np.float32(0.65613467), 'Hop': np.float32(0.65947837), 'Kneel': np.float32(0.66865295), 'Pick up object': np.float32(0.6697087), 'Sit down': np.float32(0.6660385), 'Walk': np.float32(0.662149)}
t=195 | pred=Fall right | scores={'Fall backwards': np.float32(0.67494625), 'Fall forward': np.float32(0.6631028), 'Fall left': np.float32(0.67326826), 'Fall right': np.float32(0.6751115), 'Fall sitting': np.float32(0.6559823), 'Hop': np.float32(0.6590977), 'Kneel': np.float32(0.6683736), 'Pick up object': np.float32(0.66946673), 'Sit down': np.float32(0.665858), 'Walk': np.float32(0.6618391)}
t=200 | pred=Fall right | scores={'Fall backwards': np.float32(0.67486715), 'Fall forward': np.float32(0.6626377), 'Fall left': np.float32(0.6731043), 'Fall right': np.float32(0.67498755), 'Fall sitting': np.float32(0.65579903), 'Hop': np.float32(0.65858173), 'Kneel': np.float32(0.66802305), 'Pick up object': np.float32(0.6691543), 'Sit down': np.float32(0.6656209), 'Walk': np.float32(0.66141194)}
t=205 | pred=Fall right | scores={'Fall backwards': np.float32(0.6747795), 'Fall forward': np.float32(0.6623228), 'Fall left': np.float32(0.6729808), 'Fall right': np.float32(0.6748882), 'Fall sitting': np.float32(0.65563035), 'Hop': np.float32(0.65818423), 'Kneel': np.float32(0.66775316), 'Pick up object': np.float32(0.66889554), 'Sit down': np.float32(0.665418), 'Walk': np.float32(0.66109747)}
t=210 | pred=Fall right | scores={'Fall backwards': np.float32(0.67472434), 'Fall forward': np.float32(0.6619629), 'Fall left': np.float32(0.6728776), 'Fall right': np.float32(0.67478174), 'Fall sitting': np.float32(0.65546316), 'Hop': np.float32(0.6577496), 'Kneel': np.float32(0.6674571), 'Pick up object': np.float32(0.6686101), 'Sit down': np.float32(0.665236), 'Walk': np.float32(0.66076016)}
t=215 | pred=Fall right | scores={'Fall backwards': np.float32(0.67476195), 'Fall forward': np.float32(0.66179687), 'Fall left': np.float32(0.67292184), 'Fall right': np.float32(0.67478585), 'Fall sitting': np.float32(0.6554738), 'Hop': np.float32(0.6575044), 'Kneel': np.float32(0.66731), 'Pick up object': np.float32(0.6684403), 'Sit down': np.float32(0.6651976), 'Walk': np.float32(0.66060156)}
