Ground Truth: Fall forward

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.66211903), 'Fall forward': np.float32(0.66311896), 'Fall left': np.float32(0.662993), 'Fall right': np.float32(0.66229254), 'Fall sitting': np.float32(0.64278936), 'Hop': np.float32(0.6642721), 'Kneel': np.float32(0.66256166), 'Pick up object': np.float32(0.6640158), 'Sit down': np.float32(0.6567833), 'Walk': np.float32(0.669693)}
t=70 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6722302), 'Fall forward': np.float32(0.67364234), 'Fall left': np.float32(0.6733422), 'Fall right': np.float32(0.67161477), 'Fall sitting': np.float32(0.6577691), 'Hop': np.float32(0.66738987), 'Kneel': np.float32(0.6714107), 'Pick up object': np.float32(0.67217946), 'Sit down': np.float32(0.6658602), 'Walk': np.float32(0.67122054)}
t=75 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6727605), 'Fall forward': np.float32(0.6752909), 'Fall left': np.float32(0.6742518), 'Fall right': np.float32(0.67227244), 'Fall sitting': np.float32(0.65927166), 'Hop': np.float32(0.6673206), 'Kneel': np.float32(0.6723884), 'Pick up object': np.float32(0.67253643), 'Sit down': np.float32(0.66630256), 'Walk': np.float32(0.6710607)}
t=80 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67248523), 'Fall forward': np.float32(0.67587346), 'Fall left': np.float32(0.67419213), 'Fall right': np.float32(0.67196226), 'Fall sitting': np.float32(0.65991974), 'Hop': np.float32(0.6664674), 'Kneel': np.float32(0.6723814), 'Pick up object': np.float32(0.67215383), 'Sit down': np.float32(0.6658566), 'Walk': np.float32(0.6699861)}
t=85 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67242515), 'Fall forward': np.float32(0.67636967), 'Fall left': np.float32(0.67424405), 'Fall right': np.float32(0.6718696), 'Fall sitting': np.float32(0.6604539), 'Hop': np.float32(0.6660301), 'Kneel': np.float32(0.67250323), 'Pick up object': np.float32(0.67185855), 'Sit down': np.float32(0.6657881), 'Walk': np.float32(0.66943765)}
t=90 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67287934), 'Fall forward': np.float32(0.6774164), 'Fall left': np.float32(0.6748213), 'Fall right': np.float32(0.6722959), 'Fall sitting': np.float32(0.6614973), 'Hop': np.float32(0.66596526), 'Kneel': np.float32(0.67314255), 'Pick up object': np.float32(0.67187345), 'Sit down': np.float32(0.6662705), 'Walk': np.float32(0.66927767)}
t=95 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6728077), 'Fall forward': np.float32(0.6778612), 'Fall left': np.float32(0.67485625), 'Fall right': np.float32(0.6722933), 'Fall sitting': np.float32(0.66188496), 'Hop': np.float32(0.6656055), 'Kneel': np.float32(0.6732817), 'Pick up object': np.float32(0.6715499), 'Sit down': np.float32(0.6662795), 'Walk': np.float32(0.66888994)}
t=100 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6727678), 'Fall forward': np.float32(0.6783489), 'Fall left': np.float32(0.6749354), 'Fall right': np.float32(0.67227864), 'Fall sitting': np.float32(0.66244656), 'Hop': np.float32(0.6652065), 'Kneel': np.float32(0.67351604), 'Pick up object': np.float32(0.6713111), 'Sit down': np.float32(0.6664817), 'Walk': np.float32(0.6684902)}
t=105 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67279315), 'Fall forward': np.float32(0.67873067), 'Fall left': np.float32(0.6750766), 'Fall right': np.float32(0.67238736), 'Fall sitting': np.float32(0.66285354), 'Hop': np.float32(0.6650719), 'Kneel': np.float32(0.6737669), 'Pick up object': np.float32(0.67124903), 'Sit down': np.float32(0.66676277), 'Walk': np.float32(0.66836995)}
t=110 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6730221), 'Fall forward': np.float32(0.6792622), 'Fall left': np.float32(0.6753674), 'Fall right': np.float32(0.67264014), 'Fall sitting': np.float32(0.6635191), 'Hop': np.float32(0.6651236), 'Kneel': np.float32(0.6741433), 'Pick up object': np.float32(0.6713704), 'Sit down': np.float32(0.66727984), 'Walk': np.float32(0.66844785)}
t=115 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6729186), 'Fall forward': np.float32(0.679439), 'Fall left': np.float32(0.67536575), 'Fall right': np.float32(0.67261463), 'Fall sitting': np.float32(0.6638147), 'Hop': np.float32(0.66498655), 'Kneel': np.float32(0.67422384), 'Pick up object': np.float32(0.6712764), 'Sit down': np.float32(0.6674835), 'Walk': np.float32(0.6683684)}
t=120 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67257947), 'Fall forward': np.float32(0.67952496), 'Fall left': np.float32(0.6751884), 'Fall right': np.float32(0.6723852), 'Fall sitting': np.float32(0.6641055), 'Hop': np.float32(0.66456765), 'Kneel': np.float32(0.674129), 'Pick up object': np.float32(0.67096686), 'Sit down': np.float32(0.66760725), 'Walk': np.float32(0.668102)}
t=125 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6722541), 'Fall forward': np.float32(0.6794313), 'Fall left': np.float32(0.6749237), 'Fall right': np.float32(0.6721423), 'Fall sitting': np.float32(0.66411257), 'Hop': np.float32(0.66417307), 'Kneel': np.float32(0.6739459), 'Pick up object': np.float32(0.670657), 'Sit down': np.float32(0.66750044), 'Walk': np.float32(0.66779256)}
t=130 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6721067), 'Fall forward': np.float32(0.67947584), 'Fall left': np.float32(0.674778), 'Fall right': np.float32(0.6720403), 'Fall sitting': np.float32(0.6642236), 'Hop': np.float32(0.6638992), 'Kneel': np.float32(0.6739238), 'Pick up object': np.float32(0.6704941), 'Sit down': np.float32(0.66746444), 'Walk': np.float32(0.6675943)}
t=135 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67211205), 'Fall forward': np.float32(0.6795714), 'Fall left': np.float32(0.6747474), 'Fall right': np.float32(0.6720412), 'Fall sitting': np.float32(0.6643575), 'Hop': np.float32(0.6637802), 'Kneel': np.float32(0.67398125), 'Pick up object': np.float32(0.67046934), 'Sit down': np.float32(0.66748303), 'Walk': np.float32(0.6675211)}
t=140 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6721427), 'Fall forward': np.float32(0.6797169), 'Fall left': np.float32(0.67475885), 'Fall right': np.float32(0.6720654), 'Fall sitting': np.float32(0.6646089), 'Hop': np.float32(0.66364837), 'Kneel': np.float32(0.67413735), 'Pick up object': np.float32(0.6704631), 'Sit down': np.float32(0.6675831), 'Walk': np.float32(0.6674321)}
t=145 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6722096), 'Fall forward': np.float32(0.6798324), 'Fall left': np.float32(0.6747937), 'Fall right': np.float32(0.67210996), 'Fall sitting': np.float32(0.6647279), 'Hop': np.float32(0.6636378), 'Kneel': np.float32(0.6742946), 'Pick up object': np.float32(0.6704925), 'Sit down': np.float32(0.6676561), 'Walk': np.float32(0.6674445)}
