Ground Truth: Walk

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.65483826), 'Fall forward': np.float32(0.6557414), 'Fall left': np.float32(0.65474296), 'Fall right': np.float32(0.65306383), 'Fall sitting': np.float32(0.6424966), 'Hop': np.float32(0.6610074), 'Kneel': np.float32(0.65257436), 'Pick up object': np.float32(0.65710765), 'Sit down': np.float32(0.6502467), 'Walk': np.float32(0.6613155)}
t=70 | pred=Walk | scores={'Fall backwards': np.float32(0.66413736), 'Fall forward': np.float32(0.6638), 'Fall left': np.float32(0.66507345), 'Fall right': np.float32(0.66213596), 'Fall sitting': np.float32(0.6509874), 'Hop': np.float32(0.66859424), 'Kneel': np.float32(0.66204536), 'Pick up object': np.float32(0.66588503), 'Sit down': np.float32(0.6593232), 'Walk': np.float32(0.6687052)}
t=75 | pred=Walk | scores={'Fall backwards': np.float32(0.6646855), 'Fall forward': np.float32(0.66421974), 'Fall left': np.float32(0.6655026), 'Fall right': np.float32(0.66266334), 'Fall sitting': np.float32(0.6511899), 'Hop': np.float32(0.668374), 'Kneel': np.float32(0.66240937), 'Pick up object': np.float32(0.6658745), 'Sit down': np.float32(0.6595912), 'Walk': np.float32(0.66870624)}
t=80 | pred=Walk | scores={'Fall backwards': np.float32(0.6655728), 'Fall forward': np.float32(0.66484666), 'Fall left': np.float32(0.666264), 'Fall right': np.float32(0.6635268), 'Fall sitting': np.float32(0.6517508), 'Hop': np.float32(0.66816413), 'Kneel': np.float32(0.66303295), 'Pick up object': np.float32(0.6661179), 'Sit down': np.float32(0.6600737), 'Walk': np.float32(0.6688311)}
t=85 | pred=Walk | scores={'Fall backwards': np.float32(0.66601926), 'Fall forward': np.float32(0.6651874), 'Fall left': np.float32(0.66677487), 'Fall right': np.float32(0.66403323), 'Fall sitting': np.float32(0.6522415), 'Hop': np.float32(0.6681052), 'Kneel': np.float32(0.66357243), 'Pick up object': np.float32(0.666297), 'Sit down': np.float32(0.6605525), 'Walk': np.float32(0.6689332)}
t=90 | pred=Walk | scores={'Fall backwards': np.float32(0.6668045), 'Fall forward': np.float32(0.6657717), 'Fall left': np.float32(0.66767347), 'Fall right': np.float32(0.66496515), 'Fall sitting': np.float32(0.6532645), 'Hop': np.float32(0.66834265), 'Kneel': np.float32(0.66451997), 'Pick up object': np.float32(0.6668119), 'Sit down': np.float32(0.6617722), 'Walk': np.float32(0.66928256)}
t=95 | pred=Walk | scores={'Fall backwards': np.float32(0.66731644), 'Fall forward': np.float32(0.6660473), 'Fall left': np.float32(0.6682306), 'Fall right': np.float32(0.66561246), 'Fall sitting': np.float32(0.65395), 'Hop': np.float32(0.6684256), 'Kneel': np.float32(0.6651367), 'Pick up object': np.float32(0.6671219), 'Sit down': np.float32(0.6626055), 'Walk': np.float32(0.6694525)}
t=100 | pred=Walk | scores={'Fall backwards': np.float32(0.667676), 'Fall forward': np.float32(0.66621894), 'Fall left': np.float32(0.6686607), 'Fall right': np.float32(0.6660098), 'Fall sitting': np.float32(0.6543623), 'Hop': np.float32(0.6682561), 'Kneel': np.float32(0.66553473), 'Pick up object': np.float32(0.66720915), 'Sit down': np.float32(0.66314465), 'Walk': np.float32(0.66937196)}
t=105 | pred=Walk | scores={'Fall backwards': np.float32(0.66816455), 'Fall forward': np.float32(0.6665436), 'Fall left': np.float32(0.66918695), 'Fall right': np.float32(0.6665288), 'Fall sitting': np.float32(0.6549833), 'Hop': np.float32(0.6684608), 'Kneel': np.float32(0.66605693), 'Pick up object': np.float32(0.6674932), 'Sit down': np.float32(0.66376954), 'Walk': np.float32(0.66962403)}
t=110 | pred=Walk | scores={'Fall backwards': np.float32(0.668684), 'Fall forward': np.float32(0.66696054), 'Fall left': np.float32(0.669718), 'Fall right': np.float32(0.66712755), 'Fall sitting': np.float32(0.6555276), 'Hop': np.float32(0.6686164), 'Kneel': np.float32(0.6666566), 'Pick up object': np.float32(0.66774994), 'Sit down': np.float32(0.66435546), 'Walk': np.float32(0.6699676)}
t=115 | pred=Walk | scores={'Fall backwards': np.float32(0.66943157), 'Fall forward': np.float32(0.6676515), 'Fall left': np.float32(0.67044514), 'Fall right': np.float32(0.6679402), 'Fall sitting': np.float32(0.656353), 'Hop': np.float32(0.66913027), 'Kneel': np.float32(0.6675468), 'Pick up object': np.float32(0.6683204), 'Sit down': np.float32(0.6652101), 'Walk': np.float32(0.6706632)}
t=120 | pred=Walk | scores={'Fall backwards': np.float32(0.6705163), 'Fall forward': np.float32(0.66860515), 'Fall left': np.float32(0.67146236), 'Fall right': np.float32(0.6690855), 'Fall sitting': np.float32(0.657335), 'Hop': np.float32(0.6697946), 'Kneel': np.float32(0.6686761), 'Pick up object': np.float32(0.66916496), 'Sit down': np.float32(0.6661943), 'Walk': np.float32(0.671577)}
t=125 | pred=Walk | scores={'Fall backwards': np.float32(0.67123514), 'Fall forward': np.float32(0.6693147), 'Fall left': np.float32(0.6721436), 'Fall right': np.float32(0.66979283), 'Fall sitting': np.float32(0.65791196), 'Hop': np.float32(0.6701937), 'Kneel': np.float32(0.66942126), 'Pick up object': np.float32(0.66967833), 'Sit down': np.float32(0.6667109), 'Walk': np.float32(0.67215353)}
t=130 | pred=Fall left | scores={'Fall backwards': np.float32(0.6717531), 'Fall forward': np.float32(0.6698678), 'Fall left': np.float32(0.6725778), 'Fall right': np.float32(0.6703129), 'Fall sitting': np.float32(0.6582895), 'Hop': np.float32(0.670318), 'Kneel': np.float32(0.6699674), 'Pick up object': np.float32(0.6698762), 'Sit down': np.float32(0.66693866), 'Walk': np.float32(0.672473)}
t=135 | pred=Fall left | scores={'Fall backwards': np.float32(0.671963), 'Fall forward': np.float32(0.6701262), 'Fall left': np.float32(0.67269415), 'Fall right': np.float32(0.67048675), 'Fall sitting': np.float32(0.65839225), 'Hop': np.float32(0.67024964), 'Kneel': np.float32(0.6702276), 'Pick up object': np.float32(0.66986513), 'Sit down': np.float32(0.6669198), 'Walk': np.float32(0.67259645)}
t=140 | pred=Fall left | scores={'Fall backwards': np.float32(0.6722305), 'Fall forward': np.float32(0.6703404), 'Fall left': np.float32(0.67287177), 'Fall right': np.float32(0.6707084), 'Fall sitting': np.float32(0.65856695), 'Hop': np.float32(0.67013735), 'Kneel': np.float32(0.6704714), 'Pick up object': np.float32(0.6698551), 'Sit down': np.float32(0.6669594), 'Walk': np.float32(0.6726519)}
t=145 | pred=Fall left | scores={'Fall backwards': np.float32(0.67227316), 'Fall forward': np.float32(0.6703718), 'Fall left': np.float32(0.6728506), 'Fall right': np.float32(0.6706957), 'Fall sitting': np.float32(0.6585225), 'Hop': np.float32(0.66993195), 'Kneel': np.float32(0.6705031), 'Pick up object': np.float32(0.6697087), 'Sit down': np.float32(0.6668014), 'Walk': np.float32(0.6725523)}
t=150 | pred=Fall left | scores={'Fall backwards': np.float32(0.6723641), 'Fall forward': np.float32(0.67040527), 'Fall left': np.float32(0.67286927), 'Fall right': np.float32(0.6707369), 'Fall sitting': np.float32(0.65847737), 'Hop': np.float32(0.66969097), 'Kneel': np.float32(0.67057043), 'Pick up object': np.float32(0.66960937), 'Sit down': np.float32(0.66669184), 'Walk': np.float32(0.67243385)}
t=155 | pred=Fall left | scores={'Fall backwards': np.float32(0.67244214), 'Fall forward': np.float32(0.6704482), 'Fall left': np.float32(0.67286205), 'Fall right': np.float32(0.6707416), 'Fall sitting': np.float32(0.6584086), 'Hop': np.float32(0.6695042), 'Kneel': np.float32(0.6705978), 'Pick up object': np.float32(0.66953886), 'Sit down': np.float32(0.6665836), 'Walk': np.float32(0.6723634)}
t=160 | pred=Fall left | scores={'Fall backwards': np.float32(0.67267966), 'Fall forward': np.float32(0.6705336), 'Fall left': np.float32(0.67297393), 'Fall right': np.float32(0.67089933), 'Fall sitting': np.float32(0.65857124), 'Hop': np.float32(0.6694127), 'Kneel': np.float32(0.67077696), 'Pick up object': np.float32(0.6696293), 'Sit down': np.float32(0.66670644), 'Walk': np.float32(0.67240816)}
t=165 | pred=Fall left | scores={'Fall backwards': np.float32(0.6729391), 'Fall forward': np.float32(0.67062557), 'Fall left': np.float32(0.6731368), 'Fall right': np.float32(0.67113477), 'Fall sitting': np.float32(0.6587498), 'Hop': np.float32(0.66944516), 'Kneel': np.float32(0.67096466), 'Pick up object': np.float32(0.66974443), 'Sit down': np.float32(0.66687894), 'Walk': np.float32(0.67253995)}
t=170 | pred=Fall left | scores={'Fall backwards': np.float32(0.6732915), 'Fall forward': np.float32(0.67079616), 'Fall left': np.float32(0.6733748), 'Fall right': np.float32(0.671458), 'Fall sitting': np.float32(0.6591523), 'Hop': np.float32(0.6696062), 'Kneel': np.float32(0.67125374), 'Pick up object': np.float32(0.6700055), 'Sit down': np.float32(0.6672331), 'Walk': np.float32(0.6727549)}
t=175 | pred=Fall left | scores={'Fall backwards': np.float32(0.6737164), 'Fall forward': np.float32(0.67100364), 'Fall left': np.float32(0.67373353), 'Fall right': np.float32(0.67185456), 'Fall sitting': np.float32(0.6596144), 'Hop': np.float32(0.6698042), 'Kneel': np.float32(0.67160434), 'Pick up object': np.float32(0.6703131), 'Sit down': np.float32(0.66767925), 'Walk': np.float32(0.6730071)}
t=180 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67408633), 'Fall forward': np.float32(0.6712215), 'Fall left': np.float32(0.6740487), 'Fall right': np.float32(0.6721914), 'Fall sitting': np.float32(0.66003853), 'Hop': np.float32(0.6698696), 'Kneel': np.float32(0.67193615), 'Pick up object': np.float32(0.670537), 'Sit down': np.float32(0.6680688), 'Walk': np.float32(0.67318046)}
t=185 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67430025), 'Fall forward': np.float32(0.671424), 'Fall left': np.float32(0.67425007), 'Fall right': np.float32(0.67239445), 'Fall sitting': np.float32(0.6603703), 'Hop': np.float32(0.66992), 'Kneel': np.float32(0.67218494), 'Pick up object': np.float32(0.6707107), 'Sit down': np.float32(0.6683183), 'Walk': np.float32(0.67329514)}
t=190 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67445296), 'Fall forward': np.float32(0.67150444), 'Fall left': np.float32(0.6743632), 'Fall right': np.float32(0.6725257), 'Fall sitting': np.float32(0.6605927), 'Hop': np.float32(0.669802), 'Kneel': np.float32(0.6722738), 'Pick up object': np.float32(0.6707435), 'Sit down': np.float32(0.66849774), 'Walk': np.float32(0.67323625)}
t=195 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67454743), 'Fall forward': np.float32(0.6715777), 'Fall left': np.float32(0.6744554), 'Fall right': np.float32(0.67261976), 'Fall sitting': np.float32(0.6607921), 'Hop': np.float32(0.66980535), 'Kneel': np.float32(0.6723617), 'Pick up object': np.float32(0.67082745), 'Sit down': np.float32(0.66861826), 'Walk': np.float32(0.67323977)}
t=200 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6746272), 'Fall forward': np.float32(0.6716206), 'Fall left': np.float32(0.6745031), 'Fall right': np.float32(0.6726482), 'Fall sitting': np.float32(0.66108006), 'Hop': np.float32(0.6698218), 'Kneel': np.float32(0.6724526), 'Pick up object': np.float32(0.67098665), 'Sit down': np.float32(0.66874623), 'Walk': np.float32(0.6733273)}
t=205 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6746733), 'Fall forward': np.float32(0.6717208), 'Fall left': np.float32(0.6745378), 'Fall right': np.float32(0.67265826), 'Fall sitting': np.float32(0.6612649), 'Hop': np.float32(0.6700498), 'Kneel': np.float32(0.67254645), 'Pick up object': np.float32(0.6712807), 'Sit down': np.float32(0.6688035), 'Walk': np.float32(0.6735841)}
t=210 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6747833), 'Fall forward': np.float32(0.67190474), 'Fall left': np.float32(0.6746326), 'Fall right': np.float32(0.6727234), 'Fall sitting': np.float32(0.66146696), 'Hop': np.float32(0.6703193), 'Kneel': np.float32(0.67267984), 'Pick up object': np.float32(0.6716038), 'Sit down': np.float32(0.6688216), 'Walk': np.float32(0.67389786)}
t=215 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67488086), 'Fall forward': np.float32(0.6721432), 'Fall left': np.float32(0.674739), 'Fall right': np.float32(0.67273384), 'Fall sitting': np.float32(0.6617134), 'Hop': np.float32(0.6706527), 'Kneel': np.float32(0.67281806), 'Pick up object': np.float32(0.6719644), 'Sit down': np.float32(0.66889256), 'Walk': np.float32(0.6742473)}
t=220 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67498755), 'Fall forward': np.float32(0.6723454), 'Fall left': np.float32(0.67482907), 'Fall right': np.float32(0.67274785), 'Fall sitting': np.float32(0.662003), 'Hop': np.float32(0.6709813), 'Kneel': np.float32(0.672922), 'Pick up object': np.float32(0.67230666), 'Sit down': np.float32(0.6689303), 'Walk': np.float32(0.67461175)}
t=225 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6750597), 'Fall forward': np.float32(0.6724759), 'Fall left': np.float32(0.67491394), 'Fall right': np.float32(0.6727607), 'Fall sitting': np.float32(0.6621582), 'Hop': np.float32(0.67138165), 'Kneel': np.float32(0.6730395), 'Pick up object': np.float32(0.6725939), 'Sit down': np.float32(0.66894853), 'Walk': np.float32(0.6750024)}
t=230 | pred=Walk | scores={'Fall backwards': np.float32(0.6751926), 'Fall forward': np.float32(0.6726595), 'Fall left': np.float32(0.6750485), 'Fall right': np.float32(0.67283523), 'Fall sitting': np.float32(0.66233015), 'Hop': np.float32(0.67175454), 'Kneel': np.float32(0.67318046), 'Pick up object': np.float32(0.6728623), 'Sit down': np.float32(0.6689906), 'Walk': np.float32(0.6753949)}
t=235 | pred=Walk | scores={'Fall backwards': np.float32(0.67537), 'Fall forward': np.float32(0.6728806), 'Fall left': np.float32(0.6752345), 'Fall right': np.float32(0.67298853), 'Fall sitting': np.float32(0.662538), 'Hop': np.float32(0.6721211), 'Kneel': np.float32(0.6733677), 'Pick up object': np.float32(0.6731463), 'Sit down': np.float32(0.66907805), 'Walk': np.float32(0.6758013)}
t=240 | pred=Walk | scores={'Fall backwards': np.float32(0.675601), 'Fall forward': np.float32(0.6731379), 'Fall left': np.float32(0.6754701), 'Fall right': np.float32(0.6732153), 'Fall sitting': np.float32(0.6628291), 'Hop': np.float32(0.6724699), 'Kneel': np.float32(0.67361224), 'Pick up object': np.float32(0.6734729), 'Sit down': np.float32(0.6692547), 'Walk': np.float32(0.67623425)}
