Ground Truth: Kneel

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.6424062), 'Fall forward': np.float32(0.64220124), 'Fall left': np.float32(0.64530766), 'Fall right': np.float32(0.6418323), 'Fall sitting': np.float32(0.63573515), 'Hop': np.float32(0.65831536), 'Kneel': np.float32(0.6482052), 'Pick up object': np.float32(0.64697343), 'Sit down': np.float32(0.64290524), 'Walk': np.float32(0.6535649)}
t=70 | pred=Kneel | scores={'Fall backwards': np.float32(0.6602892), 'Fall forward': np.float32(0.6614853), 'Fall left': np.float32(0.66223127), 'Fall right': np.float32(0.6592003), 'Fall sitting': np.float32(0.657388), 'Hop': np.float32(0.6593081), 'Kneel': np.float32(0.6643616), 'Pick up object': np.float32(0.6575819), 'Sit down': np.float32(0.6545114), 'Walk': np.float32(0.65678686)}
t=75 | pred=Kneel | scores={'Fall backwards': np.float32(0.6609745), 'Fall forward': np.float32(0.66201884), 'Fall left': np.float32(0.6629256), 'Fall right': np.float32(0.65997547), 'Fall sitting': np.float32(0.65747195), 'Hop': np.float32(0.6594998), 'Kneel': np.float32(0.6649111), 'Pick up object': np.float32(0.6580838), 'Sit down': np.float32(0.6548688), 'Walk': np.float32(0.6571009)}
t=80 | pred=Kneel | scores={'Fall backwards': np.float32(0.66149765), 'Fall forward': np.float32(0.6623083), 'Fall left': np.float32(0.6634569), 'Fall right': np.float32(0.6605358), 'Fall sitting': np.float32(0.65770185), 'Hop': np.float32(0.6596471), 'Kneel': np.float32(0.6653505), 'Pick up object': np.float32(0.6584781), 'Sit down': np.float32(0.6552529), 'Walk': np.float32(0.6572995)}
t=85 | pred=Kneel | scores={'Fall backwards': np.float32(0.66208774), 'Fall forward': np.float32(0.6627772), 'Fall left': np.float32(0.6640662), 'Fall right': np.float32(0.661173), 'Fall sitting': np.float32(0.65818435), 'Hop': np.float32(0.6601105), 'Kneel': np.float32(0.6659046), 'Pick up object': np.float32(0.6590271), 'Sit down': np.float32(0.6556442), 'Walk': np.float32(0.6578478)}
t=90 | pred=Kneel | scores={'Fall backwards': np.float32(0.662471), 'Fall forward': np.float32(0.6630494), 'Fall left': np.float32(0.6644609), 'Fall right': np.float32(0.6615945), 'Fall sitting': np.float32(0.65855455), 'Hop': np.float32(0.6602215), 'Kneel': np.float32(0.66618353), 'Pick up object': np.float32(0.6593013), 'Sit down': np.float32(0.65577435), 'Walk': np.float32(0.6580504)}
t=95 | pred=Kneel | scores={'Fall backwards': np.float32(0.6628029), 'Fall forward': np.float32(0.6633743), 'Fall left': np.float32(0.66481864), 'Fall right': np.float32(0.6619746), 'Fall sitting': np.float32(0.6588731), 'Hop': np.float32(0.6603497), 'Kneel': np.float32(0.6664482), 'Pick up object': np.float32(0.65957206), 'Sit down': np.float32(0.6559882), 'Walk': np.float32(0.6583013)}
t=100 | pred=Kneel | scores={'Fall backwards': np.float32(0.6631197), 'Fall forward': np.float32(0.66366285), 'Fall left': np.float32(0.66519845), 'Fall right': np.float32(0.6623903), 'Fall sitting': np.float32(0.65909225), 'Hop': np.float32(0.66045535), 'Kneel': np.float32(0.6667733), 'Pick up object': np.float32(0.65981495), 'Sit down': np.float32(0.6562948), 'Walk': np.float32(0.65851647)}
t=105 | pred=Kneel | scores={'Fall backwards': np.float32(0.66335696), 'Fall forward': np.float32(0.66389996), 'Fall left': np.float32(0.66552347), 'Fall right': np.float32(0.66274256), 'Fall sitting': np.float32(0.6592733), 'Hop': np.float32(0.66066843), 'Kneel': np.float32(0.66704506), 'Pick up object': np.float32(0.6600387), 'Sit down': np.float32(0.65660226), 'Walk': np.float32(0.6588024)}
t=110 | pred=Kneel | scores={'Fall backwards': np.float32(0.66346794), 'Fall forward': np.float32(0.66405106), 'Fall left': np.float32(0.6657584), 'Fall right': np.float32(0.6629977), 'Fall sitting': np.float32(0.65938276), 'Hop': np.float32(0.6608128), 'Kneel': np.float32(0.667248), 'Pick up object': np.float32(0.660185), 'Sit down': np.float32(0.6568365), 'Walk': np.float32(0.65905184)}
t=115 | pred=Kneel | scores={'Fall backwards': np.float32(0.66351414), 'Fall forward': np.float32(0.664153), 'Fall left': np.float32(0.66591007), 'Fall right': np.float32(0.6631296), 'Fall sitting': np.float32(0.6594941), 'Hop': np.float32(0.6609819), 'Kneel': np.float32(0.6673983), 'Pick up object': np.float32(0.6603036), 'Sit down': np.float32(0.6570133), 'Walk': np.float32(0.65928483)}
t=120 | pred=Kneel | scores={'Fall backwards': np.float32(0.66348547), 'Fall forward': np.float32(0.664246), 'Fall left': np.float32(0.66597015), 'Fall right': np.float32(0.66316646), 'Fall sitting': np.float32(0.6595493), 'Hop': np.float32(0.66095114), 'Kneel': np.float32(0.66745716), 'Pick up object': np.float32(0.66031766), 'Sit down': np.float32(0.65706885), 'Walk': np.float32(0.6593769)}
t=125 | pred=Kneel | scores={'Fall backwards': np.float32(0.6634859), 'Fall forward': np.float32(0.6644249), 'Fall left': np.float32(0.6660195), 'Fall right': np.float32(0.66315377), 'Fall sitting': np.float32(0.65984136), 'Hop': np.float32(0.66095), 'Kneel': np.float32(0.6675604), 'Pick up object': np.float32(0.6603099), 'Sit down': np.float32(0.6571449), 'Walk': np.float32(0.6594449)}
t=130 | pred=Kneel | scores={'Fall backwards': np.float32(0.6636995), 'Fall forward': np.float32(0.6647171), 'Fall left': np.float32(0.6662734), 'Fall right': np.float32(0.663407), 'Fall sitting': np.float32(0.66057897), 'Hop': np.float32(0.6609954), 'Kneel': np.float32(0.6678581), 'Pick up object': np.float32(0.6604401), 'Sit down': np.float32(0.6575649), 'Walk': np.float32(0.65959096)}
t=135 | pred=Kneel | scores={'Fall backwards': np.float32(0.66388935), 'Fall forward': np.float32(0.664791), 'Fall left': np.float32(0.66641927), 'Fall right': np.float32(0.66356456), 'Fall sitting': np.float32(0.6611039), 'Hop': np.float32(0.66096354), 'Kneel': np.float32(0.6680025), 'Pick up object': np.float32(0.6605661), 'Sit down': np.float32(0.65809506), 'Walk': np.float32(0.65960705)}
t=140 | pred=Kneel | scores={'Fall backwards': np.float32(0.6638634), 'Fall forward': np.float32(0.6647126), 'Fall left': np.float32(0.666376), 'Fall right': np.float32(0.66352147), 'Fall sitting': np.float32(0.6614047), 'Hop': np.float32(0.66069686), 'Kneel': np.float32(0.668005), 'Pick up object': np.float32(0.66043425), 'Sit down': np.float32(0.6583687), 'Walk': np.float32(0.6594039)}
t=145 | pred=Kneel | scores={'Fall backwards': np.float32(0.6637682), 'Fall forward': np.float32(0.664645), 'Fall left': np.float32(0.66627), 'Fall right': np.float32(0.6633958), 'Fall sitting': np.float32(0.6615224), 'Hop': np.float32(0.66046685), 'Kneel': np.float32(0.66798234), 'Pick up object': np.float32(0.66026086), 'Sit down': np.float32(0.6584327), 'Walk': np.float32(0.6592166)}
t=150 | pred=Kneel | scores={'Fall backwards': np.float32(0.66365635), 'Fall forward': np.float32(0.66448575), 'Fall left': np.float32(0.6661289), 'Fall right': np.float32(0.6632434), 'Fall sitting': np.float32(0.66154325), 'Hop': np.float32(0.6602252), 'Kneel': np.float32(0.66785735), 'Pick up object': np.float32(0.66001946), 'Sit down': np.float32(0.65834856), 'Walk': np.float32(0.65897316)}
t=155 | pred=Kneel | scores={'Fall backwards': np.float32(0.6631863), 'Fall forward': np.float32(0.663931), 'Fall left': np.float32(0.6656094), 'Fall right': np.float32(0.66269684), 'Fall sitting': np.float32(0.6612791), 'Hop': np.float32(0.65957123), 'Kneel': np.float32(0.667357), 'Pick up object': np.float32(0.65941536), 'Sit down': np.float32(0.6579509), 'Walk': np.float32(0.6583006)}
t=160 | pred=Kneel | scores={'Fall backwards': np.float32(0.6625701), 'Fall forward': np.float32(0.66329694), 'Fall left': np.float32(0.6649472), 'Fall right': np.float32(0.66198766), 'Fall sitting': np.float32(0.6609773), 'Hop': np.float32(0.6587377), 'Kneel': np.float32(0.66672283), 'Pick up object': np.float32(0.6586621), 'Sit down': np.float32(0.65737087), 'Walk': np.float32(0.65748894)}
t=165 | pred=Kneel | scores={'Fall backwards': np.float32(0.66256595), 'Fall forward': np.float32(0.66313934), 'Fall left': np.float32(0.66499317), 'Fall right': np.float32(0.6619403), 'Fall sitting': np.float32(0.66098577), 'Hop': np.float32(0.6587427), 'Kneel': np.float32(0.66670704), 'Pick up object': np.float32(0.658713), 'Sit down': np.float32(0.6575046), 'Walk': np.float32(0.6574001)}
t=170 | pred=Kneel | scores={'Fall backwards': np.float32(0.6626469), 'Fall forward': np.float32(0.6631039), 'Fall left': np.float32(0.6651371), 'Fall right': np.float32(0.6619966), 'Fall sitting': np.float32(0.6610958), 'Hop': np.float32(0.65883225), 'Kneel': np.float32(0.6668311), 'Pick up object': np.float32(0.65885675), 'Sit down': np.float32(0.6577306), 'Walk': np.float32(0.6573932)}
t=175 | pred=Kneel | scores={'Fall backwards': np.float32(0.66296184), 'Fall forward': np.float32(0.6633465), 'Fall left': np.float32(0.6655018), 'Fall right': np.float32(0.66227263), 'Fall sitting': np.float32(0.66146314), 'Hop': np.float32(0.65915734), 'Kneel': np.float32(0.6672182), 'Pick up object': np.float32(0.65930164), 'Sit down': np.float32(0.6581913), 'Walk': np.float32(0.65765387)}
t=180 | pred=Kneel | scores={'Fall backwards': np.float32(0.6630452), 'Fall forward': np.float32(0.66340137), 'Fall left': np.float32(0.66564345), 'Fall right': np.float32(0.66232204), 'Fall sitting': np.float32(0.66183823), 'Hop': np.float32(0.65931684), 'Kneel': np.float32(0.6674348), 'Pick up object': np.float32(0.65960854), 'Sit down': np.float32(0.6584539), 'Walk': np.float32(0.6577384)}
t=185 | pred=Kneel | scores={'Fall backwards': np.float32(0.66313547), 'Fall forward': np.float32(0.6634752), 'Fall left': np.float32(0.6657721), 'Fall right': np.float32(0.6623889), 'Fall sitting': np.float32(0.6620855), 'Hop': np.float32(0.6594662), 'Kneel': np.float32(0.66754574), 'Pick up object': np.float32(0.6598539), 'Sit down': np.float32(0.65855753), 'Walk': np.float32(0.6578456)}
t=190 | pred=Kneel | scores={'Fall backwards': np.float32(0.66298795), 'Fall forward': np.float32(0.663275), 'Fall left': np.float32(0.66563636), 'Fall right': np.float32(0.66217625), 'Fall sitting': np.float32(0.6619761), 'Hop': np.float32(0.65937024), 'Kneel': np.float32(0.6673698), 'Pick up object': np.float32(0.65982974), 'Sit down': np.float32(0.6583614), 'Walk': np.float32(0.65769106)}
t=195 | pred=Kneel | scores={'Fall backwards': np.float32(0.66273093), 'Fall forward': np.float32(0.6630683), 'Fall left': np.float32(0.66541463), 'Fall right': np.float32(0.66188014), 'Fall sitting': np.float32(0.661854), 'Hop': np.float32(0.6591778), 'Kneel': np.float32(0.66715384), 'Pick up object': np.float32(0.6596536), 'Sit down': np.float32(0.65815973), 'Walk': np.float32(0.6574621)}
t=200 | pred=Kneel | scores={'Fall backwards': np.float32(0.6624732), 'Fall forward': np.float32(0.66285086), 'Fall left': np.float32(0.6651705), 'Fall right': np.float32(0.66157037), 'Fall sitting': np.float32(0.66172856), 'Hop': np.float32(0.6589041), 'Kneel': np.float32(0.6669483), 'Pick up object': np.float32(0.65943307), 'Sit down': np.float32(0.65794456), 'Walk': np.float32(0.6571707)}
t=205 | pred=Kneel | scores={'Fall backwards': np.float32(0.6625158), 'Fall forward': np.float32(0.66293496), 'Fall left': np.float32(0.66516393), 'Fall right': np.float32(0.66156477), 'Fall sitting': np.float32(0.6619159), 'Hop': np.float32(0.65885305), 'Kneel': np.float32(0.66702616), 'Pick up object': np.float32(0.6594287), 'Sit down': np.float32(0.6580197), 'Walk': np.float32(0.65715015)}
t=210 | pred=Kneel | scores={'Fall backwards': np.float32(0.66245306), 'Fall forward': np.float32(0.6629071), 'Fall left': np.float32(0.66509867), 'Fall right': np.float32(0.6614923), 'Fall sitting': np.float32(0.6620731), 'Hop': np.float32(0.65881395), 'Kneel': np.float32(0.66703826), 'Pick up object': np.float32(0.65945035), 'Sit down': np.float32(0.6580443), 'Walk': np.float32(0.6571242)}
t=215 | pred=Kneel | scores={'Fall backwards': np.float32(0.6626316), 'Fall forward': np.float32(0.66311306), 'Fall left': np.float32(0.6653469), 'Fall right': np.float32(0.6617502), 'Fall sitting': np.float32(0.6624294), 'Hop': np.float32(0.6593189), 'Kneel': np.float32(0.66736555), 'Pick up object': np.float32(0.6599153), 'Sit down': np.float32(0.6584042), 'Walk': np.float32(0.65759003)}
t=220 | pred=Kneel | scores={'Fall backwards': np.float32(0.6626332), 'Fall forward': np.float32(0.6631055), 'Fall left': np.float32(0.6653699), 'Fall right': np.float32(0.6617952), 'Fall sitting': np.float32(0.6626287), 'Hop': np.float32(0.6598919), 'Kneel': np.float32(0.6675458), 'Pick up object': np.float32(0.66036314), 'Sit down': np.float32(0.6586825), 'Walk': np.float32(0.65809923)}
