Ground Truth: Fall backwards

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.65250397), 'Fall forward': np.float32(0.6474395), 'Fall left': np.float32(0.65179074), 'Fall right': np.float32(0.648875), 'Fall sitting': np.float32(0.6472826), 'Hop': np.float32(0.65398955), 'Kneel': np.float32(0.6498543), 'Pick up object': np.float32(0.6531399), 'Sit down': np.float32(0.6494872), 'Walk': np.float32(0.65476745)}
t=85 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6610656), 'Fall forward': np.float32(0.6624539), 'Fall left': np.float32(0.6607893), 'Fall right': np.float32(0.65678054), 'Fall sitting': np.float32(0.65719104), 'Hop': np.float32(0.66096306), 'Kneel': np.float32(0.660672), 'Pick up object': np.float32(0.6593131), 'Sit down': np.float32(0.6529967), 'Walk': np.float32(0.66065395)}
t=90 | pred=Fall forward | scores={'Fall backwards': np.float32(0.66017896), 'Fall forward': np.float32(0.6619015), 'Fall left': np.float32(0.6597776), 'Fall right': np.float32(0.65558285), 'Fall sitting': np.float32(0.65689963), 'Hop': np.float32(0.65949297), 'Kneel': np.float32(0.6596103), 'Pick up object': np.float32(0.6581689), 'Sit down': np.float32(0.6516999), 'Walk': np.float32(0.65887135)}
t=95 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6593083), 'Fall forward': np.float32(0.6612994), 'Fall left': np.float32(0.65878403), 'Fall right': np.float32(0.65447664), 'Fall sitting': np.float32(0.6565425), 'Hop': np.float32(0.6580761), 'Kneel': np.float32(0.6585372), 'Pick up object': np.float32(0.65693516), 'Sit down': np.float32(0.6505039), 'Walk': np.float32(0.6572338)}
t=100 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65904814), 'Fall forward': np.float32(0.6612257), 'Fall left': np.float32(0.658447), 'Fall right': np.float32(0.65404195), 'Fall sitting': np.float32(0.6565805), 'Hop': np.float32(0.6571755), 'Kneel': np.float32(0.65811616), 'Pick up object': np.float32(0.65628546), 'Sit down': np.float32(0.64985484), 'Walk': np.float32(0.6562489)}
t=105 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6589863), 'Fall forward': np.float32(0.6612161), 'Fall left': np.float32(0.65834117), 'Fall right': np.float32(0.65383244), 'Fall sitting': np.float32(0.65665704), 'Hop': np.float32(0.65658426), 'Kneel': np.float32(0.6578869), 'Pick up object': np.float32(0.6558753), 'Sit down': np.float32(0.6494662), 'Walk': np.float32(0.6556237)}
t=110 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6590263), 'Fall forward': np.float32(0.6613824), 'Fall left': np.float32(0.6583105), 'Fall right': np.float32(0.6537091), 'Fall sitting': np.float32(0.65674406), 'Hop': np.float32(0.6561452), 'Kneel': np.float32(0.65773714), 'Pick up object': np.float32(0.6556728), 'Sit down': np.float32(0.6490544), 'Walk': np.float32(0.65512097)}
t=115 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6589694), 'Fall forward': np.float32(0.66141635), 'Fall left': np.float32(0.65818864), 'Fall right': np.float32(0.65351117), 'Fall sitting': np.float32(0.65658116), 'Hop': np.float32(0.6557016), 'Kneel': np.float32(0.6575021), 'Pick up object': np.float32(0.6553762), 'Sit down': np.float32(0.64863116), 'Walk': np.float32(0.65466356)}
t=120 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65867984), 'Fall forward': np.float32(0.6612514), 'Fall left': np.float32(0.6578522), 'Fall right': np.float32(0.6530756), 'Fall sitting': np.float32(0.65620685), 'Hop': np.float32(0.6549554), 'Kneel': np.float32(0.65707034), 'Pick up object': np.float32(0.6548363), 'Sit down': np.float32(0.6479884), 'Walk': np.float32(0.6539325)}
t=125 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6585302), 'Fall forward': np.float32(0.66118145), 'Fall left': np.float32(0.6576713), 'Fall right': np.float32(0.6528572), 'Fall sitting': np.float32(0.6559619), 'Hop': np.float32(0.65453225), 'Kneel': np.float32(0.6568186), 'Pick up object': np.float32(0.6545322), 'Sit down': np.float32(0.64759874), 'Walk': np.float32(0.65352976)}
t=130 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65812546), 'Fall forward': np.float32(0.6608936), 'Fall left': np.float32(0.6572433), 'Fall right': np.float32(0.6523763), 'Fall sitting': np.float32(0.65552175), 'Hop': np.float32(0.6537997), 'Kneel': np.float32(0.6562796), 'Pick up object': np.float32(0.6539597), 'Sit down': np.float32(0.6469297), 'Walk': np.float32(0.6527883)}
t=135 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65794253), 'Fall forward': np.float32(0.6607898), 'Fall left': np.float32(0.65703356), 'Fall right': np.float32(0.6521556), 'Fall sitting': np.float32(0.6552777), 'Hop': np.float32(0.6533614), 'Kneel': np.float32(0.6559943), 'Pick up object': np.float32(0.6536749), 'Sit down': np.float32(0.64656675), 'Walk': np.float32(0.6523765)}
t=140 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65779483), 'Fall forward': np.float32(0.6607063), 'Fall left': np.float32(0.65683997), 'Fall right': np.float32(0.65195835), 'Fall sitting': np.float32(0.65507984), 'Hop': np.float32(0.65289426), 'Kneel': np.float32(0.65572494), 'Pick up object': np.float32(0.6534668), 'Sit down': np.float32(0.6462229), 'Walk': np.float32(0.65194213)}
t=145 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6577383), 'Fall forward': np.float32(0.66064125), 'Fall left': np.float32(0.656746), 'Fall right': np.float32(0.65186137), 'Fall sitting': np.float32(0.6549221), 'Hop': np.float32(0.652621), 'Kneel': np.float32(0.65556246), 'Pick up object': np.float32(0.65335906), 'Sit down': np.float32(0.64603895), 'Walk': np.float32(0.6516822)}
t=150 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65771025), 'Fall forward': np.float32(0.66067255), 'Fall left': np.float32(0.656714), 'Fall right': np.float32(0.6518155), 'Fall sitting': np.float32(0.6549211), 'Hop': np.float32(0.65237653), 'Kneel': np.float32(0.65544313), 'Pick up object': np.float32(0.6532881), 'Sit down': np.float32(0.6459062), 'Walk': np.float32(0.65147686)}
t=155 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65775204), 'Fall forward': np.float32(0.6607615), 'Fall left': np.float32(0.65674525), 'Fall right': np.float32(0.65184486), 'Fall sitting': np.float32(0.65491736), 'Hop': np.float32(0.65223724), 'Kneel': np.float32(0.6554181), 'Pick up object': np.float32(0.6532789), 'Sit down': np.float32(0.6458538), 'Walk': np.float32(0.65136737)}
t=160 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6578177), 'Fall forward': np.float32(0.6609264), 'Fall left': np.float32(0.6568091), 'Fall right': np.float32(0.6519351), 'Fall sitting': np.float32(0.655055), 'Hop': np.float32(0.6520783), 'Kneel': np.float32(0.65540767), 'Pick up object': np.float32(0.65330905), 'Sit down': np.float32(0.6458628), 'Walk': np.float32(0.6512666)}
t=165 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6578223), 'Fall forward': np.float32(0.66098225), 'Fall left': np.float32(0.65682214), 'Fall right': np.float32(0.65196496), 'Fall sitting': np.float32(0.65509605), 'Hop': np.float32(0.65195286), 'Kneel': np.float32(0.6554076), 'Pick up object': np.float32(0.6533141), 'Sit down': np.float32(0.6458687), 'Walk': np.float32(0.6511747)}
t=170 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6578053), 'Fall forward': np.float32(0.66099226), 'Fall left': np.float32(0.6567969), 'Fall right': np.float32(0.6519784), 'Fall sitting': np.float32(0.6550886), 'Hop': np.float32(0.6517863), 'Kneel': np.float32(0.6553527), 'Pick up object': np.float32(0.6532747), 'Sit down': np.float32(0.6458385), 'Walk': np.float32(0.6510391)}
t=175 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65772474), 'Fall forward': np.float32(0.660976), 'Fall left': np.float32(0.65673107), 'Fall right': np.float32(0.6519258), 'Fall sitting': np.float32(0.65502906), 'Hop': np.float32(0.6516353), 'Kneel': np.float32(0.6552677), 'Pick up object': np.float32(0.65319985), 'Sit down': np.float32(0.6457541), 'Walk': np.float32(0.65090823)}
t=180 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65752107), 'Fall forward': np.float32(0.6608524), 'Fall left': np.float32(0.65655655), 'Fall right': np.float32(0.6517715), 'Fall sitting': np.float32(0.6549084), 'Hop': np.float32(0.6513426), 'Kneel': np.float32(0.6550722), 'Pick up object': np.float32(0.65301704), 'Sit down': np.float32(0.64556307), 'Walk': np.float32(0.65064096)}
t=185 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6572977), 'Fall forward': np.float32(0.6606738), 'Fall left': np.float32(0.6563468), 'Fall right': np.float32(0.6515825), 'Fall sitting': np.float32(0.65476286), 'Hop': np.float32(0.6510964), 'Kneel': np.float32(0.6548668), 'Pick up object': np.float32(0.6528377), 'Sit down': np.float32(0.6453605), 'Walk': np.float32(0.650417)}
t=190 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6570344), 'Fall forward': np.float32(0.66044843), 'Fall left': np.float32(0.65609485), 'Fall right': np.float32(0.6513461), 'Fall sitting': np.float32(0.65457), 'Hop': np.float32(0.65080136), 'Kneel': np.float32(0.65461826), 'Pick up object': np.float32(0.6526083), 'Sit down': np.float32(0.6451224), 'Walk': np.float32(0.65015244)}
