Ground Truth: Fall sitting

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.5527858), 'Fall forward': np.float32(0.55212784), 'Fall left': np.float32(0.55425924), 'Fall right': np.float32(0.5606429), 'Fall sitting': np.float32(0.563881), 'Hop': np.float32(0.5717208), 'Kneel': np.float32(0.55874), 'Pick up object': np.float32(0.56532437), 'Sit down': np.float32(0.5655749), 'Walk': np.float32(0.5661417)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.56971586), 'Fall forward': np.float32(0.5699744), 'Fall left': np.float32(0.57046497), 'Fall right': np.float32(0.57776725), 'Fall sitting': np.float32(0.5742217), 'Hop': np.float32(0.5875977), 'Kneel': np.float32(0.5759204), 'Pick up object': np.float32(0.58077645), 'Sit down': np.float32(0.5794638), 'Walk': np.float32(0.5830961)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.57160264), 'Fall forward': np.float32(0.57212996), 'Fall left': np.float32(0.5721241), 'Fall right': np.float32(0.5795739), 'Fall sitting': np.float32(0.57598174), 'Hop': np.float32(0.58894986), 'Kneel': np.float32(0.5778485), 'Pick up object': np.float32(0.5822088), 'Sit down': np.float32(0.5805864), 'Walk': np.float32(0.5847336)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.57384217), 'Fall forward': np.float32(0.5745479), 'Fall left': np.float32(0.57423604), 'Fall right': np.float32(0.58173776), 'Fall sitting': np.float32(0.5781994), 'Hop': np.float32(0.590554), 'Kneel': np.float32(0.57999134), 'Pick up object': np.float32(0.58404183), 'Sit down': np.float32(0.5820152), 'Walk': np.float32(0.5865799)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.5759654), 'Fall forward': np.float32(0.5767622), 'Fall left': np.float32(0.5762234), 'Fall right': np.float32(0.5837957), 'Fall sitting': np.float32(0.58023584), 'Hop': np.float32(0.5921592), 'Kneel': np.float32(0.58195275), 'Pick up object': np.float32(0.58581454), 'Sit down': np.float32(0.58332634), 'Walk': np.float32(0.5883617)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.5772454), 'Fall forward': np.float32(0.57804394), 'Fall left': np.float32(0.5773516), 'Fall right': np.float32(0.5850019), 'Fall sitting': np.float32(0.5814933), 'Hop': np.float32(0.592999), 'Kneel': np.float32(0.583071), 'Pick up object': np.float32(0.586832), 'Sit down': np.float32(0.5839663), 'Walk': np.float32(0.5893382)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.5785605), 'Fall forward': np.float32(0.5793514), 'Fall left': np.float32(0.57847136), 'Fall right': np.float32(0.5862128), 'Fall sitting': np.float32(0.5829124), 'Hop': np.float32(0.5938075), 'Kneel': np.float32(0.5842783), 'Pick up object': np.float32(0.5879689), 'Sit down': np.float32(0.5846917), 'Walk': np.float32(0.59031224)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.5793388), 'Fall forward': np.float32(0.58010215), 'Fall left': np.float32(0.57905924), 'Fall right': np.float32(0.5868567), 'Fall sitting': np.float32(0.5840044), 'Hop': np.float32(0.59420323), 'Kneel': np.float32(0.58491707), 'Pick up object': np.float32(0.5885987), 'Sit down': np.float32(0.58504117), 'Walk': np.float32(0.59081674)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.5800106), 'Fall forward': np.float32(0.5808133), 'Fall left': np.float32(0.5795445), 'Fall right': np.float32(0.58744174), 'Fall sitting': np.float32(0.5849057), 'Hop': np.float32(0.59453696), 'Kneel': np.float32(0.5854893), 'Pick up object': np.float32(0.58913976), 'Sit down': np.float32(0.5852793), 'Walk': np.float32(0.59131265)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.5805571), 'Fall forward': np.float32(0.58137715), 'Fall left': np.float32(0.5799784), 'Fall right': np.float32(0.5879659), 'Fall sitting': np.float32(0.58563966), 'Hop': np.float32(0.5948649), 'Kneel': np.float32(0.5859491), 'Pick up object': np.float32(0.589633), 'Sit down': np.float32(0.58555895), 'Walk': np.float32(0.5917527)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.5807247), 'Fall forward': np.float32(0.58174217), 'Fall left': np.float32(0.58002996), 'Fall right': np.float32(0.5880586), 'Fall sitting': np.float32(0.58624417), 'Hop': np.float32(0.5947457), 'Kneel': np.float32(0.58607095), 'Pick up object': np.float32(0.58980113), 'Sit down': np.float32(0.585455), 'Walk': np.float32(0.59184283)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.5806122), 'Fall forward': np.float32(0.58179307), 'Fall left': np.float32(0.5798667), 'Fall right': np.float32(0.5879083), 'Fall sitting': np.float32(0.58647984), 'Hop': np.float32(0.5944023), 'Kneel': np.float32(0.5859564), 'Pick up object': np.float32(0.58968645), 'Sit down': np.float32(0.5851384), 'Walk': np.float32(0.5915948)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.5809704), 'Fall forward': np.float32(0.5822777), 'Fall left': np.float32(0.5801767), 'Fall right': np.float32(0.5882035), 'Fall sitting': np.float32(0.58710253), 'Hop': np.float32(0.5944786), 'Kneel': np.float32(0.58628714), 'Pick up object': np.float32(0.59003204), 'Sit down': np.float32(0.5852379), 'Walk': np.float32(0.5917478)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.58121145), 'Fall forward': np.float32(0.5826065), 'Fall left': np.float32(0.5803976), 'Fall right': np.float32(0.58841175), 'Fall sitting': np.float32(0.5875614), 'Hop': np.float32(0.5945463), 'Kneel': np.float32(0.58652335), 'Pick up object': np.float32(0.59032744), 'Sit down': np.float32(0.5853176), 'Walk': np.float32(0.5918564)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.5816788), 'Fall forward': np.float32(0.5832003), 'Fall left': np.float32(0.5808586), 'Fall right': np.float32(0.588833), 'Fall sitting': np.float32(0.58828527), 'Hop': np.float32(0.59479976), 'Kneel': np.float32(0.5869938), 'Pick up object': np.float32(0.5908674), 'Sit down': np.float32(0.58554286), 'Walk': np.float32(0.59216076)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.58178633), 'Fall forward': np.float32(0.5833848), 'Fall left': np.float32(0.58094627), 'Fall right': np.float32(0.5889291), 'Fall sitting': np.float32(0.58861846), 'Hop': np.float32(0.5947783), 'Kneel': np.float32(0.58710456), 'Pick up object': np.float32(0.5910479), 'Sit down': np.float32(0.58548635), 'Walk': np.float32(0.59216666)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.5819329), 'Fall forward': np.float32(0.5835781), 'Fall left': np.float32(0.58106446), 'Fall right': np.float32(0.58907557), 'Fall sitting': np.float32(0.5889452), 'Hop': np.float32(0.59478736), 'Kneel': np.float32(0.5872462), 'Pick up object': np.float32(0.5912763), 'Sit down': np.float32(0.5854251), 'Walk': np.float32(0.5922293)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.58217853), 'Fall forward': np.float32(0.5837706), 'Fall left': np.float32(0.5813338), 'Fall right': np.float32(0.589352), 'Fall sitting': np.float32(0.58930296), 'Hop': np.float32(0.5950007), 'Kneel': np.float32(0.58748317), 'Pick up object': np.float32(0.5916125), 'Sit down': np.float32(0.58559585), 'Walk': np.float32(0.5924298)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.5825461), 'Fall forward': np.float32(0.58415467), 'Fall left': np.float32(0.58175623), 'Fall right': np.float32(0.58977544), 'Fall sitting': np.float32(0.5898162), 'Hop': np.float32(0.5953332), 'Kneel': np.float32(0.5878803), 'Pick up object': np.float32(0.5921002), 'Sit down': np.float32(0.58585376), 'Walk': np.float32(0.59273195)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.5829432), 'Fall forward': np.float32(0.584552), 'Fall left': np.float32(0.5822255), 'Fall right': np.float32(0.5902217), 'Fall sitting': np.float32(0.5902956), 'Hop': np.float32(0.5957761), 'Kneel': np.float32(0.58830565), 'Pick up object': np.float32(0.5926464), 'Sit down': np.float32(0.58621436), 'Walk': np.float32(0.59312356)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.5833691), 'Fall forward': np.float32(0.5849927), 'Fall left': np.float32(0.582716), 'Fall right': np.float32(0.5907141), 'Fall sitting': np.float32(0.5907798), 'Hop': np.float32(0.5962554), 'Kneel': np.float32(0.58876044), 'Pick up object': np.float32(0.5932607), 'Sit down': np.float32(0.5865792), 'Walk': np.float32(0.5935844)}
t=185 | pred=Hop | scores={'Fall backwards': np.float32(0.58358276), 'Fall forward': np.float32(0.5851856), 'Fall left': np.float32(0.5829557), 'Fall right': np.float32(0.5909579), 'Fall sitting': np.float32(0.59103143), 'Hop': np.float32(0.5964773), 'Kneel': np.float32(0.58894956), 'Pick up object': np.float32(0.5935542), 'Sit down': np.float32(0.5867213), 'Walk': np.float32(0.5937951)}
t=190 | pred=Hop | scores={'Fall backwards': np.float32(0.58364946), 'Fall forward': np.float32(0.5852556), 'Fall left': np.float32(0.5830208), 'Fall right': np.float32(0.5910372), 'Fall sitting': np.float32(0.5911928), 'Hop': np.float32(0.5965159), 'Kneel': np.float32(0.58896196), 'Pick up object': np.float32(0.5937062), 'Sit down': np.float32(0.5866359), 'Walk': np.float32(0.5937988)}
t=195 | pred=Hop | scores={'Fall backwards': np.float32(0.583885), 'Fall forward': np.float32(0.5854747), 'Fall left': np.float32(0.5832708), 'Fall right': np.float32(0.5912797), 'Fall sitting': np.float32(0.59146297), 'Hop': np.float32(0.5967312), 'Kneel': np.float32(0.58913046), 'Pick up object': np.float32(0.59398586), 'Sit down': np.float32(0.58674014), 'Walk': np.float32(0.5939899)}
t=200 | pred=Hop | scores={'Fall backwards': np.float32(0.5842753), 'Fall forward': np.float32(0.5858026), 'Fall left': np.float32(0.58366317), 'Fall right': np.float32(0.5917032), 'Fall sitting': np.float32(0.5918025), 'Hop': np.float32(0.59702814), 'Kneel': np.float32(0.58944064), 'Pick up object': np.float32(0.5943914), 'Sit down': np.float32(0.58700055), 'Walk': np.float32(0.5942862)}
t=205 | pred=Hop | scores={'Fall backwards': np.float32(0.58453685), 'Fall forward': np.float32(0.5859951), 'Fall left': np.float32(0.5839294), 'Fall right': np.float32(0.59199125), 'Fall sitting': np.float32(0.5919845), 'Hop': np.float32(0.5972217), 'Kneel': np.float32(0.58962613), 'Pick up object': np.float32(0.5946288), 'Sit down': np.float32(0.58715904), 'Walk': np.float32(0.594466)}
t=210 | pred=Hop | scores={'Fall backwards': np.float32(0.58463067), 'Fall forward': np.float32(0.5860099), 'Fall left': np.float32(0.58404124), 'Fall right': np.float32(0.5920985), 'Fall sitting': np.float32(0.5920728), 'Hop': np.float32(0.59725726), 'Kneel': np.float32(0.5896369), 'Pick up object': np.float32(0.5947093), 'Sit down': np.float32(0.5871521), 'Walk': np.float32(0.5944683)}
t=215 | pred=Hop | scores={'Fall backwards': np.float32(0.5847631), 'Fall forward': np.float32(0.58605593), 'Fall left': np.float32(0.5841985), 'Fall right': np.float32(0.5922459), 'Fall sitting': np.float32(0.5922376), 'Hop': np.float32(0.59737206), 'Kneel': np.float32(0.58969903), 'Pick up object': np.float32(0.5948323), 'Sit down': np.float32(0.58722425), 'Walk': np.float32(0.59453523)}
t=220 | pred=Hop | scores={'Fall backwards': np.float32(0.5850525), 'Fall forward': np.float32(0.5862916), 'Fall left': np.float32(0.5845083), 'Fall right': np.float32(0.59255505), 'Fall sitting': np.float32(0.59257805), 'Hop': np.float32(0.59760994), 'Kneel': np.float32(0.5899376), 'Pick up object': np.float32(0.5951252), 'Sit down': np.float32(0.5874211), 'Walk': np.float32(0.5947737)}
t=225 | pred=Hop | scores={'Fall backwards': np.float32(0.58524215), 'Fall forward': np.float32(0.5864351), 'Fall left': np.float32(0.5847168), 'Fall right': np.float32(0.5927489), 'Fall sitting': np.float32(0.59278107), 'Hop': np.float32(0.59779173), 'Kneel': np.float32(0.59009755), 'Pick up object': np.float32(0.595321), 'Sit down': np.float32(0.5875646), 'Walk': np.float32(0.5949517)}
t=230 | pred=Hop | scores={'Fall backwards': np.float32(0.5854103), 'Fall forward': np.float32(0.5865182), 'Fall left': np.float32(0.58489466), 'Fall right': np.float32(0.592914), 'Fall sitting': np.float32(0.59293044), 'Hop': np.float32(0.5979024), 'Kneel': np.float32(0.5902116), 'Pick up object': np.float32(0.5954516), 'Sit down': np.float32(0.5876543), 'Walk': np.float32(0.59503603)}
