Ground Truth: Hop

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.6465593), 'Fall forward': np.float32(0.6471745), 'Fall left': np.float32(0.65063673), 'Fall right': np.float32(0.64713526), 'Fall sitting': np.float32(0.6393502), 'Hop': np.float32(0.6594369), 'Kneel': np.float32(0.6513787), 'Pick up object': np.float32(0.6505022), 'Sit down': np.float32(0.64556986), 'Walk': np.float32(0.6582401)}
t=70 | pred=Hop | scores={'Fall backwards': np.float32(0.64819014), 'Fall forward': np.float32(0.64820504), 'Fall left': np.float32(0.651723), 'Fall right': np.float32(0.6481488), 'Fall sitting': np.float32(0.6409418), 'Hop': np.float32(0.6624172), 'Kneel': np.float32(0.6532416), 'Pick up object': np.float32(0.65206873), 'Sit down': np.float32(0.6481199), 'Walk': np.float32(0.66019386)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.64895195), 'Fall forward': np.float32(0.6486773), 'Fall left': np.float32(0.6523457), 'Fall right': np.float32(0.6488102), 'Fall sitting': np.float32(0.64114356), 'Hop': np.float32(0.6633071), 'Kneel': np.float32(0.65371007), 'Pick up object': np.float32(0.65262216), 'Sit down': np.float32(0.64846337), 'Walk': np.float32(0.6608118)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.6496288), 'Fall forward': np.float32(0.6490236), 'Fall left': np.float32(0.6529238), 'Fall right': np.float32(0.6494348), 'Fall sitting': np.float32(0.64165896), 'Hop': np.float32(0.66397816), 'Kneel': np.float32(0.6541632), 'Pick up object': np.float32(0.6531263), 'Sit down': np.float32(0.64892596), 'Walk': np.float32(0.6613108)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.65010613), 'Fall forward': np.float32(0.6493997), 'Fall left': np.float32(0.6533543), 'Fall right': np.float32(0.6498086), 'Fall sitting': np.float32(0.6421377), 'Hop': np.float32(0.66439676), 'Kneel': np.float32(0.6544856), 'Pick up object': np.float32(0.6534702), 'Sit down': np.float32(0.6491038), 'Walk': np.float32(0.6615792)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.6506254), 'Fall forward': np.float32(0.6499565), 'Fall left': np.float32(0.6537611), 'Fall right': np.float32(0.650095), 'Fall sitting': np.float32(0.642947), 'Hop': np.float32(0.6645477), 'Kneel': np.float32(0.65480673), 'Pick up object': np.float32(0.65375984), 'Sit down': np.float32(0.6492253), 'Walk': np.float32(0.6616618)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.6505611), 'Fall forward': np.float32(0.6498393), 'Fall left': np.float32(0.6535138), 'Fall right': np.float32(0.64981186), 'Fall sitting': np.float32(0.6430738), 'Hop': np.float32(0.664423), 'Kneel': np.float32(0.6545205), 'Pick up object': np.float32(0.6535507), 'Sit down': np.float32(0.6489404), 'Walk': np.float32(0.66145253)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.6506174), 'Fall forward': np.float32(0.64995307), 'Fall left': np.float32(0.653484), 'Fall right': np.float32(0.6497083), 'Fall sitting': np.float32(0.64320856), 'Hop': np.float32(0.66468555), 'Kneel': np.float32(0.654521), 'Pick up object': np.float32(0.6536038), 'Sit down': np.float32(0.6488558), 'Walk': np.float32(0.6614375)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.6504261), 'Fall forward': np.float32(0.64998627), 'Fall left': np.float32(0.65329725), 'Fall right': np.float32(0.64946043), 'Fall sitting': np.float32(0.64325136), 'Hop': np.float32(0.66467726), 'Kneel': np.float32(0.65440387), 'Pick up object': np.float32(0.6535197), 'Sit down': np.float32(0.6486385), 'Walk': np.float32(0.6612822)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.6504889), 'Fall forward': np.float32(0.6503233), 'Fall left': np.float32(0.65340495), 'Fall right': np.float32(0.64954937), 'Fall sitting': np.float32(0.6437499), 'Hop': np.float32(0.66476935), 'Kneel': np.float32(0.65447813), 'Pick up object': np.float32(0.6536444), 'Sit down': np.float32(0.6486428), 'Walk': np.float32(0.6613031)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.65099144), 'Fall forward': np.float32(0.65118855), 'Fall left': np.float32(0.6540252), 'Fall right': np.float32(0.6501878), 'Fall sitting': np.float32(0.64469963), 'Hop': np.float32(0.6653027), 'Kneel': np.float32(0.655158), 'Pick up object': np.float32(0.6543171), 'Sit down': np.float32(0.64912534), 'Walk': np.float32(0.6617988)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.65141433), 'Fall forward': np.float32(0.6517026), 'Fall left': np.float32(0.65458816), 'Fall right': np.float32(0.6507766), 'Fall sitting': np.float32(0.6455399), 'Hop': np.float32(0.66569394), 'Kneel': np.float32(0.65570027), 'Pick up object': np.float32(0.6549607), 'Sit down': np.float32(0.64987844), 'Walk': np.float32(0.6620272)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.6519747), 'Fall forward': np.float32(0.65203226), 'Fall left': np.float32(0.6552113), 'Fall right': np.float32(0.6515005), 'Fall sitting': np.float32(0.6463706), 'Hop': np.float32(0.66604847), 'Kneel': np.float32(0.6562506), 'Pick up object': np.float32(0.65555507), 'Sit down': np.float32(0.6509216), 'Walk': np.float32(0.662148)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.65247643), 'Fall forward': np.float32(0.6525212), 'Fall left': np.float32(0.6558118), 'Fall right': np.float32(0.65225005), 'Fall sitting': np.float32(0.6470563), 'Hop': np.float32(0.6663204), 'Kneel': np.float32(0.6568558), 'Pick up object': np.float32(0.65591586), 'Sit down': np.float32(0.6516966), 'Walk': np.float32(0.66229403)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.6532354), 'Fall forward': np.float32(0.65328956), 'Fall left': np.float32(0.65663373), 'Fall right': np.float32(0.653294), 'Fall sitting': np.float32(0.64795935), 'Hop': np.float32(0.66694707), 'Kneel': np.float32(0.65768015), 'Pick up object': np.float32(0.65660673), 'Sit down': np.float32(0.65274006), 'Walk': np.float32(0.6629448)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.65383536), 'Fall forward': np.float32(0.6538461), 'Fall left': np.float32(0.6573038), 'Fall right': np.float32(0.65418535), 'Fall sitting': np.float32(0.6487364), 'Hop': np.float32(0.6672439), 'Kneel': np.float32(0.6583554), 'Pick up object': np.float32(0.65709674), 'Sit down': np.float32(0.65358806), 'Walk': np.float32(0.6632176)}
