Ground Truth: Sit down

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.56400394), 'Fall forward': np.float32(0.5663124), 'Fall left': np.float32(0.56473446), 'Fall right': np.float32(0.57513374), 'Fall sitting': np.float32(0.55335784), 'Hop': np.float32(0.58453727), 'Kneel': np.float32(0.571403), 'Pick up object': np.float32(0.57291263), 'Sit down': np.float32(0.5697728), 'Walk': np.float32(0.5811674)}
t=70 | pred=Hop | scores={'Fall backwards': np.float32(0.57766795), 'Fall forward': np.float32(0.5779976), 'Fall left': np.float32(0.5781736), 'Fall right': np.float32(0.58900744), 'Fall sitting': np.float32(0.5691038), 'Hop': np.float32(0.595957), 'Kneel': np.float32(0.58373696), 'Pick up object': np.float32(0.5876477), 'Sit down': np.float32(0.5823446), 'Walk': np.float32(0.5914537)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.5777288), 'Fall forward': np.float32(0.57759064), 'Fall left': np.float32(0.57827955), 'Fall right': np.float32(0.58904684), 'Fall sitting': np.float32(0.56875485), 'Hop': np.float32(0.5956637), 'Kneel': np.float32(0.58369136), 'Pick up object': np.float32(0.5875423), 'Sit down': np.float32(0.58223045), 'Walk': np.float32(0.59107625)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.57732946), 'Fall forward': np.float32(0.5767307), 'Fall left': np.float32(0.5778669), 'Fall right': np.float32(0.58862406), 'Fall sitting': np.float32(0.56793344), 'Hop': np.float32(0.59480894), 'Kneel': np.float32(0.5831395), 'Pick up object': np.float32(0.58695817), 'Sit down': np.float32(0.58151865), 'Walk': np.float32(0.59017915)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.57721364), 'Fall forward': np.float32(0.5763594), 'Fall left': np.float32(0.5776795), 'Fall right': np.float32(0.5884751), 'Fall sitting': np.float32(0.5674585), 'Hop': np.float32(0.5943864), 'Kneel': np.float32(0.582857), 'Pick up object': np.float32(0.5865659), 'Sit down': np.float32(0.5811975), 'Walk': np.float32(0.58971953)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.57857543), 'Fall forward': np.float32(0.57752424), 'Fall left': np.float32(0.5789058), 'Fall right': np.float32(0.5897314), 'Fall sitting': np.float32(0.56843203), 'Hop': np.float32(0.59527546), 'Kneel': np.float32(0.5839567), 'Pick up object': np.float32(0.5875132), 'Sit down': np.float32(0.582448), 'Walk': np.float32(0.5906337)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.5799643), 'Fall forward': np.float32(0.5789588), 'Fall left': np.float32(0.58015895), 'Fall right': np.float32(0.59103113), 'Fall sitting': np.float32(0.56949043), 'Hop': np.float32(0.5963235), 'Kneel': np.float32(0.5851764), 'Pick up object': np.float32(0.5885681), 'Sit down': np.float32(0.583862), 'Walk': np.float32(0.59188384)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.58085924), 'Fall forward': np.float32(0.5798858), 'Fall left': np.float32(0.58092993), 'Fall right': np.float32(0.59183663), 'Fall sitting': np.float32(0.5700719), 'Hop': np.float32(0.5967643), 'Kneel': np.float32(0.5858774), 'Pick up object': np.float32(0.58910024), 'Sit down': np.float32(0.58483547), 'Walk': np.float32(0.5925717)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.5814022), 'Fall forward': np.float32(0.5804331), 'Fall left': np.float32(0.5813862), 'Fall right': np.float32(0.5923197), 'Fall sitting': np.float32(0.57030433), 'Hop': np.float32(0.5968795), 'Kneel': np.float32(0.58623946), 'Pick up object': np.float32(0.58932495), 'Sit down': np.float32(0.5853612), 'Walk': np.float32(0.5928807)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.5817915), 'Fall forward': np.float32(0.5808372), 'Fall left': np.float32(0.58170533), 'Fall right': np.float32(0.5926207), 'Fall sitting': np.float32(0.57035315), 'Hop': np.float32(0.5967765), 'Kneel': np.float32(0.58641714), 'Pick up object': np.float32(0.5893571), 'Sit down': np.float32(0.58576864), 'Walk': np.float32(0.5929991)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.5818279), 'Fall forward': np.float32(0.5809129), 'Fall left': np.float32(0.5816879), 'Fall right': np.float32(0.5925682), 'Fall sitting': np.float32(0.5700719), 'Hop': np.float32(0.5964391), 'Kneel': np.float32(0.58628345), 'Pick up object': np.float32(0.5890804), 'Sit down': np.float32(0.58572876), 'Walk': np.float32(0.5928324)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.58169895), 'Fall forward': np.float32(0.5808224), 'Fall left': np.float32(0.5815078), 'Fall right': np.float32(0.59233165), 'Fall sitting': np.float32(0.5696355), 'Hop': np.float32(0.59591055), 'Kneel': np.float32(0.585991), 'Pick up object': np.float32(0.5886642), 'Sit down': np.float32(0.5854902), 'Walk': np.float32(0.5925079)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.58185804), 'Fall forward': np.float32(0.58102816), 'Fall left': np.float32(0.58160186), 'Fall right': np.float32(0.5924111), 'Fall sitting': np.float32(0.5695084), 'Hop': np.float32(0.59588903), 'Kneel': np.float32(0.58609396), 'Pick up object': np.float32(0.58870274), 'Sit down': np.float32(0.5855272), 'Walk': np.float32(0.592658)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.58233005), 'Fall forward': np.float32(0.581551), 'Fall left': np.float32(0.5820169), 'Fall right': np.float32(0.59281856), 'Fall sitting': np.float32(0.5696859), 'Hop': np.float32(0.5960936), 'Kneel': np.float32(0.5865202), 'Pick up object': np.float32(0.5890642), 'Sit down': np.float32(0.58579904), 'Walk': np.float32(0.59303665)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.58295476), 'Fall forward': np.float32(0.58216083), 'Fall left': np.float32(0.58258986), 'Fall right': np.float32(0.5933767), 'Fall sitting': np.float32(0.5701089), 'Hop': np.float32(0.5964152), 'Kneel': np.float32(0.58706033), 'Pick up object': np.float32(0.5895799), 'Sit down': np.float32(0.5862247), 'Walk': np.float32(0.59348065)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.5832025), 'Fall forward': np.float32(0.5823609), 'Fall left': np.float32(0.5827678), 'Fall right': np.float32(0.5935674), 'Fall sitting': np.float32(0.57005167), 'Hop': np.float32(0.596339), 'Kneel': np.float32(0.58718425), 'Pick up object': np.float32(0.58971065), 'Sit down': np.float32(0.5862612), 'Walk': np.float32(0.593539)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.58343655), 'Fall forward': np.float32(0.5825567), 'Fall left': np.float32(0.5829252), 'Fall right': np.float32(0.5937564), 'Fall sitting': np.float32(0.5700708), 'Hop': np.float32(0.59631145), 'Kneel': np.float32(0.5872907), 'Pick up object': np.float32(0.5898383), 'Sit down': np.float32(0.58631086), 'Walk': np.float32(0.59361446)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.5838713), 'Fall forward': np.float32(0.5829741), 'Fall left': np.float32(0.5832871), 'Fall right': np.float32(0.5941566), 'Fall sitting': np.float32(0.570231), 'Hop': np.float32(0.5964158), 'Kneel': np.float32(0.58760804), 'Pick up object': np.float32(0.590136), 'Sit down': np.float32(0.5864839), 'Walk': np.float32(0.5938492)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.5842296), 'Fall forward': np.float32(0.58334017), 'Fall left': np.float32(0.58359426), 'Fall right': np.float32(0.59448254), 'Fall sitting': np.float32(0.5703729), 'Hop': np.float32(0.59652), 'Kneel': np.float32(0.5878925), 'Pick up object': np.float32(0.59040004), 'Sit down': np.float32(0.5866315), 'Walk': np.float32(0.5940508)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.58437127), 'Fall forward': np.float32(0.5834701), 'Fall left': np.float32(0.5836973), 'Fall right': np.float32(0.5945936), 'Fall sitting': np.float32(0.5703296), 'Hop': np.float32(0.5963527), 'Kneel': np.float32(0.58793586), 'Pick up object': np.float32(0.59041584), 'Sit down': np.float32(0.58658373), 'Walk': np.float32(0.59398824)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.58448046), 'Fall forward': np.float32(0.5835477), 'Fall left': np.float32(0.5837552), 'Fall right': np.float32(0.5946444), 'Fall sitting': np.float32(0.5703083), 'Hop': np.float32(0.5962469), 'Kneel': np.float32(0.5879409), 'Pick up object': np.float32(0.5904184), 'Sit down': np.float32(0.5865495), 'Walk': np.float32(0.5939554)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.5845804), 'Fall forward': np.float32(0.5836361), 'Fall left': np.float32(0.5837768), 'Fall right': np.float32(0.5946736), 'Fall sitting': np.float32(0.5702376), 'Hop': np.float32(0.5961078), 'Kneel': np.float32(0.5879128), 'Pick up object': np.float32(0.5903998), 'Sit down': np.float32(0.5864778), 'Walk': np.float32(0.5939257)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.5848055), 'Fall forward': np.float32(0.5838471), 'Fall left': np.float32(0.5839324), 'Fall right': np.float32(0.5948338), 'Fall sitting': np.float32(0.57033503), 'Hop': np.float32(0.59616244), 'Kneel': np.float32(0.58805466), 'Pick up object': np.float32(0.59056675), 'Sit down': np.float32(0.58662575), 'Walk': np.float32(0.5940962)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.5852408), 'Fall forward': np.float32(0.5842319), 'Fall left': np.float32(0.58431256), 'Fall right': np.float32(0.595207), 'Fall sitting': np.float32(0.5706268), 'Hop': np.float32(0.59636617), 'Kneel': np.float32(0.588431), 'Pick up object': np.float32(0.59092563), 'Sit down': np.float32(0.5869567), 'Walk': np.float32(0.5943849)}
t=185 | pred=Hop | scores={'Fall backwards': np.float32(0.58553874), 'Fall forward': np.float32(0.5844282), 'Fall left': np.float32(0.5845816), 'Fall right': np.float32(0.59547263), 'Fall sitting': np.float32(0.5708022), 'Hop': np.float32(0.5965092), 'Kneel': np.float32(0.5886851), 'Pick up object': np.float32(0.5911737), 'Sit down': np.float32(0.58721197), 'Walk': np.float32(0.5945299)}
t=190 | pred=Hop | scores={'Fall backwards': np.float32(0.58594066), 'Fall forward': np.float32(0.5847773), 'Fall left': np.float32(0.58492166), 'Fall right': np.float32(0.5958015), 'Fall sitting': np.float32(0.5710189), 'Hop': np.float32(0.5967045), 'Kneel': np.float32(0.58900565), 'Pick up object': np.float32(0.5915103), 'Sit down': np.float32(0.5874709), 'Walk': np.float32(0.59478235)}
t=195 | pred=Hop | scores={'Fall backwards': np.float32(0.58621067), 'Fall forward': np.float32(0.5850456), 'Fall left': np.float32(0.5851437), 'Fall right': np.float32(0.5959956), 'Fall sitting': np.float32(0.5711645), 'Hop': np.float32(0.59683293), 'Kneel': np.float32(0.5892272), 'Pick up object': np.float32(0.59174424), 'Sit down': np.float32(0.5876318), 'Walk': np.float32(0.5949703)}
t=200 | pred=Hop | scores={'Fall backwards': np.float32(0.5864967), 'Fall forward': np.float32(0.58534765), 'Fall left': np.float32(0.58539504), 'Fall right': np.float32(0.5961834), 'Fall sitting': np.float32(0.57129157), 'Hop': np.float32(0.59695345), 'Kneel': np.float32(0.5894718), 'Pick up object': np.float32(0.5919765), 'Sit down': np.float32(0.58776784), 'Walk': np.float32(0.5951875)}
t=205 | pred=Hop | scores={'Fall backwards': np.float32(0.58657205), 'Fall forward': np.float32(0.5854351), 'Fall left': np.float32(0.5854322), 'Fall right': np.float32(0.59620017), 'Fall sitting': np.float32(0.57126224), 'Hop': np.float32(0.59692305), 'Kneel': np.float32(0.58950645), 'Pick up object': np.float32(0.59202224), 'Sit down': np.float32(0.58773756), 'Walk': np.float32(0.5952125)}
t=210 | pred=Hop | scores={'Fall backwards': np.float32(0.58671296), 'Fall forward': np.float32(0.58558697), 'Fall left': np.float32(0.58552223), 'Fall right': np.float32(0.596261), 'Fall sitting': np.float32(0.57127494), 'Hop': np.float32(0.5969175), 'Kneel': np.float32(0.5895982), 'Pick up object': np.float32(0.59212136), 'Sit down': np.float32(0.5877202), 'Walk': np.float32(0.5952693)}
