Ground Truth: Sit down

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.57000643), 'Fall forward': np.float32(0.57360566), 'Fall left': np.float32(0.571967), 'Fall right': np.float32(0.5764451), 'Fall sitting': np.float32(0.5769646), 'Hop': np.float32(0.5955707), 'Kneel': np.float32(0.5780167), 'Pick up object': np.float32(0.58549166), 'Sit down': np.float32(0.58009946), 'Walk': np.float32(0.5885283)}
t=70 | pred=Hop | scores={'Fall backwards': np.float32(0.5785478), 'Fall forward': np.float32(0.5783975), 'Fall left': np.float32(0.58058274), 'Fall right': np.float32(0.5869697), 'Fall sitting': np.float32(0.5856384), 'Hop': np.float32(0.6050178), 'Kneel': np.float32(0.58827823), 'Pick up object': np.float32(0.59371513), 'Sit down': np.float32(0.5972022), 'Walk': np.float32(0.5972318)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.57886034), 'Fall forward': np.float32(0.57830447), 'Fall left': np.float32(0.5809531), 'Fall right': np.float32(0.5872463), 'Fall sitting': np.float32(0.5862108), 'Hop': np.float32(0.6046664), 'Kneel': np.float32(0.5884474), 'Pick up object': np.float32(0.5939703), 'Sit down': np.float32(0.5983129), 'Walk': np.float32(0.597019)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.5776315), 'Fall forward': np.float32(0.5765126), 'Fall left': np.float32(0.5796811), 'Fall right': np.float32(0.5858698), 'Fall sitting': np.float32(0.5851404), 'Hop': np.float32(0.60285056), 'Kneel': np.float32(0.586953), 'Pick up object': np.float32(0.5926708), 'Sit down': np.float32(0.5976356), 'Walk': np.float32(0.59536844)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.5774398), 'Fall forward': np.float32(0.57582027), 'Fall left': np.float32(0.57937855), 'Fall right': np.float32(0.5854503), 'Fall sitting': np.float32(0.5848357), 'Hop': np.float32(0.60203475), 'Kneel': np.float32(0.58633703), 'Pick up object': np.float32(0.59231067), 'Sit down': np.float32(0.59764934), 'Walk': np.float32(0.5946351)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.5775604), 'Fall forward': np.float32(0.57535714), 'Fall left': np.float32(0.57936037), 'Fall right': np.float32(0.58518255), 'Fall sitting': np.float32(0.5847845), 'Hop': np.float32(0.6015004), 'Kneel': np.float32(0.58602357), 'Pick up object': np.float32(0.59225124), 'Sit down': np.float32(0.5979753), 'Walk': np.float32(0.5941533)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.57864535), 'Fall forward': np.float32(0.57578987), 'Fall left': np.float32(0.58032095), 'Fall right': np.float32(0.58591866), 'Fall sitting': np.float32(0.5853313), 'Hop': np.float32(0.60208696), 'Kneel': np.float32(0.5867114), 'Pick up object': np.float32(0.5932314), 'Sit down': np.float32(0.59920865), 'Walk': np.float32(0.59468365)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.58099437), 'Fall forward': np.float32(0.5777657), 'Fall left': np.float32(0.5825981), 'Fall right': np.float32(0.5881358), 'Fall sitting': np.float32(0.587006), 'Hop': np.float32(0.6039951), 'Kneel': np.float32(0.5888146), 'Pick up object': np.float32(0.59535897), 'Sit down': np.float32(0.601624), 'Walk': np.float32(0.5966339)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.58189434), 'Fall forward': np.float32(0.5785124), 'Fall left': np.float32(0.5834878), 'Fall right': np.float32(0.58893216), 'Fall sitting': np.float32(0.58725053), 'Hop': np.float32(0.6048691), 'Kneel': np.float32(0.58971107), 'Pick up object': np.float32(0.59615517), 'Sit down': np.float32(0.6023985), 'Walk': np.float32(0.59743977)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.58250463), 'Fall forward': np.float32(0.57891804), 'Fall left': np.float32(0.5840626), 'Fall right': np.float32(0.5894006), 'Fall sitting': np.float32(0.5871263), 'Hop': np.float32(0.6053594), 'Kneel': np.float32(0.5902831), 'Pick up object': np.float32(0.5966788), 'Sit down': np.float32(0.6027849), 'Walk': np.float32(0.5978311)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.5835204), 'Fall forward': np.float32(0.5797667), 'Fall left': np.float32(0.58502275), 'Fall right': np.float32(0.59025204), 'Fall sitting': np.float32(0.58753335), 'Hop': np.float32(0.60611147), 'Kneel': np.float32(0.59123784), 'Pick up object': np.float32(0.5975025), 'Sit down': np.float32(0.6036568), 'Walk': np.float32(0.59852326)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.5837844), 'Fall forward': np.float32(0.57982594), 'Fall left': np.float32(0.5853325), 'Fall right': np.float32(0.5903572), 'Fall sitting': np.float32(0.58728945), 'Hop': np.float32(0.60606104), 'Kneel': np.float32(0.59146315), 'Pick up object': np.float32(0.5976543), 'Sit down': np.float32(0.60386485), 'Walk': np.float32(0.5984413)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.583935), 'Fall forward': np.float32(0.58000165), 'Fall left': np.float32(0.58552855), 'Fall right': np.float32(0.5904322), 'Fall sitting': np.float32(0.58727133), 'Hop': np.float32(0.60610855), 'Kneel': np.float32(0.59167606), 'Pick up object': np.float32(0.59779), 'Sit down': np.float32(0.60400087), 'Walk': np.float32(0.59842604)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.5844811), 'Fall forward': np.float32(0.5805277), 'Fall left': np.float32(0.5860445), 'Fall right': np.float32(0.5908291), 'Fall sitting': np.float32(0.58756703), 'Hop': np.float32(0.6063567), 'Kneel': np.float32(0.5921268), 'Pick up object': np.float32(0.5982572), 'Sit down': np.float32(0.60448927), 'Walk': np.float32(0.59866697)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.5851795), 'Fall forward': np.float32(0.5812717), 'Fall left': np.float32(0.58681047), 'Fall right': np.float32(0.59148616), 'Fall sitting': np.float32(0.58815295), 'Hop': np.float32(0.6069197), 'Kneel': np.float32(0.592859), 'Pick up object': np.float32(0.59885013), 'Sit down': np.float32(0.6053816), 'Walk': np.float32(0.5992718)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.58584386), 'Fall forward': np.float32(0.58200586), 'Fall left': np.float32(0.5875976), 'Fall right': np.float32(0.5921387), 'Fall sitting': np.float32(0.5889223), 'Hop': np.float32(0.60751164), 'Kneel': np.float32(0.59360856), 'Pick up object': np.float32(0.5994382), 'Sit down': np.float32(0.6065036), 'Walk': np.float32(0.59992784)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.5863072), 'Fall forward': np.float32(0.5825642), 'Fall left': np.float32(0.5881399), 'Fall right': np.float32(0.5926326), 'Fall sitting': np.float32(0.5893994), 'Hop': np.float32(0.6079743), 'Kneel': np.float32(0.5941604), 'Pick up object': np.float32(0.59990263), 'Sit down': np.float32(0.60722536), 'Walk': np.float32(0.60044265)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.5870188), 'Fall forward': np.float32(0.58335847), 'Fall left': np.float32(0.58892244), 'Fall right': np.float32(0.5933685), 'Fall sitting': np.float32(0.59013635), 'Hop': np.float32(0.60860044), 'Kneel': np.float32(0.59491426), 'Pick up object': np.float32(0.6005656), 'Sit down': np.float32(0.6081344), 'Walk': np.float32(0.60112476)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.58738846), 'Fall forward': np.float32(0.58381563), 'Fall left': np.float32(0.58933324), 'Fall right': np.float32(0.59374005), 'Fall sitting': np.float32(0.59051144), 'Hop': np.float32(0.60887104), 'Kneel': np.float32(0.5952868), 'Pick up object': np.float32(0.6008668), 'Sit down': np.float32(0.6085748), 'Walk': np.float32(0.601443)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.5875573), 'Fall forward': np.float32(0.5840127), 'Fall left': np.float32(0.5895041), 'Fall right': np.float32(0.5938584), 'Fall sitting': np.float32(0.5906882), 'Hop': np.float32(0.60885197), 'Kneel': np.float32(0.5953896), 'Pick up object': np.float32(0.6008981), 'Sit down': np.float32(0.6087626), 'Walk': np.float32(0.60147905)}
t=165 | pred=Sit down | scores={'Fall backwards': np.float32(0.58760303), 'Fall forward': np.float32(0.5840895), 'Fall left': np.float32(0.58955944), 'Fall right': np.float32(0.59386486), 'Fall sitting': np.float32(0.5907455), 'Hop': np.float32(0.6087404), 'Kneel': np.float32(0.5953712), 'Pick up object': np.float32(0.60083723), 'Sit down': np.float32(0.60885936), 'Walk': np.float32(0.6014375)}
t=170 | pred=Sit down | scores={'Fall backwards': np.float32(0.5876852), 'Fall forward': np.float32(0.58424145), 'Fall left': np.float32(0.5896952), 'Fall right': np.float32(0.5939474), 'Fall sitting': np.float32(0.59081197), 'Hop': np.float32(0.6086655), 'Kneel': np.float32(0.5954149), 'Pick up object': np.float32(0.6008177), 'Sit down': np.float32(0.6090481), 'Walk': np.float32(0.601434)}
t=175 | pred=Sit down | scores={'Fall backwards': np.float32(0.5877894), 'Fall forward': np.float32(0.58438927), 'Fall left': np.float32(0.5898444), 'Fall right': np.float32(0.5940671), 'Fall sitting': np.float32(0.5909513), 'Hop': np.float32(0.6086118), 'Kneel': np.float32(0.59548944), 'Pick up object': np.float32(0.60086113), 'Sit down': np.float32(0.6091851), 'Walk': np.float32(0.6014005)}
t=180 | pred=Sit down | scores={'Fall backwards': np.float32(0.5881407), 'Fall forward': np.float32(0.5847207), 'Fall left': np.float32(0.5902483), 'Fall right': np.float32(0.5944119), 'Fall sitting': np.float32(0.5912686), 'Hop': np.float32(0.6088206), 'Kneel': np.float32(0.59583324), 'Pick up object': np.float32(0.6011283), 'Sit down': np.float32(0.6095171), 'Walk': np.float32(0.6016404)}
t=185 | pred=Sit down | scores={'Fall backwards': np.float32(0.5883204), 'Fall forward': np.float32(0.5848577), 'Fall left': np.float32(0.5904725), 'Fall right': np.float32(0.5945929), 'Fall sitting': np.float32(0.59151447), 'Hop': np.float32(0.60887295), 'Kneel': np.float32(0.59600097), 'Pick up object': np.float32(0.601212), 'Sit down': np.float32(0.6096795), 'Walk': np.float32(0.60169953)}
