Ground Truth: Fall right

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.5931688), 'Fall forward': np.float32(0.59685475), 'Fall left': np.float32(0.5937264), 'Fall right': np.float32(0.60186875), 'Fall sitting': np.float32(0.5850678), 'Hop': np.float32(0.61484694), 'Kneel': np.float32(0.59981275), 'Pick up object': np.float32(0.6026192), 'Sit down': np.float32(0.5945902), 'Walk': np.float32(0.6117641)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.59607595), 'Fall forward': np.float32(0.5991434), 'Fall left': np.float32(0.5975561), 'Fall right': np.float32(0.6058626), 'Fall sitting': np.float32(0.5876987), 'Hop': np.float32(0.61983675), 'Kneel': np.float32(0.60386413), 'Pick up object': np.float32(0.6072376), 'Sit down': np.float32(0.60106045), 'Walk': np.float32(0.61498445)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.596043), 'Fall forward': np.float32(0.5983098), 'Fall left': np.float32(0.5972694), 'Fall right': np.float32(0.60572577), 'Fall sitting': np.float32(0.58737767), 'Hop': np.float32(0.6191224), 'Kneel': np.float32(0.60325795), 'Pick up object': np.float32(0.6069226), 'Sit down': np.float32(0.6011004), 'Walk': np.float32(0.6141085)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.59706366), 'Fall forward': np.float32(0.59879994), 'Fall left': np.float32(0.5980065), 'Fall right': np.float32(0.60654825), 'Fall sitting': np.float32(0.5876846), 'Hop': np.float32(0.61939), 'Kneel': np.float32(0.60392994), 'Pick up object': np.float32(0.6073577), 'Sit down': np.float32(0.60178995), 'Walk': np.float32(0.61438036)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.5981587), 'Fall forward': np.float32(0.5991765), 'Fall left': np.float32(0.5987402), 'Fall right': np.float32(0.60743886), 'Fall sitting': np.float32(0.58791524), 'Hop': np.float32(0.61950034), 'Kneel': np.float32(0.6044809), 'Pick up object': np.float32(0.6077874), 'Sit down': np.float32(0.6025727), 'Walk': np.float32(0.61453474)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.59961784), 'Fall forward': np.float32(0.6003292), 'Fall left': np.float32(0.60001636), 'Fall right': np.float32(0.60889226), 'Fall sitting': np.float32(0.58887327), 'Hop': np.float32(0.620135), 'Kneel': np.float32(0.60565186), 'Pick up object': np.float32(0.6088492), 'Sit down': np.float32(0.6037537), 'Walk': np.float32(0.61527056)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.60084677), 'Fall forward': np.float32(0.60130507), 'Fall left': np.float32(0.601172), 'Fall right': np.float32(0.6101127), 'Fall sitting': np.float32(0.5898763), 'Hop': np.float32(0.62053454), 'Kneel': np.float32(0.60669756), 'Pick up object': np.float32(0.60979956), 'Sit down': np.float32(0.6046943), 'Walk': np.float32(0.61562955)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.60164374), 'Fall forward': np.float32(0.6019917), 'Fall left': np.float32(0.6019203), 'Fall right': np.float32(0.61091506), 'Fall sitting': np.float32(0.5905066), 'Hop': np.float32(0.6205735), 'Kneel': np.float32(0.60730046), 'Pick up object': np.float32(0.610294), 'Sit down': np.float32(0.6051222), 'Walk': np.float32(0.61569405)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.60202485), 'Fall forward': np.float32(0.6021224), 'Fall left': np.float32(0.60220355), 'Fall right': np.float32(0.61128134), 'Fall sitting': np.float32(0.59056073), 'Hop': np.float32(0.6202073), 'Kneel': np.float32(0.60742354), 'Pick up object': np.float32(0.6103899), 'Sit down': np.float32(0.6051919), 'Walk': np.float32(0.61537975)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.60268366), 'Fall forward': np.float32(0.6027514), 'Fall left': np.float32(0.60276693), 'Fall right': np.float32(0.611928), 'Fall sitting': np.float32(0.59094805), 'Hop': np.float32(0.6202959), 'Kneel': np.float32(0.6079072), 'Pick up object': np.float32(0.61084986), 'Sit down': np.float32(0.60541105), 'Walk': np.float32(0.6155705)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.60296005), 'Fall forward': np.float32(0.60300505), 'Fall left': np.float32(0.6029991), 'Fall right': np.float32(0.6122457), 'Fall sitting': np.float32(0.5909895), 'Hop': np.float32(0.620049), 'Kneel': np.float32(0.6080526), 'Pick up object': np.float32(0.61098266), 'Sit down': np.float32(0.6053086), 'Walk': np.float32(0.6153783)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.6028841), 'Fall forward': np.float32(0.6029917), 'Fall left': np.float32(0.60288346), 'Fall right': np.float32(0.61224115), 'Fall sitting': np.float32(0.5907056), 'Hop': np.float32(0.6196542), 'Kneel': np.float32(0.6078975), 'Pick up object': np.float32(0.61077046), 'Sit down': np.float32(0.6049034), 'Walk': np.float32(0.61496854)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.60311776), 'Fall forward': np.float32(0.6032963), 'Fall left': np.float32(0.6030411), 'Fall right': np.float32(0.6125735), 'Fall sitting': np.float32(0.59076667), 'Hop': np.float32(0.6193836), 'Kneel': np.float32(0.6080117), 'Pick up object': np.float32(0.6107944), 'Sit down': np.float32(0.60479707), 'Walk': np.float32(0.61470854)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.6035698), 'Fall forward': np.float32(0.6037899), 'Fall left': np.float32(0.6034337), 'Fall right': np.float32(0.6130932), 'Fall sitting': np.float32(0.59102833), 'Hop': np.float32(0.6193935), 'Kneel': np.float32(0.60831887), 'Pick up object': np.float32(0.61101407), 'Sit down': np.float32(0.6049193), 'Walk': np.float32(0.61477673)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.60430765), 'Fall forward': np.float32(0.6044393), 'Fall left': np.float32(0.60410696), 'Fall right': np.float32(0.61387306), 'Fall sitting': np.float32(0.5915485), 'Hop': np.float32(0.61960036), 'Kneel': np.float32(0.6088301), 'Pick up object': np.float32(0.61146176), 'Sit down': np.float32(0.6053764), 'Walk': np.float32(0.6150827)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.6046815), 'Fall forward': np.float32(0.60477465), 'Fall left': np.float32(0.6044292), 'Fall right': np.float32(0.614274), 'Fall sitting': np.float32(0.59182394), 'Hop': np.float32(0.61955553), 'Kneel': np.float32(0.60904676), 'Pick up object': np.float32(0.611603), 'Sit down': np.float32(0.6054833), 'Walk': np.float32(0.61514676)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.6051015), 'Fall forward': np.float32(0.60530216), 'Fall left': np.float32(0.6048416), 'Fall right': np.float32(0.6147728), 'Fall sitting': np.float32(0.5922555), 'Hop': np.float32(0.61952907), 'Kneel': np.float32(0.6093623), 'Pick up object': np.float32(0.61174446), 'Sit down': np.float32(0.6056854), 'Walk': np.float32(0.6152781)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.6053644), 'Fall forward': np.float32(0.6056528), 'Fall left': np.float32(0.6050835), 'Fall right': np.float32(0.6150448), 'Fall sitting': np.float32(0.5924684), 'Hop': np.float32(0.6194737), 'Kneel': np.float32(0.6095321), 'Pick up object': np.float32(0.6118223), 'Sit down': np.float32(0.6057294), 'Walk': np.float32(0.61531425)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.60569286), 'Fall forward': np.float32(0.6060338), 'Fall left': np.float32(0.60542417), 'Fall right': np.float32(0.61543274), 'Fall sitting': np.float32(0.59284884), 'Hop': np.float32(0.6194316), 'Kneel': np.float32(0.6097737), 'Pick up object': np.float32(0.61200774), 'Sit down': np.float32(0.6058146), 'Walk': np.float32(0.6154308)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.60588145), 'Fall forward': np.float32(0.6062631), 'Fall left': np.float32(0.6056557), 'Fall right': np.float32(0.6156859), 'Fall sitting': np.float32(0.5931202), 'Hop': np.float32(0.6194916), 'Kneel': np.float32(0.6099264), 'Pick up object': np.float32(0.61219585), 'Sit down': np.float32(0.60588574), 'Walk': np.float32(0.6155501)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.60633636), 'Fall forward': np.float32(0.606717), 'Fall left': np.float32(0.6061752), 'Fall right': np.float32(0.61623454), 'Fall sitting': np.float32(0.59362274), 'Hop': np.float32(0.6196903), 'Kneel': np.float32(0.6102977), 'Pick up object': np.float32(0.61261815), 'Sit down': np.float32(0.6062077), 'Walk': np.float32(0.6158433)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.6066427), 'Fall forward': np.float32(0.6069362), 'Fall left': np.float32(0.6065457), 'Fall right': np.float32(0.6166414), 'Fall sitting': np.float32(0.59400886), 'Hop': np.float32(0.6197941), 'Kneel': np.float32(0.61054766), 'Pick up object': np.float32(0.6129354), 'Sit down': np.float32(0.6065426), 'Walk': np.float32(0.61598516)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.6068365), 'Fall forward': np.float32(0.60702443), 'Fall left': np.float32(0.6068266), 'Fall right': np.float32(0.6169482), 'Fall sitting': np.float32(0.5943229), 'Hop': np.float32(0.6197576), 'Kneel': np.float32(0.61069506), 'Pick up object': np.float32(0.6131557), 'Sit down': np.float32(0.6068079), 'Walk': np.float32(0.61599666)}
t=185 | pred=Hop | scores={'Fall backwards': np.float32(0.60692734), 'Fall forward': np.float32(0.6070067), 'Fall left': np.float32(0.6070043), 'Fall right': np.float32(0.61711633), 'Fall sitting': np.float32(0.59452844), 'Hop': np.float32(0.6197632), 'Kneel': np.float32(0.61081874), 'Pick up object': np.float32(0.61331695), 'Sit down': np.float32(0.60699826), 'Walk': np.float32(0.61602855)}
t=190 | pred=Hop | scores={'Fall backwards': np.float32(0.60696405), 'Fall forward': np.float32(0.60686374), 'Fall left': np.float32(0.60711086), 'Fall right': np.float32(0.6172154), 'Fall sitting': np.float32(0.5945966), 'Hop': np.float32(0.6196922), 'Kneel': np.float32(0.61086255), 'Pick up object': np.float32(0.6134353), 'Sit down': np.float32(0.6071184), 'Walk': np.float32(0.6159465)}
t=195 | pred=Hop | scores={'Fall backwards': np.float32(0.6067786), 'Fall forward': np.float32(0.60650986), 'Fall left': np.float32(0.60698473), 'Fall right': np.float32(0.6171142), 'Fall sitting': np.float32(0.59446174), 'Hop': np.float32(0.6194645), 'Kneel': np.float32(0.61069906), 'Pick up object': np.float32(0.61332846), 'Sit down': np.float32(0.6071161), 'Walk': np.float32(0.61570096)}
t=200 | pred=Hop | scores={'Fall backwards': np.float32(0.6066384), 'Fall forward': np.float32(0.60619384), 'Fall left': np.float32(0.6068779), 'Fall right': np.float32(0.6170418), 'Fall sitting': np.float32(0.59429586), 'Hop': np.float32(0.61916596), 'Kneel': np.float32(0.61052966), 'Pick up object': np.float32(0.61321056), 'Sit down': np.float32(0.6070781), 'Walk': np.float32(0.6154207)}
t=205 | pred=Hop | scores={'Fall backwards': np.float32(0.60656625), 'Fall forward': np.float32(0.60601133), 'Fall left': np.float32(0.60683256), 'Fall right': np.float32(0.6170028), 'Fall sitting': np.float32(0.5941354), 'Hop': np.float32(0.61901116), 'Kneel': np.float32(0.61041933), 'Pick up object': np.float32(0.61315435), 'Sit down': np.float32(0.6070343), 'Walk': np.float32(0.61528337)}
t=210 | pred=Hop | scores={'Fall backwards': np.float32(0.60655046), 'Fall forward': np.float32(0.6058674), 'Fall left': np.float32(0.6068638), 'Fall right': np.float32(0.61701727), 'Fall sitting': np.float32(0.5940109), 'Hop': np.float32(0.61886907), 'Kneel': np.float32(0.61037457), 'Pick up object': np.float32(0.6131295), 'Sit down': np.float32(0.60703015), 'Walk': np.float32(0.6151724)}
t=215 | pred=Hop | scores={'Fall backwards': np.float32(0.60636806), 'Fall forward': np.float32(0.60553974), 'Fall left': np.float32(0.60672224), 'Fall right': np.float32(0.6168555), 'Fall sitting': np.float32(0.59375095), 'Hop': np.float32(0.6186123), 'Kneel': np.float32(0.6101569), 'Pick up object': np.float32(0.61296093), 'Sit down': np.float32(0.6069106), 'Walk': np.float32(0.6149415)}
t=220 | pred=Hop | scores={'Fall backwards': np.float32(0.6061541), 'Fall forward': np.float32(0.6051789), 'Fall left': np.float32(0.6065319), 'Fall right': np.float32(0.6166526), 'Fall sitting': np.float32(0.59342086), 'Hop': np.float32(0.61826754), 'Kneel': np.float32(0.60988253), 'Pick up object': np.float32(0.6127229), 'Sit down': np.float32(0.6066942), 'Walk': np.float32(0.614652)}
t=225 | pred=Hop | scores={'Fall backwards': np.float32(0.6060102), 'Fall forward': np.float32(0.6049193), 'Fall left': np.float32(0.6064105), 'Fall right': np.float32(0.6165011), 'Fall sitting': np.float32(0.59318906), 'Hop': np.float32(0.61805737), 'Kneel': np.float32(0.60969025), 'Pick up object': np.float32(0.6125665), 'Sit down': np.float32(0.60653526), 'Walk': np.float32(0.6144623)}
