Ground Truth: Kneel

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.66244036), 'Fall forward': np.float32(0.6609045), 'Fall left': np.float32(0.6607482), 'Fall right': np.float32(0.66035247), 'Fall sitting': np.float32(0.64321625), 'Hop': np.float32(0.6695919), 'Kneel': np.float32(0.66291344), 'Pick up object': np.float32(0.6647108), 'Sit down': np.float32(0.65546024), 'Walk': np.float32(0.6710217)}
t=70 | pred=Walk | scores={'Fall backwards': np.float32(0.6653162), 'Fall forward': np.float32(0.6639012), 'Fall left': np.float32(0.66542596), 'Fall right': np.float32(0.6647505), 'Fall sitting': np.float32(0.65444773), 'Hop': np.float32(0.67109644), 'Kneel': np.float32(0.6681217), 'Pick up object': np.float32(0.67240167), 'Sit down': np.float32(0.66475266), 'Walk': np.float32(0.6726532)}
t=75 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6664051), 'Fall forward': np.float32(0.66494685), 'Fall left': np.float32(0.6665263), 'Fall right': np.float32(0.66593486), 'Fall sitting': np.float32(0.65561414), 'Hop': np.float32(0.67076486), 'Kneel': np.float32(0.66948074), 'Pick up object': np.float32(0.6725822), 'Sit down': np.float32(0.6658445), 'Walk': np.float32(0.672461)}
t=80 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6670904), 'Fall forward': np.float32(0.66566825), 'Fall left': np.float32(0.66737413), 'Fall right': np.float32(0.66679), 'Fall sitting': np.float32(0.65658695), 'Hop': np.float32(0.6703168), 'Kneel': np.float32(0.6706577), 'Pick up object': np.float32(0.6727484), 'Sit down': np.float32(0.6668316), 'Walk': np.float32(0.6721996)}
t=85 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6675091), 'Fall forward': np.float32(0.66628087), 'Fall left': np.float32(0.6679255), 'Fall right': np.float32(0.6673317), 'Fall sitting': np.float32(0.65722996), 'Hop': np.float32(0.66994095), 'Kneel': np.float32(0.671496), 'Pick up object': np.float32(0.6726327), 'Sit down': np.float32(0.66739583), 'Walk': np.float32(0.6718756)}
t=90 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6679013), 'Fall forward': np.float32(0.66678756), 'Fall left': np.float32(0.6684615), 'Fall right': np.float32(0.66780055), 'Fall sitting': np.float32(0.6578553), 'Hop': np.float32(0.66943485), 'Kneel': np.float32(0.6723333), 'Pick up object': np.float32(0.6725031), 'Sit down': np.float32(0.6679297), 'Walk': np.float32(0.6714444)}
t=95 | pred=Kneel | scores={'Fall backwards': np.float32(0.6683771), 'Fall forward': np.float32(0.66719466), 'Fall left': np.float32(0.66901904), 'Fall right': np.float32(0.6683587), 'Fall sitting': np.float32(0.65837353), 'Hop': np.float32(0.66900134), 'Kneel': np.float32(0.6730225), 'Pick up object': np.float32(0.67248327), 'Sit down': np.float32(0.6683473), 'Walk': np.float32(0.67108446)}
t=100 | pred=Kneel | scores={'Fall backwards': np.float32(0.6685707), 'Fall forward': np.float32(0.66735286), 'Fall left': np.float32(0.6693215), 'Fall right': np.float32(0.6686701), 'Fall sitting': np.float32(0.658806), 'Hop': np.float32(0.66831625), 'Kneel': np.float32(0.67345625), 'Pick up object': np.float32(0.67229134), 'Sit down': np.float32(0.66861945), 'Walk': np.float32(0.67053235)}
t=105 | pred=Kneel | scores={'Fall backwards': np.float32(0.66864824), 'Fall forward': np.float32(0.6673113), 'Fall left': np.float32(0.6694513), 'Fall right': np.float32(0.6688172), 'Fall sitting': np.float32(0.65886664), 'Hop': np.float32(0.66771674), 'Kneel': np.float32(0.6735702), 'Pick up object': np.float32(0.6719841), 'Sit down': np.float32(0.66867936), 'Walk': np.float32(0.6700268)}
t=110 | pred=Kneel | scores={'Fall backwards': np.float32(0.6685069), 'Fall forward': np.float32(0.66712147), 'Fall left': np.float32(0.66934437), 'Fall right': np.float32(0.6687061), 'Fall sitting': np.float32(0.6587457), 'Hop': np.float32(0.6669043), 'Kneel': np.float32(0.6735526), 'Pick up object': np.float32(0.6715166), 'Sit down': np.float32(0.66862905), 'Walk': np.float32(0.66931045)}
t=115 | pred=Kneel | scores={'Fall backwards': np.float32(0.66836643), 'Fall forward': np.float32(0.6668889), 'Fall left': np.float32(0.66923714), 'Fall right': np.float32(0.6685778), 'Fall sitting': np.float32(0.65862495), 'Hop': np.float32(0.66635424), 'Kneel': np.float32(0.67355627), 'Pick up object': np.float32(0.6712369), 'Sit down': np.float32(0.66864145), 'Walk': np.float32(0.66882503)}
t=120 | pred=Kneel | scores={'Fall backwards': np.float32(0.6683598), 'Fall forward': np.float32(0.666802), 'Fall left': np.float32(0.66934264), 'Fall right': np.float32(0.6685647), 'Fall sitting': np.float32(0.65884686), 'Hop': np.float32(0.66594195), 'Kneel': np.float32(0.67385185), 'Pick up object': np.float32(0.67109996), 'Sit down': np.float32(0.66894317), 'Walk': np.float32(0.66849357)}
t=125 | pred=Kneel | scores={'Fall backwards': np.float32(0.66836333), 'Fall forward': np.float32(0.6667973), 'Fall left': np.float32(0.6693802), 'Fall right': np.float32(0.66855216), 'Fall sitting': np.float32(0.65909153), 'Hop': np.float32(0.6655556), 'Kneel': np.float32(0.6739984), 'Pick up object': np.float32(0.6709765), 'Sit down': np.float32(0.6691643), 'Walk': np.float32(0.6681731)}
t=130 | pred=Kneel | scores={'Fall backwards': np.float32(0.66848767), 'Fall forward': np.float32(0.66687864), 'Fall left': np.float32(0.6695199), 'Fall right': np.float32(0.6686516), 'Fall sitting': np.float32(0.65933454), 'Hop': np.float32(0.66517407), 'Kneel': np.float32(0.67430186), 'Pick up object': np.float32(0.6708591), 'Sit down': np.float32(0.6694411), 'Walk': np.float32(0.667871)}
t=135 | pred=Kneel | scores={'Fall backwards': np.float32(0.66850626), 'Fall forward': np.float32(0.6668451), 'Fall left': np.float32(0.66958106), 'Fall right': np.float32(0.6686296), 'Fall sitting': np.float32(0.6594828), 'Hop': np.float32(0.6648364), 'Kneel': np.float32(0.6744508), 'Pick up object': np.float32(0.6707098), 'Sit down': np.float32(0.66950905), 'Walk': np.float32(0.6676044)}
t=140 | pred=Kneel | scores={'Fall backwards': np.float32(0.66853946), 'Fall forward': np.float32(0.66679627), 'Fall left': np.float32(0.6696786), 'Fall right': np.float32(0.6686352), 'Fall sitting': np.float32(0.6597646), 'Hop': np.float32(0.6645439), 'Kneel': np.float32(0.67468154), 'Pick up object': np.float32(0.670628), 'Sit down': np.float32(0.66975224), 'Walk': np.float32(0.66741115)}
t=145 | pred=Kneel | scores={'Fall backwards': np.float32(0.6685102), 'Fall forward': np.float32(0.6667441), 'Fall left': np.float32(0.6697103), 'Fall right': np.float32(0.66859), 'Fall sitting': np.float32(0.6598914), 'Hop': np.float32(0.6644218), 'Kneel': np.float32(0.67482567), 'Pick up object': np.float32(0.6705601), 'Sit down': np.float32(0.66981083), 'Walk': np.float32(0.6673184)}
t=150 | pred=Kneel | scores={'Fall backwards': np.float32(0.6686093), 'Fall forward': np.float32(0.66683716), 'Fall left': np.float32(0.6698745), 'Fall right': np.float32(0.6686732), 'Fall sitting': np.float32(0.66015196), 'Hop': np.float32(0.6643011), 'Kneel': np.float32(0.6750761), 'Pick up object': np.float32(0.6705338), 'Sit down': np.float32(0.66999465), 'Walk': np.float32(0.66723454)}
t=155 | pred=Kneel | scores={'Fall backwards': np.float32(0.668757), 'Fall forward': np.float32(0.6670647), 'Fall left': np.float32(0.67005235), 'Fall right': np.float32(0.6687952), 'Fall sitting': np.float32(0.6603908), 'Hop': np.float32(0.6643358), 'Kneel': np.float32(0.6753508), 'Pick up object': np.float32(0.6705724), 'Sit down': np.float32(0.67012703), 'Walk': np.float32(0.66729856)}
t=160 | pred=Kneel | scores={'Fall backwards': np.float32(0.6689324), 'Fall forward': np.float32(0.6672859), 'Fall left': np.float32(0.6702457), 'Fall right': np.float32(0.6689424), 'Fall sitting': np.float32(0.6607165), 'Hop': np.float32(0.66433513), 'Kneel': np.float32(0.67563844), 'Pick up object': np.float32(0.6706082), 'Sit down': np.float32(0.6702592), 'Walk': np.float32(0.66735274)}
t=165 | pred=Kneel | scores={'Fall backwards': np.float32(0.6690194), 'Fall forward': np.float32(0.6674174), 'Fall left': np.float32(0.67035204), 'Fall right': np.float32(0.6690125), 'Fall sitting': np.float32(0.6608867), 'Hop': np.float32(0.6643465), 'Kneel': np.float32(0.6758095), 'Pick up object': np.float32(0.67065346), 'Sit down': np.float32(0.6702782), 'Walk': np.float32(0.66738725)}
t=170 | pred=Kneel | scores={'Fall backwards': np.float32(0.6690067), 'Fall forward': np.float32(0.66745204), 'Fall left': np.float32(0.6703714), 'Fall right': np.float32(0.66898626), 'Fall sitting': np.float32(0.66096526), 'Hop': np.float32(0.6642086), 'Kneel': np.float32(0.6758814), 'Pick up object': np.float32(0.6705896), 'Sit down': np.float32(0.67020535), 'Walk': np.float32(0.6672856)}
t=175 | pred=Kneel | scores={'Fall backwards': np.float32(0.6690078), 'Fall forward': np.float32(0.66753113), 'Fall left': np.float32(0.6703874), 'Fall right': np.float32(0.6689871), 'Fall sitting': np.float32(0.66102445), 'Hop': np.float32(0.66411793), 'Kneel': np.float32(0.67594194), 'Pick up object': np.float32(0.6705384), 'Sit down': np.float32(0.67011803), 'Walk': np.float32(0.66724145)}
t=180 | pred=Kneel | scores={'Fall backwards': np.float32(0.6690174), 'Fall forward': np.float32(0.6676355), 'Fall left': np.float32(0.67040354), 'Fall right': np.float32(0.66898286), 'Fall sitting': np.float32(0.6611472), 'Hop': np.float32(0.66390705), 'Kneel': np.float32(0.6760369), 'Pick up object': np.float32(0.6704699), 'Sit down': np.float32(0.67009133), 'Walk': np.float32(0.6671217)}
t=185 | pred=Kneel | scores={'Fall backwards': np.float32(0.669378), 'Fall forward': np.float32(0.6681562), 'Fall left': np.float32(0.6707442), 'Fall right': np.float32(0.6693062), 'Fall sitting': np.float32(0.661527), 'Hop': np.float32(0.6640782), 'Kneel': np.float32(0.67643535), 'Pick up object': np.float32(0.67072845), 'Sit down': np.float32(0.67024124), 'Walk': np.float32(0.6673502)}
t=190 | pred=Kneel | scores={'Fall backwards': np.float32(0.6697167), 'Fall forward': np.float32(0.66871417), 'Fall left': np.float32(0.6711004), 'Fall right': np.float32(0.66962314), 'Fall sitting': np.float32(0.66188043), 'Hop': np.float32(0.6642495), 'Kneel': np.float32(0.67689097), 'Pick up object': np.float32(0.6709264), 'Sit down': np.float32(0.6703805), 'Walk': np.float32(0.66760314)}
t=195 | pred=Kneel | scores={'Fall backwards': np.float32(0.6700248), 'Fall forward': np.float32(0.6692349), 'Fall left': np.float32(0.6714308), 'Fall right': np.float32(0.66990924), 'Fall sitting': np.float32(0.6621729), 'Hop': np.float32(0.664487), 'Kneel': np.float32(0.6772901), 'Pick up object': np.float32(0.6711455), 'Sit down': np.float32(0.6705333), 'Walk': np.float32(0.6679011)}
t=200 | pred=Kneel | scores={'Fall backwards': np.float32(0.67028725), 'Fall forward': np.float32(0.66969556), 'Fall left': np.float32(0.6717173), 'Fall right': np.float32(0.6701319), 'Fall sitting': np.float32(0.6625308), 'Hop': np.float32(0.6645786), 'Kneel': np.float32(0.67762655), 'Pick up object': np.float32(0.6713014), 'Sit down': np.float32(0.6706956), 'Walk': np.float32(0.6680968)}
t=205 | pred=Kneel | scores={'Fall backwards': np.float32(0.6705717), 'Fall forward': np.float32(0.670155), 'Fall left': np.float32(0.67200494), 'Fall right': np.float32(0.67037904), 'Fall sitting': np.float32(0.6628175), 'Hop': np.float32(0.66477853), 'Kneel': np.float32(0.67794925), 'Pick up object': np.float32(0.67153895), 'Sit down': np.float32(0.67086047), 'Walk': np.float32(0.66836715)}
t=210 | pred=Kneel | scores={'Fall backwards': np.float32(0.67072827), 'Fall forward': np.float32(0.67055833), 'Fall left': np.float32(0.67218494), 'Fall right': np.float32(0.6705351), 'Fall sitting': np.float32(0.6629921), 'Hop': np.float32(0.66489446), 'Kneel': np.float32(0.67821467), 'Pick up object': np.float32(0.6716757), 'Sit down': np.float32(0.67086965), 'Walk': np.float32(0.668572)}
t=215 | pred=Kneel | scores={'Fall backwards': np.float32(0.6708108), 'Fall forward': np.float32(0.6708474), 'Fall left': np.float32(0.6723016), 'Fall right': np.float32(0.67062885), 'Fall sitting': np.float32(0.6631642), 'Hop': np.float32(0.6649551), 'Kneel': np.float32(0.6784303), 'Pick up object': np.float32(0.6717467), 'Sit down': np.float32(0.67087084), 'Walk': np.float32(0.66869175)}
