Ground Truth: Walk

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.6616436), 'Fall forward': np.float32(0.65951663), 'Fall left': np.float32(0.662149), 'Fall right': np.float32(0.661775), 'Fall sitting': np.float32(0.64298105), 'Hop': np.float32(0.6637779), 'Kneel': np.float32(0.6609189), 'Pick up object': np.float32(0.66397554), 'Sit down': np.float32(0.6565203), 'Walk': np.float32(0.66743106)}
t=95 | pred=Walk | scores={'Fall backwards': np.float32(0.6636914), 'Fall forward': np.float32(0.66346085), 'Fall left': np.float32(0.6656009), 'Fall right': np.float32(0.6644553), 'Fall sitting': np.float32(0.65094215), 'Hop': np.float32(0.6671377), 'Kneel': np.float32(0.66632134), 'Pick up object': np.float32(0.66772413), 'Sit down': np.float32(0.66364926), 'Walk': np.float32(0.67040443)}
t=100 | pred=Walk | scores={'Fall backwards': np.float32(0.66414005), 'Fall forward': np.float32(0.66407543), 'Fall left': np.float32(0.66600645), 'Fall right': np.float32(0.6649813), 'Fall sitting': np.float32(0.6518813), 'Hop': np.float32(0.66702193), 'Kneel': np.float32(0.66712034), 'Pick up object': np.float32(0.6678395), 'Sit down': np.float32(0.6646456), 'Walk': np.float32(0.6702931)}
t=105 | pred=Walk | scores={'Fall backwards': np.float32(0.6645634), 'Fall forward': np.float32(0.66464156), 'Fall left': np.float32(0.66634), 'Fall right': np.float32(0.6653305), 'Fall sitting': np.float32(0.65259594), 'Hop': np.float32(0.6670102), 'Kneel': np.float32(0.66774666), 'Pick up object': np.float32(0.66796607), 'Sit down': np.float32(0.6653325), 'Walk': np.float32(0.670329)}
t=110 | pred=Walk | scores={'Fall backwards': np.float32(0.665207), 'Fall forward': np.float32(0.6654445), 'Fall left': np.float32(0.6668859), 'Fall right': np.float32(0.6658583), 'Fall sitting': np.float32(0.65361273), 'Hop': np.float32(0.66701806), 'Kneel': np.float32(0.6684489), 'Pick up object': np.float32(0.66826344), 'Sit down': np.float32(0.6662046), 'Walk': np.float32(0.6703782)}
t=115 | pred=Walk | scores={'Fall backwards': np.float32(0.6658215), 'Fall forward': np.float32(0.6662767), 'Fall left': np.float32(0.66743886), 'Fall right': np.float32(0.6663155), 'Fall sitting': np.float32(0.65436226), 'Hop': np.float32(0.6672084), 'Kneel': np.float32(0.6690486), 'Pick up object': np.float32(0.6685737), 'Sit down': np.float32(0.6668234), 'Walk': np.float32(0.6705301)}
t=120 | pred=Walk | scores={'Fall backwards': np.float32(0.66657937), 'Fall forward': np.float32(0.66725373), 'Fall left': np.float32(0.6680807), 'Fall right': np.float32(0.6668481), 'Fall sitting': np.float32(0.655471), 'Hop': np.float32(0.6677102), 'Kneel': np.float32(0.6698269), 'Pick up object': np.float32(0.6691617), 'Sit down': np.float32(0.6674974), 'Walk': np.float32(0.6710059)}
t=125 | pred=Walk | scores={'Fall backwards': np.float32(0.6669757), 'Fall forward': np.float32(0.6678462), 'Fall left': np.float32(0.66841626), 'Fall right': np.float32(0.66707784), 'Fall sitting': np.float32(0.65611756), 'Hop': np.float32(0.6682738), 'Kneel': np.float32(0.6703372), 'Pick up object': np.float32(0.6697196), 'Sit down': np.float32(0.66789085), 'Walk': np.float32(0.67154324)}
t=130 | pred=Walk | scores={'Fall backwards': np.float32(0.66727215), 'Fall forward': np.float32(0.66832936), 'Fall left': np.float32(0.6687207), 'Fall right': np.float32(0.66726804), 'Fall sitting': np.float32(0.65675753), 'Hop': np.float32(0.66917074), 'Kneel': np.float32(0.67090905), 'Pick up object': np.float32(0.67055166), 'Sit down': np.float32(0.6682837), 'Walk': np.float32(0.67236036)}
t=135 | pred=Walk | scores={'Fall backwards': np.float32(0.66716915), 'Fall forward': np.float32(0.66830313), 'Fall left': np.float32(0.6686465), 'Fall right': np.float32(0.6671089), 'Fall sitting': np.float32(0.65686065), 'Hop': np.float32(0.66981024), 'Kneel': np.float32(0.6710625), 'Pick up object': np.float32(0.6710897), 'Sit down': np.float32(0.668327), 'Walk': np.float32(0.67289925)}
t=140 | pred=Walk | scores={'Fall backwards': np.float32(0.6670045), 'Fall forward': np.float32(0.66809577), 'Fall left': np.float32(0.6684199), 'Fall right': np.float32(0.6669045), 'Fall sitting': np.float32(0.656869), 'Hop': np.float32(0.67016435), 'Kneel': np.float32(0.6710705), 'Pick up object': np.float32(0.671303), 'Sit down': np.float32(0.66816974), 'Walk': np.float32(0.67319196)}
t=145 | pred=Walk | scores={'Fall backwards': np.float32(0.6670388), 'Fall forward': np.float32(0.6680281), 'Fall left': np.float32(0.6684609), 'Fall right': np.float32(0.6669567), 'Fall sitting': np.float32(0.6570761), 'Hop': np.float32(0.6707297), 'Kneel': np.float32(0.671211), 'Pick up object': np.float32(0.6717818), 'Sit down': np.float32(0.6682356), 'Walk': np.float32(0.6736923)}
t=150 | pred=Walk | scores={'Fall backwards': np.float32(0.6673134), 'Fall forward': np.float32(0.6680128), 'Fall left': np.float32(0.66865826), 'Fall right': np.float32(0.66717875), 'Fall sitting': np.float32(0.6574664), 'Hop': np.float32(0.6713901), 'Kneel': np.float32(0.6714619), 'Pick up object': np.float32(0.6724589), 'Sit down': np.float32(0.66851807), 'Walk': np.float32(0.6743876)}
t=155 | pred=Walk | scores={'Fall backwards': np.float32(0.6674436), 'Fall forward': np.float32(0.66788685), 'Fall left': np.float32(0.6687026), 'Fall right': np.float32(0.667231), 'Fall sitting': np.float32(0.6574802), 'Hop': np.float32(0.67202663), 'Kneel': np.float32(0.67152554), 'Pick up object': np.float32(0.67300683), 'Sit down': np.float32(0.6686207), 'Walk': np.float32(0.67507124)}
t=160 | pred=Walk | scores={'Fall backwards': np.float32(0.6673908), 'Fall forward': np.float32(0.66749275), 'Fall left': np.float32(0.6685331), 'Fall right': np.float32(0.6670632), 'Fall sitting': np.float32(0.6572935), 'Hop': np.float32(0.67236793), 'Kneel': np.float32(0.67132604), 'Pick up object': np.float32(0.67330587), 'Sit down': np.float32(0.6686135), 'Walk': np.float32(0.6755057)}
t=165 | pred=Walk | scores={'Fall backwards': np.float32(0.667371), 'Fall forward': np.float32(0.6671974), 'Fall left': np.float32(0.6684325), 'Fall right': np.float32(0.6669725), 'Fall sitting': np.float32(0.65705365), 'Hop': np.float32(0.6726854), 'Kneel': np.float32(0.6711848), 'Pick up object': np.float32(0.6734988), 'Sit down': np.float32(0.66853863), 'Walk': np.float32(0.6759198)}
t=170 | pred=Walk | scores={'Fall backwards': np.float32(0.6675738), 'Fall forward': np.float32(0.6671194), 'Fall left': np.float32(0.6685062), 'Fall right': np.float32(0.66709), 'Fall sitting': np.float32(0.6570459), 'Hop': np.float32(0.6732337), 'Kneel': np.float32(0.6712252), 'Pick up object': np.float32(0.673877), 'Sit down': np.float32(0.66872656), 'Walk': np.float32(0.676578)}
t=175 | pred=Walk | scores={'Fall backwards': np.float32(0.6679576), 'Fall forward': np.float32(0.6672182), 'Fall left': np.float32(0.6687476), 'Fall right': np.float32(0.6674542), 'Fall sitting': np.float32(0.65710187), 'Hop': np.float32(0.6737905), 'Kneel': np.float32(0.6713599), 'Pick up object': np.float32(0.6742279), 'Sit down': np.float32(0.66895825), 'Walk': np.float32(0.67730635)}
t=180 | pred=Walk | scores={'Fall backwards': np.float32(0.66847664), 'Fall forward': np.float32(0.66747344), 'Fall left': np.float32(0.6690788), 'Fall right': np.float32(0.6678974), 'Fall sitting': np.float32(0.65738004), 'Hop': np.float32(0.6743586), 'Kneel': np.float32(0.6716312), 'Pick up object': np.float32(0.6746408), 'Sit down': np.float32(0.6693605), 'Walk': np.float32(0.6781078)}
t=185 | pred=Walk | scores={'Fall backwards': np.float32(0.66883683), 'Fall forward': np.float32(0.667727), 'Fall left': np.float32(0.6693233), 'Fall right': np.float32(0.6681993), 'Fall sitting': np.float32(0.6575682), 'Hop': np.float32(0.67471385), 'Kneel': np.float32(0.6718105), 'Pick up object': np.float32(0.6748822), 'Sit down': np.float32(0.66958505), 'Walk': np.float32(0.67865723)}
t=190 | pred=Walk | scores={'Fall backwards': np.float32(0.6691469), 'Fall forward': np.float32(0.66790545), 'Fall left': np.float32(0.66949564), 'Fall right': np.float32(0.6684061), 'Fall sitting': np.float32(0.6577222), 'Hop': np.float32(0.67501795), 'Kneel': np.float32(0.6718988), 'Pick up object': np.float32(0.67507327), 'Sit down': np.float32(0.6697169), 'Walk': np.float32(0.6792293)}
t=195 | pred=Walk | scores={'Fall backwards': np.float32(0.6694714), 'Fall forward': np.float32(0.66806155), 'Fall left': np.float32(0.6696905), 'Fall right': np.float32(0.6686291), 'Fall sitting': np.float32(0.6578505), 'Hop': np.float32(0.67530173), 'Kneel': np.float32(0.671985), 'Pick up object': np.float32(0.6752283), 'Sit down': np.float32(0.6698431), 'Walk': np.float32(0.67977583)}
t=200 | pred=Walk | scores={'Fall backwards': np.float32(0.6696999), 'Fall forward': np.float32(0.66811174), 'Fall left': np.float32(0.6697884), 'Fall right': np.float32(0.6687392), 'Fall sitting': np.float32(0.65796155), 'Hop': np.float32(0.67552286), 'Kneel': np.float32(0.6720079), 'Pick up object': np.float32(0.6753477), 'Sit down': np.float32(0.66992164), 'Walk': np.float32(0.6802622)}
t=205 | pred=Walk | scores={'Fall backwards': np.float32(0.66991705), 'Fall forward': np.float32(0.6682521), 'Fall left': np.float32(0.6699242), 'Fall right': np.float32(0.6689041), 'Fall sitting': np.float32(0.65804917), 'Hop': np.float32(0.67572135), 'Kneel': np.float32(0.6720745), 'Pick up object': np.float32(0.6754187), 'Sit down': np.float32(0.6699966), 'Walk': np.float32(0.6806439)}
t=210 | pred=Walk | scores={'Fall backwards': np.float32(0.6700446), 'Fall forward': np.float32(0.66821045), 'Fall left': np.float32(0.66991925), 'Fall right': np.float32(0.66896915), 'Fall sitting': np.float32(0.65792906), 'Hop': np.float32(0.6758191), 'Kneel': np.float32(0.6719587), 'Pick up object': np.float32(0.6753527), 'Sit down': np.float32(0.6699462), 'Walk': np.float32(0.6809688)}
t=215 | pred=Walk | scores={'Fall backwards': np.float32(0.6700882), 'Fall forward': np.float32(0.66807413), 'Fall left': np.float32(0.669837), 'Fall right': np.float32(0.6689412), 'Fall sitting': np.float32(0.6577561), 'Hop': np.float32(0.67584425), 'Kneel': np.float32(0.67174923), 'Pick up object': np.float32(0.6752188), 'Sit down': np.float32(0.6698783), 'Walk': np.float32(0.68116564)}
t=220 | pred=Walk | scores={'Fall backwards': np.float32(0.67007947), 'Fall forward': np.float32(0.66786957), 'Fall left': np.float32(0.66966385), 'Fall right': np.float32(0.6688375), 'Fall sitting': np.float32(0.6576093), 'Hop': np.float32(0.6758112), 'Kneel': np.float32(0.6714698), 'Pick up object': np.float32(0.67508245), 'Sit down': np.float32(0.6698168), 'Walk': np.float32(0.6813305)}
t=225 | pred=Walk | scores={'Fall backwards': np.float32(0.6701077), 'Fall forward': np.float32(0.66775316), 'Fall left': np.float32(0.6695622), 'Fall right': np.float32(0.668816), 'Fall sitting': np.float32(0.6574875), 'Hop': np.float32(0.67577225), 'Kneel': np.float32(0.67126375), 'Pick up object': np.float32(0.67494315), 'Sit down': np.float32(0.669735), 'Walk': np.float32(0.68142307)}
t=230 | pred=Walk | scores={'Fall backwards': np.float32(0.6700644), 'Fall forward': np.float32(0.6675537), 'Fall left': np.float32(0.66940045), 'Fall right': np.float32(0.6687343), 'Fall sitting': np.float32(0.6572774), 'Hop': np.float32(0.6757302), 'Kneel': np.float32(0.67103356), 'Pick up object': np.float32(0.6747616), 'Sit down': np.float32(0.66960937), 'Walk': np.float32(0.68150723)}
