Ground Truth: Fall right

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.6684531), 'Fall forward': np.float32(0.6600399), 'Fall left': np.float32(0.66664374), 'Fall right': np.float32(0.6666625), 'Fall sitting': np.float32(0.6488739), 'Hop': np.float32(0.66471195), 'Kneel': np.float32(0.6642669), 'Pick up object': np.float32(0.6658382), 'Sit down': np.float32(0.6618597), 'Walk': np.float32(0.6696363)}
t=130 | pred=Fall right | scores={'Fall backwards': np.float32(0.6746177), 'Fall forward': np.float32(0.66575307), 'Fall left': np.float32(0.6735771), 'Fall right': np.float32(0.6753747), 'Fall sitting': np.float32(0.65840137), 'Hop': np.float32(0.6592011), 'Kneel': np.float32(0.6696094), 'Pick up object': np.float32(0.66798353), 'Sit down': np.float32(0.66606236), 'Walk': np.float32(0.6620144)}
t=135 | pred=Fall right | scores={'Fall backwards': np.float32(0.67448366), 'Fall forward': np.float32(0.665567), 'Fall left': np.float32(0.6734749), 'Fall right': np.float32(0.67527), 'Fall sitting': np.float32(0.6584014), 'Hop': np.float32(0.65875566), 'Kneel': np.float32(0.6694576), 'Pick up object': np.float32(0.6677371), 'Sit down': np.float32(0.6658685), 'Walk': np.float32(0.6615687)}
t=140 | pred=Fall right | scores={'Fall backwards': np.float32(0.6743392), 'Fall forward': np.float32(0.66538644), 'Fall left': np.float32(0.6733668), 'Fall right': np.float32(0.6751141), 'Fall sitting': np.float32(0.65843284), 'Hop': np.float32(0.65818655), 'Kneel': np.float32(0.66932744), 'Pick up object': np.float32(0.6674776), 'Sit down': np.float32(0.6656981), 'Walk': np.float32(0.6610576)}
t=145 | pred=Fall right | scores={'Fall backwards': np.float32(0.6742731), 'Fall forward': np.float32(0.66527885), 'Fall left': np.float32(0.67334974), 'Fall right': np.float32(0.67503124), 'Fall sitting': np.float32(0.6585021), 'Hop': np.float32(0.65788), 'Kneel': np.float32(0.6692819), 'Pick up object': np.float32(0.6673311), 'Sit down': np.float32(0.66562504), 'Walk': np.float32(0.6607716)}
t=150 | pred=Fall right | scores={'Fall backwards': np.float32(0.674167), 'Fall forward': np.float32(0.6651331), 'Fall left': np.float32(0.67331564), 'Fall right': np.float32(0.6748939), 'Fall sitting': np.float32(0.6585844), 'Hop': np.float32(0.6575041), 'Kneel': np.float32(0.66923636), 'Pick up object': np.float32(0.66712815), 'Sit down': np.float32(0.66551423), 'Walk': np.float32(0.6604271)}
t=155 | pred=Fall right | scores={'Fall backwards': np.float32(0.6740203), 'Fall forward': np.float32(0.66491187), 'Fall left': np.float32(0.67321014), 'Fall right': np.float32(0.6747314), 'Fall sitting': np.float32(0.6585684), 'Hop': np.float32(0.65713525), 'Kneel': np.float32(0.6691192), 'Pick up object': np.float32(0.66690934), 'Sit down': np.float32(0.66536826), 'Walk': np.float32(0.6600917)}
t=160 | pred=Fall right | scores={'Fall backwards': np.float32(0.6738015), 'Fall forward': np.float32(0.66460264), 'Fall left': np.float32(0.67304134), 'Fall right': np.float32(0.67450535), 'Fall sitting': np.float32(0.65850645), 'Hop': np.float32(0.65664434), 'Kneel': np.float32(0.6689736), 'Pick up object': np.float32(0.66662586), 'Sit down': np.float32(0.6651858), 'Walk': np.float32(0.6596287)}
t=165 | pred=Fall right | scores={'Fall backwards': np.float32(0.67365646), 'Fall forward': np.float32(0.664375), 'Fall left': np.float32(0.6729263), 'Fall right': np.float32(0.6743662), 'Fall sitting': np.float32(0.6584514), 'Hop': np.float32(0.65632415), 'Kneel': np.float32(0.66886157), 'Pick up object': np.float32(0.6664457), 'Sit down': np.float32(0.6650743), 'Walk': np.float32(0.6593296)}
t=170 | pred=Fall right | scores={'Fall backwards': np.float32(0.67353034), 'Fall forward': np.float32(0.6641585), 'Fall left': np.float32(0.6728356), 'Fall right': np.float32(0.67425126), 'Fall sitting': np.float32(0.6584541), 'Hop': np.float32(0.65599734), 'Kneel': np.float32(0.66877675), 'Pick up object': np.float32(0.66626304), 'Sit down': np.float32(0.6649885), 'Walk': np.float32(0.6590415)}
t=175 | pred=Fall right | scores={'Fall backwards': np.float32(0.6734036), 'Fall forward': np.float32(0.66393256), 'Fall left': np.float32(0.6727293), 'Fall right': np.float32(0.67414117), 'Fall sitting': np.float32(0.6584378), 'Hop': np.float32(0.6557012), 'Kneel': np.float32(0.6686634), 'Pick up object': np.float32(0.6660806), 'Sit down': np.float32(0.66488504), 'Walk': np.float32(0.6587939)}
t=180 | pred=Fall right | scores={'Fall backwards': np.float32(0.6730922), 'Fall forward': np.float32(0.66348195), 'Fall left': np.float32(0.67242116), 'Fall right': np.float32(0.6738413), 'Fall sitting': np.float32(0.6582454), 'Hop': np.float32(0.65509886), 'Kneel': np.float32(0.6683634), 'Pick up object': np.float32(0.66566056), 'Sit down': np.float32(0.6645986), 'Walk': np.float32(0.65826637)}
t=185 | pred=Fall right | scores={'Fall backwards': np.float32(0.67285544), 'Fall forward': np.float32(0.6631786), 'Fall left': np.float32(0.67218983), 'Fall right': np.float32(0.6736182), 'Fall sitting': np.float32(0.6580986), 'Hop': np.float32(0.6547003), 'Kneel': np.float32(0.66813546), 'Pick up object': np.float32(0.6653564), 'Sit down': np.float32(0.6643538), 'Walk': np.float32(0.65791714)}
