Ground Truth: Fall forward

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.6679762), 'Fall forward': np.float32(0.66781425), 'Fall left': np.float32(0.6686786), 'Fall right': np.float32(0.6678405), 'Fall sitting': np.float32(0.64894867), 'Hop': np.float32(0.6686588), 'Kneel': np.float32(0.6686368), 'Pick up object': np.float32(0.6689249), 'Sit down': np.float32(0.66146857), 'Walk': np.float32(0.6729806)}
t=70 | pred=Fall forward | scores={'Fall backwards': np.float32(0.677856), 'Fall forward': np.float32(0.6814329), 'Fall left': np.float32(0.67821205), 'Fall right': np.float32(0.67676365), 'Fall sitting': np.float32(0.66406983), 'Hop': np.float32(0.66949767), 'Kneel': np.float32(0.6783468), 'Pick up object': np.float32(0.67638916), 'Sit down': np.float32(0.6678812), 'Walk': np.float32(0.6732368)}
t=75 | pred=Fall forward | scores={'Fall backwards': np.float32(0.677855), 'Fall forward': np.float32(0.682003), 'Fall left': np.float32(0.67832524), 'Fall right': np.float32(0.67682225), 'Fall sitting': np.float32(0.66465586), 'Hop': np.float32(0.66913676), 'Kneel': np.float32(0.6785899), 'Pick up object': np.float32(0.67613304), 'Sit down': np.float32(0.6680316), 'Walk': np.float32(0.6729492)}
t=80 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67750776), 'Fall forward': np.float32(0.6823133), 'Fall left': np.float32(0.67814624), 'Fall right': np.float32(0.67661977), 'Fall sitting': np.float32(0.66505146), 'Hop': np.float32(0.6684807), 'Kneel': np.float32(0.67854154), 'Pick up object': np.float32(0.6755619), 'Sit down': np.float32(0.66787523), 'Walk': np.float32(0.67241275)}
t=85 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67732763), 'Fall forward': np.float32(0.68252707), 'Fall left': np.float32(0.6781056), 'Fall right': np.float32(0.6765997), 'Fall sitting': np.float32(0.6653937), 'Hop': np.float32(0.6681776), 'Kneel': np.float32(0.6785753), 'Pick up object': np.float32(0.67525285), 'Sit down': np.float32(0.6679419), 'Walk': np.float32(0.67211366)}
t=90 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6771289), 'Fall forward': np.float32(0.6827706), 'Fall left': np.float32(0.67799103), 'Fall right': np.float32(0.6765142), 'Fall sitting': np.float32(0.6657261), 'Hop': np.float32(0.66786355), 'Kneel': np.float32(0.6785767), 'Pick up object': np.float32(0.6749669), 'Sit down': np.float32(0.66793364), 'Walk': np.float32(0.6718566)}
t=95 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67696345), 'Fall forward': np.float32(0.6829239), 'Fall left': np.float32(0.67790467), 'Fall right': np.float32(0.67640054), 'Fall sitting': np.float32(0.6660152), 'Hop': np.float32(0.6676381), 'Kneel': np.float32(0.67857045), 'Pick up object': np.float32(0.674804), 'Sit down': np.float32(0.66782385), 'Walk': np.float32(0.6716503)}
t=100 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6767829), 'Fall forward': np.float32(0.68306035), 'Fall left': np.float32(0.677695), 'Fall right': np.float32(0.6761672), 'Fall sitting': np.float32(0.6663181), 'Hop': np.float32(0.66723996), 'Kneel': np.float32(0.6784971), 'Pick up object': np.float32(0.6745621), 'Sit down': np.float32(0.6675851), 'Walk': np.float32(0.67129004)}
t=105 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6765014), 'Fall forward': np.float32(0.6830409), 'Fall left': np.float32(0.677356), 'Fall right': np.float32(0.675832), 'Fall sitting': np.float32(0.6663463), 'Hop': np.float32(0.66675866), 'Kneel': np.float32(0.67821985), 'Pick up object': np.float32(0.6741902), 'Sit down': np.float32(0.66721964), 'Walk': np.float32(0.6708344)}
t=110 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6761363), 'Fall forward': np.float32(0.68300843), 'Fall left': np.float32(0.6769332), 'Fall right': np.float32(0.6754029), 'Fall sitting': np.float32(0.66634744), 'Hop': np.float32(0.6662005), 'Kneel': np.float32(0.6778696), 'Pick up object': np.float32(0.67376006), 'Sit down': np.float32(0.66680264), 'Walk': np.float32(0.6703039)}
t=115 | pred=Fall forward | scores={'Fall backwards': np.float32(0.675744), 'Fall forward': np.float32(0.682848), 'Fall left': np.float32(0.6764856), 'Fall right': np.float32(0.6749212), 'Fall sitting': np.float32(0.66620445), 'Hop': np.float32(0.6656663), 'Kneel': np.float32(0.6774795), 'Pick up object': np.float32(0.6733211), 'Sit down': np.float32(0.6663198), 'Walk': np.float32(0.6698183)}
t=120 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6752296), 'Fall forward': np.float32(0.6825709), 'Fall left': np.float32(0.6759028), 'Fall right': np.float32(0.6743125), 'Fall sitting': np.float32(0.666046), 'Hop': np.float32(0.66500485), 'Kneel': np.float32(0.67698336), 'Pick up object': np.float32(0.6727296), 'Sit down': np.float32(0.6657524), 'Walk': np.float32(0.6692201)}
t=125 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67486405), 'Fall forward': np.float32(0.6823748), 'Fall left': np.float32(0.675493), 'Fall right': np.float32(0.6739027), 'Fall sitting': np.float32(0.6659607), 'Hop': np.float32(0.6645067), 'Kneel': np.float32(0.67662996), 'Pick up object': np.float32(0.6723415), 'Sit down': np.float32(0.665424), 'Walk': np.float32(0.668773)}
t=130 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67441046), 'Fall forward': np.float32(0.68211406), 'Fall left': np.float32(0.6749972), 'Fall right': np.float32(0.67340475), 'Fall sitting': np.float32(0.66590214), 'Hop': np.float32(0.663921), 'Kneel': np.float32(0.67621845), 'Pick up object': np.float32(0.67186064), 'Sit down': np.float32(0.6650394), 'Walk': np.float32(0.66824186)}
t=135 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6740659), 'Fall forward': np.float32(0.6818991), 'Fall left': np.float32(0.674568), 'Fall right': np.float32(0.6730264), 'Fall sitting': np.float32(0.6659119), 'Hop': np.float32(0.66338706), 'Kneel': np.float32(0.6759192), 'Pick up object': np.float32(0.6714608), 'Sit down': np.float32(0.6647344), 'Walk': np.float32(0.66776067)}
t=140 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6736194), 'Fall forward': np.float32(0.6815828), 'Fall left': np.float32(0.6740248), 'Fall right': np.float32(0.67258), 'Fall sitting': np.float32(0.66592884), 'Hop': np.float32(0.6627321), 'Kneel': np.float32(0.67552954), 'Pick up object': np.float32(0.6709591), 'Sit down': np.float32(0.6643593), 'Walk': np.float32(0.66713417)}
t=145 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6732426), 'Fall forward': np.float32(0.6812833), 'Fall left': np.float32(0.67354846), 'Fall right': np.float32(0.6721934), 'Fall sitting': np.float32(0.6658272), 'Hop': np.float32(0.6621833), 'Kneel': np.float32(0.675097), 'Pick up object': np.float32(0.67051727), 'Sit down': np.float32(0.6639494), 'Walk': np.float32(0.6665991)}
t=150 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6727201), 'Fall forward': np.float32(0.6808829), 'Fall left': np.float32(0.6729364), 'Fall right': np.float32(0.6716578), 'Fall sitting': np.float32(0.6655952), 'Hop': np.float32(0.6614181), 'Kneel': np.float32(0.6744752), 'Pick up object': np.float32(0.66988826), 'Sit down': np.float32(0.66332364), 'Walk': np.float32(0.66586226)}
t=155 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67231286), 'Fall forward': np.float32(0.6805111), 'Fall left': np.float32(0.6724085), 'Fall right': np.float32(0.67120403), 'Fall sitting': np.float32(0.6652898), 'Hop': np.float32(0.6607066), 'Kneel': np.float32(0.673913), 'Pick up object': np.float32(0.6692962), 'Sit down': np.float32(0.66271126), 'Walk': np.float32(0.665183)}
t=160 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6718622), 'Fall forward': np.float32(0.68005884), 'Fall left': np.float32(0.6718268), 'Fall right': np.float32(0.6706721), 'Fall sitting': np.float32(0.66497576), 'Hop': np.float32(0.65989125), 'Kneel': np.float32(0.6732969), 'Pick up object': np.float32(0.6685776), 'Sit down': np.float32(0.6620531), 'Walk': np.float32(0.66439664)}
