Ground Truth: Fall backwards

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.66390485), 'Fall forward': np.float32(0.65325373), 'Fall left': np.float32(0.6628442), 'Fall right': np.float32(0.66110605), 'Fall sitting': np.float32(0.6481396), 'Hop': np.float32(0.6603161), 'Kneel': np.float32(0.659521), 'Pick up object': np.float32(0.6627397), 'Sit down': np.float32(0.6632568), 'Walk': np.float32(0.664269)}
t=70 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67342395), 'Fall forward': np.float32(0.6626009), 'Fall left': np.float32(0.6705185), 'Fall right': np.float32(0.6694809), 'Fall sitting': np.float32(0.65571153), 'Hop': np.float32(0.6650661), 'Kneel': np.float32(0.6664864), 'Pick up object': np.float32(0.66820127), 'Sit down': np.float32(0.6673378), 'Walk': np.float32(0.66994303)}
t=75 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6740623), 'Fall forward': np.float32(0.66282123), 'Fall left': np.float32(0.67097014), 'Fall right': np.float32(0.6699289), 'Fall sitting': np.float32(0.6561042), 'Hop': np.float32(0.66443497), 'Kneel': np.float32(0.66654223), 'Pick up object': np.float32(0.6679223), 'Sit down': np.float32(0.6672214), 'Walk': np.float32(0.66930777)}
t=80 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6750088), 'Fall forward': np.float32(0.66299766), 'Fall left': np.float32(0.671627), 'Fall right': np.float32(0.67067444), 'Fall sitting': np.float32(0.6563935), 'Hop': np.float32(0.6637473), 'Kneel': np.float32(0.66660595), 'Pick up object': np.float32(0.6678902), 'Sit down': np.float32(0.6670761), 'Walk': np.float32(0.66867745)}
t=85 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67604834), 'Fall forward': np.float32(0.6635113), 'Fall left': np.float32(0.6725456), 'Fall right': np.float32(0.67170686), 'Fall sitting': np.float32(0.6569312), 'Hop': np.float32(0.6635247), 'Kneel': np.float32(0.6670877), 'Pick up object': np.float32(0.66816217), 'Sit down': np.float32(0.6673326), 'Walk': np.float32(0.6684972)}
t=90 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6768396), 'Fall forward': np.float32(0.6636669), 'Fall left': np.float32(0.6731943), 'Fall right': np.float32(0.6725093), 'Fall sitting': np.float32(0.6572118), 'Hop': np.float32(0.6629013), 'Kneel': np.float32(0.66729885), 'Pick up object': np.float32(0.6681264), 'Sit down': np.float32(0.66737723), 'Walk': np.float32(0.6678696)}
t=95 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67722577), 'Fall forward': np.float32(0.663538), 'Fall left': np.float32(0.6734743), 'Fall right': np.float32(0.6729183), 'Fall sitting': np.float32(0.6571281), 'Hop': np.float32(0.6622552), 'Kneel': np.float32(0.66724926), 'Pick up object': np.float32(0.66785514), 'Sit down': np.float32(0.6672554), 'Walk': np.float32(0.6672093)}
t=100 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6774899), 'Fall forward': np.float32(0.66320866), 'Fall left': np.float32(0.67363), 'Fall right': np.float32(0.6731371), 'Fall sitting': np.float32(0.65690273), 'Hop': np.float32(0.6615827), 'Kneel': np.float32(0.6671195), 'Pick up object': np.float32(0.6675934), 'Sit down': np.float32(0.6669664), 'Walk': np.float32(0.666563)}
t=105 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6777348), 'Fall forward': np.float32(0.66310126), 'Fall left': np.float32(0.6738955), 'Fall right': np.float32(0.673426), 'Fall sitting': np.float32(0.6568327), 'Hop': np.float32(0.66133237), 'Kneel': np.float32(0.6672359), 'Pick up object': np.float32(0.6676142), 'Sit down': np.float32(0.6668484), 'Walk': np.float32(0.6663465)}
t=110 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67800957), 'Fall forward': np.float32(0.6629337), 'Fall left': np.float32(0.6741915), 'Fall right': np.float32(0.6737776), 'Fall sitting': np.float32(0.6567652), 'Hop': np.float32(0.6609638), 'Kneel': np.float32(0.6672949), 'Pick up object': np.float32(0.6676006), 'Sit down': np.float32(0.66674554), 'Walk': np.float32(0.6660298)}
t=115 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6781215), 'Fall forward': np.float32(0.6626542), 'Fall left': np.float32(0.6743414), 'Fall right': np.float32(0.6739787), 'Fall sitting': np.float32(0.65667796), 'Hop': np.float32(0.66065204), 'Kneel': np.float32(0.6672402), 'Pick up object': np.float32(0.6675137), 'Sit down': np.float32(0.66669196), 'Walk': np.float32(0.66575503)}
t=120 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6781728), 'Fall forward': np.float32(0.66232514), 'Fall left': np.float32(0.6745116), 'Fall right': np.float32(0.67414266), 'Fall sitting': np.float32(0.65662307), 'Hop': np.float32(0.6601517), 'Kneel': np.float32(0.66711354), 'Pick up object': np.float32(0.6673589), 'Sit down': np.float32(0.6665586), 'Walk': np.float32(0.6652774)}
t=125 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6782341), 'Fall forward': np.float32(0.6619629), 'Fall left': np.float32(0.6746104), 'Fall right': np.float32(0.6742472), 'Fall sitting': np.float32(0.65660703), 'Hop': np.float32(0.65975285), 'Kneel': np.float32(0.66696376), 'Pick up object': np.float32(0.667234), 'Sit down': np.float32(0.6665025), 'Walk': np.float32(0.66488236)}
t=130 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67840147), 'Fall forward': np.float32(0.6617587), 'Fall left': np.float32(0.67480105), 'Fall right': np.float32(0.6745233), 'Fall sitting': np.float32(0.65671206), 'Hop': np.float32(0.6593943), 'Kneel': np.float32(0.6669576), 'Pick up object': np.float32(0.6671551), 'Sit down': np.float32(0.6664051), 'Walk': np.float32(0.6645267)}
t=135 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67864203), 'Fall forward': np.float32(0.6618248), 'Fall left': np.float32(0.6750662), 'Fall right': np.float32(0.67482716), 'Fall sitting': np.float32(0.65695095), 'Hop': np.float32(0.65929484), 'Kneel': np.float32(0.6671317), 'Pick up object': np.float32(0.66721433), 'Sit down': np.float32(0.666467), 'Walk': np.float32(0.66443974)}
t=140 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6788707), 'Fall forward': np.float32(0.6619529), 'Fall left': np.float32(0.67530805), 'Fall right': np.float32(0.675141), 'Fall sitting': np.float32(0.65715563), 'Hop': np.float32(0.65916127), 'Kneel': np.float32(0.66728973), 'Pick up object': np.float32(0.667289), 'Sit down': np.float32(0.6664878), 'Walk': np.float32(0.664367)}
t=145 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67895764), 'Fall forward': np.float32(0.66190815), 'Fall left': np.float32(0.67535526), 'Fall right': np.float32(0.67524403), 'Fall sitting': np.float32(0.657174), 'Hop': np.float32(0.65897125), 'Kneel': np.float32(0.6672458), 'Pick up object': np.float32(0.66724247), 'Sit down': np.float32(0.6663835), 'Walk': np.float32(0.6641869)}
t=150 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6789256), 'Fall forward': np.float32(0.6617862), 'Fall left': np.float32(0.67540044), 'Fall right': np.float32(0.6753415), 'Fall sitting': np.float32(0.65710145), 'Hop': np.float32(0.6587165), 'Kneel': np.float32(0.66718715), 'Pick up object': np.float32(0.667168), 'Sit down': np.float32(0.6662448), 'Walk': np.float32(0.66395044)}
t=155 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67888397), 'Fall forward': np.float32(0.66173226), 'Fall left': np.float32(0.67541), 'Fall right': np.float32(0.675381), 'Fall sitting': np.float32(0.65706146), 'Hop': np.float32(0.6585365), 'Kneel': np.float32(0.6671665), 'Pick up object': np.float32(0.66712344), 'Sit down': np.float32(0.6661082), 'Walk': np.float32(0.66379416)}
t=160 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67881984), 'Fall forward': np.float32(0.6615643), 'Fall left': np.float32(0.6753791), 'Fall right': np.float32(0.6753431), 'Fall sitting': np.float32(0.6569915), 'Hop': np.float32(0.6582505), 'Kneel': np.float32(0.66705817), 'Pick up object': np.float32(0.66704684), 'Sit down': np.float32(0.66588116), 'Walk': np.float32(0.66350996)}
t=165 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6787151), 'Fall forward': np.float32(0.66126186), 'Fall left': np.float32(0.675243), 'Fall right': np.float32(0.6752142), 'Fall sitting': np.float32(0.65685934), 'Hop': np.float32(0.65795946), 'Kneel': np.float32(0.6668383), 'Pick up object': np.float32(0.6669153), 'Sit down': np.float32(0.6656004), 'Walk': np.float32(0.66319114)}
t=170 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6786006), 'Fall forward': np.float32(0.66099715), 'Fall left': np.float32(0.67512506), 'Fall right': np.float32(0.6751139), 'Fall sitting': np.float32(0.65675676), 'Hop': np.float32(0.6576596), 'Kneel': np.float32(0.66664845), 'Pick up object': np.float32(0.6668038), 'Sit down': np.float32(0.6653421), 'Walk': np.float32(0.6629012)}
t=175 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67852885), 'Fall forward': np.float32(0.66090345), 'Fall left': np.float32(0.6750436), 'Fall right': np.float32(0.6750612), 'Fall sitting': np.float32(0.65673065), 'Hop': np.float32(0.6574318), 'Kneel': np.float32(0.6665453), 'Pick up object': np.float32(0.66674346), 'Sit down': np.float32(0.66513944), 'Walk': np.float32(0.6626943)}
t=180 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6784424), 'Fall forward': np.float32(0.6607767), 'Fall left': np.float32(0.67496854), 'Fall right': np.float32(0.67500865), 'Fall sitting': np.float32(0.6566574), 'Hop': np.float32(0.65714234), 'Kneel': np.float32(0.66640484), 'Pick up object': np.float32(0.6666241), 'Sit down': np.float32(0.66494304), 'Walk': np.float32(0.6624308)}
t=185 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67842954), 'Fall forward': np.float32(0.66070646), 'Fall left': np.float32(0.67495316), 'Fall right': np.float32(0.6750139), 'Fall sitting': np.float32(0.6565686), 'Hop': np.float32(0.6569786), 'Kneel': np.float32(0.6663149), 'Pick up object': np.float32(0.66651076), 'Sit down': np.float32(0.6648363), 'Walk': np.float32(0.66227543)}
t=190 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6784643), 'Fall forward': np.float32(0.66063374), 'Fall left': np.float32(0.67499596), 'Fall right': np.float32(0.6750658), 'Fall sitting': np.float32(0.65650856), 'Hop': np.float32(0.6568006), 'Kneel': np.float32(0.6662523), 'Pick up object': np.float32(0.66641283), 'Sit down': np.float32(0.6647192), 'Walk': np.float32(0.66212326)}
t=195 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67858726), 'Fall forward': np.float32(0.66074014), 'Fall left': np.float32(0.6751446), 'Fall right': np.float32(0.67521274), 'Fall sitting': np.float32(0.6565322), 'Hop': np.float32(0.6568117), 'Kneel': np.float32(0.66634697), 'Pick up object': np.float32(0.6664317), 'Sit down': np.float32(0.66472334), 'Walk': np.float32(0.66214347)}
t=200 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67868465), 'Fall forward': np.float32(0.6608739), 'Fall left': np.float32(0.6753009), 'Fall right': np.float32(0.6753497), 'Fall sitting': np.float32(0.6565676), 'Hop': np.float32(0.6567586), 'Kneel': np.float32(0.6664895), 'Pick up object': np.float32(0.66644233), 'Sit down': np.float32(0.66476643), 'Walk': np.float32(0.66211903)}
t=205 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.678797), 'Fall forward': np.float32(0.66097724), 'Fall left': np.float32(0.6754227), 'Fall right': np.float32(0.6754685), 'Fall sitting': np.float32(0.6566015), 'Hop': np.float32(0.6566909), 'Kneel': np.float32(0.6666094), 'Pick up object': np.float32(0.6663953), 'Sit down': np.float32(0.6647995), 'Walk': np.float32(0.66206324)}
t=210 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67879206), 'Fall forward': np.float32(0.66087145), 'Fall left': np.float32(0.67543316), 'Fall right': np.float32(0.67548126), 'Fall sitting': np.float32(0.6565343), 'Hop': np.float32(0.6565121), 'Kneel': np.float32(0.666548), 'Pick up object': np.float32(0.6662614), 'Sit down': np.float32(0.6647318), 'Walk': np.float32(0.66188747)}
t=215 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.678739), 'Fall forward': np.float32(0.66074693), 'Fall left': np.float32(0.6754005), 'Fall right': np.float32(0.675428), 'Fall sitting': np.float32(0.656433), 'Hop': np.float32(0.65634936), 'Kneel': np.float32(0.6664533), 'Pick up object': np.float32(0.66615146), 'Sit down': np.float32(0.66463685), 'Walk': np.float32(0.6617169)}
t=220 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6786085), 'Fall forward': np.float32(0.66052943), 'Fall left': np.float32(0.6753171), 'Fall right': np.float32(0.67530197), 'Fall sitting': np.float32(0.65628695), 'Hop': np.float32(0.6561117), 'Kneel': np.float32(0.66630596), 'Pick up object': np.float32(0.66598725), 'Sit down': np.float32(0.6644915), 'Walk': np.float32(0.6614612)}
t=225 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6784887), 'Fall forward': np.float32(0.66032946), 'Fall left': np.float32(0.67521954), 'Fall right': np.float32(0.67517495), 'Fall sitting': np.float32(0.65613467), 'Hop': np.float32(0.65593946), 'Kneel': np.float32(0.666172), 'Pick up object': np.float32(0.66585183), 'Sit down': np.float32(0.66440225), 'Walk': np.float32(0.6612796)}
t=230 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6783084), 'Fall forward': np.float32(0.66006064), 'Fall left': np.float32(0.6750603), 'Fall right': np.float32(0.6749892), 'Fall sitting': np.float32(0.65593386), 'Hop': np.float32(0.65571153), 'Kneel': np.float32(0.6659759), 'Pick up object': np.float32(0.6656513), 'Sit down': np.float32(0.66424084), 'Walk': np.float32(0.6610392)}
t=235 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67812383), 'Fall forward': np.float32(0.659819), 'Fall left': np.float32(0.6748787), 'Fall right': np.float32(0.6747907), 'Fall sitting': np.float32(0.6557285), 'Hop': np.float32(0.6555062), 'Kneel': np.float32(0.6657778), 'Pick up object': np.float32(0.66546214), 'Sit down': np.float32(0.66406375), 'Walk': np.float32(0.6608344)}
t=240 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67795104), 'Fall forward': np.float32(0.65964854), 'Fall left': np.float32(0.6747269), 'Fall right': np.float32(0.67459136), 'Fall sitting': np.float32(0.6555565), 'Hop': np.float32(0.6553075), 'Kneel': np.float32(0.6656178), 'Pick up object': np.float32(0.6652671), 'Sit down': np.float32(0.66389036), 'Walk': np.float32(0.66065294)}
t=245 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6778324), 'Fall forward': np.float32(0.659536), 'Fall left': np.float32(0.6746241), 'Fall right': np.float32(0.6744654), 'Fall sitting': np.float32(0.65544343), 'Hop': np.float32(0.65517914), 'Kneel': np.float32(0.66550314), 'Pick up object': np.float32(0.665156), 'Sit down': np.float32(0.663802), 'Walk': np.float32(0.66055024)}
t=250 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6776906), 'Fall forward': np.float32(0.65935427), 'Fall left': np.float32(0.67446953), 'Fall right': np.float32(0.6742981), 'Fall sitting': np.float32(0.6553159), 'Hop': np.float32(0.65499663), 'Kneel': np.float32(0.6653211), 'Pick up object': np.float32(0.6650015), 'Sit down': np.float32(0.663687), 'Walk': np.float32(0.66038954)}
t=255 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67753685), 'Fall forward': np.float32(0.65910953), 'Fall left': np.float32(0.6742908), 'Fall right': np.float32(0.67411107), 'Fall sitting': np.float32(0.6551477), 'Hop': np.float32(0.6548212), 'Kneel': np.float32(0.6650985), 'Pick up object': np.float32(0.6648359), 'Sit down': np.float32(0.6635686), 'Walk': np.float32(0.66021436)}
t=260 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6772995), 'Fall forward': np.float32(0.6587701), 'Fall left': np.float32(0.67405254), 'Fall right': np.float32(0.6738549), 'Fall sitting': np.float32(0.6549356), 'Hop': np.float32(0.6545752), 'Kneel': np.float32(0.6647857), 'Pick up object': np.float32(0.66460335), 'Sit down': np.float32(0.66339135), 'Walk': np.float32(0.65996075)}
t=265 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67707163), 'Fall forward': np.float32(0.65846443), 'Fall left': np.float32(0.67383474), 'Fall right': np.float32(0.6736217), 'Fall sitting': np.float32(0.6547424), 'Hop': np.float32(0.6543354), 'Kneel': np.float32(0.6644881), 'Pick up object': np.float32(0.6644054), 'Sit down': np.float32(0.66322917), 'Walk': np.float32(0.6597358)}
t=270 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67682654), 'Fall forward': np.float32(0.65810674), 'Fall left': np.float32(0.67359835), 'Fall right': np.float32(0.67337245), 'Fall sitting': np.float32(0.6545366), 'Hop': np.float32(0.65405834), 'Kneel': np.float32(0.66414976), 'Pick up object': np.float32(0.6641871), 'Sit down': np.float32(0.66301924), 'Walk': np.float32(0.6594584)}
