Ground Truth: Hop

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.653777), 'Fall forward': np.float32(0.65864116), 'Fall left': np.float32(0.65634453), 'Fall right': np.float32(0.6536259), 'Fall sitting': np.float32(0.6457265), 'Hop': np.float32(0.66922146), 'Kneel': np.float32(0.6607076), 'Pick up object': np.float32(0.6579505), 'Sit down': np.float32(0.6495269), 'Walk': np.float32(0.66604376)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.6574143), 'Fall forward': np.float32(0.66373855), 'Fall left': np.float32(0.66067225), 'Fall right': np.float32(0.65850794), 'Fall sitting': np.float32(0.6542551), 'Hop': np.float32(0.67289954), 'Kneel': np.float32(0.66696334), 'Pick up object': np.float32(0.66472906), 'Sit down': np.float32(0.65546674), 'Walk': np.float32(0.6693997)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.657875), 'Fall forward': np.float32(0.66413325), 'Fall left': np.float32(0.66109097), 'Fall right': np.float32(0.6589939), 'Fall sitting': np.float32(0.6548221), 'Hop': np.float32(0.67343), 'Kneel': np.float32(0.6673986), 'Pick up object': np.float32(0.66516197), 'Sit down': np.float32(0.6558139), 'Walk': np.float32(0.66991794)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.6584957), 'Fall forward': np.float32(0.6645482), 'Fall left': np.float32(0.66161895), 'Fall right': np.float32(0.6595768), 'Fall sitting': np.float32(0.6551637), 'Hop': np.float32(0.6741123), 'Kneel': np.float32(0.66792065), 'Pick up object': np.float32(0.6656927), 'Sit down': np.float32(0.65621585), 'Walk': np.float32(0.670645)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.65897334), 'Fall forward': np.float32(0.6647782), 'Fall left': np.float32(0.6619631), 'Fall right': np.float32(0.6600377), 'Fall sitting': np.float32(0.65542877), 'Hop': np.float32(0.67456764), 'Kneel': np.float32(0.6682506), 'Pick up object': np.float32(0.66601425), 'Sit down': np.float32(0.65648115), 'Walk': np.float32(0.67117834)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.65926397), 'Fall forward': np.float32(0.66499794), 'Fall left': np.float32(0.6621849), 'Fall right': np.float32(0.6602957), 'Fall sitting': np.float32(0.6555089), 'Hop': np.float32(0.6750362), 'Kneel': np.float32(0.6684728), 'Pick up object': np.float32(0.6662447), 'Sit down': np.float32(0.6566969), 'Walk': np.float32(0.6717408)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.6598213), 'Fall forward': np.float32(0.6654252), 'Fall left': np.float32(0.6626496), 'Fall right': np.float32(0.6608069), 'Fall sitting': np.float32(0.6556847), 'Hop': np.float32(0.6755948), 'Kneel': np.float32(0.6688789), 'Pick up object': np.float32(0.66660255), 'Sit down': np.float32(0.6570881), 'Walk': np.float32(0.67247427)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.6603176), 'Fall forward': np.float32(0.6657578), 'Fall left': np.float32(0.6630444), 'Fall right': np.float32(0.66129065), 'Fall sitting': np.float32(0.6557175), 'Hop': np.float32(0.6760722), 'Kneel': np.float32(0.66924363), 'Pick up object': np.float32(0.6668346), 'Sit down': np.float32(0.65748966), 'Walk': np.float32(0.6730328)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.6605976), 'Fall forward': np.float32(0.66583735), 'Fall left': np.float32(0.6631894), 'Fall right': np.float32(0.6614807), 'Fall sitting': np.float32(0.6555848), 'Hop': np.float32(0.67627656), 'Kneel': np.float32(0.6693325), 'Pick up object': np.float32(0.6668436), 'Sit down': np.float32(0.657539), 'Walk': np.float32(0.6734016)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.66086537), 'Fall forward': np.float32(0.66601646), 'Fall left': np.float32(0.6633607), 'Fall right': np.float32(0.6616821), 'Fall sitting': np.float32(0.6555265), 'Hop': np.float32(0.67655855), 'Kneel': np.float32(0.66947496), 'Pick up object': np.float32(0.66696244), 'Sit down': np.float32(0.6576458), 'Walk': np.float32(0.6737818)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.6612305), 'Fall forward': np.float32(0.6661801), 'Fall left': np.float32(0.66359013), 'Fall right': np.float32(0.66195375), 'Fall sitting': np.float32(0.6554008), 'Hop': np.float32(0.6769135), 'Kneel': np.float32(0.6696845), 'Pick up object': np.float32(0.66714424), 'Sit down': np.float32(0.65780425), 'Walk': np.float32(0.67423254)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.6614085), 'Fall forward': np.float32(0.6661678), 'Fall left': np.float32(0.663712), 'Fall right': np.float32(0.6620694), 'Fall sitting': np.float32(0.6552727), 'Hop': np.float32(0.67709583), 'Kneel': np.float32(0.66970205), 'Pick up object': np.float32(0.6671924), 'Sit down': np.float32(0.65796256), 'Walk': np.float32(0.67453164)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.6617888), 'Fall forward': np.float32(0.66628987), 'Fall left': np.float32(0.66397464), 'Fall right': np.float32(0.66234106), 'Fall sitting': np.float32(0.6552876), 'Hop': np.float32(0.6772748), 'Kneel': np.float32(0.6698965), 'Pick up object': np.float32(0.6672602), 'Sit down': np.float32(0.6582753), 'Walk': np.float32(0.67489445)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.66199976), 'Fall forward': np.float32(0.6663627), 'Fall left': np.float32(0.66410136), 'Fall right': np.float32(0.6624922), 'Fall sitting': np.float32(0.6551669), 'Hop': np.float32(0.67729604), 'Kneel': np.float32(0.66994476), 'Pick up object': np.float32(0.6672358), 'Sit down': np.float32(0.6583725), 'Walk': np.float32(0.67504215)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.66209704), 'Fall forward': np.float32(0.66627157), 'Fall left': np.float32(0.6640823), 'Fall right': np.float32(0.66254866), 'Fall sitting': np.float32(0.65495783), 'Hop': np.float32(0.67716825), 'Kneel': np.float32(0.6698332), 'Pick up object': np.float32(0.66710216), 'Sit down': np.float32(0.65836084), 'Walk': np.float32(0.67505866)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.66225904), 'Fall forward': np.float32(0.66624546), 'Fall left': np.float32(0.66412467), 'Fall right': np.float32(0.66267014), 'Fall sitting': np.float32(0.6547626), 'Hop': np.float32(0.67706674), 'Kneel': np.float32(0.66977394), 'Pick up object': np.float32(0.66700387), 'Sit down': np.float32(0.65837264), 'Walk': np.float32(0.6750395)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.66240114), 'Fall forward': np.float32(0.6662432), 'Fall left': np.float32(0.66416186), 'Fall right': np.float32(0.66275525), 'Fall sitting': np.float32(0.65461767), 'Hop': np.float32(0.67690885), 'Kneel': np.float32(0.6697347), 'Pick up object': np.float32(0.66687584), 'Sit down': np.float32(0.65833646), 'Walk': np.float32(0.67497504)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.66260475), 'Fall forward': np.float32(0.6663397), 'Fall left': np.float32(0.6642988), 'Fall right': np.float32(0.6629486), 'Fall sitting': np.float32(0.65457), 'Hop': np.float32(0.67689276), 'Kneel': np.float32(0.66980755), 'Pick up object': np.float32(0.6668885), 'Sit down': np.float32(0.6584275), 'Walk': np.float32(0.67501783)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.6627199), 'Fall forward': np.float32(0.6664082), 'Fall left': np.float32(0.6643779), 'Fall right': np.float32(0.6630825), 'Fall sitting': np.float32(0.6544109), 'Hop': np.float32(0.676794), 'Kneel': np.float32(0.6698377), 'Pick up object': np.float32(0.6667961), 'Sit down': np.float32(0.6584514), 'Walk': np.float32(0.6749856)}
