Ground Truth: Pick up object

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.66267306), 'Fall forward': np.float32(0.6607948), 'Fall left': np.float32(0.6617542), 'Fall right': np.float32(0.66137874), 'Fall sitting': np.float32(0.64630675), 'Hop': np.float32(0.6689314), 'Kneel': np.float32(0.6617101), 'Pick up object': np.float32(0.66582763), 'Sit down': np.float32(0.6560838), 'Walk': np.float32(0.67092854)}
t=70 | pred=Hop | scores={'Fall backwards': np.float32(0.6629919), 'Fall forward': np.float32(0.6605908), 'Fall left': np.float32(0.6625195), 'Fall right': np.float32(0.66204727), 'Fall sitting': np.float32(0.65007836), 'Hop': np.float32(0.67278993), 'Kneel': np.float32(0.664466), 'Pick up object': np.float32(0.6693607), 'Sit down': np.float32(0.6607173), 'Walk': np.float32(0.67261577)}
t=75 | pred=Walk | scores={'Fall backwards': np.float32(0.66457033), 'Fall forward': np.float32(0.66188765), 'Fall left': np.float32(0.66371006), 'Fall right': np.float32(0.66365063), 'Fall sitting': np.float32(0.65129733), 'Hop': np.float32(0.6721106), 'Kneel': np.float32(0.6655932), 'Pick up object': np.float32(0.66955096), 'Sit down': np.float32(0.6617493), 'Walk': np.float32(0.67233276)}
t=80 | pred=Walk | scores={'Fall backwards': np.float32(0.6658211), 'Fall forward': np.float32(0.66285217), 'Fall left': np.float32(0.6646585), 'Fall right': np.float32(0.66498166), 'Fall sitting': np.float32(0.652017), 'Hop': np.float32(0.67121285), 'Kneel': np.float32(0.66658056), 'Pick up object': np.float32(0.66958225), 'Sit down': np.float32(0.6624451), 'Walk': np.float32(0.6717582)}
t=85 | pred=Walk | scores={'Fall backwards': np.float32(0.66676706), 'Fall forward': np.float32(0.66370875), 'Fall left': np.float32(0.66549987), 'Fall right': np.float32(0.6659507), 'Fall sitting': np.float32(0.65264887), 'Hop': np.float32(0.67068326), 'Kneel': np.float32(0.66743416), 'Pick up object': np.float32(0.66981846), 'Sit down': np.float32(0.6629691), 'Walk': np.float32(0.6714367)}
t=90 | pred=Walk | scores={'Fall backwards': np.float32(0.66802377), 'Fall forward': np.float32(0.66461134), 'Fall left': np.float32(0.6667203), 'Fall right': np.float32(0.6672906), 'Fall sitting': np.float32(0.653499), 'Hop': np.float32(0.6703224), 'Kneel': np.float32(0.66850275), 'Pick up object': np.float32(0.67051184), 'Sit down': np.float32(0.66378736), 'Walk': np.float32(0.67121285)}
t=95 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6689378), 'Fall forward': np.float32(0.6651751), 'Fall left': np.float32(0.6676256), 'Fall right': np.float32(0.6682728), 'Fall sitting': np.float32(0.65411544), 'Hop': np.float32(0.66997), 'Kneel': np.float32(0.6692275), 'Pick up object': np.float32(0.6710398), 'Sit down': np.float32(0.66436285), 'Walk': np.float32(0.6709481)}
t=100 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66951543), 'Fall forward': np.float32(0.66537595), 'Fall left': np.float32(0.66813725), 'Fall right': np.float32(0.66897255), 'Fall sitting': np.float32(0.6544766), 'Hop': np.float32(0.6693053), 'Kneel': np.float32(0.66961473), 'Pick up object': np.float32(0.6712255), 'Sit down': np.float32(0.6646157), 'Walk': np.float32(0.6703624)}
t=105 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66975987), 'Fall forward': np.float32(0.6653733), 'Fall left': np.float32(0.6683572), 'Fall right': np.float32(0.6693214), 'Fall sitting': np.float32(0.6546356), 'Hop': np.float32(0.6686594), 'Kneel': np.float32(0.6697307), 'Pick up object': np.float32(0.67118865), 'Sit down': np.float32(0.6646341), 'Walk': np.float32(0.6697848)}
t=110 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66970295), 'Fall forward': np.float32(0.66498387), 'Fall left': np.float32(0.6682484), 'Fall right': np.float32(0.66938925), 'Fall sitting': np.float32(0.65444523), 'Hop': np.float32(0.66742224), 'Kneel': np.float32(0.6694581), 'Pick up object': np.float32(0.6706871), 'Sit down': np.float32(0.66422266), 'Walk': np.float32(0.66863513)}
t=115 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6697233), 'Fall forward': np.float32(0.6647637), 'Fall left': np.float32(0.66825837), 'Fall right': np.float32(0.66950625), 'Fall sitting': np.float32(0.6544234), 'Hop': np.float32(0.6665894), 'Kneel': np.float32(0.66934407), 'Pick up object': np.float32(0.6703255), 'Sit down': np.float32(0.6640388), 'Walk': np.float32(0.6678783)}
t=120 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6697884), 'Fall forward': np.float32(0.6645182), 'Fall left': np.float32(0.66834104), 'Fall right': np.float32(0.6696437), 'Fall sitting': np.float32(0.6544373), 'Hop': np.float32(0.6656918), 'Kneel': np.float32(0.66926485), 'Pick up object': np.float32(0.67001885), 'Sit down': np.float32(0.6638847), 'Walk': np.float32(0.667107)}
t=125 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6700283), 'Fall forward': np.float32(0.66459846), 'Fall left': np.float32(0.6686226), 'Fall right': np.float32(0.66992944), 'Fall sitting': np.float32(0.6546748), 'Hop': np.float32(0.6652683), 'Kneel': np.float32(0.669409), 'Pick up object': np.float32(0.67000157), 'Sit down': np.float32(0.6639482), 'Walk': np.float32(0.6667779)}
t=130 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6706842), 'Fall forward': np.float32(0.66499907), 'Fall left': np.float32(0.66929036), 'Fall right': np.float32(0.6706174), 'Fall sitting': np.float32(0.6552795), 'Hop': np.float32(0.66506535), 'Kneel': np.float32(0.66989714), 'Pick up object': np.float32(0.67034936), 'Sit down': np.float32(0.66442865), 'Walk': np.float32(0.66676915)}
t=135 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6711182), 'Fall forward': np.float32(0.6651816), 'Fall left': np.float32(0.66971374), 'Fall right': np.float32(0.6710928), 'Fall sitting': np.float32(0.6556833), 'Hop': np.float32(0.6648335), 'Kneel': np.float32(0.6701401), 'Pick up object': np.float32(0.6705354), 'Sit down': np.float32(0.66472197), 'Walk': np.float32(0.6666939)}
t=140 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67172945), 'Fall forward': np.float32(0.6654146), 'Fall left': np.float32(0.67023456), 'Fall right': np.float32(0.6716818), 'Fall sitting': np.float32(0.6562337), 'Hop': np.float32(0.66463906), 'Kneel': np.float32(0.67049533), 'Pick up object': np.float32(0.6708987), 'Sit down': np.float32(0.6651721), 'Walk': np.float32(0.66672426)}
t=145 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6720428), 'Fall forward': np.float32(0.6654365), 'Fall left': np.float32(0.67049056), 'Fall right': np.float32(0.6719859), 'Fall sitting': np.float32(0.6564856), 'Hop': np.float32(0.6644714), 'Kneel': np.float32(0.6706236), 'Pick up object': np.float32(0.67106944), 'Sit down': np.float32(0.66540134), 'Walk': np.float32(0.66668344)}
t=150 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67241496), 'Fall forward': np.float32(0.6654714), 'Fall left': np.float32(0.67081004), 'Fall right': np.float32(0.672336), 'Fall sitting': np.float32(0.65681237), 'Hop': np.float32(0.66424716), 'Kneel': np.float32(0.6708205), 'Pick up object': np.float32(0.6712504), 'Sit down': np.float32(0.66568494), 'Walk': np.float32(0.66659814)}
t=155 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6725584), 'Fall forward': np.float32(0.6653684), 'Fall left': np.float32(0.6709249), 'Fall right': np.float32(0.6724741), 'Fall sitting': np.float32(0.6569339), 'Hop': np.float32(0.663984), 'Kneel': np.float32(0.67085457), 'Pick up object': np.float32(0.6712448), 'Sit down': np.float32(0.665787), 'Walk': np.float32(0.66642505)}
t=160 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67280036), 'Fall forward': np.float32(0.6653221), 'Fall left': np.float32(0.6711305), 'Fall right': np.float32(0.6726711), 'Fall sitting': np.float32(0.6571617), 'Hop': np.float32(0.6636144), 'Kneel': np.float32(0.6709566), 'Pick up object': np.float32(0.67125535), 'Sit down': np.float32(0.6659742), 'Walk': np.float32(0.66618675)}
t=165 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6729893), 'Fall forward': np.float32(0.66545117), 'Fall left': np.float32(0.67133135), 'Fall right': np.float32(0.6728471), 'Fall sitting': np.float32(0.6574496), 'Hop': np.float32(0.66344744), 'Kneel': np.float32(0.6711429), 'Pick up object': np.float32(0.67133963), 'Sit down': np.float32(0.666175), 'Walk': np.float32(0.6661161)}
t=170 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6732829), 'Fall forward': np.float32(0.66564196), 'Fall left': np.float32(0.6716153), 'Fall right': np.float32(0.67308956), 'Fall sitting': np.float32(0.6578377), 'Hop': np.float32(0.6633156), 'Kneel': np.float32(0.6713991), 'Pick up object': np.float32(0.6715095), 'Sit down': np.float32(0.66642994), 'Walk': np.float32(0.66610605)}
t=175 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67358106), 'Fall forward': np.float32(0.66597426), 'Fall left': np.float32(0.67194486), 'Fall right': np.float32(0.6733522), 'Fall sitting': np.float32(0.65829015), 'Hop': np.float32(0.66338587), 'Kneel': np.float32(0.6717989), 'Pick up object': np.float32(0.6717583), 'Sit down': np.float32(0.6667489), 'Walk': np.float32(0.6662626)}
t=180 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67381924), 'Fall forward': np.float32(0.66609234), 'Fall left': np.float32(0.6722177), 'Fall right': np.float32(0.6735378), 'Fall sitting': np.float32(0.65862805), 'Hop': np.float32(0.6633569), 'Kneel': np.float32(0.67206484), 'Pick up object': np.float32(0.671985), 'Sit down': np.float32(0.66699606), 'Walk': np.float32(0.66633576)}
t=185 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6741871), 'Fall forward': np.float32(0.66641366), 'Fall left': np.float32(0.6725982), 'Fall right': np.float32(0.67383516), 'Fall sitting': np.float32(0.6591509), 'Hop': np.float32(0.66379887), 'Kneel': np.float32(0.6723521), 'Pick up object': np.float32(0.67255926), 'Sit down': np.float32(0.6672605), 'Walk': np.float32(0.6668209)}
t=190 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6745989), 'Fall forward': np.float32(0.6668945), 'Fall left': np.float32(0.67307866), 'Fall right': np.float32(0.67418367), 'Fall sitting': np.float32(0.65981376), 'Hop': np.float32(0.6645146), 'Kneel': np.float32(0.6727701), 'Pick up object': np.float32(0.6734261), 'Sit down': np.float32(0.66767913), 'Walk': np.float32(0.6675263)}
t=195 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67473793), 'Fall forward': np.float32(0.6671231), 'Fall left': np.float32(0.6733314), 'Fall right': np.float32(0.6743094), 'Fall sitting': np.float32(0.66020787), 'Hop': np.float32(0.66526276), 'Kneel': np.float32(0.6730572), 'Pick up object': np.float32(0.67422044), 'Sit down': np.float32(0.66805357), 'Walk': np.float32(0.66822934)}
t=200 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67471844), 'Fall forward': np.float32(0.66716385), 'Fall left': np.float32(0.6733822), 'Fall right': np.float32(0.67424196), 'Fall sitting': np.float32(0.66037315), 'Hop': np.float32(0.66584414), 'Kneel': np.float32(0.6732186), 'Pick up object': np.float32(0.67482686), 'Sit down': np.float32(0.66828287), 'Walk': np.float32(0.66879326)}
t=205 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67472094), 'Fall forward': np.float32(0.6673068), 'Fall left': np.float32(0.673469), 'Fall right': np.float32(0.67422336), 'Fall sitting': np.float32(0.6605091), 'Hop': np.float32(0.6666059), 'Kneel': np.float32(0.6734907), 'Pick up object': np.float32(0.6754028), 'Sit down': np.float32(0.66855603), 'Walk': np.float32(0.6695165)}
t=210 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6745423), 'Fall forward': np.float32(0.6673376), 'Fall left': np.float32(0.6734294), 'Fall right': np.float32(0.67403567), 'Fall sitting': np.float32(0.6605535), 'Hop': np.float32(0.6671913), 'Kneel': np.float32(0.6736379), 'Pick up object': np.float32(0.67580545), 'Sit down': np.float32(0.6687001), 'Walk': np.float32(0.67005104)}
t=215 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6741134), 'Fall forward': np.float32(0.6671223), 'Fall left': np.float32(0.67312497), 'Fall right': np.float32(0.6735966), 'Fall sitting': np.float32(0.6603531), 'Hop': np.float32(0.6675417), 'Kneel': np.float32(0.67352486), 'Pick up object': np.float32(0.6759439), 'Sit down': np.float32(0.66857606), 'Walk': np.float32(0.6703369)}
t=220 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6736792), 'Fall forward': np.float32(0.66675806), 'Fall left': np.float32(0.67275953), 'Fall right': np.float32(0.6731026), 'Fall sitting': np.float32(0.6600035), 'Hop': np.float32(0.6676681), 'Kneel': np.float32(0.6733096), 'Pick up object': np.float32(0.675952), 'Sit down': np.float32(0.6683721), 'Walk': np.float32(0.67044014)}
