Ground Truth: Hop

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.66174114), 'Fall forward': np.float32(0.6583982), 'Fall left': np.float32(0.66165704), 'Fall right': np.float32(0.6593178), 'Fall sitting': np.float32(0.6515885), 'Hop': np.float32(0.6702057), 'Kneel': np.float32(0.6635199), 'Pick up object': np.float32(0.6699906), 'Sit down': np.float32(0.6628564), 'Walk': np.float32(0.67142516)}
t=70 | pred=Hop | scores={'Fall backwards': np.float32(0.66050094), 'Fall forward': np.float32(0.65950614), 'Fall left': np.float32(0.66227627), 'Fall right': np.float32(0.65924114), 'Fall sitting': np.float32(0.6553219), 'Hop': np.float32(0.674935), 'Kneel': np.float32(0.6657078), 'Pick up object': np.float32(0.67099714), 'Sit down': np.float32(0.6632996), 'Walk': np.float32(0.67312783)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.66024286), 'Fall forward': np.float32(0.65904087), 'Fall left': np.float32(0.66196126), 'Fall right': np.float32(0.6591354), 'Fall sitting': np.float32(0.65477204), 'Hop': np.float32(0.6741066), 'Kneel': np.float32(0.6656258), 'Pick up object': np.float32(0.67045414), 'Sit down': np.float32(0.6637882), 'Walk': np.float32(0.67221516)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.66073513), 'Fall forward': np.float32(0.6593723), 'Fall left': np.float32(0.6624815), 'Fall right': np.float32(0.6601284), 'Fall sitting': np.float32(0.6554225), 'Hop': np.float32(0.67386055), 'Kneel': np.float32(0.6663235), 'Pick up object': np.float32(0.67040014), 'Sit down': np.float32(0.66497505), 'Walk': np.float32(0.6718817)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.66074955), 'Fall forward': np.float32(0.6593288), 'Fall left': np.float32(0.662602), 'Fall right': np.float32(0.66033363), 'Fall sitting': np.float32(0.6554066), 'Hop': np.float32(0.6734369), 'Kneel': np.float32(0.6663792), 'Pick up object': np.float32(0.6701966), 'Sit down': np.float32(0.6652734), 'Walk': np.float32(0.6712212)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.6604432), 'Fall forward': np.float32(0.65890497), 'Fall left': np.float32(0.6624182), 'Fall right': np.float32(0.6603033), 'Fall sitting': np.float32(0.6551625), 'Hop': np.float32(0.672641), 'Kneel': np.float32(0.6661878), 'Pick up object': np.float32(0.66973794), 'Sit down': np.float32(0.6654431), 'Walk': np.float32(0.67018974)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.66057575), 'Fall forward': np.float32(0.6588124), 'Fall left': np.float32(0.6625636), 'Fall right': np.float32(0.66063905), 'Fall sitting': np.float32(0.6553074), 'Hop': np.float32(0.67221135), 'Kneel': np.float32(0.6663855), 'Pick up object': np.float32(0.66965264), 'Sit down': np.float32(0.6658074), 'Walk': np.float32(0.669557)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.6597983), 'Fall forward': np.float32(0.65759957), 'Fall left': np.float32(0.6618869), 'Fall right': np.float32(0.6600241), 'Fall sitting': np.float32(0.6547633), 'Hop': np.float32(0.6711744), 'Kneel': np.float32(0.6657273), 'Pick up object': np.float32(0.6689569), 'Sit down': np.float32(0.6655856), 'Walk': np.float32(0.6681916)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.6592538), 'Fall forward': np.float32(0.65677017), 'Fall left': np.float32(0.66150093), 'Fall right': np.float32(0.6596567), 'Fall sitting': np.float32(0.65452254), 'Hop': np.float32(0.6704952), 'Kneel': np.float32(0.665342), 'Pick up object': np.float32(0.66861916), 'Sit down': np.float32(0.66564053), 'Walk': np.float32(0.66733736)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.6590152), 'Fall forward': np.float32(0.65631807), 'Fall left': np.float32(0.6612864), 'Fall right': np.float32(0.6594974), 'Fall sitting': np.float32(0.6543512), 'Hop': np.float32(0.6701142), 'Kneel': np.float32(0.66519856), 'Pick up object': np.float32(0.66861993), 'Sit down': np.float32(0.6657214), 'Walk': np.float32(0.66673124)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.65830404), 'Fall forward': np.float32(0.65543807), 'Fall left': np.float32(0.6605832), 'Fall right': np.float32(0.6587423), 'Fall sitting': np.float32(0.6535415), 'Hop': np.float32(0.66959476), 'Kneel': np.float32(0.6645332), 'Pick up object': np.float32(0.6682922), 'Sit down': np.float32(0.6650952), 'Walk': np.float32(0.66597635)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.6580573), 'Fall forward': np.float32(0.6552559), 'Fall left': np.float32(0.6604015), 'Fall right': np.float32(0.6585276), 'Fall sitting': np.float32(0.65323406), 'Hop': np.float32(0.6695181), 'Kneel': np.float32(0.6645695), 'Pick up object': np.float32(0.66835004), 'Sit down': np.float32(0.6648067), 'Walk': np.float32(0.6657313)}
