Ground Truth: Walk

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.5933541), 'Fall forward': np.float32(0.5998467), 'Fall left': np.float32(0.5937727), 'Fall right': np.float32(0.6011483), 'Fall sitting': np.float32(0.5786847), 'Hop': np.float32(0.6142787), 'Kneel': np.float32(0.5984283), 'Pick up object': np.float32(0.6037359), 'Sit down': np.float32(0.5919261), 'Walk': np.float32(0.61188626)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.5896974), 'Fall forward': np.float32(0.5929052), 'Fall left': np.float32(0.59171927), 'Fall right': np.float32(0.59738004), 'Fall sitting': np.float32(0.5850243), 'Hop': np.float32(0.61103106), 'Kneel': np.float32(0.5978994), 'Pick up object': np.float32(0.60314953), 'Sit down': np.float32(0.60031533), 'Walk': np.float32(0.6052695)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.5904661), 'Fall forward': np.float32(0.59367454), 'Fall left': np.float32(0.59247804), 'Fall right': np.float32(0.59798044), 'Fall sitting': np.float32(0.58633757), 'Hop': np.float32(0.6119406), 'Kneel': np.float32(0.59903073), 'Pick up object': np.float32(0.603952), 'Sit down': np.float32(0.60149443), 'Walk': np.float32(0.60625434)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.5910025), 'Fall forward': np.float32(0.5941562), 'Fall left': np.float32(0.5929813), 'Fall right': np.float32(0.5983878), 'Fall sitting': np.float32(0.58737063), 'Hop': np.float32(0.61269164), 'Kneel': np.float32(0.59974277), 'Pick up object': np.float32(0.60462105), 'Sit down': np.float32(0.6021038), 'Walk': np.float32(0.60702145)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.59170705), 'Fall forward': np.float32(0.59475684), 'Fall left': np.float32(0.59366137), 'Fall right': np.float32(0.5989438), 'Fall sitting': np.float32(0.5885723), 'Hop': np.float32(0.6135446), 'Kneel': np.float32(0.60062087), 'Pick up object': np.float32(0.60532457), 'Sit down': np.float32(0.6028358), 'Walk': np.float32(0.6079376)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.5924129), 'Fall forward': np.float32(0.59560376), 'Fall left': np.float32(0.59441507), 'Fall right': np.float32(0.59963703), 'Fall sitting': np.float32(0.58975625), 'Hop': np.float32(0.61453307), 'Kneel': np.float32(0.6014542), 'Pick up object': np.float32(0.60602033), 'Sit down': np.float32(0.60341734), 'Walk': np.float32(0.6088903)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.5927214), 'Fall forward': np.float32(0.5959191), 'Fall left': np.float32(0.59475595), 'Fall right': np.float32(0.5999699), 'Fall sitting': np.float32(0.59031516), 'Hop': np.float32(0.6150873), 'Kneel': np.float32(0.6019276), 'Pick up object': np.float32(0.6062103), 'Sit down': np.float32(0.60367185), 'Walk': np.float32(0.6095031)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.5932534), 'Fall forward': np.float32(0.5962734), 'Fall left': np.float32(0.59521973), 'Fall right': np.float32(0.6005111), 'Fall sitting': np.float32(0.5909736), 'Hop': np.float32(0.6155565), 'Kneel': np.float32(0.6022418), 'Pick up object': np.float32(0.6064931), 'Sit down': np.float32(0.60400397), 'Walk': np.float32(0.61009336)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.5940724), 'Fall forward': np.float32(0.59668994), 'Fall left': np.float32(0.5958579), 'Fall right': np.float32(0.6011902), 'Fall sitting': np.float32(0.5920065), 'Hop': np.float32(0.6158981), 'Kneel': np.float32(0.60269463), 'Pick up object': np.float32(0.6068963), 'Sit down': np.float32(0.60466856), 'Walk': np.float32(0.6106975)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.5943895), 'Fall forward': np.float32(0.59675163), 'Fall left': np.float32(0.59608275), 'Fall right': np.float32(0.60141134), 'Fall sitting': np.float32(0.5925521), 'Hop': np.float32(0.6158451), 'Kneel': np.float32(0.60272914), 'Pick up object': np.float32(0.60695773), 'Sit down': np.float32(0.6049584), 'Walk': np.float32(0.6108072)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.5943505), 'Fall forward': np.float32(0.59641236), 'Fall left': np.float32(0.5959566), 'Fall right': np.float32(0.6012244), 'Fall sitting': np.float32(0.5927567), 'Hop': np.float32(0.6155145), 'Kneel': np.float32(0.60234386), 'Pick up object': np.float32(0.60673285), 'Sit down': np.float32(0.6049605), 'Walk': np.float32(0.6105884)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.5936561), 'Fall forward': np.float32(0.5955437), 'Fall left': np.float32(0.59520406), 'Fall right': np.float32(0.6004548), 'Fall sitting': np.float32(0.5923694), 'Hop': np.float32(0.614634), 'Kneel': np.float32(0.60137403), 'Pick up object': np.float32(0.6059137), 'Sit down': np.float32(0.60430086), 'Walk': np.float32(0.60980004)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.59313476), 'Fall forward': np.float32(0.59496987), 'Fall left': np.float32(0.5946613), 'Fall right': np.float32(0.59990615), 'Fall sitting': np.float32(0.5921504), 'Hop': np.float32(0.61404735), 'Kneel': np.float32(0.60071373), 'Pick up object': np.float32(0.60533917), 'Sit down': np.float32(0.60374403), 'Walk': np.float32(0.6095043)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.5930701), 'Fall forward': np.float32(0.59495044), 'Fall left': np.float32(0.5946315), 'Fall right': np.float32(0.59987676), 'Fall sitting': np.float32(0.5921709), 'Hop': np.float32(0.6140368), 'Kneel': np.float32(0.60062116), 'Pick up object': np.float32(0.6052937), 'Sit down': np.float32(0.6037023), 'Walk': np.float32(0.60969937)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.5930617), 'Fall forward': np.float32(0.5949148), 'Fall left': np.float32(0.594583), 'Fall right': np.float32(0.5998357), 'Fall sitting': np.float32(0.59216416), 'Hop': np.float32(0.61389774), 'Kneel': np.float32(0.60047585), 'Pick up object': np.float32(0.60523444), 'Sit down': np.float32(0.6036226), 'Walk': np.float32(0.6098587)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.5937115), 'Fall forward': np.float32(0.59552497), 'Fall left': np.float32(0.59527946), 'Fall right': np.float32(0.60046023), 'Fall sitting': np.float32(0.59279066), 'Hop': np.float32(0.61454177), 'Kneel': np.float32(0.6010486), 'Pick up object': np.float32(0.6059328), 'Sit down': np.float32(0.6041279), 'Walk': np.float32(0.6106379)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.59446454), 'Fall forward': np.float32(0.59619635), 'Fall left': np.float32(0.5961218), 'Fall right': np.float32(0.6011632), 'Fall sitting': np.float32(0.593695), 'Hop': np.float32(0.61540854), 'Kneel': np.float32(0.6017535), 'Pick up object': np.float32(0.60679966), 'Sit down': np.float32(0.6046561), 'Walk': np.float32(0.61169523)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.59496254), 'Fall forward': np.float32(0.5967057), 'Fall left': np.float32(0.5967093), 'Fall right': np.float32(0.6016667), 'Fall sitting': np.float32(0.5941558), 'Hop': np.float32(0.616163), 'Kneel': np.float32(0.60231584), 'Pick up object': np.float32(0.6074033), 'Sit down': np.float32(0.6050236), 'Walk': np.float32(0.61258817)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.5955096), 'Fall forward': np.float32(0.59723264), 'Fall left': np.float32(0.5973266), 'Fall right': np.float32(0.602218), 'Fall sitting': np.float32(0.5946382), 'Hop': np.float32(0.6169178), 'Kneel': np.float32(0.6028745), 'Pick up object': np.float32(0.6080351), 'Sit down': np.float32(0.605505), 'Walk': np.float32(0.6135592)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.59582394), 'Fall forward': np.float32(0.5974081), 'Fall left': np.float32(0.59771717), 'Fall right': np.float32(0.6025173), 'Fall sitting': np.float32(0.5948404), 'Hop': np.float32(0.6173043), 'Kneel': np.float32(0.60311896), 'Pick up object': np.float32(0.60840327), 'Sit down': np.float32(0.6057397), 'Walk': np.float32(0.6140491)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.59578943), 'Fall forward': np.float32(0.5973194), 'Fall left': np.float32(0.5977218), 'Fall right': np.float32(0.6025109), 'Fall sitting': np.float32(0.59495956), 'Hop': np.float32(0.6172955), 'Kneel': np.float32(0.60304344), 'Pick up object': np.float32(0.60842955), 'Sit down': np.float32(0.6055538), 'Walk': np.float32(0.61425096)}
t=185 | pred=Hop | scores={'Fall backwards': np.float32(0.59598285), 'Fall forward': np.float32(0.5975392), 'Fall left': np.float32(0.597929), 'Fall right': np.float32(0.6027448), 'Fall sitting': np.float32(0.59515494), 'Hop': np.float32(0.6175115), 'Kneel': np.float32(0.6032588), 'Pick up object': np.float32(0.6086249), 'Sit down': np.float32(0.605545), 'Walk': np.float32(0.61468554)}
t=190 | pred=Hop | scores={'Fall backwards': np.float32(0.5960412), 'Fall forward': np.float32(0.597607), 'Fall left': np.float32(0.59800744), 'Fall right': np.float32(0.6028964), 'Fall sitting': np.float32(0.5951907), 'Hop': np.float32(0.61758006), 'Kneel': np.float32(0.60330504), 'Pick up object': np.float32(0.6086685), 'Sit down': np.float32(0.6054465), 'Walk': np.float32(0.6149566)}
t=195 | pred=Hop | scores={'Fall backwards': np.float32(0.59609383), 'Fall forward': np.float32(0.5976589), 'Fall left': np.float32(0.5980396), 'Fall right': np.float32(0.6029866), 'Fall sitting': np.float32(0.59519553), 'Hop': np.float32(0.6176103), 'Kneel': np.float32(0.60335475), 'Pick up object': np.float32(0.60873073), 'Sit down': np.float32(0.6053518), 'Walk': np.float32(0.61516833)}
t=200 | pred=Hop | scores={'Fall backwards': np.float32(0.5961318), 'Fall forward': np.float32(0.5977178), 'Fall left': np.float32(0.59803635), 'Fall right': np.float32(0.60305244), 'Fall sitting': np.float32(0.59515494), 'Hop': np.float32(0.6175724), 'Kneel': np.float32(0.6033707), 'Pick up object': np.float32(0.6087498), 'Sit down': np.float32(0.60516995), 'Walk': np.float32(0.6153809)}
t=205 | pred=Hop | scores={'Fall backwards': np.float32(0.59647775), 'Fall forward': np.float32(0.598103), 'Fall left': np.float32(0.5983337), 'Fall right': np.float32(0.603411), 'Fall sitting': np.float32(0.5952799), 'Hop': np.float32(0.6178726), 'Kneel': np.float32(0.6036702), 'Pick up object': np.float32(0.60901934), 'Sit down': np.float32(0.60531026), 'Walk': np.float32(0.6158757)}
t=210 | pred=Hop | scores={'Fall backwards': np.float32(0.5967245), 'Fall forward': np.float32(0.5983202), 'Fall left': np.float32(0.5985419), 'Fall right': np.float32(0.6036944), 'Fall sitting': np.float32(0.5953236), 'Hop': np.float32(0.6180637), 'Kneel': np.float32(0.603835), 'Pick up object': np.float32(0.6091506), 'Sit down': np.float32(0.60541254), 'Walk': np.float32(0.616222)}
t=215 | pred=Hop | scores={'Fall backwards': np.float32(0.59723705), 'Fall forward': np.float32(0.5988582), 'Fall left': np.float32(0.59900784), 'Fall right': np.float32(0.6042413), 'Fall sitting': np.float32(0.5956226), 'Hop': np.float32(0.6185642), 'Kneel': np.float32(0.6043069), 'Pick up object': np.float32(0.6095185), 'Sit down': np.float32(0.6057799), 'Walk': np.float32(0.6168547)}
t=220 | pred=Hop | scores={'Fall backwards': np.float32(0.5977676), 'Fall forward': np.float32(0.59940726), 'Fall left': np.float32(0.59943455), 'Fall right': np.float32(0.60477877), 'Fall sitting': np.float32(0.5959472), 'Hop': np.float32(0.61898166), 'Kneel': np.float32(0.6047347), 'Pick up object': np.float32(0.60987294), 'Sit down': np.float32(0.606003), 'Walk': np.float32(0.6174456)}
t=225 | pred=Hop | scores={'Fall backwards': np.float32(0.59827375), 'Fall forward': np.float32(0.5999288), 'Fall left': np.float32(0.59985083), 'Fall right': np.float32(0.6052613), 'Fall sitting': np.float32(0.5962414), 'Hop': np.float32(0.61938095), 'Kneel': np.float32(0.6051595), 'Pick up object': np.float32(0.6101943), 'Sit down': np.float32(0.6062642), 'Walk': np.float32(0.61795586)}
t=230 | pred=Hop | scores={'Fall backwards': np.float32(0.5986827), 'Fall forward': np.float32(0.600362), 'Fall left': np.float32(0.6002125), 'Fall right': np.float32(0.60563946), 'Fall sitting': np.float32(0.5965089), 'Hop': np.float32(0.6197624), 'Kneel': np.float32(0.60550356), 'Pick up object': np.float32(0.6104817), 'Sit down': np.float32(0.60651064), 'Walk': np.float32(0.61846364)}
t=235 | pred=Hop | scores={'Fall backwards': np.float32(0.59889483), 'Fall forward': np.float32(0.6005555), 'Fall left': np.float32(0.6003734), 'Fall right': np.float32(0.6058514), 'Fall sitting': np.float32(0.5965259), 'Hop': np.float32(0.61995083), 'Kneel': np.float32(0.6056753), 'Pick up object': np.float32(0.6106409), 'Sit down': np.float32(0.606585), 'Walk': np.float32(0.61877614)}
t=240 | pred=Hop | scores={'Fall backwards': np.float32(0.5990725), 'Fall forward': np.float32(0.600726), 'Fall left': np.float32(0.6005239), 'Fall right': np.float32(0.60605556), 'Fall sitting': np.float32(0.5965217), 'Hop': np.float32(0.62009186), 'Kneel': np.float32(0.60583746), 'Pick up object': np.float32(0.61077434), 'Sit down': np.float32(0.60663515), 'Walk': np.float32(0.61906713)}
t=245 | pred=Hop | scores={'Fall backwards': np.float32(0.5991741), 'Fall forward': np.float32(0.60084975), 'Fall left': np.float32(0.6006031), 'Fall right': np.float32(0.60616934), 'Fall sitting': np.float32(0.5965299), 'Hop': np.float32(0.62017673), 'Kneel': np.float32(0.60591877), 'Pick up object': np.float32(0.6108458), 'Sit down': np.float32(0.6066722), 'Walk': np.float32(0.61922747)}
t=250 | pred=Hop | scores={'Fall backwards': np.float32(0.5993873), 'Fall forward': np.float32(0.6011005), 'Fall left': np.float32(0.6007974), 'Fall right': np.float32(0.60638845), 'Fall sitting': np.float32(0.5966807), 'Hop': np.float32(0.62038034), 'Kneel': np.float32(0.60611206), 'Pick up object': np.float32(0.6110544), 'Sit down': np.float32(0.6067985), 'Walk': np.float32(0.6195505)}
t=255 | pred=Hop | scores={'Fall backwards': np.float32(0.5996488), 'Fall forward': np.float32(0.601412), 'Fall left': np.float32(0.6010357), 'Fall right': np.float32(0.6066599), 'Fall sitting': np.float32(0.59692454), 'Hop': np.float32(0.6206399), 'Kneel': np.float32(0.60637295), 'Pick up object': np.float32(0.6113243), 'Sit down': np.float32(0.6069569), 'Walk': np.float32(0.619903)}
t=260 | pred=Hop | scores={'Fall backwards': np.float32(0.60001075), 'Fall forward': np.float32(0.60184216), 'Fall left': np.float32(0.60137665), 'Fall right': np.float32(0.60702074), 'Fall sitting': np.float32(0.5973803), 'Hop': np.float32(0.6210338), 'Kneel': np.float32(0.6067547), 'Pick up object': np.float32(0.61173135), 'Sit down': np.float32(0.6072364), 'Walk': np.float32(0.62035894)}
t=265 | pred=Hop | scores={'Fall backwards': np.float32(0.6003261), 'Fall forward': np.float32(0.6022052), 'Fall left': np.float32(0.6016798), 'Fall right': np.float32(0.60732853), 'Fall sitting': np.float32(0.5978173), 'Hop': np.float32(0.6213446), 'Kneel': np.float32(0.6070713), 'Pick up object': np.float32(0.6120933), 'Sit down': np.float32(0.6075127), 'Walk': np.float32(0.62067914)}
