Ground Truth: Sit down

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.63575387), 'Fall forward': np.float32(0.64151365), 'Fall left': np.float32(0.64222586), 'Fall right': np.float32(0.63514614), 'Fall sitting': np.float32(0.64343655), 'Hop': np.float32(0.650534), 'Kneel': np.float32(0.6436141), 'Pick up object': np.float32(0.64500993), 'Sit down': np.float32(0.6415267), 'Walk': np.float32(0.6469522)}
t=140 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6429274), 'Fall forward': np.float32(0.64103526), 'Fall left': np.float32(0.6497671), 'Fall right': np.float32(0.64219886), 'Fall sitting': np.float32(0.6580408), 'Hop': np.float32(0.64379007), 'Kneel': np.float32(0.64736736), 'Pick up object': np.float32(0.6470329), 'Sit down': np.float32(0.6559244), 'Walk': np.float32(0.6401293)}
t=145 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6424741), 'Fall forward': np.float32(0.6403363), 'Fall left': np.float32(0.64936775), 'Fall right': np.float32(0.6417157), 'Fall sitting': np.float32(0.6576052), 'Hop': np.float32(0.6431838), 'Kneel': np.float32(0.64676774), 'Pick up object': np.float32(0.6466474), 'Sit down': np.float32(0.65571934), 'Walk': np.float32(0.6395128)}
t=150 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6415607), 'Fall forward': np.float32(0.63915366), 'Fall left': np.float32(0.6485246), 'Fall right': np.float32(0.6407776), 'Fall sitting': np.float32(0.6566487), 'Hop': np.float32(0.64208627), 'Kneel': np.float32(0.6457493), 'Pick up object': np.float32(0.64582115), 'Sit down': np.float32(0.65511197), 'Walk': np.float32(0.6384597)}
t=155 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64145887), 'Fall forward': np.float32(0.63888854), 'Fall left': np.float32(0.6484874), 'Fall right': np.float32(0.6406823), 'Fall sitting': np.float32(0.65658426), 'Hop': np.float32(0.64193773), 'Kneel': np.float32(0.64557153), 'Pick up object': np.float32(0.64590687), 'Sit down': np.float32(0.6551934), 'Walk': np.float32(0.63834965)}
t=160 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64214444), 'Fall forward': np.float32(0.6393894), 'Fall left': np.float32(0.64926904), 'Fall right': np.float32(0.6413456), 'Fall sitting': np.float32(0.65724015), 'Hop': np.float32(0.64258486), 'Kneel': np.float32(0.64618933), 'Pick up object': np.float32(0.6467375), 'Sit down': np.float32(0.656132), 'Walk': np.float32(0.6390657)}
t=165 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64231426), 'Fall forward': np.float32(0.63940734), 'Fall left': np.float32(0.64951956), 'Fall right': np.float32(0.6415052), 'Fall sitting': np.float32(0.6574333), 'Hop': np.float32(0.64272), 'Kneel': np.float32(0.64630735), 'Pick up object': np.float32(0.64700437), 'Sit down': np.float32(0.65641874), 'Walk': np.float32(0.63920134)}
t=170 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6425963), 'Fall forward': np.float32(0.639503), 'Fall left': np.float32(0.649847), 'Fall right': np.float32(0.6417227), 'Fall sitting': np.float32(0.6577052), 'Hop': np.float32(0.64272), 'Kneel': np.float32(0.6464657), 'Pick up object': np.float32(0.6472154), 'Sit down': np.float32(0.65674347), 'Walk': np.float32(0.63927287)}
t=175 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64271224), 'Fall forward': np.float32(0.6395989), 'Fall left': np.float32(0.6500103), 'Fall right': np.float32(0.641813), 'Fall sitting': np.float32(0.6579856), 'Hop': np.float32(0.6426685), 'Kneel': np.float32(0.64655006), 'Pick up object': np.float32(0.6473029), 'Sit down': np.float32(0.6568214), 'Walk': np.float32(0.6392637)}
t=180 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6430382), 'Fall forward': np.float32(0.63986385), 'Fall left': np.float32(0.6503902), 'Fall right': np.float32(0.64215106), 'Fall sitting': np.float32(0.65835166), 'Hop': np.float32(0.6427449), 'Kneel': np.float32(0.64687544), 'Pick up object': np.float32(0.6476037), 'Sit down': np.float32(0.6572019), 'Walk': np.float32(0.63941884)}
t=185 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6432685), 'Fall forward': np.float32(0.6401371), 'Fall left': np.float32(0.6506364), 'Fall right': np.float32(0.64236206), 'Fall sitting': np.float32(0.6585889), 'Hop': np.float32(0.6428662), 'Kneel': np.float32(0.6471267), 'Pick up object': np.float32(0.64784), 'Sit down': np.float32(0.65746105), 'Walk': np.float32(0.63958585)}
t=190 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64375395), 'Fall forward': np.float32(0.64071125), 'Fall left': np.float32(0.6511877), 'Fall right': np.float32(0.6428754), 'Fall sitting': np.float32(0.659149), 'Hop': np.float32(0.6433826), 'Kneel': np.float32(0.6476667), 'Pick up object': np.float32(0.6484472), 'Sit down': np.float32(0.6580709), 'Walk': np.float32(0.640125)}
t=195 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6444592), 'Fall forward': np.float32(0.64153993), 'Fall left': np.float32(0.6519289), 'Fall right': np.float32(0.64359426), 'Fall sitting': np.float32(0.65983754), 'Hop': np.float32(0.64408505), 'Kneel': np.float32(0.64840984), 'Pick up object': np.float32(0.6491875), 'Sit down': np.float32(0.6588287), 'Walk': np.float32(0.6408644)}
t=200 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6447996), 'Fall forward': np.float32(0.6420372), 'Fall left': np.float32(0.6523412), 'Fall right': np.float32(0.64392596), 'Fall sitting': np.float32(0.66022503), 'Hop': np.float32(0.6443375), 'Kneel': np.float32(0.6487713), 'Pick up object': np.float32(0.6495226), 'Sit down': np.float32(0.6592217), 'Walk': np.float32(0.6411688)}
t=205 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64511824), 'Fall forward': np.float32(0.6425074), 'Fall left': np.float32(0.6527109), 'Fall right': np.float32(0.64424765), 'Fall sitting': np.float32(0.6605897), 'Hop': np.float32(0.64454037), 'Kneel': np.float32(0.6490793), 'Pick up object': np.float32(0.64977384), 'Sit down': np.float32(0.65950197), 'Walk': np.float32(0.64141345)}
t=210 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6452835), 'Fall forward': np.float32(0.64275527), 'Fall left': np.float32(0.6529193), 'Fall right': np.float32(0.64441997), 'Fall sitting': np.float32(0.66083014), 'Hop': np.float32(0.6446072), 'Kneel': np.float32(0.64928955), 'Pick up object': np.float32(0.6498882), 'Sit down': np.float32(0.6597352), 'Walk': np.float32(0.6415342)}
t=215 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6455782), 'Fall forward': np.float32(0.6431892), 'Fall left': np.float32(0.6532362), 'Fall right': np.float32(0.6447389), 'Fall sitting': np.float32(0.6612634), 'Hop': np.float32(0.64492667), 'Kneel': np.float32(0.64970756), 'Pick up object': np.float32(0.65020853), 'Sit down': np.float32(0.6601495), 'Walk': np.float32(0.6419108)}
t=220 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6454545), 'Fall forward': np.float32(0.64303434), 'Fall left': np.float32(0.65311784), 'Fall right': np.float32(0.64461404), 'Fall sitting': np.float32(0.66125613), 'Hop': np.float32(0.64473087), 'Kneel': np.float32(0.64965135), 'Pick up object': np.float32(0.65009713), 'Sit down': np.float32(0.6601833), 'Walk': np.float32(0.6417702)}
t=225 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64552236), 'Fall forward': np.float32(0.6429921), 'Fall left': np.float32(0.6531437), 'Fall right': np.float32(0.64468116), 'Fall sitting': np.float32(0.66135097), 'Hop': np.float32(0.644646), 'Kneel': np.float32(0.6496963), 'Pick up object': np.float32(0.6501079), 'Sit down': np.float32(0.66026604), 'Walk': np.float32(0.6416979)}
t=230 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6454158), 'Fall forward': np.float32(0.6428103), 'Fall left': np.float32(0.6530025), 'Fall right': np.float32(0.64453363), 'Fall sitting': np.float32(0.66127795), 'Hop': np.float32(0.6443499), 'Kneel': np.float32(0.64956766), 'Pick up object': np.float32(0.649897), 'Sit down': np.float32(0.660141), 'Walk': np.float32(0.64138865)}
t=235 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64549834), 'Fall forward': np.float32(0.6428623), 'Fall left': np.float32(0.6530421), 'Fall right': np.float32(0.6445863), 'Fall sitting': np.float32(0.66135406), 'Hop': np.float32(0.6442418), 'Kneel': np.float32(0.6496003), 'Pick up object': np.float32(0.6498511), 'Sit down': np.float32(0.66016495), 'Walk': np.float32(0.6412701)}
t=240 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64588374), 'Fall forward': np.float32(0.64324063), 'Fall left': np.float32(0.6534033), 'Fall right': np.float32(0.6449599), 'Fall sitting': np.float32(0.6618172), 'Hop': np.float32(0.644397), 'Kneel': np.float32(0.6499235), 'Pick up object': np.float32(0.65012544), 'Sit down': np.float32(0.66044575), 'Walk': np.float32(0.6414791)}
t=245 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64603543), 'Fall forward': np.float32(0.6435059), 'Fall left': np.float32(0.6535634), 'Fall right': np.float32(0.6451185), 'Fall sitting': np.float32(0.6621576), 'Hop': np.float32(0.64451724), 'Kneel': np.float32(0.6501127), 'Pick up object': np.float32(0.6502869), 'Sit down': np.float32(0.66059345), 'Walk': np.float32(0.64163554)}
t=250 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64625776), 'Fall forward': np.float32(0.6438849), 'Fall left': np.float32(0.6538351), 'Fall right': np.float32(0.645385), 'Fall sitting': np.float32(0.6625725), 'Hop': np.float32(0.64476055), 'Kneel': np.float32(0.6504107), 'Pick up object': np.float32(0.6505375), 'Sit down': np.float32(0.66088915), 'Walk': np.float32(0.6419273)}
t=255 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6465921), 'Fall forward': np.float32(0.64441234), 'Fall left': np.float32(0.6541786), 'Fall right': np.float32(0.6457521), 'Fall sitting': np.float32(0.663032), 'Hop': np.float32(0.64508986), 'Kneel': np.float32(0.65082043), 'Pick up object': np.float32(0.6508292), 'Sit down': np.float32(0.6612205), 'Walk': np.float32(0.6423358)}
t=260 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64680237), 'Fall forward': np.float32(0.6447836), 'Fall left': np.float32(0.65442073), 'Fall right': np.float32(0.6459922), 'Fall sitting': np.float32(0.6633975), 'Hop': np.float32(0.6452714), 'Kneel': np.float32(0.65108454), 'Pick up object': np.float32(0.6510026), 'Sit down': np.float32(0.66149545), 'Walk': np.float32(0.64259887)}
