Ground Truth: Walk

t=15 | pred=Sit down | scores={'Fall backwards': np.float32(0.6477203), 'Fall forward': np.float32(0.6394644), 'Fall left': np.float32(0.6488252), 'Fall right': np.float32(0.6474634), 'Fall sitting': np.float32(0.63916296), 'Hop': np.float32(0.6437823), 'Kneel': np.float32(0.65071464), 'Pick up object': np.float32(0.6477474), 'Sit down': np.float32(0.65380603), 'Walk': np.float32(0.6456025)}
t=85 | pred=Walk | scores={'Fall backwards': np.float32(0.6705475), 'Fall forward': np.float32(0.6607354), 'Fall left': np.float32(0.6693015), 'Fall right': np.float32(0.66740304), 'Fall sitting': np.float32(0.6586783), 'Hop': np.float32(0.6703049), 'Kneel': np.float32(0.66688377), 'Pick up object': np.float32(0.6708939), 'Sit down': np.float32(0.6690499), 'Walk': np.float32(0.67502296)}
t=90 | pred=Walk | scores={'Fall backwards': np.float32(0.671053), 'Fall forward': np.float32(0.66140634), 'Fall left': np.float32(0.6697196), 'Fall right': np.float32(0.6676637), 'Fall sitting': np.float32(0.6590704), 'Hop': np.float32(0.6708248), 'Kneel': np.float32(0.66711324), 'Pick up object': np.float32(0.67140186), 'Sit down': np.float32(0.6692201), 'Walk': np.float32(0.675764)}
t=95 | pred=Walk | scores={'Fall backwards': np.float32(0.67107624), 'Fall forward': np.float32(0.6616942), 'Fall left': np.float32(0.66970426), 'Fall right': np.float32(0.66747946), 'Fall sitting': np.float32(0.6591387), 'Hop': np.float32(0.6708834), 'Kneel': np.float32(0.66705716), 'Pick up object': np.float32(0.6714759), 'Sit down': np.float32(0.6690643), 'Walk': np.float32(0.6759936)}
t=100 | pred=Walk | scores={'Fall backwards': np.float32(0.6709528), 'Fall forward': np.float32(0.6617645), 'Fall left': np.float32(0.66955584), 'Fall right': np.float32(0.6671467), 'Fall sitting': np.float32(0.6590552), 'Hop': np.float32(0.67093265), 'Kneel': np.float32(0.66685563), 'Pick up object': np.float32(0.671497), 'Sit down': np.float32(0.66869944), 'Walk': np.float32(0.67603093)}
t=105 | pred=Walk | scores={'Fall backwards': np.float32(0.6708939), 'Fall forward': np.float32(0.6618811), 'Fall left': np.float32(0.6695756), 'Fall right': np.float32(0.6669939), 'Fall sitting': np.float32(0.6591767), 'Hop': np.float32(0.67112833), 'Kneel': np.float32(0.6668523), 'Pick up object': np.float32(0.6716989), 'Sit down': np.float32(0.6686007), 'Walk': np.float32(0.6761806)}
t=110 | pred=Walk | scores={'Fall backwards': np.float32(0.6707264), 'Fall forward': np.float32(0.661771), 'Fall left': np.float32(0.669528), 'Fall right': np.float32(0.66676), 'Fall sitting': np.float32(0.65927124), 'Hop': np.float32(0.6714042), 'Kneel': np.float32(0.6667633), 'Pick up object': np.float32(0.6719438), 'Sit down': np.float32(0.6684794), 'Walk': np.float32(0.67621297)}
t=115 | pred=Walk | scores={'Fall backwards': np.float32(0.670489), 'Fall forward': np.float32(0.66155833), 'Fall left': np.float32(0.66939664), 'Fall right': np.float32(0.6664927), 'Fall sitting': np.float32(0.6593419), 'Hop': np.float32(0.6715042), 'Kneel': np.float32(0.6665824), 'Pick up object': np.float32(0.6720435), 'Sit down': np.float32(0.6682839), 'Walk': np.float32(0.6760333)}
t=120 | pred=Walk | scores={'Fall backwards': np.float32(0.6704319), 'Fall forward': np.float32(0.66170365), 'Fall left': np.float32(0.6693973), 'Fall right': np.float32(0.6664119), 'Fall sitting': np.float32(0.6594773), 'Hop': np.float32(0.6717134), 'Kneel': np.float32(0.666538), 'Pick up object': np.float32(0.67222506), 'Sit down': np.float32(0.6680203), 'Walk': np.float32(0.675995)}
t=125 | pred=Walk | scores={'Fall backwards': np.float32(0.6704708), 'Fall forward': np.float32(0.6619141), 'Fall left': np.float32(0.66946816), 'Fall right': np.float32(0.66645133), 'Fall sitting': np.float32(0.6596962), 'Hop': np.float32(0.6720082), 'Kneel': np.float32(0.66666514), 'Pick up object': np.float32(0.6724662), 'Sit down': np.float32(0.66795003), 'Walk': np.float32(0.6761584)}
t=130 | pred=Walk | scores={'Fall backwards': np.float32(0.6709012), 'Fall forward': np.float32(0.6625694), 'Fall left': np.float32(0.6699881), 'Fall right': np.float32(0.6669574), 'Fall sitting': np.float32(0.66043866), 'Hop': np.float32(0.67289525), 'Kneel': np.float32(0.6673345), 'Pick up object': np.float32(0.6733079), 'Sit down': np.float32(0.66839164), 'Walk': np.float32(0.6768519)}
t=135 | pred=Walk | scores={'Fall backwards': np.float32(0.6711441), 'Fall forward': np.float32(0.6630019), 'Fall left': np.float32(0.67033887), 'Fall right': np.float32(0.667287), 'Fall sitting': np.float32(0.66077113), 'Hop': np.float32(0.67379344), 'Kneel': np.float32(0.6678804), 'Pick up object': np.float32(0.67403704), 'Sit down': np.float32(0.6688035), 'Walk': np.float32(0.67747235)}
t=140 | pred=Walk | scores={'Fall backwards': np.float32(0.671566), 'Fall forward': np.float32(0.66377425), 'Fall left': np.float32(0.6708794), 'Fall right': np.float32(0.66782004), 'Fall sitting': np.float32(0.6613989), 'Hop': np.float32(0.6748893), 'Kneel': np.float32(0.66868496), 'Pick up object': np.float32(0.6749127), 'Sit down': np.float32(0.6693004), 'Walk': np.float32(0.6782927)}
t=145 | pred=Walk | scores={'Fall backwards': np.float32(0.67186546), 'Fall forward': np.float32(0.66440666), 'Fall left': np.float32(0.67128766), 'Fall right': np.float32(0.6682332), 'Fall sitting': np.float32(0.66192895), 'Hop': np.float32(0.6756335), 'Kneel': np.float32(0.6693193), 'Pick up object': np.float32(0.67555726), 'Sit down': np.float32(0.66967726), 'Walk': np.float32(0.67884105)}
t=150 | pred=Walk | scores={'Fall backwards': np.float32(0.6721141), 'Fall forward': np.float32(0.6650883), 'Fall left': np.float32(0.6716498), 'Fall right': np.float32(0.6685498), 'Fall sitting': np.float32(0.6622725), 'Hop': np.float32(0.6763535), 'Kneel': np.float32(0.67002183), 'Pick up object': np.float32(0.67611325), 'Sit down': np.float32(0.6699998), 'Walk': np.float32(0.67937666)}
t=155 | pred=Walk | scores={'Fall backwards': np.float32(0.67243266), 'Fall forward': np.float32(0.6656837), 'Fall left': np.float32(0.67210555), 'Fall right': np.float32(0.66899985), 'Fall sitting': np.float32(0.66256213), 'Hop': np.float32(0.6769299), 'Kneel': np.float32(0.6707996), 'Pick up object': np.float32(0.6765722), 'Sit down': np.float32(0.6704818), 'Walk': np.float32(0.6797515)}
t=160 | pred=Walk | scores={'Fall backwards': np.float32(0.67263824), 'Fall forward': np.float32(0.6662583), 'Fall left': np.float32(0.67248285), 'Fall right': np.float32(0.6693805), 'Fall sitting': np.float32(0.662996), 'Hop': np.float32(0.67719996), 'Kneel': np.float32(0.67152196), 'Pick up object': np.float32(0.67691475), 'Sit down': np.float32(0.67090446), 'Walk': np.float32(0.6798304)}
t=165 | pred=Walk | scores={'Fall backwards': np.float32(0.6728905), 'Fall forward': np.float32(0.6667656), 'Fall left': np.float32(0.6728448), 'Fall right': np.float32(0.6697183), 'Fall sitting': np.float32(0.66349447), 'Hop': np.float32(0.6773632), 'Kneel': np.float32(0.67219204), 'Pick up object': np.float32(0.67723614), 'Sit down': np.float32(0.6713296), 'Walk': np.float32(0.6797829)}
t=170 | pred=Walk | scores={'Fall backwards': np.float32(0.67319334), 'Fall forward': np.float32(0.66739094), 'Fall left': np.float32(0.6732568), 'Fall right': np.float32(0.67011887), 'Fall sitting': np.float32(0.66394174), 'Hop': np.float32(0.6776064), 'Kneel': np.float32(0.6728862), 'Pick up object': np.float32(0.6776044), 'Sit down': np.float32(0.6718037), 'Walk': np.float32(0.6798309)}
t=175 | pred=Walk | scores={'Fall backwards': np.float32(0.6735929), 'Fall forward': np.float32(0.66796523), 'Fall left': np.float32(0.6737129), 'Fall right': np.float32(0.6706291), 'Fall sitting': np.float32(0.66439027), 'Hop': np.float32(0.6779332), 'Kneel': np.float32(0.673504), 'Pick up object': np.float32(0.6779615), 'Sit down': np.float32(0.672459), 'Walk': np.float32(0.6799975)}
t=180 | pred=Walk | scores={'Fall backwards': np.float32(0.6737391), 'Fall forward': np.float32(0.66838485), 'Fall left': np.float32(0.6739901), 'Fall right': np.float32(0.67099035), 'Fall sitting': np.float32(0.6647108), 'Hop': np.float32(0.6782542), 'Kneel': np.float32(0.6740169), 'Pick up object': np.float32(0.6782326), 'Sit down': np.float32(0.6729287), 'Walk': np.float32(0.68010664)}
t=185 | pred=Walk | scores={'Fall backwards': np.float32(0.67394364), 'Fall forward': np.float32(0.6686855), 'Fall left': np.float32(0.6742495), 'Fall right': np.float32(0.6713292), 'Fall sitting': np.float32(0.66498286), 'Hop': np.float32(0.67837155), 'Kneel': np.float32(0.67441213), 'Pick up object': np.float32(0.6784151), 'Sit down': np.float32(0.67332834), 'Walk': np.float32(0.6801018)}
t=190 | pred=Walk | scores={'Fall backwards': np.float32(0.6741151), 'Fall forward': np.float32(0.66900086), 'Fall left': np.float32(0.674545), 'Fall right': np.float32(0.6717285), 'Fall sitting': np.float32(0.6652168), 'Hop': np.float32(0.6786043), 'Kneel': np.float32(0.67481285), 'Pick up object': np.float32(0.67860246), 'Sit down': np.float32(0.6738322), 'Walk': np.float32(0.68017304)}
