Ground Truth: Pick up object

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.65939933), 'Fall forward': np.float32(0.66491914), 'Fall left': np.float32(0.663016), 'Fall right': np.float32(0.6590205), 'Fall sitting': np.float32(0.6464079), 'Hop': np.float32(0.6666661), 'Kneel': np.float32(0.6627986), 'Pick up object': np.float32(0.6609955), 'Sit down': np.float32(0.6510143), 'Walk': np.float32(0.6678915)}
t=70 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6570526), 'Fall forward': np.float32(0.66328394), 'Fall left': np.float32(0.66020244), 'Fall right': np.float32(0.65644), 'Fall sitting': np.float32(0.6536549), 'Hop': np.float32(0.6622766), 'Kneel': np.float32(0.65930337), 'Pick up object': np.float32(0.6599133), 'Sit down': np.float32(0.6479731), 'Walk': np.float32(0.6612671)}
t=75 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6570469), 'Fall forward': np.float32(0.66311604), 'Fall left': np.float32(0.6601076), 'Fall right': np.float32(0.6563462), 'Fall sitting': np.float32(0.65391546), 'Hop': np.float32(0.66152394), 'Kneel': np.float32(0.65902674), 'Pick up object': np.float32(0.6596332), 'Sit down': np.float32(0.6475919), 'Walk': np.float32(0.6603914)}
t=80 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6564876), 'Fall forward': np.float32(0.66226614), 'Fall left': np.float32(0.6595195), 'Fall right': np.float32(0.6557835), 'Fall sitting': np.float32(0.65377915), 'Hop': np.float32(0.66025066), 'Kneel': np.float32(0.658227), 'Pick up object': np.float32(0.6588187), 'Sit down': np.float32(0.64670527), 'Walk': np.float32(0.65898746)}
t=85 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65654445), 'Fall forward': np.float32(0.6620921), 'Fall left': np.float32(0.65957314), 'Fall right': np.float32(0.6558218), 'Fall sitting': np.float32(0.6540237), 'Hop': np.float32(0.65961665), 'Kneel': np.float32(0.65807945), 'Pick up object': np.float32(0.65855294), 'Sit down': np.float32(0.6464315), 'Walk': np.float32(0.6583356)}
t=90 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6562558), 'Fall forward': np.float32(0.6615408), 'Fall left': np.float32(0.65929294), 'Fall right': np.float32(0.65553826), 'Fall sitting': np.float32(0.65420294), 'Hop': np.float32(0.6585671), 'Kneel': np.float32(0.65758294), 'Pick up object': np.float32(0.65806115), 'Sit down': np.float32(0.6458789), 'Walk': np.float32(0.65725684)}
t=95 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65634865), 'Fall forward': np.float32(0.6614507), 'Fall left': np.float32(0.6593953), 'Fall right': np.float32(0.6556526), 'Fall sitting': np.float32(0.6545512), 'Hop': np.float32(0.6580139), 'Kneel': np.float32(0.6575147), 'Pick up object': np.float32(0.65793), 'Sit down': np.float32(0.64577), 'Walk': np.float32(0.6567186)}
t=100 | pred=Fall forward | scores={'Fall backwards': np.float32(0.657741), 'Fall forward': np.float32(0.6626985), 'Fall left': np.float32(0.66077864), 'Fall right': np.float32(0.65704334), 'Fall sitting': np.float32(0.65601104), 'Hop': np.float32(0.6588414), 'Kneel': np.float32(0.6587586), 'Pick up object': np.float32(0.6591491), 'Sit down': np.float32(0.6470493), 'Walk': np.float32(0.6576021)}
t=105 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6585271), 'Fall forward': np.float32(0.6635004), 'Fall left': np.float32(0.6615745), 'Fall right': np.float32(0.6578348), 'Fall sitting': np.float32(0.65690506), 'Hop': np.float32(0.6594377), 'Kneel': np.float32(0.6595529), 'Pick up object': np.float32(0.65994), 'Sit down': np.float32(0.64785993), 'Walk': np.float32(0.6582159)}
t=110 | pred=Fall forward | scores={'Fall backwards': np.float32(0.659521), 'Fall forward': np.float32(0.6645943), 'Fall left': np.float32(0.66259974), 'Fall right': np.float32(0.6588794), 'Fall sitting': np.float32(0.657922), 'Hop': np.float32(0.6601678), 'Kneel': np.float32(0.66067004), 'Pick up object': np.float32(0.66093194), 'Sit down': np.float32(0.64890134), 'Walk': np.float32(0.6589592)}
t=115 | pred=Fall forward | scores={'Fall backwards': np.float32(0.660237), 'Fall forward': np.float32(0.66556954), 'Fall left': np.float32(0.6633593), 'Fall right': np.float32(0.6596532), 'Fall sitting': np.float32(0.65871507), 'Hop': np.float32(0.66049653), 'Kneel': np.float32(0.6616101), 'Pick up object': np.float32(0.6616575), 'Sit down': np.float32(0.649722), 'Walk': np.float32(0.65933)}
t=120 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6603556), 'Fall forward': np.float32(0.66604364), 'Fall left': np.float32(0.6635479), 'Fall right': np.float32(0.6598794), 'Fall sitting': np.float32(0.6591713), 'Hop': np.float32(0.66014886), 'Kneel': np.float32(0.66198623), 'Pick up object': np.float32(0.6618425), 'Sit down': np.float32(0.64996415), 'Walk': np.float32(0.6590586)}
t=125 | pred=Fall forward | scores={'Fall backwards': np.float32(0.66025174), 'Fall forward': np.float32(0.6661866), 'Fall left': np.float32(0.66345817), 'Fall right': np.float32(0.65979916), 'Fall sitting': np.float32(0.6591948), 'Hop': np.float32(0.6596323), 'Kneel': np.float32(0.66200715), 'Pick up object': np.float32(0.66175795), 'Sit down': np.float32(0.6499154), 'Walk': np.float32(0.65859425)}
t=130 | pred=Fall forward | scores={'Fall backwards': np.float32(0.66016906), 'Fall forward': np.float32(0.6662643), 'Fall left': np.float32(0.66338366), 'Fall right': np.float32(0.65972644), 'Fall sitting': np.float32(0.6590895), 'Hop': np.float32(0.6590747), 'Kneel': np.float32(0.66196907), 'Pick up object': np.float32(0.6615948), 'Sit down': np.float32(0.6498106), 'Walk': np.float32(0.6580963)}
t=135 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6603825), 'Fall forward': np.float32(0.66647524), 'Fall left': np.float32(0.6635405), 'Fall right': np.float32(0.65993), 'Fall sitting': np.float32(0.65912), 'Hop': np.float32(0.6588744), 'Kneel': np.float32(0.66215074), 'Pick up object': np.float32(0.6616616), 'Sit down': np.float32(0.6500432), 'Walk': np.float32(0.65795857)}
t=140 | pred=Fall forward | scores={'Fall backwards': np.float32(0.66045547), 'Fall forward': np.float32(0.6665699), 'Fall left': np.float32(0.6635897), 'Fall right': np.float32(0.6600682), 'Fall sitting': np.float32(0.6591661), 'Hop': np.float32(0.6587261), 'Kneel': np.float32(0.6622818), 'Pick up object': np.float32(0.6617532), 'Sit down': np.float32(0.65020853), 'Walk': np.float32(0.65785056)}
t=145 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6605288), 'Fall forward': np.float32(0.66656196), 'Fall left': np.float32(0.663628), 'Fall right': np.float32(0.6601558), 'Fall sitting': np.float32(0.6593185), 'Hop': np.float32(0.65867996), 'Kneel': np.float32(0.66238683), 'Pick up object': np.float32(0.6619483), 'Sit down': np.float32(0.6504698), 'Walk': np.float32(0.6578459)}
t=150 | pred=Fall forward | scores={'Fall backwards': np.float32(0.66103286), 'Fall forward': np.float32(0.6670925), 'Fall left': np.float32(0.66419536), 'Fall right': np.float32(0.66073626), 'Fall sitting': np.float32(0.65998155), 'Hop': np.float32(0.65936774), 'Kneel': np.float32(0.66309184), 'Pick up object': np.float32(0.66276866), 'Sit down': np.float32(0.6512485), 'Walk': np.float32(0.65850925)}
t=155 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6614372), 'Fall forward': np.float32(0.6675075), 'Fall left': np.float32(0.66468215), 'Fall right': np.float32(0.66120535), 'Fall sitting': np.float32(0.6605174), 'Hop': np.float32(0.66031784), 'Kneel': np.float32(0.6638014), 'Pick up object': np.float32(0.66376925), 'Sit down': np.float32(0.6519916), 'Walk': np.float32(0.6594007)}
t=160 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6616795), 'Fall forward': np.float32(0.66782653), 'Fall left': np.float32(0.6650271), 'Fall right': np.float32(0.6615736), 'Fall sitting': np.float32(0.6608549), 'Hop': np.float32(0.66121376), 'Kneel': np.float32(0.6644631), 'Pick up object': np.float32(0.6646531), 'Sit down': np.float32(0.6526914), 'Walk': np.float32(0.66025543)}
t=165 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6619066), 'Fall forward': np.float32(0.66808945), 'Fall left': np.float32(0.6652914), 'Fall right': np.float32(0.6618893), 'Fall sitting': np.float32(0.66102296), 'Hop': np.float32(0.6620081), 'Kneel': np.float32(0.66501), 'Pick up object': np.float32(0.66538966), 'Sit down': np.float32(0.65331644), 'Walk': np.float32(0.6610185)}
