Ground Truth: Pick up object

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.66323936), 'Fall forward': np.float32(0.66311663), 'Fall left': np.float32(0.66448057), 'Fall right': np.float32(0.6640948), 'Fall sitting': np.float32(0.64461493), 'Hop': np.float32(0.6622674), 'Kneel': np.float32(0.6635132), 'Pick up object': np.float32(0.6634069), 'Sit down': np.float32(0.6570666), 'Walk': np.float32(0.66731447)}
t=90 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6672197), 'Fall forward': np.float32(0.6637128), 'Fall left': np.float32(0.66728544), 'Fall right': np.float32(0.66478205), 'Fall sitting': np.float32(0.6489923), 'Hop': np.float32(0.6656214), 'Kneel': np.float32(0.6639449), 'Pick up object': np.float32(0.66908646), 'Sit down': np.float32(0.66151243), 'Walk': np.float32(0.66842544)}
t=95 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66787404), 'Fall forward': np.float32(0.663959), 'Fall left': np.float32(0.66781837), 'Fall right': np.float32(0.6653236), 'Fall sitting': np.float32(0.6494697), 'Hop': np.float32(0.66570157), 'Kneel': np.float32(0.66436243), 'Pick up object': np.float32(0.6693466), 'Sit down': np.float32(0.6622648), 'Walk': np.float32(0.6685311)}
t=100 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6682275), 'Fall forward': np.float32(0.6639166), 'Fall left': np.float32(0.66805375), 'Fall right': np.float32(0.66555864), 'Fall sitting': np.float32(0.64964813), 'Hop': np.float32(0.6656493), 'Kneel': np.float32(0.66459095), 'Pick up object': np.float32(0.66953015), 'Sit down': np.float32(0.66286945), 'Walk': np.float32(0.6685565)}
t=105 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6681441), 'Fall forward': np.float32(0.66347843), 'Fall left': np.float32(0.6678733), 'Fall right': np.float32(0.6653343), 'Fall sitting': np.float32(0.64929193), 'Hop': np.float32(0.6651863), 'Kneel': np.float32(0.66443306), 'Pick up object': np.float32(0.6693034), 'Sit down': np.float32(0.6628197), 'Walk': np.float32(0.6680519)}
t=110 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6677246), 'Fall forward': np.float32(0.6626502), 'Fall left': np.float32(0.6673057), 'Fall right': np.float32(0.6647405), 'Fall sitting': np.float32(0.6485842), 'Hop': np.float32(0.66431236), 'Kneel': np.float32(0.66391003), 'Pick up object': np.float32(0.6687856), 'Sit down': np.float32(0.662359), 'Walk': np.float32(0.6671485)}
t=115 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6674323), 'Fall forward': np.float32(0.6620571), 'Fall left': np.float32(0.66691184), 'Fall right': np.float32(0.664267), 'Fall sitting': np.float32(0.6480649), 'Hop': np.float32(0.6636141), 'Kneel': np.float32(0.6635272), 'Pick up object': np.float32(0.66833127), 'Sit down': np.float32(0.6619825), 'Walk': np.float32(0.66639715)}
t=120 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66682714), 'Fall forward': np.float32(0.66114014), 'Fall left': np.float32(0.66620433), 'Fall right': np.float32(0.66346174), 'Fall sitting': np.float32(0.64727706), 'Hop': np.float32(0.66265684), 'Kneel': np.float32(0.6628312), 'Pick up object': np.float32(0.66763383), 'Sit down': np.float32(0.66134006), 'Walk': np.float32(0.6653643)}
t=125 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66733617), 'Fall forward': np.float32(0.66147965), 'Fall left': np.float32(0.6666422), 'Fall right': np.float32(0.6638804), 'Fall sitting': np.float32(0.6475669), 'Hop': np.float32(0.66286904), 'Kneel': np.float32(0.663284), 'Pick up object': np.float32(0.66796637), 'Sit down': np.float32(0.66165614), 'Walk': np.float32(0.6655716)}
t=130 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6681961), 'Fall forward': np.float32(0.66222), 'Fall left': np.float32(0.66742826), 'Fall right': np.float32(0.66463447), 'Fall sitting': np.float32(0.6484902), 'Hop': np.float32(0.6633381), 'Kneel': np.float32(0.66409445), 'Pick up object': np.float32(0.66862196), 'Sit down': np.float32(0.6623526), 'Walk': np.float32(0.66599214)}
t=135 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6692745), 'Fall forward': np.float32(0.66331863), 'Fall left': np.float32(0.6684271), 'Fall right': np.float32(0.66566336), 'Fall sitting': np.float32(0.6497439), 'Hop': np.float32(0.66402805), 'Kneel': np.float32(0.6651342), 'Pick up object': np.float32(0.6694588), 'Sit down': np.float32(0.663218), 'Walk': np.float32(0.6667188)}
t=140 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67010415), 'Fall forward': np.float32(0.6641491), 'Fall left': np.float32(0.6692429), 'Fall right': np.float32(0.66655076), 'Fall sitting': np.float32(0.6509733), 'Hop': np.float32(0.66454905), 'Kneel': np.float32(0.6659437), 'Pick up object': np.float32(0.6702059), 'Sit down': np.float32(0.6639886), 'Walk': np.float32(0.66724783)}
t=145 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6705139), 'Fall forward': np.float32(0.66452855), 'Fall left': np.float32(0.6696091), 'Fall right': np.float32(0.666991), 'Fall sitting': np.float32(0.65170735), 'Hop': np.float32(0.66487813), 'Kneel': np.float32(0.6662864), 'Pick up object': np.float32(0.6707119), 'Sit down': np.float32(0.6643639), 'Walk': np.float32(0.6675645)}
t=150 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6706471), 'Fall forward': np.float32(0.6646041), 'Fall left': np.float32(0.66966915), 'Fall right': np.float32(0.66715246), 'Fall sitting': np.float32(0.6521843), 'Hop': np.float32(0.6652224), 'Kneel': np.float32(0.6664764), 'Pick up object': np.float32(0.67131835), 'Sit down': np.float32(0.6645608), 'Walk': np.float32(0.66781294)}
t=155 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6705369), 'Fall forward': np.float32(0.6644128), 'Fall left': np.float32(0.6695019), 'Fall right': np.float32(0.6671098), 'Fall sitting': np.float32(0.6523013), 'Hop': np.float32(0.6653724), 'Kneel': np.float32(0.66640884), 'Pick up object': np.float32(0.671695), 'Sit down': np.float32(0.66461706), 'Walk': np.float32(0.6678521)}
t=160 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6702012), 'Fall forward': np.float32(0.6639538), 'Fall left': np.float32(0.6691094), 'Fall right': np.float32(0.66684663), 'Fall sitting': np.float32(0.65221995), 'Hop': np.float32(0.6651831), 'Kneel': np.float32(0.6661095), 'Pick up object': np.float32(0.6717914), 'Sit down': np.float32(0.66443473), 'Walk': np.float32(0.6675561)}
t=165 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6694765), 'Fall forward': np.float32(0.66314965), 'Fall left': np.float32(0.66834515), 'Fall right': np.float32(0.6661921), 'Fall sitting': np.float32(0.6517197), 'Hop': np.float32(0.6646973), 'Kneel': np.float32(0.6654519), 'Pick up object': np.float32(0.6714913), 'Sit down': np.float32(0.6638795), 'Walk': np.float32(0.6669469)}
t=170 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66861236), 'Fall forward': np.float32(0.66220105), 'Fall left': np.float32(0.66744095), 'Fall right': np.float32(0.6653992), 'Fall sitting': np.float32(0.6511129), 'Hop': np.float32(0.6640413), 'Kneel': np.float32(0.6646879), 'Pick up object': np.float32(0.6710315), 'Sit down': np.float32(0.6631636), 'Walk': np.float32(0.6661715)}
t=175 | pred=Pick up object | scores={'Fall backwards': np.float32(0.667465), 'Fall forward': np.float32(0.6609194), 'Fall left': np.float32(0.66626066), 'Fall right': np.float32(0.66428113), 'Fall sitting': np.float32(0.65018916), 'Hop': np.float32(0.6631093), 'Kneel': np.float32(0.66358525), 'Pick up object': np.float32(0.67026955), 'Sit down': np.float32(0.6621565), 'Walk': np.float32(0.66510427)}
t=180 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66632515), 'Fall forward': np.float32(0.6597249), 'Fall left': np.float32(0.66512793), 'Fall right': np.float32(0.66317934), 'Fall sitting': np.float32(0.6493789), 'Hop': np.float32(0.66233546), 'Kneel': np.float32(0.6625761), 'Pick up object': np.float32(0.6696635), 'Sit down': np.float32(0.6611492), 'Walk': np.float32(0.6642377)}
t=185 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6660949), 'Fall forward': np.float32(0.6596652), 'Fall left': np.float32(0.66494334), 'Fall right': np.float32(0.66298705), 'Fall sitting': np.float32(0.6493958), 'Hop': np.float32(0.66257316), 'Kneel': np.float32(0.6625223), 'Pick up object': np.float32(0.66989195), 'Sit down': np.float32(0.66093695), 'Walk': np.float32(0.66446185)}
t=190 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6654575), 'Fall forward': np.float32(0.6590109), 'Fall left': np.float32(0.6643337), 'Fall right': np.float32(0.66242075), 'Fall sitting': np.float32(0.64902353), 'Hop': np.float32(0.6624028), 'Kneel': np.float32(0.66208524), 'Pick up object': np.float32(0.66977185), 'Sit down': np.float32(0.6604155), 'Walk': np.float32(0.6642124)}
t=195 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66520756), 'Fall forward': np.float32(0.65868986), 'Fall left': np.float32(0.66409385), 'Fall right': np.float32(0.66223377), 'Fall sitting': np.float32(0.6488851), 'Hop': np.float32(0.6625228), 'Kneel': np.float32(0.66199946), 'Pick up object': np.float32(0.66991216), 'Sit down': np.float32(0.660255), 'Walk': np.float32(0.6642594)}
t=200 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66512734), 'Fall forward': np.float32(0.6585045), 'Fall left': np.float32(0.6640474), 'Fall right': np.float32(0.66227925), 'Fall sitting': np.float32(0.6490105), 'Hop': np.float32(0.66276157), 'Kneel': np.float32(0.6621163), 'Pick up object': np.float32(0.6702279), 'Sit down': np.float32(0.66029733), 'Walk': np.float32(0.6644168)}
t=205 | pred=Pick up object | scores={'Fall backwards': np.float32(0.664877), 'Fall forward': np.float32(0.65816945), 'Fall left': np.float32(0.6638274), 'Fall right': np.float32(0.66211945), 'Fall sitting': np.float32(0.6488731), 'Hop': np.float32(0.66278094), 'Kneel': np.float32(0.6620057), 'Pick up object': np.float32(0.67030895), 'Sit down': np.float32(0.66020167), 'Walk': np.float32(0.6643458)}
t=210 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6645633), 'Fall forward': np.float32(0.6577723), 'Fall left': np.float32(0.66351753), 'Fall right': np.float32(0.66190493), 'Fall sitting': np.float32(0.6487229), 'Hop': np.float32(0.6627257), 'Kneel': np.float32(0.6618265), 'Pick up object': np.float32(0.67037076), 'Sit down': np.float32(0.6600224), 'Walk': np.float32(0.66421866)}
t=215 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66427743), 'Fall forward': np.float32(0.6574293), 'Fall left': np.float32(0.66319543), 'Fall right': np.float32(0.66167426), 'Fall sitting': np.float32(0.64851993), 'Hop': np.float32(0.66267395), 'Kneel': np.float32(0.6616371), 'Pick up object': np.float32(0.67036843), 'Sit down': np.float32(0.65978426), 'Walk': np.float32(0.6640987)}
t=220 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6635633), 'Fall forward': np.float32(0.65669316), 'Fall left': np.float32(0.66246223), 'Fall right': np.float32(0.6610126), 'Fall sitting': np.float32(0.64797854), 'Hop': np.float32(0.66232353), 'Kneel': np.float32(0.6610632), 'Pick up object': np.float32(0.67009926), 'Sit down': np.float32(0.6592224), 'Walk': np.float32(0.6636649)}
t=225 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6633234), 'Fall forward': np.float32(0.65648824), 'Fall left': np.float32(0.662235), 'Fall right': np.float32(0.66081655), 'Fall sitting': np.float32(0.6479616), 'Hop': np.float32(0.66242045), 'Kneel': np.float32(0.66088784), 'Pick up object': np.float32(0.670228), 'Sit down': np.float32(0.6590755), 'Walk': np.float32(0.6637151)}
t=230 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66351527), 'Fall forward': np.float32(0.6568803), 'Fall left': np.float32(0.6625278), 'Fall right': np.float32(0.66108716), 'Fall sitting': np.float32(0.64841664), 'Hop': np.float32(0.6630955), 'Kneel': np.float32(0.6613037), 'Pick up object': np.float32(0.6708867), 'Sit down': np.float32(0.65946156), 'Walk': np.float32(0.66439146)}
t=235 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6639467), 'Fall forward': np.float32(0.6574502), 'Fall left': np.float32(0.6630301), 'Fall right': np.float32(0.66159713), 'Fall sitting': np.float32(0.6489845), 'Hop': np.float32(0.66384643), 'Kneel': np.float32(0.66184205), 'Pick up object': np.float32(0.671624), 'Sit down': np.float32(0.65997714), 'Walk': np.float32(0.665169)}
t=240 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6640913), 'Fall forward': np.float32(0.65771717), 'Fall left': np.float32(0.66321653), 'Fall right': np.float32(0.66181546), 'Fall sitting': np.float32(0.6492323), 'Hop': np.float32(0.6642727), 'Kneel': np.float32(0.6621021), 'Pick up object': np.float32(0.6720018), 'Sit down': np.float32(0.660224), 'Walk': np.float32(0.6656182)}
t=245 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66425586), 'Fall forward': np.float32(0.6580279), 'Fall left': np.float32(0.6634249), 'Fall right': np.float32(0.66200274), 'Fall sitting': np.float32(0.6494764), 'Hop': np.float32(0.66475254), 'Kneel': np.float32(0.6623761), 'Pick up object': np.float32(0.6723363), 'Sit down': np.float32(0.6605029), 'Walk': np.float32(0.6661248)}
t=250 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6644264), 'Fall forward': np.float32(0.658343), 'Fall left': np.float32(0.66362655), 'Fall right': np.float32(0.6621772), 'Fall sitting': np.float32(0.6497846), 'Hop': np.float32(0.6652625), 'Kneel': np.float32(0.66270685), 'Pick up object': np.float32(0.6726932), 'Sit down': np.float32(0.66083413), 'Walk': np.float32(0.6666825)}
t=255 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6647514), 'Fall forward': np.float32(0.658864), 'Fall left': np.float32(0.6639801), 'Fall right': np.float32(0.66249716), 'Fall sitting': np.float32(0.6502781), 'Hop': np.float32(0.66583765), 'Kneel': np.float32(0.6631884), 'Pick up object': np.float32(0.6731471), 'Sit down': np.float32(0.66126037), 'Walk': np.float32(0.6673154)}
t=260 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66496605), 'Fall forward': np.float32(0.6592257), 'Fall left': np.float32(0.6641765), 'Fall right': np.float32(0.66268504), 'Fall sitting': np.float32(0.65060836), 'Hop': np.float32(0.6662383), 'Kneel': np.float32(0.6635256), 'Pick up object': np.float32(0.67347854), 'Sit down': np.float32(0.66157794), 'Walk': np.float32(0.66774875)}
t=265 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6652205), 'Fall forward': np.float32(0.65957475), 'Fall left': np.float32(0.6644335), 'Fall right': np.float32(0.6629047), 'Fall sitting': np.float32(0.65093815), 'Hop': np.float32(0.6666064), 'Kneel': np.float32(0.6638695), 'Pick up object': np.float32(0.6737656), 'Sit down': np.float32(0.6619186), 'Walk': np.float32(0.66818064)}
t=270 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6651661), 'Fall forward': np.float32(0.65962505), 'Fall left': np.float32(0.66436994), 'Fall right': np.float32(0.66281897), 'Fall sitting': np.float32(0.65097326), 'Hop': np.float32(0.66675335), 'Kneel': np.float32(0.66388386), 'Pick up object': np.float32(0.67379564), 'Sit down': np.float32(0.6619456), 'Walk': np.float32(0.6683706)}
