Ground Truth: Fall backwards

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.5918236), 'Fall forward': np.float32(0.5975034), 'Fall left': np.float32(0.5914345), 'Fall right': np.float32(0.6001016), 'Fall sitting': np.float32(0.5772612), 'Hop': np.float32(0.6117703), 'Kneel': np.float32(0.5972197), 'Pick up object': np.float32(0.601645), 'Sit down': np.float32(0.5900084), 'Walk': np.float32(0.6089638)}
t=70 | pred=Hop | scores={'Fall backwards': np.float32(0.5985949), 'Fall forward': np.float32(0.60027844), 'Fall left': np.float32(0.5985268), 'Fall right': np.float32(0.6066927), 'Fall sitting': np.float32(0.58336496), 'Hop': np.float32(0.61272126), 'Kneel': np.float32(0.6027872), 'Pick up object': np.float32(0.60616124), 'Sit down': np.float32(0.59717613), 'Walk': np.float32(0.610315)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.5993999), 'Fall forward': np.float32(0.6009328), 'Fall left': np.float32(0.59922), 'Fall right': np.float32(0.60743755), 'Fall sitting': np.float32(0.58387816), 'Hop': np.float32(0.6128107), 'Kneel': np.float32(0.6033008), 'Pick up object': np.float32(0.60642165), 'Sit down': np.float32(0.59734094), 'Walk': np.float32(0.6105051)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.5998257), 'Fall forward': np.float32(0.6012908), 'Fall left': np.float32(0.59955555), 'Fall right': np.float32(0.6078085), 'Fall sitting': np.float32(0.58398664), 'Hop': np.float32(0.61262375), 'Kneel': np.float32(0.60344857), 'Pick up object': np.float32(0.6063774), 'Sit down': np.float32(0.5971839), 'Walk': np.float32(0.6104479)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.6000132), 'Fall forward': np.float32(0.60150665), 'Fall left': np.float32(0.5997274), 'Fall right': np.float32(0.6079712), 'Fall sitting': np.float32(0.5838452), 'Hop': np.float32(0.61252505), 'Kneel': np.float32(0.6035273), 'Pick up object': np.float32(0.60628015), 'Sit down': np.float32(0.5969809), 'Walk': np.float32(0.61042315)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.6001459), 'Fall forward': np.float32(0.6015902), 'Fall left': np.float32(0.59990263), 'Fall right': np.float32(0.6081711), 'Fall sitting': np.float32(0.58376104), 'Hop': np.float32(0.6124067), 'Kneel': np.float32(0.6035638), 'Pick up object': np.float32(0.6062458), 'Sit down': np.float32(0.59685206), 'Walk': np.float32(0.61034733)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.60026646), 'Fall forward': np.float32(0.6015275), 'Fall left': np.float32(0.6000173), 'Fall right': np.float32(0.60831124), 'Fall sitting': np.float32(0.5836643), 'Hop': np.float32(0.61225975), 'Kneel': np.float32(0.6035334), 'Pick up object': np.float32(0.60617256), 'Sit down': np.float32(0.5967815), 'Walk': np.float32(0.61023927)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.601151), 'Fall forward': np.float32(0.6021514), 'Fall left': np.float32(0.60081804), 'Fall right': np.float32(0.60912836), 'Fall sitting': np.float32(0.5844203), 'Hop': np.float32(0.61258984), 'Kneel': np.float32(0.6041899), 'Pick up object': np.float32(0.6067675), 'Sit down': np.float32(0.5973429), 'Walk': np.float32(0.61062396)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.60173595), 'Fall forward': np.float32(0.60262215), 'Fall left': np.float32(0.60138714), 'Fall right': np.float32(0.60968256), 'Fall sitting': np.float32(0.58498996), 'Hop': np.float32(0.61279625), 'Kneel': np.float32(0.6046604), 'Pick up object': np.float32(0.6071098), 'Sit down': np.float32(0.5977066), 'Walk': np.float32(0.61091065)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.6022334), 'Fall forward': np.float32(0.6030546), 'Fall left': np.float32(0.60187423), 'Fall right': np.float32(0.61010367), 'Fall sitting': np.float32(0.58515567), 'Hop': np.float32(0.6129444), 'Kneel': np.float32(0.60507655), 'Pick up object': np.float32(0.60726345), 'Sit down': np.float32(0.5978809), 'Walk': np.float32(0.6111936)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.6023476), 'Fall forward': np.float32(0.60315806), 'Fall left': np.float32(0.60202295), 'Fall right': np.float32(0.61018753), 'Fall sitting': np.float32(0.5849804), 'Hop': np.float32(0.61287093), 'Kneel': np.float32(0.6052021), 'Pick up object': np.float32(0.6071244), 'Sit down': np.float32(0.5978259), 'Walk': np.float32(0.6112042)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.6024073), 'Fall forward': np.float32(0.6032392), 'Fall left': np.float32(0.6021634), 'Fall right': np.float32(0.6102173), 'Fall sitting': np.float32(0.58478034), 'Hop': np.float32(0.61274093), 'Kneel': np.float32(0.60532707), 'Pick up object': np.float32(0.60694814), 'Sit down': np.float32(0.59771293), 'Walk': np.float32(0.611146)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.6025265), 'Fall forward': np.float32(0.6034387), 'Fall left': np.float32(0.6023109), 'Fall right': np.float32(0.6102706), 'Fall sitting': np.float32(0.58477074), 'Hop': np.float32(0.61268336), 'Kneel': np.float32(0.60550594), 'Pick up object': np.float32(0.6068735), 'Sit down': np.float32(0.59767175), 'Walk': np.float32(0.61116457)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.60249674), 'Fall forward': np.float32(0.6034635), 'Fall left': np.float32(0.60232437), 'Fall right': np.float32(0.610196), 'Fall sitting': np.float32(0.58454806), 'Hop': np.float32(0.61245066), 'Kneel': np.float32(0.6055652), 'Pick up object': np.float32(0.6066524), 'Sit down': np.float32(0.5974643), 'Walk': np.float32(0.6109916)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.60225844), 'Fall forward': np.float32(0.60324204), 'Fall left': np.float32(0.60212094), 'Fall right': np.float32(0.6099437), 'Fall sitting': np.float32(0.5841865), 'Hop': np.float32(0.6120647), 'Kneel': np.float32(0.60540384), 'Pick up object': np.float32(0.6062841), 'Sit down': np.float32(0.5971684), 'Walk': np.float32(0.61063665)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.60207516), 'Fall forward': np.float32(0.60298014), 'Fall left': np.float32(0.6019389), 'Fall right': np.float32(0.6097033), 'Fall sitting': np.float32(0.58383095), 'Hop': np.float32(0.6116052), 'Kneel': np.float32(0.60516393), 'Pick up object': np.float32(0.60584235), 'Sit down': np.float32(0.5968751), 'Walk': np.float32(0.61021775)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.6022459), 'Fall forward': np.float32(0.60307175), 'Fall left': np.float32(0.60208094), 'Fall right': np.float32(0.6098195), 'Fall sitting': np.float32(0.5839272), 'Hop': np.float32(0.61160696), 'Kneel': np.float32(0.6052673), 'Pick up object': np.float32(0.6058369), 'Sit down': np.float32(0.59700304), 'Walk': np.float32(0.61027116)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.6026935), 'Fall forward': np.float32(0.60347384), 'Fall left': np.float32(0.6025088), 'Fall right': np.float32(0.6102254), 'Fall sitting': np.float32(0.58431244), 'Hop': np.float32(0.61194223), 'Kneel': np.float32(0.60563344), 'Pick up object': np.float32(0.6061713), 'Sit down': np.float32(0.59736913), 'Walk': np.float32(0.61064583)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.6030234), 'Fall forward': np.float32(0.60370654), 'Fall left': np.float32(0.6027723), 'Fall right': np.float32(0.6104986), 'Fall sitting': np.float32(0.5845346), 'Hop': np.float32(0.61211145), 'Kneel': np.float32(0.6058275), 'Pick up object': np.float32(0.6063596), 'Sit down': np.float32(0.5975563), 'Walk': np.float32(0.61087406)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.6033819), 'Fall forward': np.float32(0.6039751), 'Fall left': np.float32(0.60307705), 'Fall right': np.float32(0.610823), 'Fall sitting': np.float32(0.5848081), 'Hop': np.float32(0.61232805), 'Kneel': np.float32(0.606053), 'Pick up object': np.float32(0.60661674), 'Sit down': np.float32(0.59781456), 'Walk': np.float32(0.6111436)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.6037051), 'Fall forward': np.float32(0.60425705), 'Fall left': np.float32(0.6033554), 'Fall right': np.float32(0.6111151), 'Fall sitting': np.float32(0.585115), 'Hop': np.float32(0.6125869), 'Kneel': np.float32(0.60626394), 'Pick up object': np.float32(0.60689074), 'Sit down': np.float32(0.59804714), 'Walk': np.float32(0.6114205)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.60401696), 'Fall forward': np.float32(0.6045165), 'Fall left': np.float32(0.60361755), 'Fall right': np.float32(0.6113657), 'Fall sitting': np.float32(0.58531815), 'Hop': np.float32(0.61279047), 'Kneel': np.float32(0.6064564), 'Pick up object': np.float32(0.6071149), 'Sit down': np.float32(0.5982065), 'Walk': np.float32(0.61167014)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.6041834), 'Fall forward': np.float32(0.60464233), 'Fall left': np.float32(0.6037287), 'Fall right': np.float32(0.6114816), 'Fall sitting': np.float32(0.58537644), 'Hop': np.float32(0.61285746), 'Kneel': np.float32(0.6065268), 'Pick up object': np.float32(0.60722774), 'Sit down': np.float32(0.5982323), 'Walk': np.float32(0.6117906)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.60427576), 'Fall forward': np.float32(0.6046712), 'Fall left': np.float32(0.60377413), 'Fall right': np.float32(0.6115287), 'Fall sitting': np.float32(0.5853365), 'Hop': np.float32(0.6128036), 'Kneel': np.float32(0.6065174), 'Pick up object': np.float32(0.60723454), 'Sit down': np.float32(0.59818375), 'Walk': np.float32(0.6118102)}
t=185 | pred=Hop | scores={'Fall backwards': np.float32(0.60423905), 'Fall forward': np.float32(0.6046358), 'Fall left': np.float32(0.6037369), 'Fall right': np.float32(0.6114725), 'Fall sitting': np.float32(0.58523095), 'Hop': np.float32(0.61272204), 'Kneel': np.float32(0.6064336), 'Pick up object': np.float32(0.6071781), 'Sit down': np.float32(0.5980619), 'Walk': np.float32(0.61174774)}
t=190 | pred=Hop | scores={'Fall backwards': np.float32(0.60424703), 'Fall forward': np.float32(0.6046253), 'Fall left': np.float32(0.60372293), 'Fall right': np.float32(0.611417), 'Fall sitting': np.float32(0.58513665), 'Hop': np.float32(0.6126343), 'Kneel': np.float32(0.6063567), 'Pick up object': np.float32(0.6071126), 'Sit down': np.float32(0.59796476), 'Walk': np.float32(0.6117085)}
t=195 | pred=Hop | scores={'Fall backwards': np.float32(0.6042433), 'Fall forward': np.float32(0.6046139), 'Fall left': np.float32(0.60372484), 'Fall right': np.float32(0.6113858), 'Fall sitting': np.float32(0.5850939), 'Hop': np.float32(0.6125965), 'Kneel': np.float32(0.6062848), 'Pick up object': np.float32(0.6070763), 'Sit down': np.float32(0.5979119), 'Walk': np.float32(0.6117177)}
t=200 | pred=Hop | scores={'Fall backwards': np.float32(0.60434335), 'Fall forward': np.float32(0.60467947), 'Fall left': np.float32(0.6038535), 'Fall right': np.float32(0.6114917), 'Fall sitting': np.float32(0.58515054), 'Hop': np.float32(0.6126513), 'Kneel': np.float32(0.60633713), 'Pick up object': np.float32(0.6071603), 'Sit down': np.float32(0.59801376), 'Walk': np.float32(0.6118065)}
t=205 | pred=Hop | scores={'Fall backwards': np.float32(0.60441524), 'Fall forward': np.float32(0.60474896), 'Fall left': np.float32(0.6039519), 'Fall right': np.float32(0.61158544), 'Fall sitting': np.float32(0.5851958), 'Hop': np.float32(0.6127383), 'Kneel': np.float32(0.60641426), 'Pick up object': np.float32(0.60725844), 'Sit down': np.float32(0.5980959), 'Walk': np.float32(0.61190844)}
t=210 | pred=Hop | scores={'Fall backwards': np.float32(0.6043013), 'Fall forward': np.float32(0.6046641), 'Fall left': np.float32(0.60389847), 'Fall right': np.float32(0.6115268), 'Fall sitting': np.float32(0.58506095), 'Hop': np.float32(0.61269456), 'Kneel': np.float32(0.60634965), 'Pick up object': np.float32(0.6071784), 'Sit down': np.float32(0.5980167), 'Walk': np.float32(0.61185527)}
