Ground Truth: Fall forward

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.5813136), 'Fall forward': np.float32(0.58972186), 'Fall left': np.float32(0.5817926), 'Fall right': np.float32(0.5906014), 'Fall sitting': np.float32(0.5612985), 'Hop': np.float32(0.59788656), 'Kneel': np.float32(0.5864984), 'Pick up object': np.float32(0.5878862), 'Sit down': np.float32(0.5760969), 'Walk': np.float32(0.59588134)}
t=70 | pred=Hop | scores={'Fall backwards': np.float32(0.59076864), 'Fall forward': np.float32(0.6001327), 'Fall left': np.float32(0.5910794), 'Fall right': np.float32(0.59954166), 'Fall sitting': np.float32(0.5750502), 'Hop': np.float32(0.6043813), 'Kneel': np.float32(0.5965859), 'Pick up object': np.float32(0.59760356), 'Sit down': np.float32(0.5842862), 'Walk': np.float32(0.60228956)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.5920035), 'Fall forward': np.float32(0.6015947), 'Fall left': np.float32(0.59221834), 'Fall right': np.float32(0.60048205), 'Fall sitting': np.float32(0.5766273), 'Hop': np.float32(0.6056076), 'Kneel': np.float32(0.59791774), 'Pick up object': np.float32(0.5990537), 'Sit down': np.float32(0.5855682), 'Walk': np.float32(0.6035726)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.5936828), 'Fall forward': np.float32(0.6033997), 'Fall left': np.float32(0.59377164), 'Fall right': np.float32(0.60186046), 'Fall sitting': np.float32(0.57866377), 'Hop': np.float32(0.6071304), 'Kneel': np.float32(0.599662), 'Pick up object': np.float32(0.6008424), 'Sit down': np.float32(0.5871859), 'Walk': np.float32(0.6051627)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.5946358), 'Fall forward': np.float32(0.6044944), 'Fall left': np.float32(0.5946386), 'Fall right': np.float32(0.6026158), 'Fall sitting': np.float32(0.57991356), 'Hop': np.float32(0.6080361), 'Kneel': np.float32(0.60071856), 'Pick up object': np.float32(0.60186905), 'Sit down': np.float32(0.58816767), 'Walk': np.float32(0.60613835)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.59508693), 'Fall forward': np.float32(0.6052784), 'Fall left': np.float32(0.5950819), 'Fall right': np.float32(0.6029883), 'Fall sitting': np.float32(0.58069634), 'Hop': np.float32(0.6086794), 'Kneel': np.float32(0.60149217), 'Pick up object': np.float32(0.6024802), 'Sit down': np.float32(0.5886379), 'Walk': np.float32(0.60684484)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.5951809), 'Fall forward': np.float32(0.6056039), 'Fall left': np.float32(0.59516996), 'Fall right': np.float32(0.6031027), 'Fall sitting': np.float32(0.58091605), 'Hop': np.float32(0.60887396), 'Kneel': np.float32(0.6017793), 'Pick up object': np.float32(0.6026408), 'Sit down': np.float32(0.5887043), 'Walk': np.float32(0.60705113)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.59532976), 'Fall forward': np.float32(0.6059411), 'Fall left': np.float32(0.59532267), 'Fall right': np.float32(0.6032466), 'Fall sitting': np.float32(0.5812469), 'Hop': np.float32(0.60915786), 'Kneel': np.float32(0.60216236), 'Pick up object': np.float32(0.6029216), 'Sit down': np.float32(0.5888222), 'Walk': np.float32(0.60731095)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.5952913), 'Fall forward': np.float32(0.6060358), 'Fall left': np.float32(0.5952833), 'Fall right': np.float32(0.60324), 'Fall sitting': np.float32(0.58140606), 'Hop': np.float32(0.6092502), 'Kneel': np.float32(0.6023332), 'Pick up object': np.float32(0.603021), 'Sit down': np.float32(0.58885586), 'Walk': np.float32(0.6073924)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.59555614), 'Fall forward': np.float32(0.60619754), 'Fall left': np.float32(0.5955259), 'Fall right': np.float32(0.6035303), 'Fall sitting': np.float32(0.58178), 'Hop': np.float32(0.60955566), 'Kneel': np.float32(0.60273767), 'Pick up object': np.float32(0.6034039), 'Sit down': np.float32(0.5893913), 'Walk': np.float32(0.60765374)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.5958143), 'Fall forward': np.float32(0.6063277), 'Fall left': np.float32(0.5957554), 'Fall right': np.float32(0.6038544), 'Fall sitting': np.float32(0.5820125), 'Hop': np.float32(0.6097129), 'Kneel': np.float32(0.6030489), 'Pick up object': np.float32(0.60361177), 'Sit down': np.float32(0.5897997), 'Walk': np.float32(0.60777324)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.59617645), 'Fall forward': np.float32(0.60654926), 'Fall left': np.float32(0.596082), 'Fall right': np.float32(0.60430115), 'Fall sitting': np.float32(0.5823177), 'Hop': np.float32(0.60994905), 'Kneel': np.float32(0.6034825), 'Pick up object': np.float32(0.6039141), 'Sit down': np.float32(0.5903116), 'Walk': np.float32(0.60799444)}
