Ground Truth: Sit down

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.64861256), 'Fall forward': np.float32(0.64806014), 'Fall left': np.float32(0.6515128), 'Fall right': np.float32(0.64808786), 'Fall sitting': np.float32(0.6438201), 'Hop': np.float32(0.6617832), 'Kneel': np.float32(0.6533964), 'Pick up object': np.float32(0.6530339), 'Sit down': np.float32(0.65260506), 'Walk': np.float32(0.65934604)}
t=70 | pred=Sit down | scores={'Fall backwards': np.float32(0.6410833), 'Fall forward': np.float32(0.64248097), 'Fall left': np.float32(0.6472194), 'Fall right': np.float32(0.6411274), 'Fall sitting': np.float32(0.6505612), 'Hop': np.float32(0.6551846), 'Kneel': np.float32(0.6480708), 'Pick up object': np.float32(0.65110976), 'Sit down': np.float32(0.65524936), 'Walk': np.float32(0.65023285)}
t=75 | pred=Sit down | scores={'Fall backwards': np.float32(0.6419874), 'Fall forward': np.float32(0.64278233), 'Fall left': np.float32(0.648062), 'Fall right': np.float32(0.6422072), 'Fall sitting': np.float32(0.6509145), 'Hop': np.float32(0.65559435), 'Kneel': np.float32(0.64874405), 'Pick up object': np.float32(0.6516394), 'Sit down': np.float32(0.6565815), 'Walk': np.float32(0.6506385)}
t=80 | pred=Sit down | scores={'Fall backwards': np.float32(0.64235586), 'Fall forward': np.float32(0.64250547), 'Fall left': np.float32(0.6482392), 'Fall right': np.float32(0.64254755), 'Fall sitting': np.float32(0.650763), 'Hop': np.float32(0.65536493), 'Kneel': np.float32(0.6489354), 'Pick up object': np.float32(0.65160286), 'Sit down': np.float32(0.65735734), 'Walk': np.float32(0.6504502)}
t=85 | pred=Sit down | scores={'Fall backwards': np.float32(0.6433091), 'Fall forward': np.float32(0.6429391), 'Fall left': np.float32(0.6490333), 'Fall right': np.float32(0.64360356), 'Fall sitting': np.float32(0.65139276), 'Hop': np.float32(0.65567756), 'Kneel': np.float32(0.64973843), 'Pick up object': np.float32(0.65226865), 'Sit down': np.float32(0.65874565), 'Walk': np.float32(0.6506915)}
t=90 | pred=Sit down | scores={'Fall backwards': np.float32(0.6437334), 'Fall forward': np.float32(0.6426629), 'Fall left': np.float32(0.64935315), 'Fall right': np.float32(0.6441414), 'Fall sitting': np.float32(0.65175366), 'Hop': np.float32(0.6554299), 'Kneel': np.float32(0.64983743), 'Pick up object': np.float32(0.65257543), 'Sit down': np.float32(0.6598748), 'Walk': np.float32(0.6504848)}
t=95 | pred=Sit down | scores={'Fall backwards': np.float32(0.6442888), 'Fall forward': np.float32(0.6428031), 'Fall left': np.float32(0.649936), 'Fall right': np.float32(0.64473647), 'Fall sitting': np.float32(0.6527146), 'Hop': np.float32(0.6554055), 'Kneel': np.float32(0.6502918), 'Pick up object': np.float32(0.6528814), 'Sit down': np.float32(0.6610655), 'Walk': np.float32(0.6505477)}
t=100 | pred=Sit down | scores={'Fall backwards': np.float32(0.6438813), 'Fall forward': np.float32(0.6418104), 'Fall left': np.float32(0.6497031), 'Fall right': np.float32(0.64441055), 'Fall sitting': np.float32(0.6525314), 'Hop': np.float32(0.65461487), 'Kneel': np.float32(0.6499661), 'Pick up object': np.float32(0.65242946), 'Sit down': np.float32(0.6615556), 'Walk': np.float32(0.64966017)}
t=105 | pred=Sit down | scores={'Fall backwards': np.float32(0.64354986), 'Fall forward': np.float32(0.6411543), 'Fall left': np.float32(0.6494403), 'Fall right': np.float32(0.64415675), 'Fall sitting': np.float32(0.6524111), 'Hop': np.float32(0.65387654), 'Kneel': np.float32(0.64970237), 'Pick up object': np.float32(0.6519612), 'Sit down': np.float32(0.66169554), 'Walk': np.float32(0.64889324)}
t=110 | pred=Sit down | scores={'Fall backwards': np.float32(0.64347225), 'Fall forward': np.float32(0.6406639), 'Fall left': np.float32(0.6493632), 'Fall right': np.float32(0.64414966), 'Fall sitting': np.float32(0.65223956), 'Hop': np.float32(0.65347433), 'Kneel': np.float32(0.6496039), 'Pick up object': np.float32(0.6517406), 'Sit down': np.float32(0.6620466), 'Walk': np.float32(0.6484432)}
t=115 | pred=Sit down | scores={'Fall backwards': np.float32(0.64469725), 'Fall forward': np.float32(0.6414949), 'Fall left': np.float32(0.6505217), 'Fall right': np.float32(0.6454335), 'Fall sitting': np.float32(0.65310323), 'Hop': np.float32(0.65451723), 'Kneel': np.float32(0.65081793), 'Pick up object': np.float32(0.6528685), 'Sit down': np.float32(0.663375), 'Walk': np.float32(0.6494091)}
t=120 | pred=Sit down | scores={'Fall backwards': np.float32(0.6460015), 'Fall forward': np.float32(0.6425487), 'Fall left': np.float32(0.65187573), 'Fall right': np.float32(0.6468011), 'Fall sitting': np.float32(0.6540999), 'Hop': np.float32(0.65574753), 'Kneel': np.float32(0.6522753), 'Pick up object': np.float32(0.6541146), 'Sit down': np.float32(0.66489756), 'Walk': np.float32(0.65064764)}
t=125 | pred=Sit down | scores={'Fall backwards': np.float32(0.64693916), 'Fall forward': np.float32(0.6434228), 'Fall left': np.float32(0.6528124), 'Fall right': np.float32(0.6476957), 'Fall sitting': np.float32(0.6547259), 'Hop': np.float32(0.65646404), 'Kneel': np.float32(0.6532769), 'Pick up object': np.float32(0.65484965), 'Sit down': np.float32(0.6658841), 'Walk': np.float32(0.6514062)}
t=130 | pred=Sit down | scores={'Fall backwards': np.float32(0.64764595), 'Fall forward': np.float32(0.6439702), 'Fall left': np.float32(0.65347725), 'Fall right': np.float32(0.6483581), 'Fall sitting': np.float32(0.65508723), 'Hop': np.float32(0.6568872), 'Kneel': np.float32(0.65397507), 'Pick up object': np.float32(0.65532386), 'Sit down': np.float32(0.6666428), 'Walk': np.float32(0.6518413)}
t=135 | pred=Sit down | scores={'Fall backwards': np.float32(0.6481741), 'Fall forward': np.float32(0.64435416), 'Fall left': np.float32(0.65392333), 'Fall right': np.float32(0.64887226), 'Fall sitting': np.float32(0.65528727), 'Hop': np.float32(0.6572929), 'Kneel': np.float32(0.6545093), 'Pick up object': np.float32(0.65578693), 'Sit down': np.float32(0.6671698), 'Walk': np.float32(0.6523031)}
t=140 | pred=Sit down | scores={'Fall backwards': np.float32(0.6484317), 'Fall forward': np.float32(0.6443264), 'Fall left': np.float32(0.65415055), 'Fall right': np.float32(0.6491105), 'Fall sitting': np.float32(0.65526885), 'Hop': np.float32(0.657308), 'Kneel': np.float32(0.65473044), 'Pick up object': np.float32(0.6560039), 'Sit down': np.float32(0.6675999), 'Walk': np.float32(0.6524088)}
t=145 | pred=Sit down | scores={'Fall backwards': np.float32(0.64839166), 'Fall forward': np.float32(0.64408106), 'Fall left': np.float32(0.6540906), 'Fall right': np.float32(0.6490739), 'Fall sitting': np.float32(0.655088), 'Hop': np.float32(0.65711313), 'Kneel': np.float32(0.65463746), 'Pick up object': np.float32(0.6559047), 'Sit down': np.float32(0.66773725), 'Walk': np.float32(0.6522523)}
t=150 | pred=Sit down | scores={'Fall backwards': np.float32(0.6488545), 'Fall forward': np.float32(0.64437455), 'Fall left': np.float32(0.6544842), 'Fall right': np.float32(0.6495257), 'Fall sitting': np.float32(0.65534484), 'Hop': np.float32(0.6573333), 'Kneel': np.float32(0.65502554), 'Pick up object': np.float32(0.65618986), 'Sit down': np.float32(0.66833264), 'Walk': np.float32(0.6525924)}
t=155 | pred=Sit down | scores={'Fall backwards': np.float32(0.6492394), 'Fall forward': np.float32(0.6446111), 'Fall left': np.float32(0.65480673), 'Fall right': np.float32(0.6498912), 'Fall sitting': np.float32(0.6555387), 'Hop': np.float32(0.65752286), 'Kneel': np.float32(0.6553196), 'Pick up object': np.float32(0.65642595), 'Sit down': np.float32(0.6688161), 'Walk': np.float32(0.6528912)}
t=160 | pred=Sit down | scores={'Fall backwards': np.float32(0.64969176), 'Fall forward': np.float32(0.64487946), 'Fall left': np.float32(0.65518945), 'Fall right': np.float32(0.65030557), 'Fall sitting': np.float32(0.6558628), 'Hop': np.float32(0.6577133), 'Kneel': np.float32(0.6556571), 'Pick up object': np.float32(0.65670663), 'Sit down': np.float32(0.6694296), 'Walk': np.float32(0.6532303)}
t=165 | pred=Sit down | scores={'Fall backwards': np.float32(0.6500243), 'Fall forward': np.float32(0.6451041), 'Fall left': np.float32(0.6554746), 'Fall right': np.float32(0.65062386), 'Fall sitting': np.float32(0.6561086), 'Hop': np.float32(0.65788126), 'Kneel': np.float32(0.65591997), 'Pick up object': np.float32(0.65695536), 'Sit down': np.float32(0.66985667), 'Walk': np.float32(0.65352577)}
t=170 | pred=Sit down | scores={'Fall backwards': np.float32(0.65041715), 'Fall forward': np.float32(0.6453646), 'Fall left': np.float32(0.65581053), 'Fall right': np.float32(0.65098375), 'Fall sitting': np.float32(0.6564353), 'Hop': np.float32(0.6581075), 'Kneel': np.float32(0.6562186), 'Pick up object': np.float32(0.65724254), 'Sit down': np.float32(0.67032725), 'Walk': np.float32(0.6539021)}
t=175 | pred=Sit down | scores={'Fall backwards': np.float32(0.6507161), 'Fall forward': np.float32(0.64556724), 'Fall left': np.float32(0.6560468), 'Fall right': np.float32(0.651274), 'Fall sitting': np.float32(0.6566696), 'Hop': np.float32(0.6582849), 'Kneel': np.float32(0.6564375), 'Pick up object': np.float32(0.65742224), 'Sit down': np.float32(0.67064404), 'Walk': np.float32(0.65419656)}
t=180 | pred=Sit down | scores={'Fall backwards': np.float32(0.651042), 'Fall forward': np.float32(0.64577997), 'Fall left': np.float32(0.6562742), 'Fall right': np.float32(0.6515529), 'Fall sitting': np.float32(0.6569401), 'Hop': np.float32(0.6583901), 'Kneel': np.float32(0.65664506), 'Pick up object': np.float32(0.65752536), 'Sit down': np.float32(0.67100817), 'Walk': np.float32(0.6544836)}
t=185 | pred=Sit down | scores={'Fall backwards': np.float32(0.65115243), 'Fall forward': np.float32(0.64582103), 'Fall left': np.float32(0.65634197), 'Fall right': np.float32(0.65166485), 'Fall sitting': np.float32(0.65698254), 'Hop': np.float32(0.65834564), 'Kneel': np.float32(0.6566968), 'Pick up object': np.float32(0.65752304), 'Sit down': np.float32(0.67116106), 'Walk': np.float32(0.654534)}
t=190 | pred=Sit down | scores={'Fall backwards': np.float32(0.6512264), 'Fall forward': np.float32(0.6457623), 'Fall left': np.float32(0.6563848), 'Fall right': np.float32(0.6517706), 'Fall sitting': np.float32(0.6570289), 'Hop': np.float32(0.65822726), 'Kneel': np.float32(0.6567092), 'Pick up object': np.float32(0.6574789), 'Sit down': np.float32(0.67136955), 'Walk': np.float32(0.6545381)}
t=195 | pred=Sit down | scores={'Fall backwards': np.float32(0.65130275), 'Fall forward': np.float32(0.6457756), 'Fall left': np.float32(0.6564432), 'Fall right': np.float32(0.6518618), 'Fall sitting': np.float32(0.65711164), 'Hop': np.float32(0.6581761), 'Kneel': np.float32(0.65676934), 'Pick up object': np.float32(0.6574673), 'Sit down': np.float32(0.67156243), 'Walk': np.float32(0.6545922)}
