Ground Truth: Fall backwards

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.6549942), 'Fall forward': np.float32(0.6432822), 'Fall left': np.float32(0.65214586), 'Fall right': np.float32(0.65306026), 'Fall sitting': np.float32(0.6390029), 'Hop': np.float32(0.64926887), 'Kneel': np.float32(0.6503333), 'Pick up object': np.float32(0.6517399), 'Sit down': np.float32(0.65391254), 'Walk': np.float32(0.655646)}
t=80 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6729657), 'Fall forward': np.float32(0.6601119), 'Fall left': np.float32(0.6686049), 'Fall right': np.float32(0.66910326), 'Fall sitting': np.float32(0.6568375), 'Hop': np.float32(0.65859926), 'Kneel': np.float32(0.66596884), 'Pick up object': np.float32(0.6670972), 'Sit down': np.float32(0.6657223), 'Walk': np.float32(0.6638794)}
t=85 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67398494), 'Fall forward': np.float32(0.66135925), 'Fall left': np.float32(0.669642), 'Fall right': np.float32(0.66997933), 'Fall sitting': np.float32(0.6577683), 'Hop': np.float32(0.6588834), 'Kneel': np.float32(0.66678977), 'Pick up object': np.float32(0.6675963), 'Sit down': np.float32(0.6660305), 'Walk': np.float32(0.66421026)}
t=90 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67534214), 'Fall forward': np.float32(0.66289175), 'Fall left': np.float32(0.6710751), 'Fall right': np.float32(0.6712252), 'Fall sitting': np.float32(0.65910614), 'Hop': np.float32(0.6594292), 'Kneel': np.float32(0.66789293), 'Pick up object': np.float32(0.6683996), 'Sit down': np.float32(0.66668725), 'Walk': np.float32(0.6648438)}
t=95 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67652863), 'Fall forward': np.float32(0.6640937), 'Fall left': np.float32(0.67233276), 'Fall right': np.float32(0.6723359), 'Fall sitting': np.float32(0.66050714), 'Hop': np.float32(0.65984577), 'Kneel': np.float32(0.66870296), 'Pick up object': np.float32(0.66897374), 'Sit down': np.float32(0.66732824), 'Walk': np.float32(0.6653057)}
t=100 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67754525), 'Fall forward': np.float32(0.66509885), 'Fall left': np.float32(0.67341405), 'Fall right': np.float32(0.6733224), 'Fall sitting': np.float32(0.6617781), 'Hop': np.float32(0.66013753), 'Kneel': np.float32(0.6694229), 'Pick up object': np.float32(0.66941726), 'Sit down': np.float32(0.66792023), 'Walk': np.float32(0.66557634)}
t=105 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.678025), 'Fall forward': np.float32(0.66564894), 'Fall left': np.float32(0.67398685), 'Fall right': np.float32(0.6738762), 'Fall sitting': np.float32(0.6625287), 'Hop': np.float32(0.6601417), 'Kneel': np.float32(0.6697698), 'Pick up object': np.float32(0.6694944), 'Sit down': np.float32(0.668225), 'Walk': np.float32(0.66556376)}
t=110 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67819995), 'Fall forward': np.float32(0.6658992), 'Fall left': np.float32(0.67430544), 'Fall right': np.float32(0.6741294), 'Fall sitting': np.float32(0.6630875), 'Hop': np.float32(0.65988916), 'Kneel': np.float32(0.66987145), 'Pick up object': np.float32(0.6693845), 'Sit down': np.float32(0.6683097), 'Walk': np.float32(0.66527903)}
t=115 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6782055), 'Fall forward': np.float32(0.66590536), 'Fall left': np.float32(0.67439085), 'Fall right': np.float32(0.6741826), 'Fall sitting': np.float32(0.66325635), 'Hop': np.float32(0.659567), 'Kneel': np.float32(0.6698816), 'Pick up object': np.float32(0.6692382), 'Sit down': np.float32(0.66827756), 'Walk': np.float32(0.66493803)}
t=120 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67817426), 'Fall forward': np.float32(0.6658851), 'Fall left': np.float32(0.6744595), 'Fall right': np.float32(0.6741888), 'Fall sitting': np.float32(0.6634032), 'Hop': np.float32(0.65929747), 'Kneel': np.float32(0.66988814), 'Pick up object': np.float32(0.66915107), 'Sit down': np.float32(0.66824096), 'Walk': np.float32(0.66462445)}
t=125 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67794424), 'Fall forward': np.float32(0.66550505), 'Fall left': np.float32(0.674291), 'Fall right': np.float32(0.6739547), 'Fall sitting': np.float32(0.6632935), 'Hop': np.float32(0.65892076), 'Kneel': np.float32(0.6696504), 'Pick up object': np.float32(0.6689324), 'Sit down': np.float32(0.6680612), 'Walk': np.float32(0.66421986)}
t=130 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6778305), 'Fall forward': np.float32(0.66513246), 'Fall left': np.float32(0.6742135), 'Fall right': np.float32(0.67383504), 'Fall sitting': np.float32(0.6632583), 'Hop': np.float32(0.65853965), 'Kneel': np.float32(0.6694355), 'Pick up object': np.float32(0.6687752), 'Sit down': np.float32(0.66785026), 'Walk': np.float32(0.6637897)}
t=135 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67776006), 'Fall forward': np.float32(0.6649617), 'Fall left': np.float32(0.6742109), 'Fall right': np.float32(0.67380625), 'Fall sitting': np.float32(0.6634152), 'Hop': np.float32(0.65831035), 'Kneel': np.float32(0.6693276), 'Pick up object': np.float32(0.6687396), 'Sit down': np.float32(0.6677458), 'Walk': np.float32(0.66354036)}
t=140 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67794615), 'Fall forward': np.float32(0.6650478), 'Fall left': np.float32(0.67448074), 'Fall right': np.float32(0.6740431), 'Fall sitting': np.float32(0.66380453), 'Hop': np.float32(0.65823853), 'Kneel': np.float32(0.6695122), 'Pick up object': np.float32(0.6689289), 'Sit down': np.float32(0.6678936), 'Walk': np.float32(0.66350275)}
t=145 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67817235), 'Fall forward': np.float32(0.6650732), 'Fall left': np.float32(0.67472756), 'Fall right': np.float32(0.6743018), 'Fall sitting': np.float32(0.66402125), 'Hop': np.float32(0.6582187), 'Kneel': np.float32(0.6696522), 'Pick up object': np.float32(0.66905683), 'Sit down': np.float32(0.66805923), 'Walk': np.float32(0.6635138)}
t=150 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67843884), 'Fall forward': np.float32(0.66510344), 'Fall left': np.float32(0.6749911), 'Fall right': np.float32(0.67457557), 'Fall sitting': np.float32(0.66423607), 'Hop': np.float32(0.6581695), 'Kneel': np.float32(0.6698027), 'Pick up object': np.float32(0.669178), 'Sit down': np.float32(0.6682282), 'Walk': np.float32(0.66349256)}
t=155 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6787101), 'Fall forward': np.float32(0.6651503), 'Fall left': np.float32(0.67524135), 'Fall right': np.float32(0.6748406), 'Fall sitting': np.float32(0.6643549), 'Hop': np.float32(0.6581096), 'Kneel': np.float32(0.66989374), 'Pick up object': np.float32(0.66920316), 'Sit down': np.float32(0.6682907), 'Walk': np.float32(0.66342455)}
t=160 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6788598), 'Fall forward': np.float32(0.66509265), 'Fall left': np.float32(0.6753911), 'Fall right': np.float32(0.6749658), 'Fall sitting': np.float32(0.66444385), 'Hop': np.float32(0.6578094), 'Kneel': np.float32(0.6698299), 'Pick up object': np.float32(0.669076), 'Sit down': np.float32(0.66824365), 'Walk': np.float32(0.66314393)}
t=165 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67887723), 'Fall forward': np.float32(0.6648659), 'Fall left': np.float32(0.6753607), 'Fall right': np.float32(0.6749194), 'Fall sitting': np.float32(0.6643231), 'Hop': np.float32(0.6574539), 'Kneel': np.float32(0.66956574), 'Pick up object': np.float32(0.66880137), 'Sit down': np.float32(0.66805476), 'Walk': np.float32(0.66283715)}
t=170 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67866147), 'Fall forward': np.float32(0.6643645), 'Fall left': np.float32(0.67512244), 'Fall right': np.float32(0.6746614), 'Fall sitting': np.float32(0.66401446), 'Hop': np.float32(0.6569337), 'Kneel': np.float32(0.6690489), 'Pick up object': np.float32(0.66837734), 'Sit down': np.float32(0.66765034), 'Walk': np.float32(0.6623558)}
t=175 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6784161), 'Fall forward': np.float32(0.6638498), 'Fall left': np.float32(0.6748403), 'Fall right': np.float32(0.6743519), 'Fall sitting': np.float32(0.66368425), 'Hop': np.float32(0.65647495), 'Kneel': np.float32(0.6685016), 'Pick up object': np.float32(0.6680031), 'Sit down': np.float32(0.6671851), 'Walk': np.float32(0.66193736)}
t=180 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67826444), 'Fall forward': np.float32(0.6634728), 'Fall left': np.float32(0.6746802), 'Fall right': np.float32(0.67415684), 'Fall sitting': np.float32(0.66350996), 'Hop': np.float32(0.65610003), 'Kneel': np.float32(0.66809624), 'Pick up object': np.float32(0.6677009), 'Sit down': np.float32(0.6667883), 'Walk': np.float32(0.66157293)}
t=185 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6782978), 'Fall forward': np.float32(0.66331285), 'Fall left': np.float32(0.6746857), 'Fall right': np.float32(0.6741361), 'Fall sitting': np.float32(0.66350156), 'Hop': np.float32(0.6559402), 'Kneel': np.float32(0.6679197), 'Pick up object': np.float32(0.6675776), 'Sit down': np.float32(0.66660994), 'Walk': np.float32(0.66141605)}
t=190 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6782641), 'Fall forward': np.float32(0.6630363), 'Fall left': np.float32(0.67460984), 'Fall right': np.float32(0.6740104), 'Fall sitting': np.float32(0.66341287), 'Hop': np.float32(0.6556331), 'Kneel': np.float32(0.66761875), 'Pick up object': np.float32(0.6673288), 'Sit down': np.float32(0.66636354), 'Walk': np.float32(0.66113144)}
t=195 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67822844), 'Fall forward': np.float32(0.66281253), 'Fall left': np.float32(0.67455393), 'Fall right': np.float32(0.6739073), 'Fall sitting': np.float32(0.66331404), 'Hop': np.float32(0.6553874), 'Kneel': np.float32(0.6673712), 'Pick up object': np.float32(0.66710913), 'Sit down': np.float32(0.66611177), 'Walk': np.float32(0.66088814)}
t=200 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6781464), 'Fall forward': np.float32(0.66256756), 'Fall left': np.float32(0.6744725), 'Fall right': np.float32(0.6737667), 'Fall sitting': np.float32(0.6632016), 'Hop': np.float32(0.655115), 'Kneel': np.float32(0.66709685), 'Pick up object': np.float32(0.6668693), 'Sit down': np.float32(0.6658353), 'Walk': np.float32(0.660627)}
t=205 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6780796), 'Fall forward': np.float32(0.6623506), 'Fall left': np.float32(0.6743926), 'Fall right': np.float32(0.67363197), 'Fall sitting': np.float32(0.6630759), 'Hop': np.float32(0.65490556), 'Kneel': np.float32(0.66686165), 'Pick up object': np.float32(0.6666662), 'Sit down': np.float32(0.6656102), 'Walk': np.float32(0.6604198)}
t=210 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6779342), 'Fall forward': np.float32(0.6619621), 'Fall left': np.float32(0.6742132), 'Fall right': np.float32(0.67337805), 'Fall sitting': np.float32(0.6628358), 'Hop': np.float32(0.6545679), 'Kneel': np.float32(0.6664772), 'Pick up object': np.float32(0.6663476), 'Sit down': np.float32(0.66527617), 'Walk': np.float32(0.6600698)}
t=215 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67777723), 'Fall forward': np.float32(0.6615909), 'Fall left': np.float32(0.6740154), 'Fall right': np.float32(0.6731356), 'Fall sitting': np.float32(0.662601), 'Hop': np.float32(0.6542394), 'Kneel': np.float32(0.6661045), 'Pick up object': np.float32(0.6660426), 'Sit down': np.float32(0.6649561), 'Walk': np.float32(0.6597437)}
t=220 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.677578), 'Fall forward': np.float32(0.66119796), 'Fall left': np.float32(0.6737795), 'Fall right': np.float32(0.67283875), 'Fall sitting': np.float32(0.6623484), 'Hop': np.float32(0.65384805), 'Kneel': np.float32(0.66566724), 'Pick up object': np.float32(0.6656519), 'Sit down': np.float32(0.6645271), 'Walk': np.float32(0.6593712)}
t=225 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67750496), 'Fall forward': np.float32(0.66102344), 'Fall left': np.float32(0.6736949), 'Fall right': np.float32(0.6727293), 'Fall sitting': np.float32(0.66215384), 'Hop': np.float32(0.65366346), 'Kneel': np.float32(0.6654631), 'Pick up object': np.float32(0.6654435), 'Sit down': np.float32(0.6642966), 'Walk': np.float32(0.659191)}
t=230 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67741305), 'Fall forward': np.float32(0.6607817), 'Fall left': np.float32(0.67358154), 'Fall right': np.float32(0.6725757), 'Fall sitting': np.float32(0.66190994), 'Hop': np.float32(0.65343416), 'Kneel': np.float32(0.66523), 'Pick up object': np.float32(0.6651841), 'Sit down': np.float32(0.66407514), 'Walk': np.float32(0.65898085)}
t=235 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67745006), 'Fall forward': np.float32(0.6607609), 'Fall left': np.float32(0.6736307), 'Fall right': np.float32(0.6726119), 'Fall sitting': np.float32(0.66181505), 'Hop': np.float32(0.6534013), 'Kneel': np.float32(0.66522527), 'Pick up object': np.float32(0.66511685), 'Sit down': np.float32(0.6640442), 'Walk': np.float32(0.6589537)}
t=240 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6774647), 'Fall forward': np.float32(0.6606982), 'Fall left': np.float32(0.6736595), 'Fall right': np.float32(0.67264676), 'Fall sitting': np.float32(0.6617076), 'Hop': np.float32(0.6533046), 'Kneel': np.float32(0.6651988), 'Pick up object': np.float32(0.665004), 'Sit down': np.float32(0.66397554), 'Walk': np.float32(0.6588419)}
t=245 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6774711), 'Fall forward': np.float32(0.66066873), 'Fall left': np.float32(0.6736755), 'Fall right': np.float32(0.6726629), 'Fall sitting': np.float32(0.661603), 'Hop': np.float32(0.6531603), 'Kneel': np.float32(0.66516405), 'Pick up object': np.float32(0.66487914), 'Sit down': np.float32(0.6639026), 'Walk': np.float32(0.6586854)}
t=250 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67748517), 'Fall forward': np.float32(0.66064835), 'Fall left': np.float32(0.67369246), 'Fall right': np.float32(0.6726804), 'Fall sitting': np.float32(0.6615002), 'Hop': np.float32(0.65298575), 'Kneel': np.float32(0.6651228), 'Pick up object': np.float32(0.664757), 'Sit down': np.float32(0.66381305), 'Walk': np.float32(0.65850693)}
