Ground Truth: Fall forward

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.6670594), 'Fall forward': np.float32(0.6668811), 'Fall left': np.float32(0.6678715), 'Fall right': np.float32(0.6671431), 'Fall sitting': np.float32(0.64931875), 'Hop': np.float32(0.66743475), 'Kneel': np.float32(0.6673319), 'Pick up object': np.float32(0.66796976), 'Sit down': np.float32(0.66149384), 'Walk': np.float32(0.67265296)}
t=70 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6762744), 'Fall forward': np.float32(0.67860615), 'Fall left': np.float32(0.6766542), 'Fall right': np.float32(0.6747826), 'Fall sitting': np.float32(0.6619167), 'Hop': np.float32(0.6680222), 'Kneel': np.float32(0.6770167), 'Pick up object': np.float32(0.6744411), 'Sit down': np.float32(0.6677957), 'Walk': np.float32(0.67238694)}
t=75 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6764738), 'Fall forward': np.float32(0.679319), 'Fall left': np.float32(0.6770126), 'Fall right': np.float32(0.67500865), 'Fall sitting': np.float32(0.6625256), 'Hop': np.float32(0.6680832), 'Kneel': np.float32(0.6773485), 'Pick up object': np.float32(0.674603), 'Sit down': np.float32(0.66799694), 'Walk': np.float32(0.6724293)}
t=80 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67671454), 'Fall forward': np.float32(0.6801817), 'Fall left': np.float32(0.67742276), 'Fall right': np.float32(0.6753618), 'Fall sitting': np.float32(0.6633106), 'Hop': np.float32(0.66809446), 'Kneel': np.float32(0.6778421), 'Pick up object': np.float32(0.6746861), 'Sit down': np.float32(0.66823506), 'Walk': np.float32(0.67247915)}
t=85 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6766009), 'Fall forward': np.float32(0.680525), 'Fall left': np.float32(0.6774462), 'Fall right': np.float32(0.6753415), 'Fall sitting': np.float32(0.6635551), 'Hop': np.float32(0.6679315), 'Kneel': np.float32(0.6779274), 'Pick up object': np.float32(0.6744806), 'Sit down': np.float32(0.66814107), 'Walk': np.float32(0.67229766)}
t=90 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67624515), 'Fall forward': np.float32(0.680852), 'Fall left': np.float32(0.67732334), 'Fall right': np.float32(0.67513317), 'Fall sitting': np.float32(0.66374785), 'Hop': np.float32(0.66766226), 'Kneel': np.float32(0.6778766), 'Pick up object': np.float32(0.6741386), 'Sit down': np.float32(0.66785437), 'Walk': np.float32(0.67204064)}
t=95 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6758267), 'Fall forward': np.float32(0.68103343), 'Fall left': np.float32(0.67710143), 'Fall right': np.float32(0.6748091), 'Fall sitting': np.float32(0.66386765), 'Hop': np.float32(0.66740876), 'Kneel': np.float32(0.67764086), 'Pick up object': np.float32(0.67373025), 'Sit down': np.float32(0.66755474), 'Walk': np.float32(0.6717897)}
t=100 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67551017), 'Fall forward': np.float32(0.68128914), 'Fall left': np.float32(0.6769697), 'Fall right': np.float32(0.6745916), 'Fall sitting': np.float32(0.6642631), 'Hop': np.float32(0.6670346), 'Kneel': np.float32(0.6776605), 'Pick up object': np.float32(0.67336583), 'Sit down': np.float32(0.6674487), 'Walk': np.float32(0.6714936)}
t=105 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6753221), 'Fall forward': np.float32(0.681454), 'Fall left': np.float32(0.676884), 'Fall right': np.float32(0.6744723), 'Fall sitting': np.float32(0.6644104), 'Hop': np.float32(0.6668037), 'Kneel': np.float32(0.6777265), 'Pick up object': np.float32(0.67316216), 'Sit down': np.float32(0.66733503), 'Walk': np.float32(0.6712847)}
t=110 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67513984), 'Fall forward': np.float32(0.6816133), 'Fall left': np.float32(0.6767548), 'Fall right': np.float32(0.6743396), 'Fall sitting': np.float32(0.6644789), 'Hop': np.float32(0.6666304), 'Kneel': np.float32(0.67777836), 'Pick up object': np.float32(0.67295676), 'Sit down': np.float32(0.6672181), 'Walk': np.float32(0.67114735)}
t=115 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6750198), 'Fall forward': np.float32(0.68166703), 'Fall left': np.float32(0.6766495), 'Fall right': np.float32(0.67423785), 'Fall sitting': np.float32(0.6645149), 'Hop': np.float32(0.66649354), 'Kneel': np.float32(0.67781645), 'Pick up object': np.float32(0.67283756), 'Sit down': np.float32(0.6671872), 'Walk': np.float32(0.67104703)}
t=120 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67481256), 'Fall forward': np.float32(0.6816702), 'Fall left': np.float32(0.67642885), 'Fall right': np.float32(0.67403334), 'Fall sitting': np.float32(0.66457504), 'Hop': np.float32(0.6662436), 'Kneel': np.float32(0.67776966), 'Pick up object': np.float32(0.6726773), 'Sit down': np.float32(0.6671298), 'Walk': np.float32(0.6708581)}
t=125 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6748089), 'Fall forward': np.float32(0.6817491), 'Fall left': np.float32(0.6763687), 'Fall right': np.float32(0.6740219), 'Fall sitting': np.float32(0.6647379), 'Hop': np.float32(0.66625094), 'Kneel': np.float32(0.6778586), 'Pick up object': np.float32(0.6727171), 'Sit down': np.float32(0.6673051), 'Walk': np.float32(0.6708943)}
t=130 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6748558), 'Fall forward': np.float32(0.68186325), 'Fall left': np.float32(0.6763451), 'Fall right': np.float32(0.6740811), 'Fall sitting': np.float32(0.6648868), 'Hop': np.float32(0.66628325), 'Kneel': np.float32(0.67800623), 'Pick up object': np.float32(0.67278415), 'Sit down': np.float32(0.6675043), 'Walk': np.float32(0.6709455)}
t=135 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67483735), 'Fall forward': np.float32(0.6818373), 'Fall left': np.float32(0.67626697), 'Fall right': np.float32(0.67403585), 'Fall sitting': np.float32(0.66493124), 'Hop': np.float32(0.6662369), 'Kneel': np.float32(0.6780588), 'Pick up object': np.float32(0.6728021), 'Sit down': np.float32(0.6676139), 'Walk': np.float32(0.6708928)}
t=140 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6746752), 'Fall forward': np.float32(0.681724), 'Fall left': np.float32(0.6760555), 'Fall right': np.float32(0.67385125), 'Fall sitting': np.float32(0.6649364), 'Hop': np.float32(0.6661123), 'Kneel': np.float32(0.67801434), 'Pick up object': np.float32(0.67270815), 'Sit down': np.float32(0.6676264), 'Walk': np.float32(0.67074174)}
t=145 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6745818), 'Fall forward': np.float32(0.681637), 'Fall left': np.float32(0.6759202), 'Fall right': np.float32(0.67373836), 'Fall sitting': np.float32(0.66490203), 'Hop': np.float32(0.66603065), 'Kneel': np.float32(0.6779823), 'Pick up object': np.float32(0.6726585), 'Sit down': np.float32(0.66765195), 'Walk': np.float32(0.6706433)}
t=150 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67451507), 'Fall forward': np.float32(0.68160194), 'Fall left': np.float32(0.67581016), 'Fall right': np.float32(0.6736584), 'Fall sitting': np.float32(0.66490954), 'Hop': np.float32(0.66597503), 'Kneel': np.float32(0.6779896), 'Pick up object': np.float32(0.67262393), 'Sit down': np.float32(0.6676716), 'Walk': np.float32(0.6705741)}
t=155 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67443705), 'Fall forward': np.float32(0.6815099), 'Fall left': np.float32(0.67567444), 'Fall right': np.float32(0.673537), 'Fall sitting': np.float32(0.66485757), 'Hop': np.float32(0.6658578), 'Kneel': np.float32(0.6779559), 'Pick up object': np.float32(0.67252475), 'Sit down': np.float32(0.66763216), 'Walk': np.float32(0.67045444)}
t=160 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67431325), 'Fall forward': np.float32(0.68138385), 'Fall left': np.float32(0.67549175), 'Fall right': np.float32(0.6733948), 'Fall sitting': np.float32(0.6648001), 'Hop': np.float32(0.6656781), 'Kneel': np.float32(0.677878), 'Pick up object': np.float32(0.67234063), 'Sit down': np.float32(0.66754717), 'Walk': np.float32(0.6702515)}
t=165 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6742426), 'Fall forward': np.float32(0.6813253), 'Fall left': np.float32(0.6753935), 'Fall right': np.float32(0.67333364), 'Fall sitting': np.float32(0.66475576), 'Hop': np.float32(0.66556346), 'Kneel': np.float32(0.67783105), 'Pick up object': np.float32(0.6722204), 'Sit down': np.float32(0.6674958), 'Walk': np.float32(0.6701288)}
t=170 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6741744), 'Fall forward': np.float32(0.6812619), 'Fall left': np.float32(0.6753029), 'Fall right': np.float32(0.67329633), 'Fall sitting': np.float32(0.6647242), 'Hop': np.float32(0.66548103), 'Kneel': np.float32(0.6778258), 'Pick up object': np.float32(0.6721526), 'Sit down': np.float32(0.6674878), 'Walk': np.float32(0.6700409)}
t=175 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6740903), 'Fall forward': np.float32(0.68118536), 'Fall left': np.float32(0.6752116), 'Fall right': np.float32(0.6732222), 'Fall sitting': np.float32(0.6647072), 'Hop': np.float32(0.6654391), 'Kneel': np.float32(0.6778039), 'Pick up object': np.float32(0.6721339), 'Sit down': np.float32(0.66747385), 'Walk': np.float32(0.6699823)}
t=180 | pred=Fall forward | scores={'Fall backwards': np.float32(0.673927), 'Fall forward': np.float32(0.6811043), 'Fall left': np.float32(0.67504776), 'Fall right': np.float32(0.67305994), 'Fall sitting': np.float32(0.6647226), 'Hop': np.float32(0.66530997), 'Kneel': np.float32(0.6777213), 'Pick up object': np.float32(0.67198455), 'Sit down': np.float32(0.66735816), 'Walk': np.float32(0.669826)}
t=185 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6737695), 'Fall forward': np.float32(0.68100655), 'Fall left': np.float32(0.67491186), 'Fall right': np.float32(0.6729391), 'Fall sitting': np.float32(0.6647384), 'Hop': np.float32(0.6652015), 'Kneel': np.float32(0.67761785), 'Pick up object': np.float32(0.67187387), 'Sit down': np.float32(0.6672576), 'Walk': np.float32(0.66971004)}
t=190 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6736318), 'Fall forward': np.float32(0.6809128), 'Fall left': np.float32(0.67474896), 'Fall right': np.float32(0.6728311), 'Fall sitting': np.float32(0.66473734), 'Hop': np.float32(0.6650631), 'Kneel': np.float32(0.67746586), 'Pick up object': np.float32(0.671727), 'Sit down': np.float32(0.6671124), 'Walk': np.float32(0.6695688)}
t=195 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67365354), 'Fall forward': np.float32(0.68094045), 'Fall left': np.float32(0.6747383), 'Fall right': np.float32(0.67289776), 'Fall sitting': np.float32(0.6648411), 'Hop': np.float32(0.66504073), 'Kneel': np.float32(0.6774391), 'Pick up object': np.float32(0.6716875), 'Sit down': np.float32(0.66709036), 'Walk': np.float32(0.6695407)}
t=200 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6736737), 'Fall forward': np.float32(0.6809491), 'Fall left': np.float32(0.6746971), 'Fall right': np.float32(0.67295855), 'Fall sitting': np.float32(0.6650193), 'Hop': np.float32(0.66500443), 'Kneel': np.float32(0.6774035), 'Pick up object': np.float32(0.6716397), 'Sit down': np.float32(0.66710657), 'Walk': np.float32(0.6694991)}
t=205 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67375416), 'Fall forward': np.float32(0.68103945), 'Fall left': np.float32(0.67472345), 'Fall right': np.float32(0.67306185), 'Fall sitting': np.float32(0.66521865), 'Hop': np.float32(0.6650322), 'Kneel': np.float32(0.6774125), 'Pick up object': np.float32(0.67168933), 'Sit down': np.float32(0.66721845), 'Walk': np.float32(0.6695257)}
t=210 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6737629), 'Fall forward': np.float32(0.6810559), 'Fall left': np.float32(0.6746554), 'Fall right': np.float32(0.6730579), 'Fall sitting': np.float32(0.665353), 'Hop': np.float32(0.6649663), 'Kneel': np.float32(0.677344), 'Pick up object': np.float32(0.67168665), 'Sit down': np.float32(0.66721886), 'Walk': np.float32(0.66947526)}
t=215 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67382354), 'Fall forward': np.float32(0.68107927), 'Fall left': np.float32(0.67464274), 'Fall right': np.float32(0.67312455), 'Fall sitting': np.float32(0.6654906), 'Hop': np.float32(0.66486645), 'Kneel': np.float32(0.677302), 'Pick up object': np.float32(0.6716755), 'Sit down': np.float32(0.6672423), 'Walk': np.float32(0.66938126)}
t=220 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6738006), 'Fall forward': np.float32(0.6810246), 'Fall left': np.float32(0.6745301), 'Fall right': np.float32(0.67309654), 'Fall sitting': np.float32(0.6655591), 'Hop': np.float32(0.6647092), 'Kneel': np.float32(0.6771789), 'Pick up object': np.float32(0.67157906), 'Sit down': np.float32(0.66718215), 'Walk': np.float32(0.6692229)}
t=225 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67376274), 'Fall forward': np.float32(0.6809765), 'Fall left': np.float32(0.6744238), 'Fall right': np.float32(0.67305005), 'Fall sitting': np.float32(0.6655728), 'Hop': np.float32(0.66457176), 'Kneel': np.float32(0.6770681), 'Pick up object': np.float32(0.6714842), 'Sit down': np.float32(0.66710883), 'Walk': np.float32(0.6690831)}
t=230 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6736591), 'Fall forward': np.float32(0.6808307), 'Fall left': np.float32(0.67424554), 'Fall right': np.float32(0.672944), 'Fall sitting': np.float32(0.66553277), 'Hop': np.float32(0.66434175), 'Kneel': np.float32(0.6768823), 'Pick up object': np.float32(0.6713046), 'Sit down': np.float32(0.66696763), 'Walk': np.float32(0.6688682)}
t=235 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6735458), 'Fall forward': np.float32(0.68068224), 'Fall left': np.float32(0.6740548), 'Fall right': np.float32(0.67282945), 'Fall sitting': np.float32(0.6654641), 'Hop': np.float32(0.6640957), 'Kneel': np.float32(0.67668295), 'Pick up object': np.float32(0.67110574), 'Sit down': np.float32(0.6668117), 'Walk': np.float32(0.66864437)}
t=240 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6734173), 'Fall forward': np.float32(0.6805129), 'Fall left': np.float32(0.6738439), 'Fall right': np.float32(0.67268944), 'Fall sitting': np.float32(0.66541743), 'Hop': np.float32(0.6638574), 'Kneel': np.float32(0.67648375), 'Pick up object': np.float32(0.6709156), 'Sit down': np.float32(0.6666775), 'Walk': np.float32(0.668421)}
