Ground Truth: Fall forward

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.66162753), 'Fall forward': np.float32(0.66342914), 'Fall left': np.float32(0.6628171), 'Fall right': np.float32(0.66212535), 'Fall sitting': np.float32(0.6422813), 'Hop': np.float32(0.66112274), 'Kneel': np.float32(0.66233623), 'Pick up object': np.float32(0.66245705), 'Sit down': np.float32(0.65442926), 'Walk': np.float32(0.6660973)}
t=75 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67177874), 'Fall forward': np.float32(0.6738168), 'Fall left': np.float32(0.6728595), 'Fall right': np.float32(0.67049783), 'Fall sitting': np.float32(0.6578088), 'Hop': np.float32(0.67005247), 'Kneel': np.float32(0.6728723), 'Pick up object': np.float32(0.6729106), 'Sit down': np.float32(0.6662734), 'Walk': np.float32(0.6721218)}
t=80 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67224216), 'Fall forward': np.float32(0.6750021), 'Fall left': np.float32(0.6735215), 'Fall right': np.float32(0.67095524), 'Fall sitting': np.float32(0.65899014), 'Hop': np.float32(0.67008924), 'Kneel': np.float32(0.67358744), 'Pick up object': np.float32(0.6732659), 'Sit down': np.float32(0.66654396), 'Walk': np.float32(0.67190206)}
t=85 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67245203), 'Fall forward': np.float32(0.675776), 'Fall left': np.float32(0.67382324), 'Fall right': np.float32(0.67112327), 'Fall sitting': np.float32(0.65969527), 'Hop': np.float32(0.669908), 'Kneel': np.float32(0.6738684), 'Pick up object': np.float32(0.6733684), 'Sit down': np.float32(0.6665863), 'Walk': np.float32(0.67169553)}
t=90 | pred=Fall forward | scores={'Fall backwards': np.float32(0.672199), 'Fall forward': np.float32(0.6761226), 'Fall left': np.float32(0.67365515), 'Fall right': np.float32(0.6709297), 'Fall sitting': np.float32(0.65996784), 'Hop': np.float32(0.6690558), 'Kneel': np.float32(0.6736768), 'Pick up object': np.float32(0.6728572), 'Sit down': np.float32(0.6660758), 'Walk': np.float32(0.6707728)}
t=95 | pred=Fall forward | scores={'Fall backwards': np.float32(0.672363), 'Fall forward': np.float32(0.67687017), 'Fall left': np.float32(0.67385834), 'Fall right': np.float32(0.67116815), 'Fall sitting': np.float32(0.66053003), 'Hop': np.float32(0.6687944), 'Kneel': np.float32(0.67392176), 'Pick up object': np.float32(0.6728271), 'Sit down': np.float32(0.6660368), 'Walk': np.float32(0.67051333)}
t=100 | pred=Fall forward | scores={'Fall backwards': np.float32(0.672537), 'Fall forward': np.float32(0.67772347), 'Fall left': np.float32(0.6741159), 'Fall right': np.float32(0.6714611), 'Fall sitting': np.float32(0.66130346), 'Hop': np.float32(0.6684735), 'Kneel': np.float32(0.67428243), 'Pick up object': np.float32(0.6728185), 'Sit down': np.float32(0.66618115), 'Walk': np.float32(0.67026097)}
t=105 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67250055), 'Fall forward': np.float32(0.67812), 'Fall left': np.float32(0.67414117), 'Fall right': np.float32(0.6714633), 'Fall sitting': np.float32(0.66173136), 'Hop': np.float32(0.66813654), 'Kneel': np.float32(0.6743892), 'Pick up object': np.float32(0.6726583), 'Sit down': np.float32(0.666104), 'Walk': np.float32(0.669901)}
t=110 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67254364), 'Fall forward': np.float32(0.6785185), 'Fall left': np.float32(0.6742128), 'Fall right': np.float32(0.67150503), 'Fall sitting': np.float32(0.6623389), 'Hop': np.float32(0.6677829), 'Kneel': np.float32(0.6745187), 'Pick up object': np.float32(0.6724633), 'Sit down': np.float32(0.6661679), 'Walk': np.float32(0.66954577)}
t=115 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67264944), 'Fall forward': np.float32(0.6788584), 'Fall left': np.float32(0.6743023), 'Fall right': np.float32(0.67155635), 'Fall sitting': np.float32(0.66283745), 'Hop': np.float32(0.66769135), 'Kneel': np.float32(0.67466974), 'Pick up object': np.float32(0.6725134), 'Sit down': np.float32(0.66637844), 'Walk': np.float32(0.66948605)}
t=120 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6731861), 'Fall forward': np.float32(0.67976224), 'Fall left': np.float32(0.67490894), 'Fall right': np.float32(0.6721673), 'Fall sitting': np.float32(0.663952), 'Hop': np.float32(0.6680148), 'Kneel': np.float32(0.6753929), 'Pick up object': np.float32(0.6730557), 'Sit down': np.float32(0.6671273), 'Walk': np.float32(0.6699741)}
t=125 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6737649), 'Fall forward': np.float32(0.6807149), 'Fall left': np.float32(0.6755848), 'Fall right': np.float32(0.67287236), 'Fall sitting': np.float32(0.66492915), 'Hop': np.float32(0.66840136), 'Kneel': np.float32(0.6762059), 'Pick up object': np.float32(0.67358327), 'Sit down': np.float32(0.66777694), 'Walk': np.float32(0.6705268)}
t=130 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6739788), 'Fall forward': np.float32(0.68143153), 'Fall left': np.float32(0.6758845), 'Fall right': np.float32(0.67319775), 'Fall sitting': np.float32(0.6656601), 'Hop': np.float32(0.6683837), 'Kneel': np.float32(0.6766707), 'Pick up object': np.float32(0.6737433), 'Sit down': np.float32(0.6680792), 'Walk': np.float32(0.670696)}
t=135 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6740436), 'Fall forward': np.float32(0.68189484), 'Fall left': np.float32(0.67603004), 'Fall right': np.float32(0.6734021), 'Fall sitting': np.float32(0.66605914), 'Hop': np.float32(0.66828233), 'Kneel': np.float32(0.6769521), 'Pick up object': np.float32(0.67376226), 'Sit down': np.float32(0.66817427), 'Walk': np.float32(0.670753)}
t=140 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67400104), 'Fall forward': np.float32(0.6822709), 'Fall left': np.float32(0.67604685), 'Fall right': np.float32(0.6735286), 'Fall sitting': np.float32(0.66640544), 'Hop': np.float32(0.66805947), 'Kneel': np.float32(0.67718965), 'Pick up object': np.float32(0.6737027), 'Sit down': np.float32(0.66821337), 'Walk': np.float32(0.6706932)}
t=145 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67395097), 'Fall forward': np.float32(0.6824183), 'Fall left': np.float32(0.67599), 'Fall right': np.float32(0.67355454), 'Fall sitting': np.float32(0.6664803), 'Hop': np.float32(0.6678555), 'Kneel': np.float32(0.6772805), 'Pick up object': np.float32(0.67360646), 'Sit down': np.float32(0.6681114), 'Walk': np.float32(0.67054594)}
t=150 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6738136), 'Fall forward': np.float32(0.68246746), 'Fall left': np.float32(0.6758291), 'Fall right': np.float32(0.673489), 'Fall sitting': np.float32(0.6664852), 'Hop': np.float32(0.6675847), 'Kneel': np.float32(0.67731196), 'Pick up object': np.float32(0.6734472), 'Sit down': np.float32(0.6679396), 'Walk': np.float32(0.6703308)}
t=155 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6735543), 'Fall forward': np.float32(0.6824062), 'Fall left': np.float32(0.67557627), 'Fall right': np.float32(0.67332286), 'Fall sitting': np.float32(0.6663662), 'Hop': np.float32(0.66723543), 'Kneel': np.float32(0.67723876), 'Pick up object': np.float32(0.673159), 'Sit down': np.float32(0.6677122), 'Walk': np.float32(0.67005795)}
t=160 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6733599), 'Fall forward': np.float32(0.68245226), 'Fall left': np.float32(0.67537224), 'Fall right': np.float32(0.67321944), 'Fall sitting': np.float32(0.66644204), 'Hop': np.float32(0.666854), 'Kneel': np.float32(0.6772339), 'Pick up object': np.float32(0.6728897), 'Sit down': np.float32(0.667584), 'Walk': np.float32(0.6697842)}
t=165 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67334104), 'Fall forward': np.float32(0.6825539), 'Fall left': np.float32(0.6753295), 'Fall right': np.float32(0.6732371), 'Fall sitting': np.float32(0.6665715), 'Hop': np.float32(0.6666711), 'Kneel': np.float32(0.6773204), 'Pick up object': np.float32(0.67277664), 'Sit down': np.float32(0.6676393), 'Walk': np.float32(0.6696357)}
t=170 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67341316), 'Fall forward': np.float32(0.6826765), 'Fall left': np.float32(0.67536175), 'Fall right': np.float32(0.6733367), 'Fall sitting': np.float32(0.666773), 'Hop': np.float32(0.6665423), 'Kneel': np.float32(0.67749107), 'Pick up object': np.float32(0.6727695), 'Sit down': np.float32(0.66780835), 'Walk': np.float32(0.6695163)}
t=175 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6734448), 'Fall forward': np.float32(0.68267363), 'Fall left': np.float32(0.6753707), 'Fall right': np.float32(0.67334574), 'Fall sitting': np.float32(0.6669697), 'Hop': np.float32(0.6664087), 'Kneel': np.float32(0.677567), 'Pick up object': np.float32(0.6727652), 'Sit down': np.float32(0.66803795), 'Walk': np.float32(0.66935563)}
t=180 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6733052), 'Fall forward': np.float32(0.68255836), 'Fall left': np.float32(0.6752325), 'Fall right': np.float32(0.67319214), 'Fall sitting': np.float32(0.6670319), 'Hop': np.float32(0.66607213), 'Kneel': np.float32(0.67752236), 'Pick up object': np.float32(0.67261), 'Sit down': np.float32(0.6680896), 'Walk': np.float32(0.6690311)}
t=185 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6733229), 'Fall forward': np.float32(0.6825358), 'Fall left': np.float32(0.67522556), 'Fall right': np.float32(0.6731858), 'Fall sitting': np.float32(0.6671562), 'Hop': np.float32(0.66591793), 'Kneel': np.float32(0.67757756), 'Pick up object': np.float32(0.67253876), 'Sit down': np.float32(0.66823584), 'Walk': np.float32(0.66887575)}
t=190 | pred=Fall forward | scores={'Fall backwards': np.float32(0.673315), 'Fall forward': np.float32(0.68246704), 'Fall left': np.float32(0.6751882), 'Fall right': np.float32(0.6731799), 'Fall sitting': np.float32(0.6672757), 'Hop': np.float32(0.6656731), 'Kneel': np.float32(0.6775926), 'Pick up object': np.float32(0.67238235), 'Sit down': np.float32(0.6683907), 'Walk': np.float32(0.6686335)}
t=195 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6732604), 'Fall forward': np.float32(0.68233794), 'Fall left': np.float32(0.6751137), 'Fall right': np.float32(0.6731292), 'Fall sitting': np.float32(0.66734564), 'Hop': np.float32(0.6654077), 'Kneel': np.float32(0.6775441), 'Pick up object': np.float32(0.6722103), 'Sit down': np.float32(0.6684933), 'Walk': np.float32(0.66838104)}
t=200 | pred=Fall forward | scores={'Fall backwards': np.float32(0.67303246), 'Fall forward': np.float32(0.68206125), 'Fall left': np.float32(0.6748649), 'Fall right': np.float32(0.672888), 'Fall sitting': np.float32(0.66735196), 'Hop': np.float32(0.6649811), 'Kneel': np.float32(0.6773556), 'Pick up object': np.float32(0.6718577), 'Sit down': np.float32(0.6684375), 'Walk': np.float32(0.66796654)}
