Ground Truth: Fall forward

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.6549751), 'Fall forward': np.float32(0.6598363), 'Fall left': np.float32(0.6585822), 'Fall right': np.float32(0.65341973), 'Fall sitting': np.float32(0.6497394), 'Hop': np.float32(0.6614031), 'Kneel': np.float32(0.65762967), 'Pick up object': np.float32(0.65916985), 'Sit down': np.float32(0.65332735), 'Walk': np.float32(0.66018724)}
t=70 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65634173), 'Fall forward': np.float32(0.6678182), 'Fall left': np.float32(0.65917164), 'Fall right': np.float32(0.6535224), 'Fall sitting': np.float32(0.6584604), 'Hop': np.float32(0.65208983), 'Kneel': np.float32(0.65733594), 'Pick up object': np.float32(0.65553457), 'Sit down': np.float32(0.6481219), 'Walk': np.float32(0.6529899)}
t=75 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6562556), 'Fall forward': np.float32(0.6677805), 'Fall left': np.float32(0.65899503), 'Fall right': np.float32(0.65332633), 'Fall sitting': np.float32(0.65849674), 'Hop': np.float32(0.6518478), 'Kneel': np.float32(0.6572885), 'Pick up object': np.float32(0.6552089), 'Sit down': np.float32(0.6480088), 'Walk': np.float32(0.6527824)}
t=80 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6554471), 'Fall forward': np.float32(0.6671014), 'Fall left': np.float32(0.6580485), 'Fall right': np.float32(0.65238404), 'Fall sitting': np.float32(0.65802795), 'Hop': np.float32(0.65088195), 'Kneel': np.float32(0.6565873), 'Pick up object': np.float32(0.65419614), 'Sit down': np.float32(0.64723533), 'Walk': np.float32(0.6518784)}
t=85 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65451515), 'Fall forward': np.float32(0.66637605), 'Fall left': np.float32(0.6570457), 'Fall right': np.float32(0.6513993), 'Fall sitting': np.float32(0.6573624), 'Hop': np.float32(0.64982784), 'Kneel': np.float32(0.65573084), 'Pick up object': np.float32(0.65316164), 'Sit down': np.float32(0.64624995), 'Walk': np.float32(0.6508733)}
t=90 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65384674), 'Fall forward': np.float32(0.6658481), 'Fall left': np.float32(0.65626276), 'Fall right': np.float32(0.65061635), 'Fall sitting': np.float32(0.65683687), 'Hop': np.float32(0.6490363), 'Kneel': np.float32(0.65508884), 'Pick up object': np.float32(0.65242296), 'Sit down': np.float32(0.6455109), 'Walk': np.float32(0.65015703)}
t=95 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6535308), 'Fall forward': np.float32(0.66552883), 'Fall left': np.float32(0.6558663), 'Fall right': np.float32(0.6501767), 'Fall sitting': np.float32(0.65643114), 'Hop': np.float32(0.6487493), 'Kneel': np.float32(0.6548805), 'Pick up object': np.float32(0.6521807), 'Sit down': np.float32(0.6452178), 'Walk': np.float32(0.64985543)}
t=100 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6532184), 'Fall forward': np.float32(0.6652986), 'Fall left': np.float32(0.6554806), 'Fall right': np.float32(0.64973456), 'Fall sitting': np.float32(0.6560222), 'Hop': np.float32(0.64850014), 'Kneel': np.float32(0.65469414), 'Pick up object': np.float32(0.6519555), 'Sit down': np.float32(0.64488006), 'Walk': np.float32(0.649592)}
t=105 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6529126), 'Fall forward': np.float32(0.6651025), 'Fall left': np.float32(0.6551106), 'Fall right': np.float32(0.6493237), 'Fall sitting': np.float32(0.6556294), 'Hop': np.float32(0.64825046), 'Kneel': np.float32(0.6544908), 'Pick up object': np.float32(0.6517253), 'Sit down': np.float32(0.6445265), 'Walk': np.float32(0.6493724)}
t=110 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6524267), 'Fall forward': np.float32(0.66473013), 'Fall left': np.float32(0.654554), 'Fall right': np.float32(0.6487451), 'Fall sitting': np.float32(0.65509444), 'Hop': np.float32(0.64779687), 'Kneel': np.float32(0.6541059), 'Pick up object': np.float32(0.6513311), 'Sit down': np.float32(0.64402556), 'Walk': np.float32(0.6489723)}
t=115 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6519617), 'Fall forward': np.float32(0.6643602), 'Fall left': np.float32(0.65402615), 'Fall right': np.float32(0.64820635), 'Fall sitting': np.float32(0.6546294), 'Hop': np.float32(0.6474051), 'Kneel': np.float32(0.65374666), 'Pick up object': np.float32(0.650968), 'Sit down': np.float32(0.6436082), 'Walk': np.float32(0.64863163)}
t=120 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6513913), 'Fall forward': np.float32(0.66389424), 'Fall left': np.float32(0.6533664), 'Fall right': np.float32(0.64755154), 'Fall sitting': np.float32(0.6540552), 'Hop': np.float32(0.6468879), 'Kneel': np.float32(0.6532868), 'Pick up object': np.float32(0.650437), 'Sit down': np.float32(0.6430546), 'Walk': np.float32(0.6481449)}
t=125 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65101486), 'Fall forward': np.float32(0.66364366), 'Fall left': np.float32(0.6529575), 'Fall right': np.float32(0.6471648), 'Fall sitting': np.float32(0.6536985), 'Hop': np.float32(0.64658964), 'Kneel': np.float32(0.65301687), 'Pick up object': np.float32(0.6501217), 'Sit down': np.float32(0.6426965), 'Walk': np.float32(0.6478926)}
t=130 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65069), 'Fall forward': np.float32(0.66344935), 'Fall left': np.float32(0.65261483), 'Fall right': np.float32(0.6468285), 'Fall sitting': np.float32(0.65342003), 'Hop': np.float32(0.64643735), 'Kneel': np.float32(0.65281355), 'Pick up object': np.float32(0.6499384), 'Sit down': np.float32(0.6424421), 'Walk': np.float32(0.6477377)}
t=135 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6506624), 'Fall forward': np.float32(0.6633821), 'Fall left': np.float32(0.6525093), 'Fall right': np.float32(0.6467968), 'Fall sitting': np.float32(0.65344524), 'Hop': np.float32(0.64643216), 'Kneel': np.float32(0.6527426), 'Pick up object': np.float32(0.64998096), 'Sit down': np.float32(0.6424396), 'Walk': np.float32(0.6477101)}
t=140 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6505913), 'Fall forward': np.float32(0.6632325), 'Fall left': np.float32(0.6523333), 'Fall right': np.float32(0.64674234), 'Fall sitting': np.float32(0.65335715), 'Hop': np.float32(0.6463109), 'Kneel': np.float32(0.65263474), 'Pick up object': np.float32(0.64987373), 'Sit down': np.float32(0.642308), 'Walk': np.float32(0.6476344)}
t=145 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6507625), 'Fall forward': np.float32(0.66327435), 'Fall left': np.float32(0.6524077), 'Fall right': np.float32(0.64692533), 'Fall sitting': np.float32(0.6534153), 'Hop': np.float32(0.6464175), 'Kneel': np.float32(0.6526748), 'Pick up object': np.float32(0.64996374), 'Sit down': np.float32(0.64235646), 'Walk': np.float32(0.6477665)}
t=150 | pred=Fall forward | scores={'Fall backwards': np.float32(0.65095574), 'Fall forward': np.float32(0.6633207), 'Fall left': np.float32(0.65249145), 'Fall right': np.float32(0.64712584), 'Fall sitting': np.float32(0.6534547), 'Hop': np.float32(0.6465027), 'Kneel': np.float32(0.6527119), 'Pick up object': np.float32(0.650034), 'Sit down': np.float32(0.6424235), 'Walk': np.float32(0.6478644)}
t=155 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6511337), 'Fall forward': np.float32(0.66335607), 'Fall left': np.float32(0.6525748), 'Fall right': np.float32(0.6473085), 'Fall sitting': np.float32(0.6534826), 'Hop': np.float32(0.6465587), 'Kneel': np.float32(0.6527348), 'Pick up object': np.float32(0.6500694), 'Sit down': np.float32(0.6424715), 'Walk': np.float32(0.6479161)}
t=160 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6511279), 'Fall forward': np.float32(0.66323024), 'Fall left': np.float32(0.65247196), 'Fall right': np.float32(0.64730275), 'Fall sitting': np.float32(0.6533465), 'Hop': np.float32(0.6464318), 'Kneel': np.float32(0.65260094), 'Pick up object': np.float32(0.6499154), 'Sit down': np.float32(0.64235806), 'Walk': np.float32(0.64778286)}
t=165 | pred=Fall forward | scores={'Fall backwards': np.float32(0.6511292), 'Fall forward': np.float32(0.66311526), 'Fall left': np.float32(0.6524012), 'Fall right': np.float32(0.6472988), 'Fall sitting': np.float32(0.6532193), 'Hop': np.float32(0.64633256), 'Kneel': np.float32(0.6524961), 'Pick up object': np.float32(0.6497834), 'Sit down': np.float32(0.64227384), 'Walk': np.float32(0.64767694)}
