Ground Truth: Sit down

t=15 | pred=Sit down | scores={'Fall backwards': np.float32(0.6540591), 'Fall forward': np.float32(0.6467378), 'Fall left': np.float32(0.6572812), 'Fall right': np.float32(0.6538641), 'Fall sitting': np.float32(0.64863634), 'Hop': np.float32(0.652784), 'Kneel': np.float32(0.65274876), 'Pick up object': np.float32(0.65670604), 'Sit down': np.float32(0.660783), 'Walk': np.float32(0.65692997)}
t=70 | pred=Sit down | scores={'Fall backwards': np.float32(0.6588711), 'Fall forward': np.float32(0.6523727), 'Fall left': np.float32(0.6621945), 'Fall right': np.float32(0.6601089), 'Fall sitting': np.float32(0.6572304), 'Hop': np.float32(0.65424716), 'Kneel': np.float32(0.65894824), 'Pick up object': np.float32(0.66014194), 'Sit down': np.float32(0.66843057), 'Walk': np.float32(0.65853703)}
t=75 | pred=Sit down | scores={'Fall backwards': np.float32(0.65946347), 'Fall forward': np.float32(0.6525726), 'Fall left': np.float32(0.6626981), 'Fall right': np.float32(0.66053325), 'Fall sitting': np.float32(0.6573765), 'Hop': np.float32(0.65416235), 'Kneel': np.float32(0.65929455), 'Pick up object': np.float32(0.6604484), 'Sit down': np.float32(0.66900414), 'Walk': np.float32(0.658442)}
t=80 | pred=Sit down | scores={'Fall backwards': np.float32(0.6602458), 'Fall forward': np.float32(0.6529319), 'Fall left': np.float32(0.6632643), 'Fall right': np.float32(0.6610474), 'Fall sitting': np.float32(0.6576524), 'Hop': np.float32(0.65429616), 'Kneel': np.float32(0.6597656), 'Pick up object': np.float32(0.6608093), 'Sit down': np.float32(0.6696407), 'Walk': np.float32(0.65860695)}
t=85 | pred=Sit down | scores={'Fall backwards': np.float32(0.66103727), 'Fall forward': np.float32(0.6535587), 'Fall left': np.float32(0.66395885), 'Fall right': np.float32(0.66167504), 'Fall sitting': np.float32(0.65817624), 'Hop': np.float32(0.6548922), 'Kneel': np.float32(0.6604542), 'Pick up object': np.float32(0.6615237), 'Sit down': np.float32(0.6703888), 'Walk': np.float32(0.65920275)}
t=90 | pred=Sit down | scores={'Fall backwards': np.float32(0.66191036), 'Fall forward': np.float32(0.65415436), 'Fall left': np.float32(0.66466284), 'Fall right': np.float32(0.6623777), 'Fall sitting': np.float32(0.65856344), 'Hop': np.float32(0.6553806), 'Kneel': np.float32(0.66119695), 'Pick up object': np.float32(0.6622722), 'Sit down': np.float32(0.67122555), 'Walk': np.float32(0.6597775)}
t=95 | pred=Sit down | scores={'Fall backwards': np.float32(0.66276467), 'Fall forward': np.float32(0.6548694), 'Fall left': np.float32(0.6652902), 'Fall right': np.float32(0.66301715), 'Fall sitting': np.float32(0.65910023), 'Hop': np.float32(0.6558876), 'Kneel': np.float32(0.66193074), 'Pick up object': np.float32(0.6630252), 'Sit down': np.float32(0.67200065), 'Walk': np.float32(0.66040945)}
t=100 | pred=Sit down | scores={'Fall backwards': np.float32(0.66313124), 'Fall forward': np.float32(0.6551588), 'Fall left': np.float32(0.66549194), 'Fall right': np.float32(0.66319305), 'Fall sitting': np.float32(0.6592875), 'Hop': np.float32(0.6559647), 'Kneel': np.float32(0.66228175), 'Pick up object': np.float32(0.6633374), 'Sit down': np.float32(0.6724772), 'Walk': np.float32(0.66065747)}
t=105 | pred=Sit down | scores={'Fall backwards': np.float32(0.66316706), 'Fall forward': np.float32(0.6552086), 'Fall left': np.float32(0.6654034), 'Fall right': np.float32(0.663086), 'Fall sitting': np.float32(0.65928316), 'Hop': np.float32(0.6557317), 'Kneel': np.float32(0.6622568), 'Pick up object': np.float32(0.663321), 'Sit down': np.float32(0.6726429), 'Walk': np.float32(0.6605812)}
t=110 | pred=Sit down | scores={'Fall backwards': np.float32(0.663293), 'Fall forward': np.float32(0.65518427), 'Fall left': np.float32(0.6653871), 'Fall right': np.float32(0.6630741), 'Fall sitting': np.float32(0.65914273), 'Hop': np.float32(0.65547204), 'Kneel': np.float32(0.66213465), 'Pick up object': np.float32(0.6631918), 'Sit down': np.float32(0.67274845), 'Walk': np.float32(0.66044307)}
t=115 | pred=Sit down | scores={'Fall backwards': np.float32(0.66331), 'Fall forward': np.float32(0.65506727), 'Fall left': np.float32(0.66526157), 'Fall right': np.float32(0.66299903), 'Fall sitting': np.float32(0.65889764), 'Hop': np.float32(0.655233), 'Kneel': np.float32(0.6619469), 'Pick up object': np.float32(0.6630265), 'Sit down': np.float32(0.6727436), 'Walk': np.float32(0.66025907)}
t=120 | pred=Sit down | scores={'Fall backwards': np.float32(0.66341925), 'Fall forward': np.float32(0.65511113), 'Fall left': np.float32(0.6653277), 'Fall right': np.float32(0.66304827), 'Fall sitting': np.float32(0.65881616), 'Hop': np.float32(0.6551639), 'Kneel': np.float32(0.6620218), 'Pick up object': np.float32(0.66308534), 'Sit down': np.float32(0.67295533), 'Walk': np.float32(0.66026974)}
t=125 | pred=Sit down | scores={'Fall backwards': np.float32(0.663843), 'Fall forward': np.float32(0.6555704), 'Fall left': np.float32(0.6657457), 'Fall right': np.float32(0.66339326), 'Fall sitting': np.float32(0.6592163), 'Hop': np.float32(0.6555708), 'Kneel': np.float32(0.66244465), 'Pick up object': np.float32(0.66352147), 'Sit down': np.float32(0.6734436), 'Walk': np.float32(0.6607332)}
t=130 | pred=Sit down | scores={'Fall backwards': np.float32(0.6640696), 'Fall forward': np.float32(0.65583473), 'Fall left': np.float32(0.6659671), 'Fall right': np.float32(0.663552), 'Fall sitting': np.float32(0.6594436), 'Hop': np.float32(0.6557945), 'Kneel': np.float32(0.6627423), 'Pick up object': np.float32(0.6638088), 'Sit down': np.float32(0.6738034), 'Walk': np.float32(0.66100997)}
t=135 | pred=Sit down | scores={'Fall backwards': np.float32(0.6638446), 'Fall forward': np.float32(0.6556027), 'Fall left': np.float32(0.665725), 'Fall right': np.float32(0.66332364), 'Fall sitting': np.float32(0.6592446), 'Hop': np.float32(0.6555593), 'Kneel': np.float32(0.66261715), 'Pick up object': np.float32(0.66363424), 'Sit down': np.float32(0.6737892), 'Walk': np.float32(0.6608294)}
t=140 | pred=Sit down | scores={'Fall backwards': np.float32(0.6636659), 'Fall forward': np.float32(0.6553616), 'Fall left': np.float32(0.66552764), 'Fall right': np.float32(0.6631031), 'Fall sitting': np.float32(0.6590608), 'Hop': np.float32(0.65526193), 'Kneel': np.float32(0.6625287), 'Pick up object': np.float32(0.6635078), 'Sit down': np.float32(0.6737446), 'Walk': np.float32(0.6606099)}
t=145 | pred=Sit down | scores={'Fall backwards': np.float32(0.6635902), 'Fall forward': np.float32(0.6552605), 'Fall left': np.float32(0.6654352), 'Fall right': np.float32(0.662959), 'Fall sitting': np.float32(0.6589372), 'Hop': np.float32(0.6550721), 'Kneel': np.float32(0.66249377), 'Pick up object': np.float32(0.6634168), 'Sit down': np.float32(0.6736905), 'Walk': np.float32(0.6604772)}
t=150 | pred=Sit down | scores={'Fall backwards': np.float32(0.6634288), 'Fall forward': np.float32(0.6551146), 'Fall left': np.float32(0.6652704), 'Fall right': np.float32(0.66274256), 'Fall sitting': np.float32(0.65874076), 'Hop': np.float32(0.65484285), 'Kneel': np.float32(0.66238445), 'Pick up object': np.float32(0.66325957), 'Sit down': np.float32(0.6735854), 'Walk': np.float32(0.6603075)}
t=155 | pred=Sit down | scores={'Fall backwards': np.float32(0.66326976), 'Fall forward': np.float32(0.65498227), 'Fall left': np.float32(0.66513014), 'Fall right': np.float32(0.6625411), 'Fall sitting': np.float32(0.65856206), 'Hop': np.float32(0.6546403), 'Kneel': np.float32(0.6622987), 'Pick up object': np.float32(0.6631312), 'Sit down': np.float32(0.6734853), 'Walk': np.float32(0.6601456)}
t=160 | pred=Sit down | scores={'Fall backwards': np.float32(0.663165), 'Fall forward': np.float32(0.65485775), 'Fall left': np.float32(0.66500914), 'Fall right': np.float32(0.66235477), 'Fall sitting': np.float32(0.65838045), 'Hop': np.float32(0.6544495), 'Kneel': np.float32(0.66220254), 'Pick up object': np.float32(0.6629983), 'Sit down': np.float32(0.67341393), 'Walk': np.float32(0.6599891)}
t=165 | pred=Sit down | scores={'Fall backwards': np.float32(0.6630508), 'Fall forward': np.float32(0.65477216), 'Fall left': np.float32(0.66488606), 'Fall right': np.float32(0.6622074), 'Fall sitting': np.float32(0.658244), 'Hop': np.float32(0.6542926), 'Kneel': np.float32(0.66210157), 'Pick up object': np.float32(0.6628534), 'Sit down': np.float32(0.6733449), 'Walk': np.float32(0.65985966)}
t=170 | pred=Sit down | scores={'Fall backwards': np.float32(0.6628227), 'Fall forward': np.float32(0.6545722), 'Fall left': np.float32(0.6646512), 'Fall right': np.float32(0.66195095), 'Fall sitting': np.float32(0.65801436), 'Hop': np.float32(0.65404385), 'Kneel': np.float32(0.66190374), 'Pick up object': np.float32(0.6626038), 'Sit down': np.float32(0.67319286), 'Walk': np.float32(0.6596602)}
t=175 | pred=Sit down | scores={'Fall backwards': np.float32(0.66267097), 'Fall forward': np.float32(0.6544177), 'Fall left': np.float32(0.66448617), 'Fall right': np.float32(0.6617625), 'Fall sitting': np.float32(0.6578664), 'Hop': np.float32(0.6538472), 'Kneel': np.float32(0.66176945), 'Pick up object': np.float32(0.66242737), 'Sit down': np.float32(0.6730613), 'Walk': np.float32(0.65950215)}
t=180 | pred=Sit down | scores={'Fall backwards': np.float32(0.6626179), 'Fall forward': np.float32(0.65433145), 'Fall left': np.float32(0.664394), 'Fall right': np.float32(0.661646), 'Fall sitting': np.float32(0.65780145), 'Hop': np.float32(0.65368515), 'Kneel': np.float32(0.6617162), 'Pick up object': np.float32(0.6623425), 'Sit down': np.float32(0.672979), 'Walk': np.float32(0.65939426)}
t=185 | pred=Sit down | scores={'Fall backwards': np.float32(0.6625743), 'Fall forward': np.float32(0.65427107), 'Fall left': np.float32(0.664345), 'Fall right': np.float32(0.66156244), 'Fall sitting': np.float32(0.65779114), 'Hop': np.float32(0.6536003), 'Kneel': np.float32(0.66169393), 'Pick up object': np.float32(0.6622949), 'Sit down': np.float32(0.6729524), 'Walk': np.float32(0.65932006)}
t=190 | pred=Sit down | scores={'Fall backwards': np.float32(0.66243607), 'Fall forward': np.float32(0.65415245), 'Fall left': np.float32(0.6642299), 'Fall right': np.float32(0.661406), 'Fall sitting': np.float32(0.6577169), 'Hop': np.float32(0.65347224), 'Kneel': np.float32(0.66161335), 'Pick up object': np.float32(0.6621987), 'Sit down': np.float32(0.6728937), 'Walk': np.float32(0.65921694)}
t=195 | pred=Sit down | scores={'Fall backwards': np.float32(0.6622867), 'Fall forward': np.float32(0.6539729), 'Fall left': np.float32(0.6640636), 'Fall right': np.float32(0.6612242), 'Fall sitting': np.float32(0.65759116), 'Hop': np.float32(0.653306), 'Kneel': np.float32(0.6614573), 'Pick up object': np.float32(0.6620542), 'Sit down': np.float32(0.6727758), 'Walk': np.float32(0.6590751)}
t=200 | pred=Sit down | scores={'Fall backwards': np.float32(0.662316), 'Fall forward': np.float32(0.653982), 'Fall left': np.float32(0.66405666), 'Fall right': np.float32(0.6612132), 'Fall sitting': np.float32(0.65758795), 'Hop': np.float32(0.6533218), 'Kneel': np.float32(0.66149807), 'Pick up object': np.float32(0.6620668), 'Sit down': np.float32(0.67273575), 'Walk': np.float32(0.6591107)}
t=205 | pred=Sit down | scores={'Fall backwards': np.float32(0.6624276), 'Fall forward': np.float32(0.65415955), 'Fall left': np.float32(0.6641456), 'Fall right': np.float32(0.6612837), 'Fall sitting': np.float32(0.65770173), 'Hop': np.float32(0.653455), 'Kneel': np.float32(0.66164166), 'Pick up object': np.float32(0.6621932), 'Sit down': np.float32(0.67278665), 'Walk': np.float32(0.65924865)}
t=210 | pred=Sit down | scores={'Fall backwards': np.float32(0.66264796), 'Fall forward': np.float32(0.65444565), 'Fall left': np.float32(0.6643235), 'Fall right': np.float32(0.6614169), 'Fall sitting': np.float32(0.6579661), 'Hop': np.float32(0.6536909), 'Kneel': np.float32(0.66187215), 'Pick up object': np.float32(0.662431), 'Sit down': np.float32(0.6729403), 'Walk': np.float32(0.659499)}
t=215 | pred=Sit down | scores={'Fall backwards': np.float32(0.66290677), 'Fall forward': np.float32(0.6547591), 'Fall left': np.float32(0.6645596), 'Fall right': np.float32(0.66158557), 'Fall sitting': np.float32(0.6582561), 'Hop': np.float32(0.6539771), 'Kneel': np.float32(0.6621792), 'Pick up object': np.float32(0.66273046), 'Sit down': np.float32(0.67318094), 'Walk': np.float32(0.659772)}
t=220 | pred=Sit down | scores={'Fall backwards': np.float32(0.6630811), 'Fall forward': np.float32(0.65505344), 'Fall left': np.float32(0.66476995), 'Fall right': np.float32(0.6616925), 'Fall sitting': np.float32(0.6585694), 'Hop': np.float32(0.6542073), 'Kneel': np.float32(0.66245955), 'Pick up object': np.float32(0.663006), 'Sit down': np.float32(0.673401), 'Walk': np.float32(0.6600075)}
t=225 | pred=Sit down | scores={'Fall backwards': np.float32(0.66320306), 'Fall forward': np.float32(0.65525436), 'Fall left': np.float32(0.6649154), 'Fall right': np.float32(0.6617725), 'Fall sitting': np.float32(0.6588044), 'Hop': np.float32(0.65435475), 'Kneel': np.float32(0.6626469), 'Pick up object': np.float32(0.66321266), 'Sit down': np.float32(0.67357314), 'Walk': np.float32(0.660147)}
t=230 | pred=Sit down | scores={'Fall backwards': np.float32(0.6632545), 'Fall forward': np.float32(0.6554203), 'Fall left': np.float32(0.66499454), 'Fall right': np.float32(0.6617725), 'Fall sitting': np.float32(0.6590221), 'Hop': np.float32(0.65445423), 'Kneel': np.float32(0.66276824), 'Pick up object': np.float32(0.6633372), 'Sit down': np.float32(0.6736593), 'Walk': np.float32(0.6602384)}
t=235 | pred=Sit down | scores={'Fall backwards': np.float32(0.66314876), 'Fall forward': np.float32(0.6553342), 'Fall left': np.float32(0.6648998), 'Fall right': np.float32(0.66162145), 'Fall sitting': np.float32(0.65907633), 'Hop': np.float32(0.6543216), 'Kneel': np.float32(0.66266716), 'Pick up object': np.float32(0.6632524), 'Sit down': np.float32(0.67359346), 'Walk': np.float32(0.660105)}
