Ground Truth: Walk

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.6554662), 'Fall forward': np.float32(0.6603868), 'Fall left': np.float32(0.65838885), 'Fall right': np.float32(0.6541755), 'Fall sitting': np.float32(0.64205354), 'Hop': np.float32(0.66162235), 'Kneel': np.float32(0.65863174), 'Pick up object': np.float32(0.6582095), 'Sit down': np.float32(0.6498577), 'Walk': np.float32(0.66371965)}
t=70 | pred=Walk | scores={'Fall backwards': np.float32(0.6581495), 'Fall forward': np.float32(0.6619482), 'Fall left': np.float32(0.6617467), 'Fall right': np.float32(0.65645075), 'Fall sitting': np.float32(0.6484393), 'Hop': np.float32(0.6668376), 'Kneel': np.float32(0.66140676), 'Pick up object': np.float32(0.66173667), 'Sit down': np.float32(0.6545193), 'Walk': np.float32(0.6668725)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.6586923), 'Fall forward': np.float32(0.66266364), 'Fall left': np.float32(0.6622317), 'Fall right': np.float32(0.65704453), 'Fall sitting': np.float32(0.6492946), 'Hop': np.float32(0.6671785), 'Kneel': np.float32(0.6619437), 'Pick up object': np.float32(0.6623062), 'Sit down': np.float32(0.6549983), 'Walk': np.float32(0.66709936)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.6592243), 'Fall forward': np.float32(0.66330755), 'Fall left': np.float32(0.6628072), 'Fall right': np.float32(0.65773135), 'Fall sitting': np.float32(0.6502306), 'Hop': np.float32(0.6674819), 'Kneel': np.float32(0.66252285), 'Pick up object': np.float32(0.66302717), 'Sit down': np.float32(0.65565646), 'Walk': np.float32(0.66732186)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.6599083), 'Fall forward': np.float32(0.6639616), 'Fall left': np.float32(0.66340905), 'Fall right': np.float32(0.6584419), 'Fall sitting': np.float32(0.65088063), 'Hop': np.float32(0.6674067), 'Kneel': np.float32(0.6630284), 'Pick up object': np.float32(0.6633815), 'Sit down': np.float32(0.65614796), 'Walk': np.float32(0.6673132)}
t=90 | pred=Walk | scores={'Fall backwards': np.float32(0.6603628), 'Fall forward': np.float32(0.66433436), 'Fall left': np.float32(0.6637822), 'Fall right': np.float32(0.65898675), 'Fall sitting': np.float32(0.65121055), 'Hop': np.float32(0.6671507), 'Kneel': np.float32(0.66333365), 'Pick up object': np.float32(0.66344744), 'Sit down': np.float32(0.6564298), 'Walk': np.float32(0.66715705)}
t=95 | pred=Walk | scores={'Fall backwards': np.float32(0.6608161), 'Fall forward': np.float32(0.6645346), 'Fall left': np.float32(0.6641576), 'Fall right': np.float32(0.65953743), 'Fall sitting': np.float32(0.65159357), 'Hop': np.float32(0.66671485), 'Kneel': np.float32(0.6636254), 'Pick up object': np.float32(0.6635872), 'Sit down': np.float32(0.65701973), 'Walk': np.float32(0.6668305)}
t=100 | pred=Walk | scores={'Fall backwards': np.float32(0.6613288), 'Fall forward': np.float32(0.6647357), 'Fall left': np.float32(0.6646643), 'Fall right': np.float32(0.66019464), 'Fall sitting': np.float32(0.652179), 'Hop': np.float32(0.66655606), 'Kneel': np.float32(0.6640459), 'Pick up object': np.float32(0.6640099), 'Sit down': np.float32(0.657919), 'Walk': np.float32(0.66673243)}
t=105 | pred=Walk | scores={'Fall backwards': np.float32(0.6618032), 'Fall forward': np.float32(0.6649601), 'Fall left': np.float32(0.66525054), 'Fall right': np.float32(0.66092217), 'Fall sitting': np.float32(0.65282065), 'Hop': np.float32(0.6667785), 'Kneel': np.float32(0.6645928), 'Pick up object': np.float32(0.6644572), 'Sit down': np.float32(0.65882933), 'Walk': np.float32(0.66689986)}
t=110 | pred=Walk | scores={'Fall backwards': np.float32(0.66201174), 'Fall forward': np.float32(0.6649815), 'Fall left': np.float32(0.66550547), 'Fall right': np.float32(0.661382), 'Fall sitting': np.float32(0.65300685), 'Hop': np.float32(0.66634816), 'Kneel': np.float32(0.6648034), 'Pick up object': np.float32(0.6644622), 'Sit down': np.float32(0.65933144), 'Walk': np.float32(0.66658974)}
t=115 | pred=Walk | scores={'Fall backwards': np.float32(0.66215116), 'Fall forward': np.float32(0.66497475), 'Fall left': np.float32(0.66564775), 'Fall right': np.float32(0.6616685), 'Fall sitting': np.float32(0.652929), 'Hop': np.float32(0.66589147), 'Kneel': np.float32(0.6649057), 'Pick up object': np.float32(0.6643992), 'Sit down': np.float32(0.659462), 'Walk': np.float32(0.6662817)}
t=120 | pred=Walk | scores={'Fall backwards': np.float32(0.66218877), 'Fall forward': np.float32(0.66484225), 'Fall left': np.float32(0.6657624), 'Fall right': np.float32(0.66181797), 'Fall sitting': np.float32(0.6531548), 'Hop': np.float32(0.6653555), 'Kneel': np.float32(0.6649224), 'Pick up object': np.float32(0.66437984), 'Sit down': np.float32(0.6598288), 'Walk': np.float32(0.66586244)}
t=125 | pred=Fall left | scores={'Fall backwards': np.float32(0.66238153), 'Fall forward': np.float32(0.66511095), 'Fall left': np.float32(0.6660672), 'Fall right': np.float32(0.6620439), 'Fall sitting': np.float32(0.6536064), 'Hop': np.float32(0.66506183), 'Kneel': np.float32(0.6651632), 'Pick up object': np.float32(0.6644997), 'Sit down': np.float32(0.6601164), 'Walk': np.float32(0.66564345)}
t=130 | pred=Fall left | scores={'Fall backwards': np.float32(0.6627968), 'Fall forward': np.float32(0.6655741), 'Fall left': np.float32(0.66658604), 'Fall right': np.float32(0.6624984), 'Fall sitting': np.float32(0.6540879), 'Hop': np.float32(0.6649407), 'Kneel': np.float32(0.6656186), 'Pick up object': np.float32(0.664774), 'Sit down': np.float32(0.6602976), 'Walk': np.float32(0.6655969)}
t=135 | pred=Fall left | scores={'Fall backwards': np.float32(0.6630977), 'Fall forward': np.float32(0.66590637), 'Fall left': np.float32(0.6669802), 'Fall right': np.float32(0.66275936), 'Fall sitting': np.float32(0.65459335), 'Hop': np.float32(0.6648218), 'Kneel': np.float32(0.66592836), 'Pick up object': np.float32(0.66484463), 'Sit down': np.float32(0.6604308), 'Walk': np.float32(0.66552925)}
t=140 | pred=Fall left | scores={'Fall backwards': np.float32(0.66330296), 'Fall forward': np.float32(0.6662468), 'Fall left': np.float32(0.667322), 'Fall right': np.float32(0.66287416), 'Fall sitting': np.float32(0.65512186), 'Hop': np.float32(0.6652376), 'Kneel': np.float32(0.66638625), 'Pick up object': np.float32(0.66521204), 'Sit down': np.float32(0.6606874), 'Walk': np.float32(0.66596925)}
t=145 | pred=Fall left | scores={'Fall backwards': np.float32(0.6634289), 'Fall forward': np.float32(0.6664789), 'Fall left': np.float32(0.66751504), 'Fall right': np.float32(0.6628893), 'Fall sitting': np.float32(0.65528333), 'Hop': np.float32(0.6657729), 'Kneel': np.float32(0.6666922), 'Pick up object': np.float32(0.6655472), 'Sit down': np.float32(0.6608729), 'Walk': np.float32(0.6664664)}
t=150 | pred=Fall left | scores={'Fall backwards': np.float32(0.6632982), 'Fall forward': np.float32(0.66647685), 'Fall left': np.float32(0.6674421), 'Fall right': np.float32(0.6626006), 'Fall sitting': np.float32(0.65529513), 'Hop': np.float32(0.6659621), 'Kneel': np.float32(0.6667204), 'Pick up object': np.float32(0.66565424), 'Sit down': np.float32(0.6607125), 'Walk': np.float32(0.6667628)}
t=155 | pred=Fall left | scores={'Fall backwards': np.float32(0.66300076), 'Fall forward': np.float32(0.6662467), 'Fall left': np.float32(0.6671947), 'Fall right': np.float32(0.66212696), 'Fall sitting': np.float32(0.6550926), 'Hop': np.float32(0.6660021), 'Kneel': np.float32(0.6665231), 'Pick up object': np.float32(0.66560966), 'Sit down': np.float32(0.660382), 'Walk': np.float32(0.6669281)}
t=160 | pred=Walk | scores={'Fall backwards': np.float32(0.66263896), 'Fall forward': np.float32(0.6658992), 'Fall left': np.float32(0.6669115), 'Fall right': np.float32(0.6616073), 'Fall sitting': np.float32(0.6548221), 'Hop': np.float32(0.66592866), 'Kneel': np.float32(0.66631347), 'Pick up object': np.float32(0.6654639), 'Sit down': np.float32(0.660007), 'Walk': np.float32(0.66700727)}
t=165 | pred=Walk | scores={'Fall backwards': np.float32(0.6624366), 'Fall forward': np.float32(0.6656891), 'Fall left': np.float32(0.66674995), 'Fall right': np.float32(0.6612529), 'Fall sitting': np.float32(0.6546883), 'Hop': np.float32(0.66611445), 'Kneel': np.float32(0.6662458), 'Pick up object': np.float32(0.66546893), 'Sit down': np.float32(0.6598614), 'Walk': np.float32(0.6673038)}
t=170 | pred=Walk | scores={'Fall backwards': np.float32(0.66228265), 'Fall forward': np.float32(0.6655239), 'Fall left': np.float32(0.666616), 'Fall right': np.float32(0.66097295), 'Fall sitting': np.float32(0.65459216), 'Hop': np.float32(0.66615057), 'Kneel': np.float32(0.66616637), 'Pick up object': np.float32(0.6653966), 'Sit down': np.float32(0.65969783), 'Walk': np.float32(0.6674995)}
t=175 | pred=Walk | scores={'Fall backwards': np.float32(0.6620938), 'Fall forward': np.float32(0.6653485), 'Fall left': np.float32(0.6664507), 'Fall right': np.float32(0.6607078), 'Fall sitting': np.float32(0.654525), 'Hop': np.float32(0.66617966), 'Kneel': np.float32(0.6660343), 'Pick up object': np.float32(0.6653595), 'Sit down': np.float32(0.65951526), 'Walk': np.float32(0.6676304)}
