Ground Truth: Pick up object

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.5841281), 'Fall forward': np.float32(0.5919894), 'Fall left': np.float32(0.58376855), 'Fall right': np.float32(0.59311914), 'Fall sitting': np.float32(0.56894207), 'Hop': np.float32(0.6028874), 'Kneel': np.float32(0.5910812), 'Pick up object': np.float32(0.59401274), 'Sit down': np.float32(0.58149534), 'Walk': np.float32(0.6006057)}
t=70 | pred=Hop | scores={'Fall backwards': np.float32(0.5920801), 'Fall forward': np.float32(0.5962384), 'Fall left': np.float32(0.59233737), 'Fall right': np.float32(0.601281), 'Fall sitting': np.float32(0.58373755), 'Hop': np.float32(0.6088339), 'Kneel': np.float32(0.5980461), 'Pick up object': np.float32(0.6055066), 'Sit down': np.float32(0.593521), 'Walk': np.float32(0.6050113)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.5937513), 'Fall forward': np.float32(0.5979793), 'Fall left': np.float32(0.5939805), 'Fall right': np.float32(0.60294217), 'Fall sitting': np.float32(0.58553356), 'Hop': np.float32(0.60995936), 'Kneel': np.float32(0.59994465), 'Pick up object': np.float32(0.60689396), 'Sit down': np.float32(0.5949052), 'Walk': np.float32(0.60633487)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.59462714), 'Fall forward': np.float32(0.5988061), 'Fall left': np.float32(0.5947837), 'Fall right': np.float32(0.6037708), 'Fall sitting': np.float32(0.5866733), 'Hop': np.float32(0.6101845), 'Kneel': np.float32(0.6009023), 'Pick up object': np.float32(0.6074758), 'Sit down': np.float32(0.5956539), 'Walk': np.float32(0.60675573)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.5954245), 'Fall forward': np.float32(0.59965605), 'Fall left': np.float32(0.59555066), 'Fall right': np.float32(0.60455096), 'Fall sitting': np.float32(0.587688), 'Hop': np.float32(0.61050385), 'Kneel': np.float32(0.60175085), 'Pick up object': np.float32(0.60802376), 'Sit down': np.float32(0.59636325), 'Walk': np.float32(0.60724133)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.5965189), 'Fall forward': np.float32(0.60079646), 'Fall left': np.float32(0.59660333), 'Fall right': np.float32(0.60563236), 'Fall sitting': np.float32(0.5891386), 'Hop': np.float32(0.61103576), 'Kneel': np.float32(0.6028612), 'Pick up object': np.float32(0.6089189), 'Sit down': np.float32(0.5972996), 'Walk': np.float32(0.607985)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.5977924), 'Fall forward': np.float32(0.60221523), 'Fall left': np.float32(0.59782493), 'Fall right': np.float32(0.60688597), 'Fall sitting': np.float32(0.5907551), 'Hop': np.float32(0.6118349), 'Kneel': np.float32(0.6041727), 'Pick up object': np.float32(0.60997045), 'Sit down': np.float32(0.59843385), 'Walk': np.float32(0.6090045)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.5988144), 'Fall forward': np.float32(0.60335064), 'Fall left': np.float32(0.59881467), 'Fall right': np.float32(0.6078851), 'Fall sitting': np.float32(0.5922904), 'Hop': np.float32(0.61242306), 'Kneel': np.float32(0.6052264), 'Pick up object': np.float32(0.61077523), 'Sit down': np.float32(0.59944254), 'Walk': np.float32(0.60979766)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.59914017), 'Fall forward': np.float32(0.6037628), 'Fall left': np.float32(0.59914386), 'Fall right': np.float32(0.608227), 'Fall sitting': np.float32(0.59296614), 'Hop': np.float32(0.61248696), 'Kneel': np.float32(0.60559523), 'Pick up object': np.float32(0.61094856), 'Sit down': np.float32(0.5997718), 'Walk': np.float32(0.6100404)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.5991902), 'Fall forward': np.float32(0.60393953), 'Fall left': np.float32(0.5991907), 'Fall right': np.float32(0.6082888), 'Fall sitting': np.float32(0.59340936), 'Hop': np.float32(0.61221045), 'Kneel': np.float32(0.6057007), 'Pick up object': np.float32(0.61078936), 'Sit down': np.float32(0.599815), 'Walk': np.float32(0.6099752)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.59910685), 'Fall forward': np.float32(0.60400635), 'Fall left': np.float32(0.59914976), 'Fall right': np.float32(0.608198), 'Fall sitting': np.float32(0.59373635), 'Hop': np.float32(0.6120281), 'Kneel': np.float32(0.60576236), 'Pick up object': np.float32(0.610687), 'Sit down': np.float32(0.5996708), 'Walk': np.float32(0.6099403)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.5988367), 'Fall forward': np.float32(0.6038139), 'Fall left': np.float32(0.59892565), 'Fall right': np.float32(0.607886), 'Fall sitting': np.float32(0.5939585), 'Hop': np.float32(0.6116208), 'Kneel': np.float32(0.60563654), 'Pick up object': np.float32(0.61040616), 'Sit down': np.float32(0.5993364), 'Walk': np.float32(0.60966396)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.5988288), 'Fall forward': np.float32(0.603941), 'Fall left': np.float32(0.5989886), 'Fall right': np.float32(0.607825), 'Fall sitting': np.float32(0.5941949), 'Hop': np.float32(0.6115465), 'Kneel': np.float32(0.60577255), 'Pick up object': np.float32(0.61040646), 'Sit down': np.float32(0.59929407), 'Walk': np.float32(0.60967743)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.5992187), 'Fall forward': np.float32(0.6044009), 'Fall left': np.float32(0.59942895), 'Fall right': np.float32(0.6081459), 'Fall sitting': np.float32(0.59462047), 'Hop': np.float32(0.6117445), 'Kneel': np.float32(0.60624236), 'Pick up object': np.float32(0.61075795), 'Sit down': np.float32(0.59957194), 'Walk': np.float32(0.6099891)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.6001821), 'Fall forward': np.float32(0.6053057), 'Fall left': np.float32(0.6003926), 'Fall right': np.float32(0.6090449), 'Fall sitting': np.float32(0.59565204), 'Hop': np.float32(0.6125975), 'Kneel': np.float32(0.60716325), 'Pick up object': np.float32(0.61186403), 'Sit down': np.float32(0.6005154), 'Walk': np.float32(0.610841)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.601115), 'Fall forward': np.float32(0.60613954), 'Fall left': np.float32(0.6012847), 'Fall right': np.float32(0.60984004), 'Fall sitting': np.float32(0.59666437), 'Hop': np.float32(0.61333734), 'Kneel': np.float32(0.6080294), 'Pick up object': np.float32(0.6128271), 'Sit down': np.float32(0.6013065), 'Walk': np.float32(0.61150825)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.60163623), 'Fall forward': np.float32(0.60650885), 'Fall left': np.float32(0.6017617), 'Fall right': np.float32(0.61030024), 'Fall sitting': np.float32(0.597024), 'Hop': np.float32(0.6137305), 'Kneel': np.float32(0.60847306), 'Pick up object': np.float32(0.61324954), 'Sit down': np.float32(0.60163957), 'Walk': np.float32(0.6118627)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.60230833), 'Fall forward': np.float32(0.6070139), 'Fall left': np.float32(0.602364), 'Fall right': np.float32(0.61089146), 'Fall sitting': np.float32(0.5975145), 'Hop': np.float32(0.61424696), 'Kneel': np.float32(0.609026), 'Pick up object': np.float32(0.6137815), 'Sit down': np.float32(0.6020836), 'Walk': np.float32(0.61232966)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.60282385), 'Fall forward': np.float32(0.6072886), 'Fall left': np.float32(0.60278565), 'Fall right': np.float32(0.6113106), 'Fall sitting': np.float32(0.59784377), 'Hop': np.float32(0.6145844), 'Kneel': np.float32(0.60935277), 'Pick up object': np.float32(0.6141273), 'Sit down': np.float32(0.6023916), 'Walk': np.float32(0.6125875)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.60321575), 'Fall forward': np.float32(0.6074854), 'Fall left': np.float32(0.6031255), 'Fall right': np.float32(0.6116272), 'Fall sitting': np.float32(0.598098), 'Hop': np.float32(0.6147444), 'Kneel': np.float32(0.6096159), 'Pick up object': np.float32(0.6143478), 'Sit down': np.float32(0.6025388), 'Walk': np.float32(0.6127151)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.60334593), 'Fall forward': np.float32(0.60751396), 'Fall left': np.float32(0.6032162), 'Fall right': np.float32(0.6117168), 'Fall sitting': np.float32(0.5981082), 'Hop': np.float32(0.6146995), 'Kneel': np.float32(0.60962415), 'Pick up object': np.float32(0.61432064), 'Sit down': np.float32(0.6024527), 'Walk': np.float32(0.6126344)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.60335094), 'Fall forward': np.float32(0.6074054), 'Fall left': np.float32(0.6031765), 'Fall right': np.float32(0.61165375), 'Fall sitting': np.float32(0.59826154), 'Hop': np.float32(0.6145966), 'Kneel': np.float32(0.6095088), 'Pick up object': np.float32(0.6143422), 'Sit down': np.float32(0.60230273), 'Walk': np.float32(0.61245745)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.60343826), 'Fall forward': np.float32(0.6074349), 'Fall left': np.float32(0.6032539), 'Fall right': np.float32(0.6117123), 'Fall sitting': np.float32(0.59843665), 'Hop': np.float32(0.6146636), 'Kneel': np.float32(0.6095569), 'Pick up object': np.float32(0.6145032), 'Sit down': np.float32(0.6022767), 'Walk': np.float32(0.6124793)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.60365117), 'Fall forward': np.float32(0.6075367), 'Fall left': np.float32(0.6034603), 'Fall right': np.float32(0.6119091), 'Fall sitting': np.float32(0.59859824), 'Hop': np.float32(0.6148126), 'Kneel': np.float32(0.6097463), 'Pick up object': np.float32(0.6148091), 'Sit down': np.float32(0.6023823), 'Walk': np.float32(0.61258096)}
t=185 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6038848), 'Fall forward': np.float32(0.6077598), 'Fall left': np.float32(0.6036914), 'Fall right': np.float32(0.61211187), 'Fall sitting': np.float32(0.5988213), 'Hop': np.float32(0.6150593), 'Kneel': np.float32(0.6100047), 'Pick up object': np.float32(0.6151458), 'Sit down': np.float32(0.6025545), 'Walk': np.float32(0.61284924)}
t=190 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6042264), 'Fall forward': np.float32(0.6081003), 'Fall left': np.float32(0.604016), 'Fall right': np.float32(0.61239237), 'Fall sitting': np.float32(0.59903216), 'Hop': np.float32(0.6154102), 'Kneel': np.float32(0.610354), 'Pick up object': np.float32(0.6155383), 'Sit down': np.float32(0.60278434), 'Walk': np.float32(0.6132097)}
t=195 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6044364), 'Fall forward': np.float32(0.60828453), 'Fall left': np.float32(0.6042189), 'Fall right': np.float32(0.6125789), 'Fall sitting': np.float32(0.5991549), 'Hop': np.float32(0.61563325), 'Kneel': np.float32(0.61057293), 'Pick up object': np.float32(0.6157506), 'Sit down': np.float32(0.60295385), 'Walk': np.float32(0.61342347)}
t=200 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6045033), 'Fall forward': np.float32(0.60832983), 'Fall left': np.float32(0.60431117), 'Fall right': np.float32(0.61260164), 'Fall sitting': np.float32(0.59917456), 'Hop': np.float32(0.61570245), 'Kneel': np.float32(0.61070687), 'Pick up object': np.float32(0.61581075), 'Sit down': np.float32(0.60296804), 'Walk': np.float32(0.61349845)}
t=205 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6044128), 'Fall forward': np.float32(0.60823977), 'Fall left': np.float32(0.604246), 'Fall right': np.float32(0.61249804), 'Fall sitting': np.float32(0.5990193), 'Hop': np.float32(0.6156019), 'Kneel': np.float32(0.61067474), 'Pick up object': np.float32(0.61571664), 'Sit down': np.float32(0.60283655), 'Walk': np.float32(0.61341196)}
t=210 | pred=Pick up object | scores={'Fall backwards': np.float32(0.60434395), 'Fall forward': np.float32(0.608146), 'Fall left': np.float32(0.6041929), 'Fall right': np.float32(0.61240417), 'Fall sitting': np.float32(0.59888494), 'Hop': np.float32(0.6154727), 'Kneel': np.float32(0.6106215), 'Pick up object': np.float32(0.6156386), 'Sit down': np.float32(0.6026987), 'Walk': np.float32(0.61331236)}
t=215 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6042131), 'Fall forward': np.float32(0.6080088), 'Fall left': np.float32(0.6040734), 'Fall right': np.float32(0.6122331), 'Fall sitting': np.float32(0.59871846), 'Hop': np.float32(0.615301), 'Kneel': np.float32(0.61049324), 'Pick up object': np.float32(0.6155035), 'Sit down': np.float32(0.6025262), 'Walk': np.float32(0.6131805)}
t=220 | pred=Pick up object | scores={'Fall backwards': np.float32(0.60390073), 'Fall forward': np.float32(0.6076744), 'Fall left': np.float32(0.6037933), 'Fall right': np.float32(0.611884), 'Fall sitting': np.float32(0.59838325), 'Hop': np.float32(0.6149582), 'Kneel': np.float32(0.61021554), 'Pick up object': np.float32(0.61521655), 'Sit down': np.float32(0.6021807), 'Walk': np.float32(0.612865)}
t=225 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6036338), 'Fall forward': np.float32(0.60739005), 'Fall left': np.float32(0.60355264), 'Fall right': np.float32(0.6116152), 'Fall sitting': np.float32(0.59806097), 'Hop': np.float32(0.61468923), 'Kneel': np.float32(0.60997206), 'Pick up object': np.float32(0.6149775), 'Sit down': np.float32(0.6019178), 'Walk': np.float32(0.6125961)}
t=230 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6033347), 'Fall forward': np.float32(0.60709876), 'Fall left': np.float32(0.6032769), 'Fall right': np.float32(0.6113101), 'Fall sitting': np.float32(0.5976991), 'Hop': np.float32(0.61439204), 'Kneel': np.float32(0.60968095), 'Pick up object': np.float32(0.614724), 'Sit down': np.float32(0.6015895), 'Walk': np.float32(0.6122786)}
t=235 | pred=Pick up object | scores={'Fall backwards': np.float32(0.60323435), 'Fall forward': np.float32(0.60700077), 'Fall left': np.float32(0.6032045), 'Fall right': np.float32(0.61122334), 'Fall sitting': np.float32(0.59752244), 'Hop': np.float32(0.6142732), 'Kneel': np.float32(0.6096154), 'Pick up object': np.float32(0.6146764), 'Sit down': np.float32(0.60147786), 'Walk': np.float32(0.61215293)}
t=240 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6030587), 'Fall forward': np.float32(0.606804), 'Fall left': np.float32(0.6030669), 'Fall right': np.float32(0.6110632), 'Fall sitting': np.float32(0.5972567), 'Hop': np.float32(0.6141031), 'Kneel': np.float32(0.6094806), 'Pick up object': np.float32(0.6145859), 'Sit down': np.float32(0.6013155), 'Walk': np.float32(0.61197823)}
t=245 | pred=Pick up object | scores={'Fall backwards': np.float32(0.60307527), 'Fall forward': np.float32(0.6067182), 'Fall left': np.float32(0.60309166), 'Fall right': np.float32(0.6110905), 'Fall sitting': np.float32(0.59714967), 'Hop': np.float32(0.6142132), 'Kneel': np.float32(0.6094616), 'Pick up object': np.float32(0.61471635), 'Sit down': np.float32(0.6014257), 'Walk': np.float32(0.61198235)}
t=250 | pred=Pick up object | scores={'Fall backwards': np.float32(0.60307235), 'Fall forward': np.float32(0.6066029), 'Fall left': np.float32(0.60311407), 'Fall right': np.float32(0.61111647), 'Fall sitting': np.float32(0.59697676), 'Hop': np.float32(0.6144055), 'Kneel': np.float32(0.60943377), 'Pick up object': np.float32(0.6148074), 'Sit down': np.float32(0.6015291), 'Walk': np.float32(0.6120321)}
t=255 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6031346), 'Fall forward': np.float32(0.6066326), 'Fall left': np.float32(0.6031925), 'Fall right': np.float32(0.61119), 'Fall sitting': np.float32(0.59690404), 'Hop': np.float32(0.61464524), 'Kneel': np.float32(0.6094905), 'Pick up object': np.float32(0.61491525), 'Sit down': np.float32(0.6016094), 'Walk': np.float32(0.61220473)}
t=260 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6031729), 'Fall forward': np.float32(0.6066893), 'Fall left': np.float32(0.60325795), 'Fall right': np.float32(0.6112465), 'Fall sitting': np.float32(0.59681785), 'Hop': np.float32(0.61483735), 'Kneel': np.float32(0.6095506), 'Pick up object': np.float32(0.61499685), 'Sit down': np.float32(0.60165143), 'Walk': np.float32(0.61237156)}
t=265 | pred=Pick up object | scores={'Fall backwards': np.float32(0.60324466), 'Fall forward': np.float32(0.6067791), 'Fall left': np.float32(0.6033454), 'Fall right': np.float32(0.61133987), 'Fall sitting': np.float32(0.59677285), 'Hop': np.float32(0.61504924), 'Kneel': np.float32(0.60963786), 'Pick up object': np.float32(0.61511827), 'Sit down': np.float32(0.6017301), 'Walk': np.float32(0.6125627)}
