Ground Truth: Kneel

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.6622775), 'Fall forward': np.float32(0.66141814), 'Fall left': np.float32(0.66264606), 'Fall right': np.float32(0.66081357), 'Fall sitting': np.float32(0.6472703), 'Hop': np.float32(0.6709843), 'Kneel': np.float32(0.6641348), 'Pick up object': np.float32(0.67038256), 'Sit down': np.float32(0.6591798), 'Walk': np.float32(0.67134637)}
t=70 | pred=Kneel | scores={'Fall backwards': np.float32(0.672488), 'Fall forward': np.float32(0.6691938), 'Fall left': np.float32(0.6722551), 'Fall right': np.float32(0.6707842), 'Fall sitting': np.float32(0.66246104), 'Hop': np.float32(0.66593736), 'Kneel': np.float32(0.6771178), 'Pick up object': np.float32(0.67353785), 'Sit down': np.float32(0.6703957), 'Walk': np.float32(0.66823715)}
t=75 | pred=Kneel | scores={'Fall backwards': np.float32(0.6722077), 'Fall forward': np.float32(0.66887414), 'Fall left': np.float32(0.67189014), 'Fall right': np.float32(0.67047805), 'Fall sitting': np.float32(0.66247517), 'Hop': np.float32(0.6654521), 'Kneel': np.float32(0.67692167), 'Pick up object': np.float32(0.6732773), 'Sit down': np.float32(0.6701451), 'Walk': np.float32(0.66781884)}
t=80 | pred=Kneel | scores={'Fall backwards': np.float32(0.67180127), 'Fall forward': np.float32(0.6685379), 'Fall left': np.float32(0.67139035), 'Fall right': np.float32(0.6699764), 'Fall sitting': np.float32(0.6623789), 'Hop': np.float32(0.66466784), 'Kneel': np.float32(0.6766119), 'Pick up object': np.float32(0.67280996), 'Sit down': np.float32(0.66950256), 'Walk': np.float32(0.6671602)}
t=85 | pred=Kneel | scores={'Fall backwards': np.float32(0.6716078), 'Fall forward': np.float32(0.66840357), 'Fall left': np.float32(0.6711172), 'Fall right': np.float32(0.66972387), 'Fall sitting': np.float32(0.6623195), 'Hop': np.float32(0.6642378), 'Kneel': np.float32(0.67638326), 'Pick up object': np.float32(0.6726055), 'Sit down': np.float32(0.6690196), 'Walk': np.float32(0.66680646)}
t=90 | pred=Kneel | scores={'Fall backwards': np.float32(0.6714201), 'Fall forward': np.float32(0.6683262), 'Fall left': np.float32(0.67093223), 'Fall right': np.float32(0.66957945), 'Fall sitting': np.float32(0.66232437), 'Hop': np.float32(0.6638312), 'Kneel': np.float32(0.676228), 'Pick up object': np.float32(0.6724502), 'Sit down': np.float32(0.66864324), 'Walk': np.float32(0.66651857)}
t=95 | pred=Kneel | scores={'Fall backwards': np.float32(0.67129576), 'Fall forward': np.float32(0.6682951), 'Fall left': np.float32(0.6707956), 'Fall right': np.float32(0.66948384), 'Fall sitting': np.float32(0.66230196), 'Hop': np.float32(0.66356987), 'Kneel': np.float32(0.6761864), 'Pick up object': np.float32(0.6723299), 'Sit down': np.float32(0.66840595), 'Walk': np.float32(0.66635305)}
t=100 | pred=Kneel | scores={'Fall backwards': np.float32(0.67153555), 'Fall forward': np.float32(0.6685017), 'Fall left': np.float32(0.6710141), 'Fall right': np.float32(0.669855), 'Fall sitting': np.float32(0.662863), 'Hop': np.float32(0.66353637), 'Kneel': np.float32(0.6764849), 'Pick up object': np.float32(0.6725051), 'Sit down': np.float32(0.6686187), 'Walk': np.float32(0.6664636)}
t=105 | pred=Kneel | scores={'Fall backwards': np.float32(0.67200345), 'Fall forward': np.float32(0.6689765), 'Fall left': np.float32(0.6714603), 'Fall right': np.float32(0.670414), 'Fall sitting': np.float32(0.6634008), 'Hop': np.float32(0.6637886), 'Kneel': np.float32(0.67696893), 'Pick up object': np.float32(0.67284775), 'Sit down': np.float32(0.66901237), 'Walk': np.float32(0.6667928)}
t=110 | pred=Kneel | scores={'Fall backwards': np.float32(0.67247057), 'Fall forward': np.float32(0.66950816), 'Fall left': np.float32(0.6719275), 'Fall right': np.float32(0.67098856), 'Fall sitting': np.float32(0.6638979), 'Hop': np.float32(0.66396844), 'Kneel': np.float32(0.6774808), 'Pick up object': np.float32(0.6731699), 'Sit down': np.float32(0.6693448), 'Walk': np.float32(0.66709006)}
t=115 | pred=Kneel | scores={'Fall backwards': np.float32(0.67276925), 'Fall forward': np.float32(0.6700181), 'Fall left': np.float32(0.6722736), 'Fall right': np.float32(0.6713837), 'Fall sitting': np.float32(0.66433626), 'Hop': np.float32(0.6640751), 'Kneel': np.float32(0.6779058), 'Pick up object': np.float32(0.6733609), 'Sit down': np.float32(0.66955376), 'Walk': np.float32(0.6673363)}
t=120 | pred=Kneel | scores={'Fall backwards': np.float32(0.67276675), 'Fall forward': np.float32(0.6702292), 'Fall left': np.float32(0.6723302), 'Fall right': np.float32(0.6714773), 'Fall sitting': np.float32(0.6648563), 'Hop': np.float32(0.66392356), 'Kneel': np.float32(0.67811567), 'Pick up object': np.float32(0.673306), 'Sit down': np.float32(0.66962194), 'Walk': np.float32(0.66728866)}
t=125 | pred=Kneel | scores={'Fall backwards': np.float32(0.67302924), 'Fall forward': np.float32(0.6706181), 'Fall left': np.float32(0.6727384), 'Fall right': np.float32(0.6717794), 'Fall sitting': np.float32(0.6657056), 'Hop': np.float32(0.6640794), 'Kneel': np.float32(0.6785297), 'Pick up object': np.float32(0.67349607), 'Sit down': np.float32(0.6701369), 'Walk': np.float32(0.6674077)}
t=130 | pred=Kneel | scores={'Fall backwards': np.float32(0.6733084), 'Fall forward': np.float32(0.67121434), 'Fall left': np.float32(0.67317075), 'Fall right': np.float32(0.67209196), 'Fall sitting': np.float32(0.66660637), 'Hop': np.float32(0.6642969), 'Kneel': np.float32(0.6790273), 'Pick up object': np.float32(0.67367464), 'Sit down': np.float32(0.670535), 'Walk': np.float32(0.6676839)}
t=135 | pred=Kneel | scores={'Fall backwards': np.float32(0.67360175), 'Fall forward': np.float32(0.67157876), 'Fall left': np.float32(0.6735329), 'Fall right': np.float32(0.6723498), 'Fall sitting': np.float32(0.6671726), 'Hop': np.float32(0.6644869), 'Kneel': np.float32(0.67941785), 'Pick up object': np.float32(0.6738157), 'Sit down': np.float32(0.67090476), 'Walk': np.float32(0.66791373)}
t=140 | pred=Kneel | scores={'Fall backwards': np.float32(0.67396164), 'Fall forward': np.float32(0.67207646), 'Fall left': np.float32(0.67392576), 'Fall right': np.float32(0.6726339), 'Fall sitting': np.float32(0.6676437), 'Hop': np.float32(0.6647438), 'Kneel': np.float32(0.67983407), 'Pick up object': np.float32(0.6740157), 'Sit down': np.float32(0.67129326), 'Walk': np.float32(0.6682132)}
t=145 | pred=Kneel | scores={'Fall backwards': np.float32(0.674356), 'Fall forward': np.float32(0.67269903), 'Fall left': np.float32(0.6744126), 'Fall right': np.float32(0.6729373), 'Fall sitting': np.float32(0.66818184), 'Hop': np.float32(0.6651345), 'Kneel': np.float32(0.6802911), 'Pick up object': np.float32(0.67429304), 'Sit down': np.float32(0.6716914), 'Walk': np.float32(0.66857433)}
t=150 | pred=Kneel | scores={'Fall backwards': np.float32(0.67477834), 'Fall forward': np.float32(0.6733517), 'Fall left': np.float32(0.6748846), 'Fall right': np.float32(0.6733207), 'Fall sitting': np.float32(0.66859317), 'Hop': np.float32(0.66551805), 'Kneel': np.float32(0.6807377), 'Pick up object': np.float32(0.67458516), 'Sit down': np.float32(0.67193127), 'Walk': np.float32(0.66899496)}
t=155 | pred=Kneel | scores={'Fall backwards': np.float32(0.6749642), 'Fall forward': np.float32(0.6737983), 'Fall left': np.float32(0.6751052), 'Fall right': np.float32(0.6734408), 'Fall sitting': np.float32(0.66885304), 'Hop': np.float32(0.66567075), 'Kneel': np.float32(0.68099415), 'Pick up object': np.float32(0.6746643), 'Sit down': np.float32(0.6719601), 'Walk': np.float32(0.6691913)}
t=160 | pred=Kneel | scores={'Fall backwards': np.float32(0.67487615), 'Fall forward': np.float32(0.6740016), 'Fall left': np.float32(0.6750752), 'Fall right': np.float32(0.67330205), 'Fall sitting': np.float32(0.66899437), 'Hop': np.float32(0.66549546), 'Kneel': np.float32(0.68108207), 'Pick up object': np.float32(0.6744605), 'Sit down': np.float32(0.6717939), 'Walk': np.float32(0.6690473)}
t=165 | pred=Kneel | scores={'Fall backwards': np.float32(0.6747942), 'Fall forward': np.float32(0.6741948), 'Fall left': np.float32(0.6750916), 'Fall right': np.float32(0.6731924), 'Fall sitting': np.float32(0.6690427), 'Hop': np.float32(0.66550833), 'Kneel': np.float32(0.681227), 'Pick up object': np.float32(0.6743974), 'Sit down': np.float32(0.6717352), 'Walk': np.float32(0.6690385)}
t=170 | pred=Kneel | scores={'Fall backwards': np.float32(0.67473114), 'Fall forward': np.float32(0.6744264), 'Fall left': np.float32(0.67510355), 'Fall right': np.float32(0.6730951), 'Fall sitting': np.float32(0.66907984), 'Hop': np.float32(0.6655111), 'Kneel': np.float32(0.6813499), 'Pick up object': np.float32(0.67427367), 'Sit down': np.float32(0.671648), 'Walk': np.float32(0.66901666)}
t=175 | pred=Kneel | scores={'Fall backwards': np.float32(0.67476964), 'Fall forward': np.float32(0.6746262), 'Fall left': np.float32(0.6751959), 'Fall right': np.float32(0.6731399), 'Fall sitting': np.float32(0.66911846), 'Hop': np.float32(0.6656332), 'Kneel': np.float32(0.68148905), 'Pick up object': np.float32(0.67424226), 'Sit down': np.float32(0.6716494), 'Walk': np.float32(0.66909385)}
t=180 | pred=Kneel | scores={'Fall backwards': np.float32(0.67473423), 'Fall forward': np.float32(0.67470264), 'Fall left': np.float32(0.6751736), 'Fall right': np.float32(0.67307615), 'Fall sitting': np.float32(0.66902345), 'Hop': np.float32(0.6656115), 'Kneel': np.float32(0.68148255), 'Pick up object': np.float32(0.6741007), 'Sit down': np.float32(0.67154676), 'Walk': np.float32(0.66903675)}
t=185 | pred=Kneel | scores={'Fall backwards': np.float32(0.67479014), 'Fall forward': np.float32(0.67486846), 'Fall left': np.float32(0.67522794), 'Fall right': np.float32(0.6731343), 'Fall sitting': np.float32(0.668933), 'Hop': np.float32(0.6656664), 'Kneel': np.float32(0.68152887), 'Pick up object': np.float32(0.6740725), 'Sit down': np.float32(0.6714217), 'Walk': np.float32(0.66911286)}
t=190 | pred=Kneel | scores={'Fall backwards': np.float32(0.67489076), 'Fall forward': np.float32(0.6751281), 'Fall left': np.float32(0.6753425), 'Fall right': np.float32(0.6732189), 'Fall sitting': np.float32(0.6691271), 'Hop': np.float32(0.66577286), 'Kneel': np.float32(0.6816551), 'Pick up object': np.float32(0.6740805), 'Sit down': np.float32(0.6714003), 'Walk': np.float32(0.66922706)}
t=195 | pred=Kneel | scores={'Fall backwards': np.float32(0.6750756), 'Fall forward': np.float32(0.6753993), 'Fall left': np.float32(0.6755666), 'Fall right': np.float32(0.67339873), 'Fall sitting': np.float32(0.669367), 'Hop': np.float32(0.66604614), 'Kneel': np.float32(0.6818662), 'Pick up object': np.float32(0.67421895), 'Sit down': np.float32(0.671544), 'Walk': np.float32(0.6694812)}
t=200 | pred=Kneel | scores={'Fall backwards': np.float32(0.6752252), 'Fall forward': np.float32(0.6756296), 'Fall left': np.float32(0.67577344), 'Fall right': np.float32(0.6735171), 'Fall sitting': np.float32(0.669701), 'Hop': np.float32(0.6662498), 'Kneel': np.float32(0.6820033), 'Pick up object': np.float32(0.6742905), 'Sit down': np.float32(0.6717471), 'Walk': np.float32(0.66959816)}
