Ground Truth: Fall left

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.65889716), 'Fall forward': np.float32(0.64769965), 'Fall left': np.float32(0.6589463), 'Fall right': np.float32(0.6567528), 'Fall sitting': np.float32(0.64325297), 'Hop': np.float32(0.65414083), 'Kneel': np.float32(0.65241146), 'Pick up object': np.float32(0.65564215), 'Sit down': np.float32(0.6567096), 'Walk': np.float32(0.65926)}
t=75 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6700699), 'Fall forward': np.float32(0.65906554), 'Fall left': np.float32(0.6694869), 'Fall right': np.float32(0.6663787), 'Fall sitting': np.float32(0.6513381), 'Hop': np.float32(0.6608834), 'Kneel': np.float32(0.66299903), 'Pick up object': np.float32(0.66571563), 'Sit down': np.float32(0.6653243), 'Walk': np.float32(0.6655993)}
t=80 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6709435), 'Fall forward': np.float32(0.65926135), 'Fall left': np.float32(0.67015654), 'Fall right': np.float32(0.6670845), 'Fall sitting': np.float32(0.65166646), 'Hop': np.float32(0.66058433), 'Kneel': np.float32(0.66345894), 'Pick up object': np.float32(0.6661585), 'Sit down': np.float32(0.6654813), 'Walk': np.float32(0.66517127)}
t=85 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6721754), 'Fall forward': np.float32(0.66002667), 'Fall left': np.float32(0.67125964), 'Fall right': np.float32(0.668295), 'Fall sitting': np.float32(0.6525135), 'Hop': np.float32(0.66073006), 'Kneel': np.float32(0.6642142), 'Pick up object': np.float32(0.66685677), 'Sit down': np.float32(0.6660511), 'Walk': np.float32(0.66528004)}
t=90 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67295945), 'Fall forward': np.float32(0.66024524), 'Fall left': np.float32(0.67195755), 'Fall right': np.float32(0.6690651), 'Fall sitting': np.float32(0.65297604), 'Hop': np.float32(0.6603476), 'Kneel': np.float32(0.66446984), 'Pick up object': np.float32(0.66709733), 'Sit down': np.float32(0.66641366), 'Walk': np.float32(0.66484976)}
t=95 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.673167), 'Fall forward': np.float32(0.6600873), 'Fall left': np.float32(0.67219627), 'Fall right': np.float32(0.66936255), 'Fall sitting': np.float32(0.6529268), 'Hop': np.float32(0.65954757), 'Kneel': np.float32(0.66426444), 'Pick up object': np.float32(0.66666335), 'Sit down': np.float32(0.66626817), 'Walk': np.float32(0.6640449)}
t=100 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67316425), 'Fall forward': np.float32(0.6596461), 'Fall left': np.float32(0.6721777), 'Fall right': np.float32(0.6694267), 'Fall sitting': np.float32(0.65268356), 'Hop': np.float32(0.65840375), 'Kneel': np.float32(0.6638292), 'Pick up object': np.float32(0.66592926), 'Sit down': np.float32(0.6657925), 'Walk': np.float32(0.66286546)}
t=105 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6736033), 'Fall forward': np.float32(0.6596737), 'Fall left': np.float32(0.67258704), 'Fall right': np.float32(0.6698713), 'Fall sitting': np.float32(0.6528874), 'Hop': np.float32(0.6579307), 'Kneel': np.float32(0.6639235), 'Pick up object': np.float32(0.6656597), 'Sit down': np.float32(0.6657489), 'Walk': np.float32(0.6623346)}
t=110 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6743704), 'Fall forward': np.float32(0.6600551), 'Fall left': np.float32(0.6733132), 'Fall right': np.float32(0.6706669), 'Fall sitting': np.float32(0.653403), 'Hop': np.float32(0.6576756), 'Kneel': np.float32(0.66434616), 'Pick up object': np.float32(0.66560656), 'Sit down': np.float32(0.66587365), 'Walk': np.float32(0.6621098)}
t=115 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6750208), 'Fall forward': np.float32(0.6605917), 'Fall left': np.float32(0.6739305), 'Fall right': np.float32(0.6714113), 'Fall sitting': np.float32(0.6538348), 'Hop': np.float32(0.657693), 'Kneel': np.float32(0.6647866), 'Pick up object': np.float32(0.66566694), 'Sit down': np.float32(0.6659522), 'Walk': np.float32(0.66219157)}
t=120 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6755885), 'Fall forward': np.float32(0.66107094), 'Fall left': np.float32(0.67452914), 'Fall right': np.float32(0.6721193), 'Fall sitting': np.float32(0.6543174), 'Hop': np.float32(0.65761364), 'Kneel': np.float32(0.66520417), 'Pick up object': np.float32(0.6657204), 'Sit down': np.float32(0.66595805), 'Walk': np.float32(0.66217405)}
t=125 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67579305), 'Fall forward': np.float32(0.6611584), 'Fall left': np.float32(0.67477125), 'Fall right': np.float32(0.6724427), 'Fall sitting': np.float32(0.65451574), 'Hop': np.float32(0.6573685), 'Kneel': np.float32(0.665335), 'Pick up object': np.float32(0.66556555), 'Sit down': np.float32(0.66581243), 'Walk': np.float32(0.66197973)}
t=130 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67581046), 'Fall forward': np.float32(0.6609374), 'Fall left': np.float32(0.6748864), 'Fall right': np.float32(0.67263323), 'Fall sitting': np.float32(0.6545861), 'Hop': np.float32(0.65680856), 'Kneel': np.float32(0.6652737), 'Pick up object': np.float32(0.6652137), 'Sit down': np.float32(0.66553473), 'Walk': np.float32(0.66143435)}
t=135 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67567044), 'Fall forward': np.float32(0.6606082), 'Fall left': np.float32(0.6748171), 'Fall right': np.float32(0.67260414), 'Fall sitting': np.float32(0.65452105), 'Hop': np.float32(0.65629107), 'Kneel': np.float32(0.66509), 'Pick up object': np.float32(0.6648632), 'Sit down': np.float32(0.6652133), 'Walk': np.float32(0.6609202)}
t=140 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67565525), 'Fall forward': np.float32(0.66035944), 'Fall left': np.float32(0.6748772), 'Fall right': np.float32(0.67267746), 'Fall sitting': np.float32(0.6545581), 'Hop': np.float32(0.65582263), 'Kneel': np.float32(0.66502345), 'Pick up object': np.float32(0.66461086), 'Sit down': np.float32(0.6649908), 'Walk': np.float32(0.66043526)}
t=145 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6756437), 'Fall forward': np.float32(0.6601502), 'Fall left': np.float32(0.67489976), 'Fall right': np.float32(0.6727211), 'Fall sitting': np.float32(0.65449375), 'Hop': np.float32(0.6554576), 'Kneel': np.float32(0.6649278), 'Pick up object': np.float32(0.6643611), 'Sit down': np.float32(0.6647879), 'Walk': np.float32(0.6600694)}
t=150 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6754947), 'Fall forward': np.float32(0.65976244), 'Fall left': np.float32(0.6748034), 'Fall right': np.float32(0.6726612), 'Fall sitting': np.float32(0.6543323), 'Hop': np.float32(0.6548739), 'Kneel': np.float32(0.6646642), 'Pick up object': np.float32(0.6639303), 'Sit down': np.float32(0.664422), 'Walk': np.float32(0.65949243)}
t=155 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6752279), 'Fall forward': np.float32(0.65940523), 'Fall left': np.float32(0.67460394), 'Fall right': np.float32(0.6725027), 'Fall sitting': np.float32(0.65409964), 'Hop': np.float32(0.65429485), 'Kneel': np.float32(0.6643451), 'Pick up object': np.float32(0.6634289), 'Sit down': np.float32(0.6640079), 'Walk': np.float32(0.65895206)}
t=160 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67486405), 'Fall forward': np.float32(0.658964), 'Fall left': np.float32(0.6743223), 'Fall right': np.float32(0.6722829), 'Fall sitting': np.float32(0.65384346), 'Hop': np.float32(0.6535693), 'Kneel': np.float32(0.66395104), 'Pick up object': np.float32(0.662857), 'Sit down': np.float32(0.6635391), 'Walk': np.float32(0.6582938)}
t=165 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.67468387), 'Fall forward': np.float32(0.6587249), 'Fall left': np.float32(0.67417413), 'Fall right': np.float32(0.6721873), 'Fall sitting': np.float32(0.6536519), 'Hop': np.float32(0.653161), 'Kneel': np.float32(0.6637228), 'Pick up object': np.float32(0.66253895), 'Sit down': np.float32(0.66320574), 'Walk': np.float32(0.65794104)}
t=170 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6745868), 'Fall forward': np.float32(0.65846884), 'Fall left': np.float32(0.67409897), 'Fall right': np.float32(0.67213285), 'Fall sitting': np.float32(0.65352196), 'Hop': np.float32(0.6527503), 'Kneel': np.float32(0.6635121), 'Pick up object': np.float32(0.662255), 'Sit down': np.float32(0.6628829), 'Walk': np.float32(0.6575697)}
t=175 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6746013), 'Fall forward': np.float32(0.65830946), 'Fall left': np.float32(0.6741602), 'Fall right': np.float32(0.67217076), 'Fall sitting': np.float32(0.6536063), 'Hop': np.float32(0.65257066), 'Kneel': np.float32(0.6634346), 'Pick up object': np.float32(0.6622388), 'Sit down': np.float32(0.6628106), 'Walk': np.float32(0.65739805)}
t=180 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6746079), 'Fall forward': np.float32(0.6580977), 'Fall left': np.float32(0.67424166), 'Fall right': np.float32(0.6721911), 'Fall sitting': np.float32(0.6537557), 'Hop': np.float32(0.6523706), 'Kneel': np.float32(0.66339415), 'Pick up object': np.float32(0.66228354), 'Sit down': np.float32(0.6628198), 'Walk': np.float32(0.6572585)}
t=185 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6748242), 'Fall forward': np.float32(0.65815985), 'Fall left': np.float32(0.6744897), 'Fall right': np.float32(0.67236185), 'Fall sitting': np.float32(0.6540966), 'Hop': np.float32(0.6524401), 'Kneel': np.float32(0.663537), 'Pick up object': np.float32(0.6625582), 'Sit down': np.float32(0.6630459), 'Walk': np.float32(0.65737075)}
t=190 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6750284), 'Fall forward': np.float32(0.6581942), 'Fall left': np.float32(0.67473024), 'Fall right': np.float32(0.6725111), 'Fall sitting': np.float32(0.6544602), 'Hop': np.float32(0.652513), 'Kneel': np.float32(0.663658), 'Pick up object': np.float32(0.66283315), 'Sit down': np.float32(0.66325855), 'Walk': np.float32(0.6574813)}
t=195 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6750368), 'Fall forward': np.float32(0.65806895), 'Fall left': np.float32(0.6748062), 'Fall right': np.float32(0.6724583), 'Fall sitting': np.float32(0.6546505), 'Hop': np.float32(0.65243703), 'Kneel': np.float32(0.6636232), 'Pick up object': np.float32(0.66292155), 'Sit down': np.float32(0.6633411), 'Walk': np.float32(0.6574325)}
t=200 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6749285), 'Fall forward': np.float32(0.6578105), 'Fall left': np.float32(0.67480505), 'Fall right': np.float32(0.67231375), 'Fall sitting': np.float32(0.65476984), 'Hop': np.float32(0.65219957), 'Kneel': np.float32(0.66349703), 'Pick up object': np.float32(0.66286635), 'Sit down': np.float32(0.66328835), 'Walk': np.float32(0.6572078)}
t=205 | pred=Fall backwards | scores={'Fall backwards': np.float32(0.6748629), 'Fall forward': np.float32(0.6576442), 'Fall left': np.float32(0.67481965), 'Fall right': np.float32(0.6722094), 'Fall sitting': np.float32(0.6548932), 'Hop': np.float32(0.6520891), 'Kneel': np.float32(0.663395), 'Pick up object': np.float32(0.6628518), 'Sit down': np.float32(0.66329336), 'Walk': np.float32(0.6570767)}
t=210 | pred=Fall left | scores={'Fall backwards': np.float32(0.6746839), 'Fall forward': np.float32(0.6573628), 'Fall left': np.float32(0.6747522), 'Fall right': np.float32(0.6719891), 'Fall sitting': np.float32(0.65491533), 'Hop': np.float32(0.6518818), 'Kneel': np.float32(0.6631894), 'Pick up object': np.float32(0.66274095), 'Sit down': np.float32(0.6631932), 'Walk': np.float32(0.65683395)}
t=215 | pred=Fall left | scores={'Fall backwards': np.float32(0.6744796), 'Fall forward': np.float32(0.65708727), 'Fall left': np.float32(0.6746412), 'Fall right': np.float32(0.6717242), 'Fall sitting': np.float32(0.6549025), 'Hop': np.float32(0.65171623), 'Kneel': np.float32(0.6629804), 'Pick up object': np.float32(0.66265774), 'Sit down': np.float32(0.6630761), 'Walk': np.float32(0.6566255)}
t=220 | pred=Fall left | scores={'Fall backwards': np.float32(0.6742982), 'Fall forward': np.float32(0.6568293), 'Fall left': np.float32(0.67453563), 'Fall right': np.float32(0.671476), 'Fall sitting': np.float32(0.6549074), 'Hop': np.float32(0.6515462), 'Kneel': np.float32(0.6627718), 'Pick up object': np.float32(0.66257507), 'Sit down': np.float32(0.66291183), 'Walk': np.float32(0.6564058)}
t=225 | pred=Fall left | scores={'Fall backwards': np.float32(0.6741869), 'Fall forward': np.float32(0.6566766), 'Fall left': np.float32(0.67446494), 'Fall right': np.float32(0.67131823), 'Fall sitting': np.float32(0.65489525), 'Hop': np.float32(0.651478), 'Kneel': np.float32(0.6626179), 'Pick up object': np.float32(0.6625535), 'Sit down': np.float32(0.66278195), 'Walk': np.float32(0.6563094)}
t=230 | pred=Fall left | scores={'Fall backwards': np.float32(0.6740479), 'Fall forward': np.float32(0.6564983), 'Fall left': np.float32(0.6743763), 'Fall right': np.float32(0.671125), 'Fall sitting': np.float32(0.65486306), 'Hop': np.float32(0.6513959), 'Kneel': np.float32(0.6624403), 'Pick up object': np.float32(0.66252756), 'Sit down': np.float32(0.66263914), 'Walk': np.float32(0.65619)}
t=235 | pred=Fall left | scores={'Fall backwards': np.float32(0.6739587), 'Fall forward': np.float32(0.65638995), 'Fall left': np.float32(0.67432386), 'Fall right': np.float32(0.6709832), 'Fall sitting': np.float32(0.6548749), 'Hop': np.float32(0.65139014), 'Kneel': np.float32(0.66232926), 'Pick up object': np.float32(0.66254103), 'Sit down': np.float32(0.6625597), 'Walk': np.float32(0.65614116)}
t=240 | pred=Fall left | scores={'Fall backwards': np.float32(0.67392904), 'Fall forward': np.float32(0.6563083), 'Fall left': np.float32(0.67430556), 'Fall right': np.float32(0.67090994), 'Fall sitting': np.float32(0.65494895), 'Hop': np.float32(0.65139997), 'Kneel': np.float32(0.6622634), 'Pick up object': np.float32(0.6625934), 'Sit down': np.float32(0.662498), 'Walk': np.float32(0.65609515)}
t=245 | pred=Fall left | scores={'Fall backwards': np.float32(0.6739163), 'Fall forward': np.float32(0.656291), 'Fall left': np.float32(0.67430717), 'Fall right': np.float32(0.6708721), 'Fall sitting': np.float32(0.6550472), 'Hop': np.float32(0.65145046), 'Kneel': np.float32(0.6622357), 'Pick up object': np.float32(0.6626588), 'Sit down': np.float32(0.66248137), 'Walk': np.float32(0.65611094)}
