Ground Truth: Fall left

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.58453864), 'Fall forward': np.float32(0.58693033), 'Fall left': np.float32(0.58500075), 'Fall right': np.float32(0.5938428), 'Fall sitting': np.float32(0.5685887), 'Hop': np.float32(0.60124516), 'Kneel': np.float32(0.59047127), 'Pick up object': np.float32(0.59168565), 'Sit down': np.float32(0.58453846), 'Walk': np.float32(0.5984874)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.5996628), 'Fall forward': np.float32(0.6008143), 'Fall left': np.float32(0.59918034), 'Fall right': np.float32(0.6076651), 'Fall sitting': np.float32(0.5824689), 'Hop': np.float32(0.60916096), 'Kneel': np.float32(0.60276234), 'Pick up object': np.float32(0.60451233), 'Sit down': np.float32(0.5946925), 'Walk': np.float32(0.6079606)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.6001253), 'Fall forward': np.float32(0.6010337), 'Fall left': np.float32(0.59970754), 'Fall right': np.float32(0.6080707), 'Fall sitting': np.float32(0.58281004), 'Hop': np.float32(0.6093208), 'Kneel': np.float32(0.6029935), 'Pick up object': np.float32(0.6048386), 'Sit down': np.float32(0.59502864), 'Walk': np.float32(0.60813725)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.6005055), 'Fall forward': np.float32(0.6013328), 'Fall left': np.float32(0.60017157), 'Fall right': np.float32(0.6084729), 'Fall sitting': np.float32(0.5832439), 'Hop': np.float32(0.60956943), 'Kneel': np.float32(0.6033071), 'Pick up object': np.float32(0.60518247), 'Sit down': np.float32(0.5953159), 'Walk': np.float32(0.6083699)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.6010458), 'Fall forward': np.float32(0.6016917), 'Fall left': np.float32(0.60078204), 'Fall right': np.float32(0.60898453), 'Fall sitting': np.float32(0.583873), 'Hop': np.float32(0.60986096), 'Kneel': np.float32(0.6036477), 'Pick up object': np.float32(0.605681), 'Sit down': np.float32(0.5957935), 'Walk': np.float32(0.6086368)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.60124224), 'Fall forward': np.float32(0.60168266), 'Fall left': np.float32(0.6009852), 'Fall right': np.float32(0.6090873), 'Fall sitting': np.float32(0.58415294), 'Hop': np.float32(0.60986626), 'Kneel': np.float32(0.60361636), 'Pick up object': np.float32(0.6058574), 'Sit down': np.float32(0.5959901), 'Walk': np.float32(0.6086427)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.60134625), 'Fall forward': np.float32(0.601551), 'Fall left': np.float32(0.6011086), 'Fall right': np.float32(0.609133), 'Fall sitting': np.float32(0.5842609), 'Hop': np.float32(0.60969514), 'Kneel': np.float32(0.60348356), 'Pick up object': np.float32(0.6058368), 'Sit down': np.float32(0.59600174), 'Walk': np.float32(0.60846573)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.60131747), 'Fall forward': np.float32(0.6013218), 'Fall left': np.float32(0.60107577), 'Fall right': np.float32(0.60906345), 'Fall sitting': np.float32(0.58426434), 'Hop': np.float32(0.60944235), 'Kneel': np.float32(0.60327595), 'Pick up object': np.float32(0.60571736), 'Sit down': np.float32(0.596009), 'Walk': np.float32(0.6082074)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.601252), 'Fall forward': np.float32(0.6009985), 'Fall left': np.float32(0.6010105), 'Fall right': np.float32(0.60897136), 'Fall sitting': np.float32(0.58421916), 'Hop': np.float32(0.6091259), 'Kneel': np.float32(0.60301214), 'Pick up object': np.float32(0.6055541), 'Sit down': np.float32(0.595936), 'Walk': np.float32(0.60789394)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.60141146), 'Fall forward': np.float32(0.60091347), 'Fall left': np.float32(0.6011449), 'Fall right': np.float32(0.6090921), 'Fall sitting': np.float32(0.584259), 'Hop': np.float32(0.6090953), 'Kneel': np.float32(0.6030249), 'Pick up object': np.float32(0.60563), 'Sit down': np.float32(0.59610945), 'Walk': np.float32(0.6078579)}
t=140 | pred=Fall right | scores={'Fall backwards': np.float32(0.6015047), 'Fall forward': np.float32(0.60073364), 'Fall left': np.float32(0.6012023), 'Fall right': np.float32(0.6091139), 'Fall sitting': np.float32(0.58421147), 'Hop': np.float32(0.6089459), 'Kneel': np.float32(0.60292256), 'Pick up object': np.float32(0.6056075), 'Sit down': np.float32(0.59615606), 'Walk': np.float32(0.6077202)}
t=145 | pred=Fall right | scores={'Fall backwards': np.float32(0.6015901), 'Fall forward': np.float32(0.6007406), 'Fall left': np.float32(0.6012853), 'Fall right': np.float32(0.6091794), 'Fall sitting': np.float32(0.5842545), 'Hop': np.float32(0.60897386), 'Kneel': np.float32(0.602955), 'Pick up object': np.float32(0.60565925), 'Sit down': np.float32(0.5961609), 'Walk': np.float32(0.6077776)}
t=150 | pred=Fall right | scores={'Fall backwards': np.float32(0.60150516), 'Fall forward': np.float32(0.60057384), 'Fall left': np.float32(0.6012074), 'Fall right': np.float32(0.6090984), 'Fall sitting': np.float32(0.5841437), 'Hop': np.float32(0.6089008), 'Kneel': np.float32(0.6028463), 'Pick up object': np.float32(0.60553885), 'Sit down': np.float32(0.5959975), 'Walk': np.float32(0.60770977)}
t=155 | pred=Fall right | scores={'Fall backwards': np.float32(0.6016688), 'Fall forward': np.float32(0.6007218), 'Fall left': np.float32(0.6013813), 'Fall right': np.float32(0.60928816), 'Fall sitting': np.float32(0.5842101), 'Hop': np.float32(0.6090302), 'Kneel': np.float32(0.6030259), 'Pick up object': np.float32(0.60562485), 'Sit down': np.float32(0.5959979), 'Walk': np.float32(0.60785884)}
t=160 | pred=Fall right | scores={'Fall backwards': np.float32(0.60223794), 'Fall forward': np.float32(0.60127133), 'Fall left': np.float32(0.6019641), 'Fall right': np.float32(0.60988706), 'Fall sitting': np.float32(0.5847443), 'Hop': np.float32(0.6095113), 'Kneel': np.float32(0.6035658), 'Pick up object': np.float32(0.60608536), 'Sit down': np.float32(0.59637284), 'Walk': np.float32(0.608384)}
t=165 | pred=Fall right | scores={'Fall backwards': np.float32(0.6027515), 'Fall forward': np.float32(0.6017294), 'Fall left': np.float32(0.60249823), 'Fall right': np.float32(0.6104102), 'Fall sitting': np.float32(0.5852944), 'Hop': np.float32(0.6099363), 'Kneel': np.float32(0.6040563), 'Pick up object': np.float32(0.60648996), 'Sit down': np.float32(0.5968036), 'Walk': np.float32(0.60882586)}
t=170 | pred=Fall right | scores={'Fall backwards': np.float32(0.60311323), 'Fall forward': np.float32(0.6020874), 'Fall left': np.float32(0.6029119), 'Fall right': np.float32(0.6108078), 'Fall sitting': np.float32(0.5856057), 'Hop': np.float32(0.61023587), 'Kneel': np.float32(0.60444826), 'Pick up object': np.float32(0.6067706), 'Sit down': np.float32(0.5970699), 'Walk': np.float32(0.6091291)}
t=175 | pred=Fall right | scores={'Fall backwards': np.float32(0.60311836), 'Fall forward': np.float32(0.60213107), 'Fall left': np.float32(0.60296726), 'Fall right': np.float32(0.6108557), 'Fall sitting': np.float32(0.58553517), 'Hop': np.float32(0.61023706), 'Kneel': np.float32(0.60452765), 'Pick up object': np.float32(0.6067093), 'Sit down': np.float32(0.5969896), 'Walk': np.float32(0.6091113)}
t=180 | pred=Fall right | scores={'Fall backwards': np.float32(0.60313314), 'Fall forward': np.float32(0.60217834), 'Fall left': np.float32(0.6030306), 'Fall right': np.float32(0.6109057), 'Fall sitting': np.float32(0.5854889), 'Hop': np.float32(0.6102279), 'Kneel': np.float32(0.6046016), 'Pick up object': np.float32(0.6066423), 'Sit down': np.float32(0.59691733), 'Walk': np.float32(0.60907996)}
t=185 | pred=Fall right | scores={'Fall backwards': np.float32(0.60327196), 'Fall forward': np.float32(0.60236466), 'Fall left': np.float32(0.6032106), 'Fall right': np.float32(0.61105496), 'Fall sitting': np.float32(0.58555996), 'Hop': np.float32(0.61033547), 'Kneel': np.float32(0.604799), 'Pick up object': np.float32(0.6067205), 'Sit down': np.float32(0.5969701), 'Walk': np.float32(0.6092014)}
t=190 | pred=Fall right | scores={'Fall backwards': np.float32(0.60333663), 'Fall forward': np.float32(0.6024639), 'Fall left': np.float32(0.60331374), 'Fall right': np.float32(0.6111393), 'Fall sitting': np.float32(0.585589), 'Hop': np.float32(0.61036193), 'Kneel': np.float32(0.6048962), 'Pick up object': np.float32(0.60670704), 'Sit down': np.float32(0.596954), 'Walk': np.float32(0.60922515)}
t=195 | pred=Fall right | scores={'Fall backwards': np.float32(0.6032563), 'Fall forward': np.float32(0.6024285), 'Fall left': np.float32(0.60326266), 'Fall right': np.float32(0.6110953), 'Fall sitting': np.float32(0.5855301), 'Hop': np.float32(0.6102686), 'Kneel': np.float32(0.6048436), 'Pick up object': np.float32(0.6065387), 'Sit down': np.float32(0.5968355), 'Walk': np.float32(0.6091083)}
t=200 | pred=Fall right | scores={'Fall backwards': np.float32(0.60307276), 'Fall forward': np.float32(0.6022787), 'Fall left': np.float32(0.60309815), 'Fall right': np.float32(0.6109589), 'Fall sitting': np.float32(0.585386), 'Hop': np.float32(0.6100652), 'Kneel': np.float32(0.60468566), 'Pick up object': np.float32(0.6062824), 'Sit down': np.float32(0.5966548), 'Walk': np.float32(0.608888)}
