Ground Truth: Hop

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.5875387), 'Fall forward': np.float32(0.5898588), 'Fall left': np.float32(0.5882121), 'Fall right': np.float32(0.59556866), 'Fall sitting': np.float32(0.5768069), 'Hop': np.float32(0.6063411), 'Kneel': np.float32(0.59131056), 'Pick up object': np.float32(0.59731257), 'Sit down': np.float32(0.589641), 'Walk': np.float32(0.60456717)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.5957209), 'Fall forward': np.float32(0.5994201), 'Fall left': np.float32(0.59850186), 'Fall right': np.float32(0.6041202), 'Fall sitting': np.float32(0.59340495), 'Hop': np.float32(0.6181955), 'Kneel': np.float32(0.6019068), 'Pick up object': np.float32(0.6080462), 'Sit down': np.float32(0.6011051), 'Walk': np.float32(0.6120993)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.5958569), 'Fall forward': np.float32(0.5995586), 'Fall left': np.float32(0.59872186), 'Fall right': np.float32(0.6043645), 'Fall sitting': np.float32(0.5939922), 'Hop': np.float32(0.618191), 'Kneel': np.float32(0.60233057), 'Pick up object': np.float32(0.60834074), 'Sit down': np.float32(0.60206497), 'Walk': np.float32(0.6117021)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.59691536), 'Fall forward': np.float32(0.6004012), 'Fall left': np.float32(0.59976363), 'Fall right': np.float32(0.6056132), 'Fall sitting': np.float32(0.59545773), 'Hop': np.float32(0.61920893), 'Kneel': np.float32(0.6036529), 'Pick up object': np.float32(0.60958713), 'Sit down': np.float32(0.60374075), 'Walk': np.float32(0.61260134)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.5976695), 'Fall forward': np.float32(0.60081416), 'Fall left': np.float32(0.6004837), 'Fall right': np.float32(0.60651577), 'Fall sitting': np.float32(0.5965235), 'Hop': np.float32(0.6198162), 'Kneel': np.float32(0.6045681), 'Pick up object': np.float32(0.6102508), 'Sit down': np.float32(0.60491294), 'Walk': np.float32(0.6130515)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.59857744), 'Fall forward': np.float32(0.60152555), 'Fall left': np.float32(0.6013446), 'Fall right': np.float32(0.60746086), 'Fall sitting': np.float32(0.5972759), 'Hop': np.float32(0.62053955), 'Kneel': np.float32(0.60550666), 'Pick up object': np.float32(0.6109763), 'Sit down': np.float32(0.6060035), 'Walk': np.float32(0.6136509)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.59943086), 'Fall forward': np.float32(0.60226566), 'Fall left': np.float32(0.6022074), 'Fall right': np.float32(0.6083591), 'Fall sitting': np.float32(0.598321), 'Hop': np.float32(0.62138665), 'Kneel': np.float32(0.60653466), 'Pick up object': np.float32(0.6117732), 'Sit down': np.float32(0.6072575), 'Walk': np.float32(0.61432934)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.59957373), 'Fall forward': np.float32(0.60219675), 'Fall left': np.float32(0.60236573), 'Fall right': np.float32(0.6084687), 'Fall sitting': np.float32(0.59850323), 'Hop': np.float32(0.62156636), 'Kneel': np.float32(0.6067129), 'Pick up object': np.float32(0.6119448), 'Sit down': np.float32(0.60774815), 'Walk': np.float32(0.6143346)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.59998983), 'Fall forward': np.float32(0.60249585), 'Fall left': np.float32(0.60285455), 'Fall right': np.float32(0.60886496), 'Fall sitting': np.float32(0.59887075), 'Hop': np.float32(0.6219227), 'Kneel': np.float32(0.60716236), 'Pick up object': np.float32(0.612397), 'Sit down': np.float32(0.6085829), 'Walk': np.float32(0.6145347)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.6005407), 'Fall forward': np.float32(0.60292214), 'Fall left': np.float32(0.60346365), 'Fall right': np.float32(0.60946476), 'Fall sitting': np.float32(0.5992693), 'Hop': np.float32(0.62258685), 'Kneel': np.float32(0.6078675), 'Pick up object': np.float32(0.6130526), 'Sit down': np.float32(0.6094464), 'Walk': np.float32(0.6150971)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.6007696), 'Fall forward': np.float32(0.6030318), 'Fall left': np.float32(0.6037348), 'Fall right': np.float32(0.60970414), 'Fall sitting': np.float32(0.59929633), 'Hop': np.float32(0.62293625), 'Kneel': np.float32(0.6082221), 'Pick up object': np.float32(0.6133008), 'Sit down': np.float32(0.6099285), 'Walk': np.float32(0.61528367)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.6012434), 'Fall forward': np.float32(0.6033601), 'Fall left': np.float32(0.6041245), 'Fall right': np.float32(0.6100683), 'Fall sitting': np.float32(0.59932756), 'Hop': np.float32(0.6233681), 'Kneel': np.float32(0.6085936), 'Pick up object': np.float32(0.61359483), 'Sit down': np.float32(0.61037827), 'Walk': np.float32(0.6156032)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.6016004), 'Fall forward': np.float32(0.60343003), 'Fall left': np.float32(0.60439223), 'Fall right': np.float32(0.6103791), 'Fall sitting': np.float32(0.5992539), 'Hop': np.float32(0.6235729), 'Kneel': np.float32(0.6088313), 'Pick up object': np.float32(0.6137178), 'Sit down': np.float32(0.610729), 'Walk': np.float32(0.6156668)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.60160905), 'Fall forward': np.float32(0.6032016), 'Fall left': np.float32(0.60445637), 'Fall right': np.float32(0.6103905), 'Fall sitting': np.float32(0.5992238), 'Hop': np.float32(0.62362206), 'Kneel': np.float32(0.608688), 'Pick up object': np.float32(0.6137079), 'Sit down': np.float32(0.61092424), 'Walk': np.float32(0.6155004)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.60164994), 'Fall forward': np.float32(0.60313696), 'Fall left': np.float32(0.6045389), 'Fall right': np.float32(0.61045766), 'Fall sitting': np.float32(0.5994021), 'Hop': np.float32(0.62379766), 'Kneel': np.float32(0.6086967), 'Pick up object': np.float32(0.61389816), 'Sit down': np.float32(0.6112209), 'Walk': np.float32(0.6155847)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.6018567), 'Fall forward': np.float32(0.6032082), 'Fall left': np.float32(0.6048184), 'Fall right': np.float32(0.6106502), 'Fall sitting': np.float32(0.59973633), 'Hop': np.float32(0.62397105), 'Kneel': np.float32(0.60879475), 'Pick up object': np.float32(0.6141374), 'Sit down': np.float32(0.61144453), 'Walk': np.float32(0.6156074)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.60182816), 'Fall forward': np.float32(0.6031162), 'Fall left': np.float32(0.6048407), 'Fall right': np.float32(0.61062425), 'Fall sitting': np.float32(0.59978956), 'Hop': np.float32(0.6240315), 'Kneel': np.float32(0.6086838), 'Pick up object': np.float32(0.61413544), 'Sit down': np.float32(0.61160487), 'Walk': np.float32(0.6155465)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.6018664), 'Fall forward': np.float32(0.60322034), 'Fall left': np.float32(0.6048623), 'Fall right': np.float32(0.6107237), 'Fall sitting': np.float32(0.59985995), 'Hop': np.float32(0.624061), 'Kneel': np.float32(0.6086933), 'Pick up object': np.float32(0.614082), 'Sit down': np.float32(0.61148953), 'Walk': np.float32(0.6156698)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.6019109), 'Fall forward': np.float32(0.60319406), 'Fall left': np.float32(0.60489), 'Fall right': np.float32(0.61077696), 'Fall sitting': np.float32(0.5998424), 'Hop': np.float32(0.62415445), 'Kneel': np.float32(0.60866934), 'Pick up object': np.float32(0.614034), 'Sit down': np.float32(0.6114398), 'Walk': np.float32(0.6157742)}
