Ground Truth: Hop

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.661969), 'Fall forward': np.float32(0.66017216), 'Fall left': np.float32(0.66153246), 'Fall right': np.float32(0.6595882), 'Fall sitting': np.float32(0.65430236), 'Hop': np.float32(0.6683775), 'Kneel': np.float32(0.66342694), 'Pick up object': np.float32(0.6692937), 'Sit down': np.float32(0.6612301), 'Walk': np.float32(0.6697085)}
t=70 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6699956), 'Fall forward': np.float32(0.6646204), 'Fall left': np.float32(0.67025584), 'Fall right': np.float32(0.66780967), 'Fall sitting': np.float32(0.65869373), 'Hop': np.float32(0.67110187), 'Kneel': np.float32(0.6703663), 'Pick up object': np.float32(0.6754074), 'Sit down': np.float32(0.66924554), 'Walk': np.float32(0.6727193)}
t=75 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6700258), 'Fall forward': np.float32(0.66501886), 'Fall left': np.float32(0.6704649), 'Fall right': np.float32(0.6678174), 'Fall sitting': np.float32(0.65901685), 'Hop': np.float32(0.6714111), 'Kneel': np.float32(0.6708175), 'Pick up object': np.float32(0.6756151), 'Sit down': np.float32(0.6695982), 'Walk': np.float32(0.6728388)}
t=80 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67031914), 'Fall forward': np.float32(0.66597944), 'Fall left': np.float32(0.67089325), 'Fall right': np.float32(0.66803664), 'Fall sitting': np.float32(0.65960646), 'Hop': np.float32(0.6722562), 'Kneel': np.float32(0.67163795), 'Pick up object': np.float32(0.6762122), 'Sit down': np.float32(0.66992015), 'Walk': np.float32(0.6737503)}
t=85 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6704992), 'Fall forward': np.float32(0.6665365), 'Fall left': np.float32(0.67115146), 'Fall right': np.float32(0.6681599), 'Fall sitting': np.float32(0.6597925), 'Hop': np.float32(0.673047), 'Kneel': np.float32(0.6720959), 'Pick up object': np.float32(0.6767413), 'Sit down': np.float32(0.67013305), 'Walk': np.float32(0.67456365)}
t=90 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6708793), 'Fall forward': np.float32(0.66731006), 'Fall left': np.float32(0.6714889), 'Fall right': np.float32(0.6683545), 'Fall sitting': np.float32(0.66016287), 'Hop': np.float32(0.67375547), 'Kneel': np.float32(0.67260635), 'Pick up object': np.float32(0.67715937), 'Sit down': np.float32(0.6703281), 'Walk': np.float32(0.6754894)}
t=95 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6715239), 'Fall forward': np.float32(0.6680323), 'Fall left': np.float32(0.67203933), 'Fall right': np.float32(0.6688892), 'Fall sitting': np.float32(0.6605782), 'Hop': np.float32(0.67466193), 'Kneel': np.float32(0.67316544), 'Pick up object': np.float32(0.67758876), 'Sit down': np.float32(0.6706358), 'Walk': np.float32(0.67659444)}
t=100 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67177254), 'Fall forward': np.float32(0.6684169), 'Fall left': np.float32(0.6721885), 'Fall right': np.float32(0.6690415), 'Fall sitting': np.float32(0.66079634), 'Hop': np.float32(0.67520225), 'Kneel': np.float32(0.67342937), 'Pick up object': np.float32(0.6777503), 'Sit down': np.float32(0.6706904), 'Walk': np.float32(0.6774197)}
t=105 | pred=Walk | scores={'Fall backwards': np.float32(0.6718753), 'Fall forward': np.float32(0.668412), 'Fall left': np.float32(0.672265), 'Fall right': np.float32(0.6691417), 'Fall sitting': np.float32(0.66083777), 'Hop': np.float32(0.6756765), 'Kneel': np.float32(0.67343926), 'Pick up object': np.float32(0.6777686), 'Sit down': np.float32(0.67083216), 'Walk': np.float32(0.6780639)}
t=110 | pred=Walk | scores={'Fall backwards': np.float32(0.67201453), 'Fall forward': np.float32(0.6684837), 'Fall left': np.float32(0.67231673), 'Fall right': np.float32(0.6692694), 'Fall sitting': np.float32(0.6609024), 'Hop': np.float32(0.675973), 'Kneel': np.float32(0.6733995), 'Pick up object': np.float32(0.6776715), 'Sit down': np.float32(0.6709586), 'Walk': np.float32(0.67867213)}
t=115 | pred=Walk | scores={'Fall backwards': np.float32(0.67219996), 'Fall forward': np.float32(0.6684634), 'Fall left': np.float32(0.67239314), 'Fall right': np.float32(0.6695086), 'Fall sitting': np.float32(0.660987), 'Hop': np.float32(0.6761325), 'Kneel': np.float32(0.6733116), 'Pick up object': np.float32(0.6775832), 'Sit down': np.float32(0.6710946), 'Walk': np.float32(0.67912495)}
t=120 | pred=Walk | scores={'Fall backwards': np.float32(0.6720472), 'Fall forward': np.float32(0.6681274), 'Fall left': np.float32(0.6721437), 'Fall right': np.float32(0.6693833), 'Fall sitting': np.float32(0.66068643), 'Hop': np.float32(0.6761311), 'Kneel': np.float32(0.6729394), 'Pick up object': np.float32(0.67724895), 'Sit down': np.float32(0.6709256), 'Walk': np.float32(0.6793648)}
t=125 | pred=Walk | scores={'Fall backwards': np.float32(0.6719624), 'Fall forward': np.float32(0.6678783), 'Fall left': np.float32(0.67199653), 'Fall right': np.float32(0.66933244), 'Fall sitting': np.float32(0.6605363), 'Hop': np.float32(0.67602825), 'Kneel': np.float32(0.67268884), 'Pick up object': np.float32(0.6770028), 'Sit down': np.float32(0.6708341), 'Walk': np.float32(0.67944354)}
t=130 | pred=Walk | scores={'Fall backwards': np.float32(0.6717589), 'Fall forward': np.float32(0.6675408), 'Fall left': np.float32(0.6717021), 'Fall right': np.float32(0.66911894), 'Fall sitting': np.float32(0.66030383), 'Hop': np.float32(0.67591), 'Kneel': np.float32(0.6722858), 'Pick up object': np.float32(0.67674106), 'Sit down': np.float32(0.6706773), 'Walk': np.float32(0.67953426)}
t=135 | pred=Walk | scores={'Fall backwards': np.float32(0.67176783), 'Fall forward': np.float32(0.66739696), 'Fall left': np.float32(0.6716039), 'Fall right': np.float32(0.6690897), 'Fall sitting': np.float32(0.6602663), 'Hop': np.float32(0.67585456), 'Kneel': np.float32(0.67207956), 'Pick up object': np.float32(0.67662996), 'Sit down': np.float32(0.6706512), 'Walk': np.float32(0.679571)}
t=140 | pred=Walk | scores={'Fall backwards': np.float32(0.6718476), 'Fall forward': np.float32(0.6673818), 'Fall left': np.float32(0.67160004), 'Fall right': np.float32(0.66914696), 'Fall sitting': np.float32(0.6604645), 'Hop': np.float32(0.67607236), 'Kneel': np.float32(0.67202044), 'Pick up object': np.float32(0.67669094), 'Sit down': np.float32(0.67074907), 'Walk': np.float32(0.67990667)}
t=145 | pred=Walk | scores={'Fall backwards': np.float32(0.6718644), 'Fall forward': np.float32(0.6671942), 'Fall left': np.float32(0.67152053), 'Fall right': np.float32(0.66908664), 'Fall sitting': np.float32(0.6606015), 'Hop': np.float32(0.67617077), 'Kneel': np.float32(0.67186993), 'Pick up object': np.float32(0.67674047), 'Sit down': np.float32(0.6708181), 'Walk': np.float32(0.68001723)}
t=150 | pred=Walk | scores={'Fall backwards': np.float32(0.6716925), 'Fall forward': np.float32(0.66690737), 'Fall left': np.float32(0.6713305), 'Fall right': np.float32(0.66887575), 'Fall sitting': np.float32(0.6606734), 'Hop': np.float32(0.67620546), 'Kneel': np.float32(0.6715852), 'Pick up object': np.float32(0.67667085), 'Sit down': np.float32(0.6706882), 'Walk': np.float32(0.68017066)}
t=155 | pred=Walk | scores={'Fall backwards': np.float32(0.6715876), 'Fall forward': np.float32(0.66666394), 'Fall left': np.float32(0.6712206), 'Fall right': np.float32(0.6686679), 'Fall sitting': np.float32(0.6606556), 'Hop': np.float32(0.67621857), 'Kneel': np.float32(0.67134005), 'Pick up object': np.float32(0.67665035), 'Sit down': np.float32(0.67058396), 'Walk': np.float32(0.6801464)}
t=160 | pred=Walk | scores={'Fall backwards': np.float32(0.67170763), 'Fall forward': np.float32(0.66662973), 'Fall left': np.float32(0.6712736), 'Fall right': np.float32(0.668718), 'Fall sitting': np.float32(0.6608636), 'Hop': np.float32(0.67648304), 'Kneel': np.float32(0.6712519), 'Pick up object': np.float32(0.67685574), 'Sit down': np.float32(0.67062724), 'Walk': np.float32(0.6803216)}
t=165 | pred=Walk | scores={'Fall backwards': np.float32(0.67160213), 'Fall forward': np.float32(0.6664778), 'Fall left': np.float32(0.67120713), 'Fall right': np.float32(0.6685297), 'Fall sitting': np.float32(0.66096646), 'Hop': np.float32(0.6766514), 'Kneel': np.float32(0.671151), 'Pick up object': np.float32(0.67697704), 'Sit down': np.float32(0.6706184), 'Walk': np.float32(0.68034977)}
t=170 | pred=Walk | scores={'Fall backwards': np.float32(0.6715888), 'Fall forward': np.float32(0.66654605), 'Fall left': np.float32(0.6711914), 'Fall right': np.float32(0.6684944), 'Fall sitting': np.float32(0.6611072), 'Hop': np.float32(0.67681444), 'Kneel': np.float32(0.6711663), 'Pick up object': np.float32(0.6771105), 'Sit down': np.float32(0.67055196), 'Walk': np.float32(0.68039423)}
t=175 | pred=Walk | scores={'Fall backwards': np.float32(0.67145234), 'Fall forward': np.float32(0.66654086), 'Fall left': np.float32(0.6711248), 'Fall right': np.float32(0.66835755), 'Fall sitting': np.float32(0.66108805), 'Hop': np.float32(0.6771353), 'Kneel': np.float32(0.6712263), 'Pick up object': np.float32(0.6772491), 'Sit down': np.float32(0.6705354), 'Walk': np.float32(0.68053657)}
t=180 | pred=Walk | scores={'Fall backwards': np.float32(0.6712427), 'Fall forward': np.float32(0.6666052), 'Fall left': np.float32(0.67102134), 'Fall right': np.float32(0.66821796), 'Fall sitting': np.float32(0.66103876), 'Hop': np.float32(0.6774624), 'Kneel': np.float32(0.67131597), 'Pick up object': np.float32(0.67742205), 'Sit down': np.float32(0.67048746), 'Walk': np.float32(0.6806058)}
t=185 | pred=Walk | scores={'Fall backwards': np.float32(0.6711407), 'Fall forward': np.float32(0.6668224), 'Fall left': np.float32(0.6710672), 'Fall right': np.float32(0.66814727), 'Fall sitting': np.float32(0.6610616), 'Hop': np.float32(0.67786527), 'Kneel': np.float32(0.67158145), 'Pick up object': np.float32(0.67765826), 'Sit down': np.float32(0.6705833), 'Walk': np.float32(0.68080217)}
t=190 | pred=Walk | scores={'Fall backwards': np.float32(0.6711266), 'Fall forward': np.float32(0.6671114), 'Fall left': np.float32(0.67116624), 'Fall right': np.float32(0.66817874), 'Fall sitting': np.float32(0.6611425), 'Hop': np.float32(0.6782622), 'Kneel': np.float32(0.67188567), 'Pick up object': np.float32(0.67791176), 'Sit down': np.float32(0.67066693), 'Walk': np.float32(0.6809021)}
t=195 | pred=Walk | scores={'Fall backwards': np.float32(0.6709406), 'Fall forward': np.float32(0.6672248), 'Fall left': np.float32(0.67109257), 'Fall right': np.float32(0.66803813), 'Fall sitting': np.float32(0.66103053), 'Hop': np.float32(0.67846143), 'Kneel': np.float32(0.67202413), 'Pick up object': np.float32(0.6780118), 'Sit down': np.float32(0.67057407), 'Walk': np.float32(0.6809237)}
t=200 | pred=Walk | scores={'Fall backwards': np.float32(0.6706351), 'Fall forward': np.float32(0.6672402), 'Fall left': np.float32(0.67089224), 'Fall right': np.float32(0.667821), 'Fall sitting': np.float32(0.6607812), 'Hop': np.float32(0.6785867), 'Kneel': np.float32(0.6720263), 'Pick up object': np.float32(0.67797476), 'Sit down': np.float32(0.67035556), 'Walk': np.float32(0.68082374)}
t=205 | pred=Walk | scores={'Fall backwards': np.float32(0.67051035), 'Fall forward': np.float32(0.6674324), 'Fall left': np.float32(0.6708671), 'Fall right': np.float32(0.6677689), 'Fall sitting': np.float32(0.6607013), 'Hop': np.float32(0.67871827), 'Kneel': np.float32(0.67217517), 'Pick up object': np.float32(0.67806166), 'Sit down': np.float32(0.6703299), 'Walk': np.float32(0.6808331)}
t=210 | pred=Walk | scores={'Fall backwards': np.float32(0.67037886), 'Fall forward': np.float32(0.6675677), 'Fall left': np.float32(0.6708369), 'Fall right': np.float32(0.6677031), 'Fall sitting': np.float32(0.66066724), 'Hop': np.float32(0.678815), 'Kneel': np.float32(0.6722312), 'Pick up object': np.float32(0.67809296), 'Sit down': np.float32(0.67023903), 'Walk': np.float32(0.6807843)}
t=215 | pred=Walk | scores={'Fall backwards': np.float32(0.67016476), 'Fall forward': np.float32(0.6676327), 'Fall left': np.float32(0.670698), 'Fall right': np.float32(0.66752523), 'Fall sitting': np.float32(0.6605948), 'Hop': np.float32(0.678876), 'Kneel': np.float32(0.67223626), 'Pick up object': np.float32(0.6780639), 'Sit down': np.float32(0.67012066), 'Walk': np.float32(0.68076366)}
t=220 | pred=Walk | scores={'Fall backwards': np.float32(0.66999394), 'Fall forward': np.float32(0.6676341), 'Fall left': np.float32(0.6705749), 'Fall right': np.float32(0.6673875), 'Fall sitting': np.float32(0.6604631), 'Hop': np.float32(0.678966), 'Kneel': np.float32(0.67220294), 'Pick up object': np.float32(0.67800474), 'Sit down': np.float32(0.66995126), 'Walk': np.float32(0.6807364)}
t=225 | pred=Walk | scores={'Fall backwards': np.float32(0.67006487), 'Fall forward': np.float32(0.66781735), 'Fall left': np.float32(0.67068046), 'Fall right': np.float32(0.6675097), 'Fall sitting': np.float32(0.66049784), 'Hop': np.float32(0.6790946), 'Kneel': np.float32(0.67233557), 'Pick up object': np.float32(0.67807627), 'Sit down': np.float32(0.66995656), 'Walk': np.float32(0.68080026)}
t=230 | pred=Walk | scores={'Fall backwards': np.float32(0.6700051), 'Fall forward': np.float32(0.66788095), 'Fall left': np.float32(0.6706484), 'Fall right': np.float32(0.6674779), 'Fall sitting': np.float32(0.66039556), 'Hop': np.float32(0.67916566), 'Kneel': np.float32(0.6723462), 'Pick up object': np.float32(0.6780498), 'Sit down': np.float32(0.66986555), 'Walk': np.float32(0.68077683)}
t=235 | pred=Walk | scores={'Fall backwards': np.float32(0.6702195), 'Fall forward': np.float32(0.66814125), 'Fall left': np.float32(0.6708246), 'Fall right': np.float32(0.66770405), 'Fall sitting': np.float32(0.66056097), 'Hop': np.float32(0.6793873), 'Kneel': np.float32(0.6725309), 'Pick up object': np.float32(0.6782085), 'Sit down': np.float32(0.66999555), 'Walk': np.float32(0.680979)}
t=240 | pred=Walk | scores={'Fall backwards': np.float32(0.67082983), 'Fall forward': np.float32(0.6687581), 'Fall left': np.float32(0.6713489), 'Fall right': np.float32(0.6683056), 'Fall sitting': np.float32(0.6612305), 'Hop': np.float32(0.67989224), 'Kneel': np.float32(0.6730714), 'Pick up object': np.float32(0.67876524), 'Sit down': np.float32(0.67052644), 'Walk': np.float32(0.68151873)}
t=245 | pred=Walk | scores={'Fall backwards': np.float32(0.67123795), 'Fall forward': np.float32(0.6691837), 'Fall left': np.float32(0.6716785), 'Fall right': np.float32(0.66870123), 'Fall sitting': np.float32(0.6615819), 'Hop': np.float32(0.6802632), 'Kneel': np.float32(0.6734002), 'Pick up object': np.float32(0.6790975), 'Sit down': np.float32(0.6708426), 'Walk': np.float32(0.6819169)}
