Ground Truth: Sit down

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.6608106), 'Fall forward': np.float32(0.6626874), 'Fall left': np.float32(0.66335946), 'Fall right': np.float32(0.66040164), 'Fall sitting': np.float32(0.65521526), 'Hop': np.float32(0.67168653), 'Kneel': np.float32(0.6686736), 'Pick up object': np.float32(0.67250735), 'Sit down': np.float32(0.66329736), 'Walk': np.float32(0.67289346)}
t=70 | pred=Walk | scores={'Fall backwards': np.float32(0.6683272), 'Fall forward': np.float32(0.66511333), 'Fall left': np.float32(0.6676254), 'Fall right': np.float32(0.6669085), 'Fall sitting': np.float32(0.65855956), 'Hop': np.float32(0.67288995), 'Kneel': np.float32(0.669632), 'Pick up object': np.float32(0.67188597), 'Sit down': np.float32(0.6663306), 'Walk': np.float32(0.673522)}
t=75 | pred=Walk | scores={'Fall backwards': np.float32(0.66951364), 'Fall forward': np.float32(0.6659357), 'Fall left': np.float32(0.6687798), 'Fall right': np.float32(0.6683197), 'Fall sitting': np.float32(0.65899694), 'Hop': np.float32(0.67310524), 'Kneel': np.float32(0.6706817), 'Pick up object': np.float32(0.6724646), 'Sit down': np.float32(0.66750026), 'Walk': np.float32(0.6738328)}
t=80 | pred=Walk | scores={'Fall backwards': np.float32(0.67024237), 'Fall forward': np.float32(0.666265), 'Fall left': np.float32(0.66956365), 'Fall right': np.float32(0.66934425), 'Fall sitting': np.float32(0.6591028), 'Hop': np.float32(0.67280495), 'Kneel': np.float32(0.67127395), 'Pick up object': np.float32(0.6726448), 'Sit down': np.float32(0.6683182), 'Walk': np.float32(0.6735723)}
t=85 | pred=Walk | scores={'Fall backwards': np.float32(0.6703485), 'Fall forward': np.float32(0.6660879), 'Fall left': np.float32(0.6697265), 'Fall right': np.float32(0.66972476), 'Fall sitting': np.float32(0.6587013), 'Hop': np.float32(0.6722858), 'Kneel': np.float32(0.67132086), 'Pick up object': np.float32(0.67241085), 'Sit down': np.float32(0.668445), 'Walk': np.float32(0.6731101)}
t=90 | pred=Walk | scores={'Fall backwards': np.float32(0.67058825), 'Fall forward': np.float32(0.6660176), 'Fall left': np.float32(0.67001164), 'Fall right': np.float32(0.6702664), 'Fall sitting': np.float32(0.65843445), 'Hop': np.float32(0.6716861), 'Kneel': np.float32(0.6714437), 'Pick up object': np.float32(0.6721889), 'Sit down': np.float32(0.66865647), 'Walk': np.float32(0.67260766)}
t=95 | pred=Walk | scores={'Fall backwards': np.float32(0.6709366), 'Fall forward': np.float32(0.66620564), 'Fall left': np.float32(0.6704267), 'Fall right': np.float32(0.6708824), 'Fall sitting': np.float32(0.6583352), 'Hop': np.float32(0.6714461), 'Kneel': np.float32(0.67173356), 'Pick up object': np.float32(0.67218184), 'Sit down': np.float32(0.668987), 'Walk': np.float32(0.67246854)}
t=100 | pred=Walk | scores={'Fall backwards': np.float32(0.6711905), 'Fall forward': np.float32(0.6662258), 'Fall left': np.float32(0.67074466), 'Fall right': np.float32(0.6713705), 'Fall sitting': np.float32(0.6582002), 'Hop': np.float32(0.67096204), 'Kneel': np.float32(0.671826), 'Pick up object': np.float32(0.67203546), 'Sit down': np.float32(0.66928405), 'Walk': np.float32(0.67209715)}
t=105 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6712266), 'Fall forward': np.float32(0.666114), 'Fall left': np.float32(0.6708311), 'Fall right': np.float32(0.67157495), 'Fall sitting': np.float32(0.6579843), 'Hop': np.float32(0.67052615), 'Kneel': np.float32(0.67175466), 'Pick up object': np.float32(0.6718216), 'Sit down': np.float32(0.66935545), 'Walk': np.float32(0.6717992)}
t=110 | pred=Fall right | scores={'Fall backwards': np.float32(0.6711624), 'Fall forward': np.float32(0.6658248), 'Fall left': np.float32(0.6707898), 'Fall right': np.float32(0.67165506), 'Fall sitting': np.float32(0.65767545), 'Hop': np.float32(0.6697994), 'Kneel': np.float32(0.6715256), 'Pick up object': np.float32(0.67142546), 'Sit down': np.float32(0.6693955), 'Walk': np.float32(0.67128813)}
t=115 | pred=Fall right | scores={'Fall backwards': np.float32(0.6711683), 'Fall forward': np.float32(0.66560787), 'Fall left': np.float32(0.67079484), 'Fall right': np.float32(0.67173934), 'Fall sitting': np.float32(0.65749437), 'Hop': np.float32(0.6693173), 'Kneel': np.float32(0.6713572), 'Pick up object': np.float32(0.6711876), 'Sit down': np.float32(0.6694507), 'Walk': np.float32(0.67098105)}
t=120 | pred=Fall right | scores={'Fall backwards': np.float32(0.6710927), 'Fall forward': np.float32(0.6653374), 'Fall left': np.float32(0.67072964), 'Fall right': np.float32(0.6717495), 'Fall sitting': np.float32(0.6572359), 'Hop': np.float32(0.6687298), 'Kneel': np.float32(0.67114896), 'Pick up object': np.float32(0.6708914), 'Sit down': np.float32(0.66948026), 'Walk': np.float32(0.67060363)}
t=125 | pred=Fall right | scores={'Fall backwards': np.float32(0.6710219), 'Fall forward': np.float32(0.665112), 'Fall left': np.float32(0.67065084), 'Fall right': np.float32(0.6717234), 'Fall sitting': np.float32(0.6570104), 'Hop': np.float32(0.66832584), 'Kneel': np.float32(0.6709807), 'Pick up object': np.float32(0.67065114), 'Sit down': np.float32(0.6694912), 'Walk': np.float32(0.67033726)}
t=130 | pred=Fall right | scores={'Fall backwards': np.float32(0.67100817), 'Fall forward': np.float32(0.664898), 'Fall left': np.float32(0.6706366), 'Fall right': np.float32(0.67175025), 'Fall sitting': np.float32(0.6567868), 'Hop': np.float32(0.6678857), 'Kneel': np.float32(0.67083913), 'Pick up object': np.float32(0.6704143), 'Sit down': np.float32(0.6695233), 'Walk': np.float32(0.67005086)}
t=135 | pred=Fall right | scores={'Fall backwards': np.float32(0.6710651), 'Fall forward': np.float32(0.66481596), 'Fall left': np.float32(0.67071354), 'Fall right': np.float32(0.67184633), 'Fall sitting': np.float32(0.6567149), 'Hop': np.float32(0.6676853), 'Kneel': np.float32(0.6708126), 'Pick up object': np.float32(0.67036015), 'Sit down': np.float32(0.66959244), 'Walk': np.float32(0.66993034)}
t=140 | pred=Fall right | scores={'Fall backwards': np.float32(0.6712829), 'Fall forward': np.float32(0.66491693), 'Fall left': np.float32(0.67097795), 'Fall right': np.float32(0.6720819), 'Fall sitting': np.float32(0.6567966), 'Hop': np.float32(0.6675986), 'Kneel': np.float32(0.67093104), 'Pick up object': np.float32(0.6704435), 'Sit down': np.float32(0.6697969), 'Walk': np.float32(0.66993666)}
t=145 | pred=Fall right | scores={'Fall backwards': np.float32(0.67139405), 'Fall forward': np.float32(0.66495484), 'Fall left': np.float32(0.6711365), 'Fall right': np.float32(0.67220765), 'Fall sitting': np.float32(0.6568306), 'Hop': np.float32(0.6675237), 'Kneel': np.float32(0.6709985), 'Pick up object': np.float32(0.6704783), 'Sit down': np.float32(0.6698915), 'Walk': np.float32(0.66992456)}
t=150 | pred=Fall right | scores={'Fall backwards': np.float32(0.6715796), 'Fall forward': np.float32(0.66504526), 'Fall left': np.float32(0.6713848), 'Fall right': np.float32(0.67241406), 'Fall sitting': np.float32(0.656914), 'Hop': np.float32(0.66745675), 'Kneel': np.float32(0.6711352), 'Pick up object': np.float32(0.6705506), 'Sit down': np.float32(0.6700425), 'Walk': np.float32(0.66992444)}
t=155 | pred=Fall right | scores={'Fall backwards': np.float32(0.6716854), 'Fall forward': np.float32(0.66507787), 'Fall left': np.float32(0.6715318), 'Fall right': np.float32(0.67253405), 'Fall sitting': np.float32(0.6569664), 'Hop': np.float32(0.6673754), 'Kneel': np.float32(0.67120767), 'Pick up object': np.float32(0.6705754), 'Sit down': np.float32(0.67014897), 'Walk': np.float32(0.66989326)}
t=160 | pred=Fall right | scores={'Fall backwards': np.float32(0.67188555), 'Fall forward': np.float32(0.6652011), 'Fall left': np.float32(0.6717721), 'Fall right': np.float32(0.6727256), 'Fall sitting': np.float32(0.65707314), 'Hop': np.float32(0.6672911), 'Kneel': np.float32(0.6713628), 'Pick up object': np.float32(0.67066693), 'Sit down': np.float32(0.6703391), 'Walk': np.float32(0.6698962)}
t=165 | pred=Fall right | scores={'Fall backwards': np.float32(0.6720074), 'Fall forward': np.float32(0.66527146), 'Fall left': np.float32(0.6719136), 'Fall right': np.float32(0.67282903), 'Fall sitting': np.float32(0.6571351), 'Hop': np.float32(0.6672207), 'Kneel': np.float32(0.6714544), 'Pick up object': np.float32(0.67071176), 'Sit down': np.float32(0.67046183), 'Walk': np.float32(0.6698748)}
t=170 | pred=Fall right | scores={'Fall backwards': np.float32(0.6722755), 'Fall forward': np.float32(0.6654919), 'Fall left': np.float32(0.672165), 'Fall right': np.float32(0.6730297), 'Fall sitting': np.float32(0.65730876), 'Hop': np.float32(0.6672746), 'Kneel': np.float32(0.67163944), 'Pick up object': np.float32(0.67090714), 'Sit down': np.float32(0.6706844), 'Walk': np.float32(0.670001)}
t=175 | pred=Fall right | scores={'Fall backwards': np.float32(0.672689), 'Fall forward': np.float32(0.66595536), 'Fall left': np.float32(0.6725707), 'Fall right': np.float32(0.67337817), 'Fall sitting': np.float32(0.65772456), 'Hop': np.float32(0.66763186), 'Kneel': np.float32(0.6720275), 'Pick up object': np.float32(0.6713451), 'Sit down': np.float32(0.67107993), 'Walk': np.float32(0.67038935)}
t=180 | pred=Fall right | scores={'Fall backwards': np.float32(0.6733356), 'Fall forward': np.float32(0.666702), 'Fall left': np.float32(0.6732041), 'Fall right': np.float32(0.67388487), 'Fall sitting': np.float32(0.6585145), 'Hop': np.float32(0.6681634), 'Kneel': np.float32(0.67265576), 'Pick up object': np.float32(0.67200017), 'Sit down': np.float32(0.6716664), 'Walk': np.float32(0.67091787)}
t=185 | pred=Fall right | scores={'Fall backwards': np.float32(0.6737746), 'Fall forward': np.float32(0.6672056), 'Fall left': np.float32(0.6736109), 'Fall right': np.float32(0.6741766), 'Fall sitting': np.float32(0.6590196), 'Hop': np.float32(0.66867507), 'Kneel': np.float32(0.67310834), 'Pick up object': np.float32(0.672551), 'Sit down': np.float32(0.672029), 'Walk': np.float32(0.67142105)}
t=190 | pred=Fall right | scores={'Fall backwards': np.float32(0.674193), 'Fall forward': np.float32(0.667754), 'Fall left': np.float32(0.67404133), 'Fall right': np.float32(0.67444724), 'Fall sitting': np.float32(0.65952027), 'Hop': np.float32(0.6694646), 'Kneel': np.float32(0.6735709), 'Pick up object': np.float32(0.67329204), 'Sit down': np.float32(0.6723843), 'Walk': np.float32(0.67217827)}
