Ground Truth: Pick up object

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.6723181), 'Fall forward': np.float32(0.6708826), 'Fall left': np.float32(0.6721976), 'Fall right': np.float32(0.67187715), 'Fall sitting': np.float32(0.6573565), 'Hop': np.float32(0.6739517), 'Kneel': np.float32(0.67250246), 'Pick up object': np.float32(0.6740148), 'Sit down': np.float32(0.6668961), 'Walk': np.float32(0.6776775)}
t=75 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6735937), 'Fall forward': np.float32(0.67050564), 'Fall left': np.float32(0.67410797), 'Fall right': np.float32(0.6716665), 'Fall sitting': np.float32(0.6640623), 'Hop': np.float32(0.6704501), 'Kneel': np.float32(0.67384726), 'Pick up object': np.float32(0.6771692), 'Sit down': np.float32(0.6721518), 'Walk': np.float32(0.6734921)}
t=80 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6740745), 'Fall forward': np.float32(0.67100984), 'Fall left': np.float32(0.6745112), 'Fall right': np.float32(0.6721439), 'Fall sitting': np.float32(0.66501874), 'Hop': np.float32(0.6700364), 'Kneel': np.float32(0.67426294), 'Pick up object': np.float32(0.67717713), 'Sit down': np.float32(0.67257714), 'Walk': np.float32(0.6732312)}
t=85 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67456615), 'Fall forward': np.float32(0.6713454), 'Fall left': np.float32(0.6749867), 'Fall right': np.float32(0.67260927), 'Fall sitting': np.float32(0.6658581), 'Hop': np.float32(0.66982347), 'Kneel': np.float32(0.6747637), 'Pick up object': np.float32(0.6773382), 'Sit down': np.float32(0.67321205), 'Walk': np.float32(0.67310315)}
t=90 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67494416), 'Fall forward': np.float32(0.67125666), 'Fall left': np.float32(0.6753879), 'Fall right': np.float32(0.6729952), 'Fall sitting': np.float32(0.6665421), 'Hop': np.float32(0.6695905), 'Kneel': np.float32(0.67514354), 'Pick up object': np.float32(0.6775291), 'Sit down': np.float32(0.6738778), 'Walk': np.float32(0.67290026)}
t=95 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67477226), 'Fall forward': np.float32(0.670685), 'Fall left': np.float32(0.6752527), 'Fall right': np.float32(0.67283934), 'Fall sitting': np.float32(0.6666544), 'Hop': np.float32(0.6691796), 'Kneel': np.float32(0.67509353), 'Pick up object': np.float32(0.6774504), 'Sit down': np.float32(0.6741705), 'Walk': np.float32(0.6724577)}
t=100 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67412573), 'Fall forward': np.float32(0.66985667), 'Fall left': np.float32(0.67475635), 'Fall right': np.float32(0.67228013), 'Fall sitting': np.float32(0.6666331), 'Hop': np.float32(0.66852415), 'Kneel': np.float32(0.6747891), 'Pick up object': np.float32(0.6771408), 'Sit down': np.float32(0.67405975), 'Walk': np.float32(0.67174375)}
t=105 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6735476), 'Fall forward': np.float32(0.6692476), 'Fall left': np.float32(0.6743072), 'Fall right': np.float32(0.67176), 'Fall sitting': np.float32(0.6665355), 'Hop': np.float32(0.6680974), 'Kneel': np.float32(0.6745019), 'Pick up object': np.float32(0.67684156), 'Sit down': np.float32(0.6738524), 'Walk': np.float32(0.6712585)}
t=110 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6727875), 'Fall forward': np.float32(0.6683267), 'Fall left': np.float32(0.6735947), 'Fall right': np.float32(0.67110574), 'Fall sitting': np.float32(0.6662115), 'Hop': np.float32(0.66718405), 'Kneel': np.float32(0.6739257), 'Pick up object': np.float32(0.6761029), 'Sit down': np.float32(0.6733695), 'Walk': np.float32(0.67033607)}
t=115 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67215496), 'Fall forward': np.float32(0.6675656), 'Fall left': np.float32(0.6730307), 'Fall right': np.float32(0.670569), 'Fall sitting': np.float32(0.6658314), 'Hop': np.float32(0.66644245), 'Kneel': np.float32(0.6734963), 'Pick up object': np.float32(0.67549294), 'Sit down': np.float32(0.67298716), 'Walk': np.float32(0.66949046)}
t=120 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6716336), 'Fall forward': np.float32(0.66679186), 'Fall left': np.float32(0.67251414), 'Fall right': np.float32(0.67014766), 'Fall sitting': np.float32(0.6656488), 'Hop': np.float32(0.66562194), 'Kneel': np.float32(0.6731217), 'Pick up object': np.float32(0.6749322), 'Sit down': np.float32(0.67269945), 'Walk': np.float32(0.668577)}
t=125 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6713558), 'Fall forward': np.float32(0.6663111), 'Fall left': np.float32(0.67219305), 'Fall right': np.float32(0.66989166), 'Fall sitting': np.float32(0.66554433), 'Hop': np.float32(0.66507477), 'Kneel': np.float32(0.67283654), 'Pick up object': np.float32(0.67451787), 'Sit down': np.float32(0.6724989), 'Walk': np.float32(0.6679548)}
t=130 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6709592), 'Fall forward': np.float32(0.66569555), 'Fall left': np.float32(0.671804), 'Fall right': np.float32(0.66949546), 'Fall sitting': np.float32(0.66537434), 'Hop': np.float32(0.66447496), 'Kneel': np.float32(0.6724777), 'Pick up object': np.float32(0.6740537), 'Sit down': np.float32(0.6722581), 'Walk': np.float32(0.66723996)}
t=135 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6701919), 'Fall forward': np.float32(0.6648048), 'Fall left': np.float32(0.6710512), 'Fall right': np.float32(0.66872275), 'Fall sitting': np.float32(0.6648937), 'Hop': np.float32(0.6636658), 'Kneel': np.float32(0.6718352), 'Pick up object': np.float32(0.6733054), 'Sit down': np.float32(0.6717231), 'Walk': np.float32(0.6663347)}
t=140 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66940284), 'Fall forward': np.float32(0.6638309), 'Fall left': np.float32(0.67026365), 'Fall right': np.float32(0.66786176), 'Fall sitting': np.float32(0.66440874), 'Hop': np.float32(0.6627946), 'Kneel': np.float32(0.6711814), 'Pick up object': np.float32(0.6725083), 'Sit down': np.float32(0.6712286), 'Walk': np.float32(0.6653277)}
t=145 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6690782), 'Fall forward': np.float32(0.6634242), 'Fall left': np.float32(0.6699693), 'Fall right': np.float32(0.66743916), 'Fall sitting': np.float32(0.6642546), 'Hop': np.float32(0.66243815), 'Kneel': np.float32(0.67092866), 'Pick up object': np.float32(0.6722085), 'Sit down': np.float32(0.6710786), 'Walk': np.float32(0.6648719)}
t=150 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6690426), 'Fall forward': np.float32(0.6631492), 'Fall left': np.float32(0.6699137), 'Fall right': np.float32(0.66727173), 'Fall sitting': np.float32(0.6642137), 'Hop': np.float32(0.66219634), 'Kneel': np.float32(0.6708804), 'Pick up object': np.float32(0.67213404), 'Sit down': np.float32(0.6712304), 'Walk': np.float32(0.66452605)}
t=155 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66910386), 'Fall forward': np.float32(0.66296583), 'Fall left': np.float32(0.6699356), 'Fall right': np.float32(0.6672134), 'Fall sitting': np.float32(0.664185), 'Hop': np.float32(0.66216624), 'Kneel': np.float32(0.6709176), 'Pick up object': np.float32(0.67228675), 'Sit down': np.float32(0.6715035), 'Walk': np.float32(0.664437)}
t=160 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6686204), 'Fall forward': np.float32(0.66212773), 'Fall left': np.float32(0.6693928), 'Fall right': np.float32(0.66660887), 'Fall sitting': np.float32(0.66371363), 'Hop': np.float32(0.6615344), 'Kneel': np.float32(0.67041355), 'Pick up object': np.float32(0.671874), 'Sit down': np.float32(0.6712524), 'Walk': np.float32(0.66373324)}
t=165 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6684381), 'Fall forward': np.float32(0.6616817), 'Fall left': np.float32(0.66917175), 'Fall right': np.float32(0.66637903), 'Fall sitting': np.float32(0.66346127), 'Hop': np.float32(0.6611575), 'Kneel': np.float32(0.67015904), 'Pick up object': np.float32(0.67164284), 'Sit down': np.float32(0.6711274), 'Walk': np.float32(0.6633786)}
t=170 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66821444), 'Fall forward': np.float32(0.6612796), 'Fall left': np.float32(0.6689006), 'Fall right': np.float32(0.6661459), 'Fall sitting': np.float32(0.6633209), 'Hop': np.float32(0.66075224), 'Kneel': np.float32(0.66989845), 'Pick up object': np.float32(0.6713754), 'Sit down': np.float32(0.6710134), 'Walk': np.float32(0.66301715)}
t=175 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6682143), 'Fall forward': np.float32(0.6612413), 'Fall left': np.float32(0.66884935), 'Fall right': np.float32(0.6661319), 'Fall sitting': np.float32(0.6633515), 'Hop': np.float32(0.6606276), 'Kneel': np.float32(0.669898), 'Pick up object': np.float32(0.67131233), 'Sit down': np.float32(0.67100185), 'Walk': np.float32(0.66293573)}
t=180 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6682916), 'Fall forward': np.float32(0.6612964), 'Fall left': np.float32(0.66885656), 'Fall right': np.float32(0.66617876), 'Fall sitting': np.float32(0.66345274), 'Hop': np.float32(0.66055113), 'Kneel': np.float32(0.66996366), 'Pick up object': np.float32(0.6713249), 'Sit down': np.float32(0.6710296), 'Walk': np.float32(0.6628981)}
t=185 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6686392), 'Fall forward': np.float32(0.6617331), 'Fall left': np.float32(0.66914046), 'Fall right': np.float32(0.66650885), 'Fall sitting': np.float32(0.6637788), 'Hop': np.float32(0.66077185), 'Kneel': np.float32(0.67032415), 'Pick up object': np.float32(0.6715787), 'Sit down': np.float32(0.6712041), 'Walk': np.float32(0.66317636)}
t=190 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6688776), 'Fall forward': np.float32(0.66215193), 'Fall left': np.float32(0.66935426), 'Fall right': np.float32(0.6667503), 'Fall sitting': np.float32(0.66408396), 'Hop': np.float32(0.6609128), 'Kneel': np.float32(0.67062515), 'Pick up object': np.float32(0.67169714), 'Sit down': np.float32(0.67130667), 'Walk': np.float32(0.6633823)}
t=195 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6692349), 'Fall forward': np.float32(0.66271627), 'Fall left': np.float32(0.6697079), 'Fall right': np.float32(0.66710603), 'Fall sitting': np.float32(0.6645384), 'Hop': np.float32(0.66121006), 'Kneel': np.float32(0.67108035), 'Pick up object': np.float32(0.6719802), 'Sit down': np.float32(0.67153996), 'Walk': np.float32(0.6637306)}
t=200 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6695083), 'Fall forward': np.float32(0.66316015), 'Fall left': np.float32(0.6699997), 'Fall right': np.float32(0.6673891), 'Fall sitting': np.float32(0.664998), 'Hop': np.float32(0.6614076), 'Kneel': np.float32(0.6714723), 'Pick up object': np.float32(0.67221093), 'Sit down': np.float32(0.67172915), 'Walk': np.float32(0.6639561)}
t=205 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6697585), 'Fall forward': np.float32(0.6635533), 'Fall left': np.float32(0.6702363), 'Fall right': np.float32(0.6676215), 'Fall sitting': np.float32(0.66536385), 'Hop': np.float32(0.66157347), 'Kneel': np.float32(0.6718028), 'Pick up object': np.float32(0.67241365), 'Sit down': np.float32(0.6718833), 'Walk': np.float32(0.6641773)}
t=210 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6699611), 'Fall forward': np.float32(0.6637344), 'Fall left': np.float32(0.6703725), 'Fall right': np.float32(0.66779035), 'Fall sitting': np.float32(0.66551775), 'Hop': np.float32(0.66161484), 'Kneel': np.float32(0.672033), 'Pick up object': np.float32(0.67256397), 'Sit down': np.float32(0.6720219), 'Walk': np.float32(0.6643008)}
t=215 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6700495), 'Fall forward': np.float32(0.6636959), 'Fall left': np.float32(0.6704055), 'Fall right': np.float32(0.66782796), 'Fall sitting': np.float32(0.6654729), 'Hop': np.float32(0.6615172), 'Kneel': np.float32(0.6720683), 'Pick up object': np.float32(0.67256945), 'Sit down': np.float32(0.672044), 'Walk': np.float32(0.66425186)}
t=220 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6701937), 'Fall forward': np.float32(0.6637121), 'Fall left': np.float32(0.6705454), 'Fall right': np.float32(0.66791046), 'Fall sitting': np.float32(0.6655293), 'Hop': np.float32(0.6615777), 'Kneel': np.float32(0.67221546), 'Pick up object': np.float32(0.67268884), 'Sit down': np.float32(0.6722154), 'Walk': np.float32(0.6643327)}
t=225 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67029256), 'Fall forward': np.float32(0.6637448), 'Fall left': np.float32(0.6706514), 'Fall right': np.float32(0.66799915), 'Fall sitting': np.float32(0.66548395), 'Hop': np.float32(0.6616524), 'Kneel': np.float32(0.67235714), 'Pick up object': np.float32(0.672821), 'Sit down': np.float32(0.67236465), 'Walk': np.float32(0.66441196)}
t=230 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6706199), 'Fall forward': np.float32(0.66402024), 'Fall left': np.float32(0.671005), 'Fall right': np.float32(0.668341), 'Fall sitting': np.float32(0.66571414), 'Hop': np.float32(0.66203797), 'Kneel': np.float32(0.67275536), 'Pick up object': np.float32(0.67324436), 'Sit down': np.float32(0.6727811), 'Walk': np.float32(0.6648251)}
t=235 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6709354), 'Fall forward': np.float32(0.6642561), 'Fall left': np.float32(0.6713133), 'Fall right': np.float32(0.6686802), 'Fall sitting': np.float32(0.66594046), 'Hop': np.float32(0.6624253), 'Kneel': np.float32(0.67308605), 'Pick up object': np.float32(0.67364365), 'Sit down': np.float32(0.6732011), 'Walk': np.float32(0.66523945)}
t=240 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67116356), 'Fall forward': np.float32(0.6644182), 'Fall left': np.float32(0.6715443), 'Fall right': np.float32(0.66893077), 'Fall sitting': np.float32(0.6661334), 'Hop': np.float32(0.6627029), 'Kneel': np.float32(0.6733549), 'Pick up object': np.float32(0.673956), 'Sit down': np.float32(0.6735729), 'Walk': np.float32(0.6655439)}
t=245 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67131615), 'Fall forward': np.float32(0.66451323), 'Fall left': np.float32(0.67171), 'Fall right': np.float32(0.66911167), 'Fall sitting': np.float32(0.66623425), 'Hop': np.float32(0.662937), 'Kneel': np.float32(0.67352515), 'Pick up object': np.float32(0.6742013), 'Sit down': np.float32(0.67384344), 'Walk': np.float32(0.66578823)}
t=250 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6714403), 'Fall forward': np.float32(0.66460353), 'Fall left': np.float32(0.6718579), 'Fall right': np.float32(0.6692866), 'Fall sitting': np.float32(0.6662877), 'Hop': np.float32(0.66316277), 'Kneel': np.float32(0.6736896), 'Pick up object': np.float32(0.67443866), 'Sit down': np.float32(0.67408025), 'Walk': np.float32(0.66602623)}
t=255 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6715309), 'Fall forward': np.float32(0.6646894), 'Fall left': np.float32(0.67196774), 'Fall right': np.float32(0.66942894), 'Fall sitting': np.float32(0.66632164), 'Hop': np.float32(0.6633922), 'Kneel': np.float32(0.6738165), 'Pick up object': np.float32(0.6746782), 'Sit down': np.float32(0.6742715), 'Walk': np.float32(0.66626376)}
t=260 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6714732), 'Fall forward': np.float32(0.66461307), 'Fall left': np.float32(0.6719376), 'Fall right': np.float32(0.66943586), 'Fall sitting': np.float32(0.6662404), 'Hop': np.float32(0.6635191), 'Kneel': np.float32(0.67383206), 'Pick up object': np.float32(0.67480755), 'Sit down': np.float32(0.6744016), 'Walk': np.float32(0.6663857)}
t=265 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6715714), 'Fall forward': np.float32(0.6646988), 'Fall left': np.float32(0.6720289), 'Fall right': np.float32(0.66958165), 'Fall sitting': np.float32(0.6662375), 'Hop': np.float32(0.6637873), 'Kneel': np.float32(0.6739305), 'Pick up object': np.float32(0.6750191), 'Sit down': np.float32(0.67457193), 'Walk': np.float32(0.6666688)}
t=270 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6716242), 'Fall forward': np.float32(0.66479164), 'Fall left': np.float32(0.6721078), 'Fall right': np.float32(0.6697065), 'Fall sitting': np.float32(0.6662307), 'Hop': np.float32(0.66407484), 'Kneel': np.float32(0.67402065), 'Pick up object': np.float32(0.67526627), 'Sit down': np.float32(0.6746757), 'Walk': np.float32(0.6669886)}
t=275 | pred=Pick up object | scores={'Fall backwards': np.float32(0.671639), 'Fall forward': np.float32(0.6647961), 'Fall left': np.float32(0.67213696), 'Fall right': np.float32(0.6697554), 'Fall sitting': np.float32(0.6661596), 'Hop': np.float32(0.66427416), 'Kneel': np.float32(0.6740252), 'Pick up object': np.float32(0.67543435), 'Sit down': np.float32(0.67468405), 'Walk': np.float32(0.66720426)}
t=280 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67154557), 'Fall forward': np.float32(0.66462266), 'Fall left': np.float32(0.6720435), 'Fall right': np.float32(0.66967916), 'Fall sitting': np.float32(0.66599005), 'Hop': np.float32(0.6643495), 'Kneel': np.float32(0.67386276), 'Pick up object': np.float32(0.67552704), 'Sit down': np.float32(0.6746205), 'Walk': np.float32(0.6673142)}
t=285 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6714843), 'Fall forward': np.float32(0.66446954), 'Fall left': np.float32(0.67199373), 'Fall right': np.float32(0.6696483), 'Fall sitting': np.float32(0.6659038), 'Hop': np.float32(0.66445273), 'Kneel': np.float32(0.67369473), 'Pick up object': np.float32(0.6756351), 'Sit down': np.float32(0.6746104), 'Walk': np.float32(0.6674384)}
t=290 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6713983), 'Fall forward': np.float32(0.66430575), 'Fall left': np.float32(0.6719249), 'Fall right': np.float32(0.6696102), 'Fall sitting': np.float32(0.6657928), 'Hop': np.float32(0.6644944), 'Kneel': np.float32(0.6735539), 'Pick up object': np.float32(0.6756949), 'Sit down': np.float32(0.67456335), 'Walk': np.float32(0.6675199)}
