Ground Truth: Fall right

t=15 | pred=Sit down | scores={'Fall backwards': np.float32(0.6446361), 'Fall forward': np.float32(0.6405034), 'Fall left': np.float32(0.64880604), 'Fall right': np.float32(0.64631015), 'Fall sitting': np.float32(0.64408743), 'Hop': np.float32(0.64439726), 'Kneel': np.float32(0.6486001), 'Pick up object': np.float32(0.64804304), 'Sit down': np.float32(0.6570511), 'Walk': np.float32(0.6458107)}
t=70 | pred=Sit down | scores={'Fall backwards': np.float32(0.6596743), 'Fall forward': np.float32(0.65573597), 'Fall left': np.float32(0.6637614), 'Fall right': np.float32(0.6606962), 'Fall sitting': np.float32(0.6634818), 'Hop': np.float32(0.65695035), 'Kneel': np.float32(0.6622176), 'Pick up object': np.float32(0.6612702), 'Sit down': np.float32(0.6684515), 'Walk': np.float32(0.6603012)}
t=75 | pred=Sit down | scores={'Fall backwards': np.float32(0.66072416), 'Fall forward': np.float32(0.65657645), 'Fall left': np.float32(0.664708), 'Fall right': np.float32(0.6616786), 'Fall sitting': np.float32(0.6648727), 'Hop': np.float32(0.65712625), 'Kneel': np.float32(0.6628369), 'Pick up object': np.float32(0.6615327), 'Sit down': np.float32(0.6685979), 'Walk': np.float32(0.6604835)}
t=80 | pred=Sit down | scores={'Fall backwards': np.float32(0.66199887), 'Fall forward': np.float32(0.6574877), 'Fall left': np.float32(0.6658534), 'Fall right': np.float32(0.66291785), 'Fall sitting': np.float32(0.66605234), 'Hop': np.float32(0.65734094), 'Kneel': np.float32(0.66364825), 'Pick up object': np.float32(0.66202253), 'Sit down': np.float32(0.66880167), 'Walk': np.float32(0.6607376)}
t=85 | pred=Sit down | scores={'Fall backwards': np.float32(0.6632425), 'Fall forward': np.float32(0.6584539), 'Fall left': np.float32(0.6669595), 'Fall right': np.float32(0.664253), 'Fall sitting': np.float32(0.66687155), 'Hop': np.float32(0.65767616), 'Kneel': np.float32(0.66454625), 'Pick up object': np.float32(0.6626308), 'Sit down': np.float32(0.6693067), 'Walk': np.float32(0.6612158)}
t=90 | pred=Sit down | scores={'Fall backwards': np.float32(0.66397053), 'Fall forward': np.float32(0.65895796), 'Fall left': np.float32(0.6676175), 'Fall right': np.float32(0.66514605), 'Fall sitting': np.float32(0.6672793), 'Hop': np.float32(0.6576056), 'Kneel': np.float32(0.6650003), 'Pick up object': np.float32(0.66281855), 'Sit down': np.float32(0.66934884), 'Walk': np.float32(0.66125)}
t=95 | pred=Sit down | scores={'Fall backwards': np.float32(0.66419315), 'Fall forward': np.float32(0.6590588), 'Fall left': np.float32(0.6677234), 'Fall right': np.float32(0.6654888), 'Fall sitting': np.float32(0.6672239), 'Hop': np.float32(0.657196), 'Kneel': np.float32(0.6650183), 'Pick up object': np.float32(0.66257876), 'Sit down': np.float32(0.6690357), 'Walk': np.float32(0.66089946)}
t=100 | pred=Sit down | scores={'Fall backwards': np.float32(0.6643727), 'Fall forward': np.float32(0.65918463), 'Fall left': np.float32(0.6677883), 'Fall right': np.float32(0.66582406), 'Fall sitting': np.float32(0.66746074), 'Hop': np.float32(0.65681565), 'Kneel': np.float32(0.66504097), 'Pick up object': np.float32(0.66239166), 'Sit down': np.float32(0.6686609), 'Walk': np.float32(0.6605384)}
t=105 | pred=Sit down | scores={'Fall backwards': np.float32(0.6645931), 'Fall forward': np.float32(0.65930355), 'Fall left': np.float32(0.6678853), 'Fall right': np.float32(0.66621757), 'Fall sitting': np.float32(0.66763103), 'Hop': np.float32(0.65655893), 'Kneel': np.float32(0.665153), 'Pick up object': np.float32(0.66232306), 'Sit down': np.float32(0.6684707), 'Walk': np.float32(0.66028786)}
t=110 | pred=Sit down | scores={'Fall backwards': np.float32(0.6647661), 'Fall forward': np.float32(0.6592987), 'Fall left': np.float32(0.66796505), 'Fall right': np.float32(0.6665511), 'Fall sitting': np.float32(0.6677861), 'Hop': np.float32(0.6561), 'Kneel': np.float32(0.6651643), 'Pick up object': np.float32(0.6621294), 'Sit down': np.float32(0.6681998), 'Walk': np.float32(0.65981394)}
t=115 | pred=Fall left | scores={'Fall backwards': np.float32(0.66507787), 'Fall forward': np.float32(0.6594857), 'Fall left': np.float32(0.66824985), 'Fall right': np.float32(0.667), 'Fall sitting': np.float32(0.66809636), 'Hop': np.float32(0.6559844), 'Kneel': np.float32(0.6653976), 'Pick up object': np.float32(0.6621457), 'Sit down': np.float32(0.668177), 'Walk': np.float32(0.65967363)}
t=120 | pred=Fall left | scores={'Fall backwards': np.float32(0.66552687), 'Fall forward': np.float32(0.65988165), 'Fall left': np.float32(0.6686671), 'Fall right': np.float32(0.66762125), 'Fall sitting': np.float32(0.6684418), 'Hop': np.float32(0.6559862), 'Kneel': np.float32(0.66579854), 'Pick up object': np.float32(0.6622895), 'Sit down': np.float32(0.6682448), 'Walk': np.float32(0.6596012)}
t=125 | pred=Fall left | scores={'Fall backwards': np.float32(0.6656178), 'Fall forward': np.float32(0.660009), 'Fall left': np.float32(0.66877586), 'Fall right': np.float32(0.66784203), 'Fall sitting': np.float32(0.66864157), 'Hop': np.float32(0.65587515), 'Kneel': np.float32(0.665925), 'Pick up object': np.float32(0.66231364), 'Sit down': np.float32(0.6681885), 'Walk': np.float32(0.6594854)}
t=130 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.66554874), 'Fall forward': np.float32(0.65995437), 'Fall left': np.float32(0.66876763), 'Fall right': np.float32(0.66803163), 'Fall sitting': np.float32(0.668829), 'Hop': np.float32(0.65565145), 'Kneel': np.float32(0.66597867), 'Pick up object': np.float32(0.66226214), 'Sit down': np.float32(0.668042), 'Walk': np.float32(0.6592366)}
t=135 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.66547364), 'Fall forward': np.float32(0.6599067), 'Fall left': np.float32(0.66876864), 'Fall right': np.float32(0.66819054), 'Fall sitting': np.float32(0.66888887), 'Hop': np.float32(0.6555107), 'Kneel': np.float32(0.6660147), 'Pick up object': np.float32(0.66223884), 'Sit down': np.float32(0.667958), 'Walk': np.float32(0.6590595)}
t=140 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6653784), 'Fall forward': np.float32(0.6598225), 'Fall left': np.float32(0.6687509), 'Fall right': np.float32(0.6683626), 'Fall sitting': np.float32(0.66888887), 'Hop': np.float32(0.6552491), 'Kneel': np.float32(0.6659784), 'Pick up object': np.float32(0.66217685), 'Sit down': np.float32(0.66776586), 'Walk': np.float32(0.658769)}
t=145 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.66535556), 'Fall forward': np.float32(0.65973103), 'Fall left': np.float32(0.6687736), 'Fall right': np.float32(0.6685048), 'Fall sitting': np.float32(0.6688349), 'Hop': np.float32(0.6550933), 'Kneel': np.float32(0.66597766), 'Pick up object': np.float32(0.6621591), 'Sit down': np.float32(0.6677123), 'Walk': np.float32(0.6586002)}
t=150 | pred=Fall left | scores={'Fall backwards': np.float32(0.66539264), 'Fall forward': np.float32(0.65968513), 'Fall left': np.float32(0.6688557), 'Fall right': np.float32(0.66874504), 'Fall sitting': np.float32(0.66866356), 'Hop': np.float32(0.6549288), 'Kneel': np.float32(0.66601926), 'Pick up object': np.float32(0.66213477), 'Sit down': np.float32(0.66760397), 'Walk': np.float32(0.65843254)}
t=155 | pred=Fall right | scores={'Fall backwards': np.float32(0.6653861), 'Fall forward': np.float32(0.65964407), 'Fall left': np.float32(0.6689165), 'Fall right': np.float32(0.6689432), 'Fall sitting': np.float32(0.66844743), 'Hop': np.float32(0.6548049), 'Kneel': np.float32(0.6660272), 'Pick up object': np.float32(0.6620832), 'Sit down': np.float32(0.66747326), 'Walk': np.float32(0.6582729)}
t=160 | pred=Fall right | scores={'Fall backwards': np.float32(0.66539365), 'Fall forward': np.float32(0.6596672), 'Fall left': np.float32(0.66902333), 'Fall right': np.float32(0.669202), 'Fall sitting': np.float32(0.66830504), 'Hop': np.float32(0.65461165), 'Kneel': np.float32(0.666089), 'Pick up object': np.float32(0.6620631), 'Sit down': np.float32(0.66733855), 'Walk': np.float32(0.6580592)}
t=165 | pred=Fall right | scores={'Fall backwards': np.float32(0.66553485), 'Fall forward': np.float32(0.659814), 'Fall left': np.float32(0.6692224), 'Fall right': np.float32(0.6694727), 'Fall sitting': np.float32(0.6683011), 'Hop': np.float32(0.6546007), 'Kneel': np.float32(0.6662446), 'Pick up object': np.float32(0.66212285), 'Sit down': np.float32(0.6673198), 'Walk': np.float32(0.6580222)}
t=170 | pred=Fall right | scores={'Fall backwards': np.float32(0.6657774), 'Fall forward': np.float32(0.66006947), 'Fall left': np.float32(0.66951025), 'Fall right': np.float32(0.6698211), 'Fall sitting': np.float32(0.66837484), 'Hop': np.float32(0.6546312), 'Kneel': np.float32(0.66646063), 'Pick up object': np.float32(0.66222626), 'Sit down': np.float32(0.66733336), 'Walk': np.float32(0.6580258)}
t=175 | pred=Fall right | scores={'Fall backwards': np.float32(0.66587293), 'Fall forward': np.float32(0.66007704), 'Fall left': np.float32(0.6696549), 'Fall right': np.float32(0.6700109), 'Fall sitting': np.float32(0.6683351), 'Hop': np.float32(0.6545296), 'Kneel': np.float32(0.6664972), 'Pick up object': np.float32(0.6622155), 'Sit down': np.float32(0.66728187), 'Walk': np.float32(0.6578966)}
t=180 | pred=Fall right | scores={'Fall backwards': np.float32(0.6659323), 'Fall forward': np.float32(0.6600637), 'Fall left': np.float32(0.6697663), 'Fall right': np.float32(0.6701732), 'Fall sitting': np.float32(0.66824424), 'Hop': np.float32(0.6543082), 'Kneel': np.float32(0.6664678), 'Pick up object': np.float32(0.6620896), 'Sit down': np.float32(0.66708), 'Walk': np.float32(0.6576367)}
t=185 | pred=Fall right | scores={'Fall backwards': np.float32(0.665979), 'Fall forward': np.float32(0.6599801), 'Fall left': np.float32(0.6698268), 'Fall right': np.float32(0.67026615), 'Fall sitting': np.float32(0.66810095), 'Hop': np.float32(0.654123), 'Kneel': np.float32(0.6663552), 'Pick up object': np.float32(0.66196084), 'Sit down': np.float32(0.6668995), 'Walk': np.float32(0.6574294)}
t=190 | pred=Fall right | scores={'Fall backwards': np.float32(0.6659892), 'Fall forward': np.float32(0.6598342), 'Fall left': np.float32(0.6698441), 'Fall right': np.float32(0.6703164), 'Fall sitting': np.float32(0.66792816), 'Hop': np.float32(0.6539045), 'Kneel': np.float32(0.66618663), 'Pick up object': np.float32(0.6617799), 'Sit down': np.float32(0.6666924), 'Walk': np.float32(0.6571811)}
t=195 | pred=Fall right | scores={'Fall backwards': np.float32(0.66599774), 'Fall forward': np.float32(0.6596805), 'Fall left': np.float32(0.6698466), 'Fall right': np.float32(0.67033553), 'Fall sitting': np.float32(0.66774535), 'Hop': np.float32(0.6536811), 'Kneel': np.float32(0.66602355), 'Pick up object': np.float32(0.6615939), 'Sit down': np.float32(0.6665074), 'Walk': np.float32(0.6569511)}
t=200 | pred=Fall right | scores={'Fall backwards': np.float32(0.6660994), 'Fall forward': np.float32(0.65962154), 'Fall left': np.float32(0.66991436), 'Fall right': np.float32(0.670417), 'Fall sitting': np.float32(0.6676603), 'Hop': np.float32(0.6534276), 'Kneel': np.float32(0.6659194), 'Pick up object': np.float32(0.66144633), 'Sit down': np.float32(0.66633165), 'Walk': np.float32(0.6567311)}
