Ground Truth: Fall sitting

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.57948244), 'Fall forward': np.float32(0.57923514), 'Fall left': np.float32(0.58189666), 'Fall right': np.float32(0.5881188), 'Fall sitting': np.float32(0.57867634), 'Hop': np.float32(0.60070306), 'Kneel': np.float32(0.5884038), 'Pick up object': np.float32(0.5915694), 'Sit down': np.float32(0.5918449), 'Walk': np.float32(0.59392077)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.58733445), 'Fall forward': np.float32(0.58405834), 'Fall left': np.float32(0.5895801), 'Fall right': np.float32(0.5929771), 'Fall sitting': np.float32(0.590779), 'Hop': np.float32(0.60504276), 'Kneel': np.float32(0.5949452), 'Pick up object': np.float32(0.5998502), 'Sit down': np.float32(0.6038897), 'Walk': np.float32(0.5976879)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.58869267), 'Fall forward': np.float32(0.5852752), 'Fall left': np.float32(0.5907441), 'Fall right': np.float32(0.59411067), 'Fall sitting': np.float32(0.59224015), 'Hop': np.float32(0.6057392), 'Kneel': np.float32(0.59592074), 'Pick up object': np.float32(0.6009557), 'Sit down': np.float32(0.6048424), 'Walk': np.float32(0.5984603)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.5903276), 'Fall forward': np.float32(0.5869341), 'Fall left': np.float32(0.5922109), 'Fall right': np.float32(0.5957077), 'Fall sitting': np.float32(0.59416246), 'Hop': np.float32(0.60687274), 'Kneel': np.float32(0.5973163), 'Pick up object': np.float32(0.60229665), 'Sit down': np.float32(0.6057905), 'Walk': np.float32(0.59982145)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.5923934), 'Fall forward': np.float32(0.58907825), 'Fall left': np.float32(0.5941524), 'Fall right': np.float32(0.59778845), 'Fall sitting': np.float32(0.59644055), 'Hop': np.float32(0.6085683), 'Kneel': np.float32(0.59926194), 'Pick up object': np.float32(0.6041801), 'Sit down': np.float32(0.60709625), 'Walk': np.float32(0.60173327)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.5943503), 'Fall forward': np.float32(0.59113723), 'Fall left': np.float32(0.59603715), 'Fall right': np.float32(0.5997083), 'Fall sitting': np.float32(0.5986462), 'Hop': np.float32(0.610078), 'Kneel': np.float32(0.60115993), 'Pick up object': np.float32(0.6059378), 'Sit down': np.float32(0.6084067), 'Walk': np.float32(0.60350335)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.5956942), 'Fall forward': np.float32(0.5927087), 'Fall left': np.float32(0.5973667), 'Fall right': np.float32(0.60110074), 'Fall sitting': np.float32(0.60015583), 'Hop': np.float32(0.6111846), 'Kneel': np.float32(0.6024905), 'Pick up object': np.float32(0.6070996), 'Sit down': np.float32(0.6091229), 'Walk': np.float32(0.604848)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.59675366), 'Fall forward': np.float32(0.5939735), 'Fall left': np.float32(0.5983868), 'Fall right': np.float32(0.6021283), 'Fall sitting': np.float32(0.6013616), 'Hop': np.float32(0.6119066), 'Kneel': np.float32(0.6035002), 'Pick up object': np.float32(0.60798544), 'Sit down': np.float32(0.6096116), 'Walk': np.float32(0.60581625)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.59710467), 'Fall forward': np.float32(0.5945345), 'Fall left': np.float32(0.59868723), 'Fall right': np.float32(0.6024245), 'Fall sitting': np.float32(0.6018771), 'Hop': np.float32(0.611977), 'Kneel': np.float32(0.60378975), 'Pick up object': np.float32(0.60816205), 'Sit down': np.float32(0.6095272), 'Walk': np.float32(0.6061485)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.59769815), 'Fall forward': np.float32(0.59527427), 'Fall left': np.float32(0.5992459), 'Fall right': np.float32(0.60297096), 'Fall sitting': np.float32(0.6027357), 'Hop': np.float32(0.6122017), 'Kneel': np.float32(0.60423684), 'Pick up object': np.float32(0.6085936), 'Sit down': np.float32(0.60975796), 'Walk': np.float32(0.60665864)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.5982223), 'Fall forward': np.float32(0.5958916), 'Fall left': np.float32(0.59971863), 'Fall right': np.float32(0.6034351), 'Fall sitting': np.float32(0.60337424), 'Hop': np.float32(0.6124669), 'Kneel': np.float32(0.60463744), 'Pick up object': np.float32(0.6089289), 'Sit down': np.float32(0.6099466), 'Walk': np.float32(0.6071009)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.5987485), 'Fall forward': np.float32(0.5966196), 'Fall left': np.float32(0.6001942), 'Fall right': np.float32(0.6039135), 'Fall sitting': np.float32(0.6041463), 'Hop': np.float32(0.6126835), 'Kneel': np.float32(0.60501456), 'Pick up object': np.float32(0.60925657), 'Sit down': np.float32(0.6100559), 'Walk': np.float32(0.60753244)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.59917736), 'Fall forward': np.float32(0.59721994), 'Fall left': np.float32(0.60058886), 'Fall right': np.float32(0.6043135), 'Fall sitting': np.float32(0.6047798), 'Hop': np.float32(0.6128821), 'Kneel': np.float32(0.60532236), 'Pick up object': np.float32(0.60948056), 'Sit down': np.float32(0.61012787), 'Walk': np.float32(0.60786974)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.59955317), 'Fall forward': np.float32(0.5977301), 'Fall left': np.float32(0.60094017), 'Fall right': np.float32(0.6046464), 'Fall sitting': np.float32(0.60534364), 'Hop': np.float32(0.6130247), 'Kneel': np.float32(0.6056136), 'Pick up object': np.float32(0.6097119), 'Sit down': np.float32(0.61019576), 'Walk': np.float32(0.6081574)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.59979993), 'Fall forward': np.float32(0.5980544), 'Fall left': np.float32(0.60116285), 'Fall right': np.float32(0.6048609), 'Fall sitting': np.float32(0.60569274), 'Hop': np.float32(0.613102), 'Kneel': np.float32(0.60580313), 'Pick up object': np.float32(0.60981154), 'Sit down': np.float32(0.6101976), 'Walk': np.float32(0.6083292)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.60009223), 'Fall forward': np.float32(0.598506), 'Fall left': np.float32(0.60143375), 'Fall right': np.float32(0.6051421), 'Fall sitting': np.float32(0.6061823), 'Hop': np.float32(0.6131752), 'Kneel': np.float32(0.6060333), 'Pick up object': np.float32(0.60992104), 'Sit down': np.float32(0.6101603), 'Walk': np.float32(0.60855895)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.6003089), 'Fall forward': np.float32(0.5988486), 'Fall left': np.float32(0.6016481), 'Fall right': np.float32(0.6053936), 'Fall sitting': np.float32(0.6065797), 'Hop': np.float32(0.613225), 'Kneel': np.float32(0.6062172), 'Pick up object': np.float32(0.60998666), 'Sit down': np.float32(0.6101079), 'Walk': np.float32(0.6087072)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.60036755), 'Fall forward': np.float32(0.5990485), 'Fall left': np.float32(0.6017104), 'Fall right': np.float32(0.60548216), 'Fall sitting': np.float32(0.60692424), 'Hop': np.float32(0.6130452), 'Kneel': np.float32(0.60623527), 'Pick up object': np.float32(0.60989743), 'Sit down': np.float32(0.6098813), 'Walk': np.float32(0.6086809)}
t=185 | pred=Hop | scores={'Fall backwards': np.float32(0.60045755), 'Fall forward': np.float32(0.5992023), 'Fall left': np.float32(0.6017663), 'Fall right': np.float32(0.6055415), 'Fall sitting': np.float32(0.6071372), 'Hop': np.float32(0.6129455), 'Kneel': np.float32(0.6062844), 'Pick up object': np.float32(0.6098542), 'Sit down': np.float32(0.60975295), 'Walk': np.float32(0.608694)}
t=190 | pred=Hop | scores={'Fall backwards': np.float32(0.60043573), 'Fall forward': np.float32(0.5992877), 'Fall left': np.float32(0.60171217), 'Fall right': np.float32(0.60550493), 'Fall sitting': np.float32(0.60729706), 'Hop': np.float32(0.61270374), 'Kneel': np.float32(0.60622454), 'Pick up object': np.float32(0.6096613), 'Sit down': np.float32(0.6094148), 'Walk': np.float32(0.60859126)}
t=195 | pred=Hop | scores={'Fall backwards': np.float32(0.6003769), 'Fall forward': np.float32(0.59931743), 'Fall left': np.float32(0.60163504), 'Fall right': np.float32(0.60542566), 'Fall sitting': np.float32(0.60738194), 'Hop': np.float32(0.6124978), 'Kneel': np.float32(0.6061425), 'Pick up object': np.float32(0.60951155), 'Sit down': np.float32(0.6091134), 'Walk': np.float32(0.60848415)}
t=200 | pred=Hop | scores={'Fall backwards': np.float32(0.60053104), 'Fall forward': np.float32(0.59959596), 'Fall left': np.float32(0.6017531), 'Fall right': np.float32(0.60550517), 'Fall sitting': np.float32(0.60774595), 'Hop': np.float32(0.6123881), 'Kneel': np.float32(0.606204), 'Pick up object': np.float32(0.6095259), 'Sit down': np.float32(0.6089196), 'Walk': np.float32(0.608529)}
t=205 | pred=Hop | scores={'Fall backwards': np.float32(0.60068214), 'Fall forward': np.float32(0.59982616), 'Fall left': np.float32(0.6018778), 'Fall right': np.float32(0.60556483), 'Fall sitting': np.float32(0.60801625), 'Hop': np.float32(0.61239916), 'Kneel': np.float32(0.606299), 'Pick up object': np.float32(0.60963), 'Sit down': np.float32(0.60885257), 'Walk': np.float32(0.6086203)}
t=210 | pred=Hop | scores={'Fall backwards': np.float32(0.60080755), 'Fall forward': np.float32(0.60011375), 'Fall left': np.float32(0.6020295), 'Fall right': np.float32(0.60567915), 'Fall sitting': np.float32(0.60833675), 'Hop': np.float32(0.6124607), 'Kneel': np.float32(0.6064291), 'Pick up object': np.float32(0.60973865), 'Sit down': np.float32(0.6087388), 'Walk': np.float32(0.608784)}
t=215 | pred=Hop | scores={'Fall backwards': np.float32(0.6011577), 'Fall forward': np.float32(0.60054517), 'Fall left': np.float32(0.60237765), 'Fall right': np.float32(0.6059753), 'Fall sitting': np.float32(0.60872126), 'Hop': np.float32(0.6127615), 'Kneel': np.float32(0.60675997), 'Pick up object': np.float32(0.61006576), 'Sit down': np.float32(0.60890514), 'Walk': np.float32(0.60910755)}
t=220 | pred=Hop | scores={'Fall backwards': np.float32(0.6017293), 'Fall forward': np.float32(0.60122365), 'Fall left': np.float32(0.6029421), 'Fall right': np.float32(0.6065099), 'Fall sitting': np.float32(0.60936487), 'Hop': np.float32(0.61322296), 'Kneel': np.float32(0.6073155), 'Pick up object': np.float32(0.61060905), 'Sit down': np.float32(0.609199), 'Walk': np.float32(0.60961664)}
t=225 | pred=Hop | scores={'Fall backwards': np.float32(0.6021305), 'Fall forward': np.float32(0.60169125), 'Fall left': np.float32(0.6033141), 'Fall right': np.float32(0.60690135), 'Fall sitting': np.float32(0.60976136), 'Hop': np.float32(0.6135721), 'Kneel': np.float32(0.6077123), 'Pick up object': np.float32(0.61099803), 'Sit down': np.float32(0.60938704), 'Walk': np.float32(0.60995376)}
t=230 | pred=Hop | scores={'Fall backwards': np.float32(0.6026452), 'Fall forward': np.float32(0.6022987), 'Fall left': np.float32(0.6038049), 'Fall right': np.float32(0.60740525), 'Fall sitting': np.float32(0.610255), 'Hop': np.float32(0.6140294), 'Kneel': np.float32(0.6082242), 'Pick up object': np.float32(0.6114807), 'Sit down': np.float32(0.6096551), 'Walk': np.float32(0.6104265)}
t=235 | pred=Hop | scores={'Fall backwards': np.float32(0.603003), 'Fall forward': np.float32(0.6027475), 'Fall left': np.float32(0.6041462), 'Fall right': np.float32(0.6077326), 'Fall sitting': np.float32(0.6106281), 'Hop': np.float32(0.61435163), 'Kneel': np.float32(0.608575), 'Pick up object': np.float32(0.6118285), 'Sit down': np.float32(0.60986346), 'Walk': np.float32(0.61076295)}
t=240 | pred=Hop | scores={'Fall backwards': np.float32(0.60337377), 'Fall forward': np.float32(0.60319877), 'Fall left': np.float32(0.60450023), 'Fall right': np.float32(0.6080394), 'Fall sitting': np.float32(0.6109764), 'Hop': np.float32(0.6146716), 'Kneel': np.float32(0.608935), 'Pick up object': np.float32(0.6121977), 'Sit down': np.float32(0.61004436), 'Walk': np.float32(0.61106414)}
t=245 | pred=Hop | scores={'Fall backwards': np.float32(0.6035195), 'Fall forward': np.float32(0.6033718), 'Fall left': np.float32(0.60463226), 'Fall right': np.float32(0.60811126), 'Fall sitting': np.float32(0.611078), 'Hop': np.float32(0.61475295), 'Kneel': np.float32(0.6090654), 'Pick up object': np.float32(0.61234), 'Sit down': np.float32(0.6100838), 'Walk': np.float32(0.61112714)}
