Ground Truth: Fall left

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.58891666), 'Fall forward': np.float32(0.5924335), 'Fall left': np.float32(0.5902441), 'Fall right': np.float32(0.5981706), 'Fall sitting': np.float32(0.5774382), 'Hop': np.float32(0.6111076), 'Kneel': np.float32(0.59456897), 'Pick up object': np.float32(0.5983069), 'Sit down': np.float32(0.5916459), 'Walk': np.float32(0.6054428)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.61241704), 'Fall forward': np.float32(0.61150104), 'Fall left': np.float32(0.6124939), 'Fall right': np.float32(0.61802334), 'Fall sitting': np.float32(0.5955185), 'Hop': np.float32(0.62165534), 'Kneel': np.float32(0.61524385), 'Pick up object': np.float32(0.6164224), 'Sit down': np.float32(0.6100618), 'Walk': np.float32(0.6181991)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.61224043), 'Fall forward': np.float32(0.61130226), 'Fall left': np.float32(0.6123325), 'Fall right': np.float32(0.6179229), 'Fall sitting': np.float32(0.59528345), 'Hop': np.float32(0.6212106), 'Kneel': np.float32(0.6150033), 'Pick up object': np.float32(0.6160475), 'Sit down': np.float32(0.6096539), 'Walk': np.float32(0.61789906)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.61244786), 'Fall forward': np.float32(0.6115705), 'Fall left': np.float32(0.61255014), 'Fall right': np.float32(0.61819285), 'Fall sitting': np.float32(0.5953564), 'Hop': np.float32(0.6210652), 'Kneel': np.float32(0.61513317), 'Pick up object': np.float32(0.6160434), 'Sit down': np.float32(0.60942763), 'Walk': np.float32(0.6179589)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.61286575), 'Fall forward': np.float32(0.6118606), 'Fall left': np.float32(0.6129279), 'Fall right': np.float32(0.6185396), 'Fall sitting': np.float32(0.5956079), 'Hop': np.float32(0.62114805), 'Kneel': np.float32(0.6153734), 'Pick up object': np.float32(0.61629516), 'Sit down': np.float32(0.60956436), 'Walk': np.float32(0.6181525)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.6134294), 'Fall forward': np.float32(0.6123957), 'Fall left': np.float32(0.61351365), 'Fall right': np.float32(0.6190761), 'Fall sitting': np.float32(0.5961139), 'Hop': np.float32(0.621292), 'Kneel': np.float32(0.6157806), 'Pick up object': np.float32(0.61668223), 'Sit down': np.float32(0.60979927), 'Walk': np.float32(0.6184751)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.61380255), 'Fall forward': np.float32(0.61268914), 'Fall left': np.float32(0.6139574), 'Fall right': np.float32(0.6194108), 'Fall sitting': np.float32(0.59658885), 'Hop': np.float32(0.6213489), 'Kneel': np.float32(0.616086), 'Pick up object': np.float32(0.6169218), 'Sit down': np.float32(0.61008507), 'Walk': np.float32(0.6186534)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.6144931), 'Fall forward': np.float32(0.61312693), 'Fall left': np.float32(0.6146733), 'Fall right': np.float32(0.62000644), 'Fall sitting': np.float32(0.5971481), 'Hop': np.float32(0.62167627), 'Kneel': np.float32(0.6166523), 'Pick up object': np.float32(0.617448), 'Sit down': np.float32(0.6105778), 'Walk': np.float32(0.6190493)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.61468256), 'Fall forward': np.float32(0.6131624), 'Fall left': np.float32(0.6149257), 'Fall right': np.float32(0.6201764), 'Fall sitting': np.float32(0.59737855), 'Hop': np.float32(0.6216784), 'Kneel': np.float32(0.6168225), 'Pick up object': np.float32(0.61761606), 'Sit down': np.float32(0.6107299), 'Walk': np.float32(0.61910903)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.6149046), 'Fall forward': np.float32(0.61314255), 'Fall left': np.float32(0.6152001), 'Fall right': np.float32(0.62034094), 'Fall sitting': np.float32(0.59755856), 'Hop': np.float32(0.6216187), 'Kneel': np.float32(0.61699706), 'Pick up object': np.float32(0.6177729), 'Sit down': np.float32(0.6108159), 'Walk': np.float32(0.6190837)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.61503136), 'Fall forward': np.float32(0.613066), 'Fall left': np.float32(0.6153748), 'Fall right': np.float32(0.6204252), 'Fall sitting': np.float32(0.5976493), 'Hop': np.float32(0.6215964), 'Kneel': np.float32(0.61708736), 'Pick up object': np.float32(0.61788356), 'Sit down': np.float32(0.6109345), 'Walk': np.float32(0.6190755)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.61519295), 'Fall forward': np.float32(0.61304826), 'Fall left': np.float32(0.6156347), 'Fall right': np.float32(0.6205939), 'Fall sitting': np.float32(0.59782106), 'Hop': np.float32(0.621684), 'Kneel': np.float32(0.6172708), 'Pick up object': np.float32(0.6180276), 'Sit down': np.float32(0.61107206), 'Walk': np.float32(0.6191746)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.61551994), 'Fall forward': np.float32(0.6132738), 'Fall left': np.float32(0.6160498), 'Fall right': np.float32(0.6209779), 'Fall sitting': np.float32(0.5981815), 'Hop': np.float32(0.62200713), 'Kneel': np.float32(0.6176052), 'Pick up object': np.float32(0.6184016), 'Sit down': np.float32(0.61136436), 'Walk': np.float32(0.6194907)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.61582065), 'Fall forward': np.float32(0.6134777), 'Fall left': np.float32(0.61649585), 'Fall right': np.float32(0.62137234), 'Fall sitting': np.float32(0.59854966), 'Hop': np.float32(0.6223701), 'Kneel': np.float32(0.6179616), 'Pick up object': np.float32(0.61880326), 'Sit down': np.float32(0.61171776), 'Walk': np.float32(0.61982626)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.61598265), 'Fall forward': np.float32(0.61359775), 'Fall left': np.float32(0.616773), 'Fall right': np.float32(0.6216087), 'Fall sitting': np.float32(0.59874624), 'Hop': np.float32(0.6226437), 'Kneel': np.float32(0.6181759), 'Pick up object': np.float32(0.6190583), 'Sit down': np.float32(0.61192435), 'Walk': np.float32(0.6200607)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.6160879), 'Fall forward': np.float32(0.613667), 'Fall left': np.float32(0.6170145), 'Fall right': np.float32(0.62178427), 'Fall sitting': np.float32(0.59893197), 'Hop': np.float32(0.6229), 'Kneel': np.float32(0.6183493), 'Pick up object': np.float32(0.61928844), 'Sit down': np.float32(0.6120466), 'Walk': np.float32(0.6202545)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.6160451), 'Fall forward': np.float32(0.61365104), 'Fall left': np.float32(0.6171218), 'Fall right': np.float32(0.62183154), 'Fall sitting': np.float32(0.59899974), 'Hop': np.float32(0.62306213), 'Kneel': np.float32(0.61839926), 'Pick up object': np.float32(0.6194271), 'Sit down': np.float32(0.61205775), 'Walk': np.float32(0.62035316)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.615883), 'Fall forward': np.float32(0.61351126), 'Fall left': np.float32(0.61711776), 'Fall right': np.float32(0.62172264), 'Fall sitting': np.float32(0.59894437), 'Hop': np.float32(0.6230604), 'Kneel': np.float32(0.6183301), 'Pick up object': np.float32(0.6194144), 'Sit down': np.float32(0.6118894), 'Walk': np.float32(0.62031907)}
t=185 | pred=Hop | scores={'Fall backwards': np.float32(0.6157085), 'Fall forward': np.float32(0.61340135), 'Fall left': np.float32(0.6170621), 'Fall right': np.float32(0.6216064), 'Fall sitting': np.float32(0.59893245), 'Hop': np.float32(0.62305546), 'Kneel': np.float32(0.6182404), 'Pick up object': np.float32(0.6193549), 'Sit down': np.float32(0.6117228), 'Walk': np.float32(0.6202909)}
t=190 | pred=Hop | scores={'Fall backwards': np.float32(0.6154147), 'Fall forward': np.float32(0.61321265), 'Fall left': np.float32(0.61693305), 'Fall right': np.float32(0.62143713), 'Fall sitting': np.float32(0.5988474), 'Hop': np.float32(0.6229977), 'Kneel': np.float32(0.61807954), 'Pick up object': np.float32(0.61923844), 'Sit down': np.float32(0.61149997), 'Walk': np.float32(0.6201772)}
t=195 | pred=Hop | scores={'Fall backwards': np.float32(0.6150607), 'Fall forward': np.float32(0.61295784), 'Fall left': np.float32(0.6167132), 'Fall right': np.float32(0.6211864), 'Fall sitting': np.float32(0.59866333), 'Hop': np.float32(0.6228824), 'Kneel': np.float32(0.61784786), 'Pick up object': np.float32(0.6190717), 'Sit down': np.float32(0.6112194), 'Walk': np.float32(0.620014)}
t=200 | pred=Hop | scores={'Fall backwards': np.float32(0.61474586), 'Fall forward': np.float32(0.6127388), 'Fall left': np.float32(0.61655617), 'Fall right': np.float32(0.62093925), 'Fall sitting': np.float32(0.59853286), 'Hop': np.float32(0.6227912), 'Kneel': np.float32(0.6176771), 'Pick up object': np.float32(0.618904), 'Sit down': np.float32(0.6109258), 'Walk': np.float32(0.61988586)}
t=205 | pred=Hop | scores={'Fall backwards': np.float32(0.6144069), 'Fall forward': np.float32(0.61250216), 'Fall left': np.float32(0.6163451), 'Fall right': np.float32(0.6206868), 'Fall sitting': np.float32(0.59837395), 'Hop': np.float32(0.6226617), 'Kneel': np.float32(0.61747515), 'Pick up object': np.float32(0.6187216), 'Sit down': np.float32(0.6106892), 'Walk': np.float32(0.6197503)}
t=210 | pred=Hop | scores={'Fall backwards': np.float32(0.61399627), 'Fall forward': np.float32(0.61218655), 'Fall left': np.float32(0.61606133), 'Fall right': np.float32(0.6203623), 'Fall sitting': np.float32(0.59813285), 'Hop': np.float32(0.62247145), 'Kneel': np.float32(0.61719316), 'Pick up object': np.float32(0.6184567), 'Sit down': np.float32(0.61036164), 'Walk': np.float32(0.61957353)}
t=215 | pred=Hop | scores={'Fall backwards': np.float32(0.6137482), 'Fall forward': np.float32(0.6120196), 'Fall left': np.float32(0.6158853), 'Fall right': np.float32(0.6201796), 'Fall sitting': np.float32(0.5980102), 'Hop': np.float32(0.6224022), 'Kneel': np.float32(0.6170373), 'Pick up object': np.float32(0.61832523), 'Sit down': np.float32(0.6101674), 'Walk': np.float32(0.6195261)}
t=220 | pred=Hop | scores={'Fall backwards': np.float32(0.6134517), 'Fall forward': np.float32(0.6118241), 'Fall left': np.float32(0.61566436), 'Fall right': np.float32(0.61994886), 'Fall sitting': np.float32(0.59784955), 'Hop': np.float32(0.62228525), 'Kneel': np.float32(0.6168514), 'Pick up object': np.float32(0.6181763), 'Sit down': np.float32(0.6099119), 'Walk': np.float32(0.619419)}
t=225 | pred=Hop | scores={'Fall backwards': np.float32(0.6132218), 'Fall forward': np.float32(0.61168694), 'Fall left': np.float32(0.61548054), 'Fall right': np.float32(0.6197763), 'Fall sitting': np.float32(0.5977303), 'Hop': np.float32(0.62219197), 'Kneel': np.float32(0.61670434), 'Pick up object': np.float32(0.61804694), 'Sit down': np.float32(0.60970247), 'Walk': np.float32(0.6193443)}
