Ground Truth: Kneel

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.66401416), 'Fall forward': np.float32(0.6594715), 'Fall left': np.float32(0.66275036), 'Fall right': np.float32(0.661713), 'Fall sitting': np.float32(0.65261424), 'Hop': np.float32(0.67456675), 'Kneel': np.float32(0.6644797), 'Pick up object': np.float32(0.6713714), 'Sit down': np.float32(0.6625671), 'Walk': np.float32(0.67509866)}
t=130 | pred=Kneel | scores={'Fall backwards': np.float32(0.67040735), 'Fall forward': np.float32(0.6628111), 'Fall left': np.float32(0.66944396), 'Fall right': np.float32(0.66829807), 'Fall sitting': np.float32(0.6595681), 'Hop': np.float32(0.6612836), 'Kneel': np.float32(0.672858), 'Pick up object': np.float32(0.6703693), 'Sit down': np.float32(0.67047536), 'Walk': np.float32(0.6638053)}
t=135 | pred=Kneel | scores={'Fall backwards': np.float32(0.6706743), 'Fall forward': np.float32(0.6632247), 'Fall left': np.float32(0.6697317), 'Fall right': np.float32(0.66849625), 'Fall sitting': np.float32(0.6599868), 'Hop': np.float32(0.6613019), 'Kneel': np.float32(0.67316216), 'Pick up object': np.float32(0.6705526), 'Sit down': np.float32(0.6705554), 'Walk': np.float32(0.6639325)}
t=140 | pred=Kneel | scores={'Fall backwards': np.float32(0.67111164), 'Fall forward': np.float32(0.6636538), 'Fall left': np.float32(0.6701714), 'Fall right': np.float32(0.6688185), 'Fall sitting': np.float32(0.66053694), 'Hop': np.float32(0.66138184), 'Kneel': np.float32(0.67357033), 'Pick up object': np.float32(0.6707639), 'Sit down': np.float32(0.67070925), 'Walk': np.float32(0.6641188)}
t=145 | pred=Kneel | scores={'Fall backwards': np.float32(0.67162484), 'Fall forward': np.float32(0.66427135), 'Fall left': np.float32(0.6707176), 'Fall right': np.float32(0.6692595), 'Fall sitting': np.float32(0.6612859), 'Hop': np.float32(0.6617397), 'Kneel': np.float32(0.6741168), 'Pick up object': np.float32(0.67115915), 'Sit down': np.float32(0.67105496), 'Walk': np.float32(0.6645435)}
t=150 | pred=Kneel | scores={'Fall backwards': np.float32(0.6719788), 'Fall forward': np.float32(0.66474944), 'Fall left': np.float32(0.6711238), 'Fall right': np.float32(0.6695491), 'Fall sitting': np.float32(0.66191584), 'Hop': np.float32(0.66194236), 'Kneel': np.float32(0.67454374), 'Pick up object': np.float32(0.6713917), 'Sit down': np.float32(0.67125094), 'Walk': np.float32(0.6648181)}
t=155 | pred=Kneel | scores={'Fall backwards': np.float32(0.67219985), 'Fall forward': np.float32(0.6650444), 'Fall left': np.float32(0.67134553), 'Fall right': np.float32(0.6697122), 'Fall sitting': np.float32(0.66228116), 'Hop': np.float32(0.66203207), 'Kneel': np.float32(0.6747798), 'Pick up object': np.float32(0.67149556), 'Sit down': np.float32(0.6713059), 'Walk': np.float32(0.66495854)}
t=160 | pred=Kneel | scores={'Fall backwards': np.float32(0.67238843), 'Fall forward': np.float32(0.66530144), 'Fall left': np.float32(0.6715216), 'Fall right': np.float32(0.6697706), 'Fall sitting': np.float32(0.6624657), 'Hop': np.float32(0.6619423), 'Kneel': np.float32(0.67496276), 'Pick up object': np.float32(0.67142427), 'Sit down': np.float32(0.67120516), 'Walk': np.float32(0.66497797)}
t=165 | pred=Kneel | scores={'Fall backwards': np.float32(0.6727155), 'Fall forward': np.float32(0.665795), 'Fall left': np.float32(0.6719179), 'Fall right': np.float32(0.67010087), 'Fall sitting': np.float32(0.66298085), 'Hop': np.float32(0.662147), 'Kneel': np.float32(0.6754532), 'Pick up object': np.float32(0.6716174), 'Sit down': np.float32(0.671454), 'Walk': np.float32(0.66525304)}
t=170 | pred=Kneel | scores={'Fall backwards': np.float32(0.6731916), 'Fall forward': np.float32(0.6664426), 'Fall left': np.float32(0.6724997), 'Fall right': np.float32(0.67059404), 'Fall sitting': np.float32(0.6635178), 'Hop': np.float32(0.66259825), 'Kneel': np.float32(0.6761268), 'Pick up object': np.float32(0.6719784), 'Sit down': np.float32(0.671845), 'Walk': np.float32(0.66572124)}
t=175 | pred=Kneel | scores={'Fall backwards': np.float32(0.6736544), 'Fall forward': np.float32(0.6670495), 'Fall left': np.float32(0.67306197), 'Fall right': np.float32(0.67106783), 'Fall sitting': np.float32(0.66399395), 'Hop': np.float32(0.6631356), 'Kneel': np.float32(0.6767741), 'Pick up object': np.float32(0.67239106), 'Sit down': np.float32(0.6722627), 'Walk': np.float32(0.6662255)}
t=180 | pred=Kneel | scores={'Fall backwards': np.float32(0.6738437), 'Fall forward': np.float32(0.6672456), 'Fall left': np.float32(0.673335), 'Fall right': np.float32(0.67121166), 'Fall sitting': np.float32(0.6642325), 'Hop': np.float32(0.66330713), 'Kneel': np.float32(0.6771089), 'Pick up object': np.float32(0.6724971), 'Sit down': np.float32(0.67242724), 'Walk': np.float32(0.6663262)}
t=185 | pred=Kneel | scores={'Fall backwards': np.float32(0.67391837), 'Fall forward': np.float32(0.66740584), 'Fall left': np.float32(0.67343736), 'Fall right': np.float32(0.6712746), 'Fall sitting': np.float32(0.6643076), 'Hop': np.float32(0.66333854), 'Kneel': np.float32(0.67728746), 'Pick up object': np.float32(0.6724683), 'Sit down': np.float32(0.6724189), 'Walk': np.float32(0.6663156)}
t=190 | pred=Kneel | scores={'Fall backwards': np.float32(0.67408997), 'Fall forward': np.float32(0.6678167), 'Fall left': np.float32(0.67367643), 'Fall right': np.float32(0.6714251), 'Fall sitting': np.float32(0.6645621), 'Hop': np.float32(0.6634071), 'Kneel': np.float32(0.6776255), 'Pick up object': np.float32(0.67248106), 'Sit down': np.float32(0.6724626), 'Walk': np.float32(0.6663685)}
t=195 | pred=Kneel | scores={'Fall backwards': np.float32(0.67428756), 'Fall forward': np.float32(0.668238), 'Fall left': np.float32(0.67394423), 'Fall right': np.float32(0.671634), 'Fall sitting': np.float32(0.66491175), 'Hop': np.float32(0.6634801), 'Kneel': np.float32(0.677959), 'Pick up object': np.float32(0.67253923), 'Sit down': np.float32(0.6725991), 'Walk': np.float32(0.666475)}
t=200 | pred=Kneel | scores={'Fall backwards': np.float32(0.6743805), 'Fall forward': np.float32(0.6685271), 'Fall left': np.float32(0.6741286), 'Fall right': np.float32(0.6717467), 'Fall sitting': np.float32(0.6652122), 'Hop': np.float32(0.66345894), 'Kneel': np.float32(0.6782296), 'Pick up object': np.float32(0.67248774), 'Sit down': np.float32(0.6726727), 'Walk': np.float32(0.666501)}
t=205 | pred=Kneel | scores={'Fall backwards': np.float32(0.6744176), 'Fall forward': np.float32(0.6686666), 'Fall left': np.float32(0.6742034), 'Fall right': np.float32(0.6717943), 'Fall sitting': np.float32(0.6653077), 'Hop': np.float32(0.66343004), 'Kneel': np.float32(0.6783803), 'Pick up object': np.float32(0.6724527), 'Sit down': np.float32(0.67269987), 'Walk': np.float32(0.66650146)}
t=210 | pred=Kneel | scores={'Fall backwards': np.float32(0.67432815), 'Fall forward': np.float32(0.6687025), 'Fall left': np.float32(0.67415905), 'Fall right': np.float32(0.6717125), 'Fall sitting': np.float32(0.6652449), 'Hop': np.float32(0.6632885), 'Kneel': np.float32(0.67839265), 'Pick up object': np.float32(0.6722717), 'Sit down': np.float32(0.672607), 'Walk': np.float32(0.66637003)}
t=215 | pred=Kneel | scores={'Fall backwards': np.float32(0.6743974), 'Fall forward': np.float32(0.66876185), 'Fall left': np.float32(0.6742464), 'Fall right': np.float32(0.67181045), 'Fall sitting': np.float32(0.66527236), 'Hop': np.float32(0.6632517), 'Kneel': np.float32(0.67847), 'Pick up object': np.float32(0.67224365), 'Sit down': np.float32(0.672641), 'Walk': np.float32(0.6663616)}
t=220 | pred=Kneel | scores={'Fall backwards': np.float32(0.6744465), 'Fall forward': np.float32(0.6688131), 'Fall left': np.float32(0.6743209), 'Fall right': np.float32(0.6718811), 'Fall sitting': np.float32(0.66534364), 'Hop': np.float32(0.66319567), 'Kneel': np.float32(0.67854095), 'Pick up object': np.float32(0.6722081), 'Sit down': np.float32(0.672688), 'Walk': np.float32(0.6663739)}
t=225 | pred=Kneel | scores={'Fall backwards': np.float32(0.6745379), 'Fall forward': np.float32(0.6689044), 'Fall left': np.float32(0.6744208), 'Fall right': np.float32(0.67199916), 'Fall sitting': np.float32(0.6654008), 'Hop': np.float32(0.66319627), 'Kneel': np.float32(0.67862207), 'Pick up object': np.float32(0.6722256), 'Sit down': np.float32(0.67276144), 'Walk': np.float32(0.6664356)}
t=230 | pred=Kneel | scores={'Fall backwards': np.float32(0.6745142), 'Fall forward': np.float32(0.6689577), 'Fall left': np.float32(0.6744251), 'Fall right': np.float32(0.6720225), 'Fall sitting': np.float32(0.665431), 'Hop': np.float32(0.6630803), 'Kneel': np.float32(0.67868024), 'Pick up object': np.float32(0.6721514), 'Sit down': np.float32(0.6727715), 'Walk': np.float32(0.66639555)}
t=235 | pred=Kneel | scores={'Fall backwards': np.float32(0.6745229), 'Fall forward': np.float32(0.66901153), 'Fall left': np.float32(0.6744576), 'Fall right': np.float32(0.6720942), 'Fall sitting': np.float32(0.66560835), 'Hop': np.float32(0.6630134), 'Kneel': np.float32(0.67878336), 'Pick up object': np.float32(0.67217606), 'Sit down': np.float32(0.67290497), 'Walk': np.float32(0.66639143)}
t=240 | pred=Kneel | scores={'Fall backwards': np.float32(0.67430985), 'Fall forward': np.float32(0.6688241), 'Fall left': np.float32(0.67428905), 'Fall right': np.float32(0.6719465), 'Fall sitting': np.float32(0.66562736), 'Hop': np.float32(0.6626969), 'Kneel': np.float32(0.67867464), 'Pick up object': np.float32(0.67199355), 'Sit down': np.float32(0.67286086), 'Walk': np.float32(0.6661319)}
t=245 | pred=Kneel | scores={'Fall backwards': np.float32(0.67420715), 'Fall forward': np.float32(0.66880023), 'Fall left': np.float32(0.6742392), 'Fall right': np.float32(0.6718724), 'Fall sitting': np.float32(0.66572046), 'Hop': np.float32(0.6625703), 'Kneel': np.float32(0.6786696), 'Pick up object': np.float32(0.6719034), 'Sit down': np.float32(0.6728252), 'Walk': np.float32(0.66600853)}
t=250 | pred=Kneel | scores={'Fall backwards': np.float32(0.6742543), 'Fall forward': np.float32(0.66897005), 'Fall left': np.float32(0.6743241), 'Fall right': np.float32(0.67194784), 'Fall sitting': np.float32(0.6658998), 'Hop': np.float32(0.66253567), 'Kneel': np.float32(0.67878836), 'Pick up object': np.float32(0.6718719), 'Sit down': np.float32(0.6728248), 'Walk': np.float32(0.6659739)}
t=255 | pred=Kneel | scores={'Fall backwards': np.float32(0.6744121), 'Fall forward': np.float32(0.669183), 'Fall left': np.float32(0.67448646), 'Fall right': np.float32(0.672115), 'Fall sitting': np.float32(0.666111), 'Hop': np.float32(0.66266775), 'Kneel': np.float32(0.678981), 'Pick up object': np.float32(0.6719787), 'Sit down': np.float32(0.6729196), 'Walk': np.float32(0.6660958)}
t=260 | pred=Kneel | scores={'Fall backwards': np.float32(0.6746016), 'Fall forward': np.float32(0.6693374), 'Fall left': np.float32(0.6747172), 'Fall right': np.float32(0.6723263), 'Fall sitting': np.float32(0.6662589), 'Hop': np.float32(0.6629157), 'Kneel': np.float32(0.6791955), 'Pick up object': np.float32(0.6721681), 'Sit down': np.float32(0.6731221), 'Walk': np.float32(0.6663022)}
