Ground Truth: Fall backwards

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.56866735), 'Fall forward': np.float32(0.5649529), 'Fall left': np.float32(0.57033485), 'Fall right': np.float32(0.5747309), 'Fall sitting': np.float32(0.5612594), 'Hop': np.float32(0.5881673), 'Kneel': np.float32(0.57346714), 'Pick up object': np.float32(0.57563233), 'Sit down': np.float32(0.5787815), 'Walk': np.float32(0.58189505)}
t=70 | pred=Hop | scores={'Fall backwards': np.float32(0.5822447), 'Fall forward': np.float32(0.57922363), 'Fall left': np.float32(0.5834359), 'Fall right': np.float32(0.58945346), 'Fall sitting': np.float32(0.57294226), 'Hop': np.float32(0.600519), 'Kneel': np.float32(0.587249), 'Pick up object': np.float32(0.58944714), 'Sit down': np.float32(0.5904739), 'Walk': np.float32(0.5953815)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.58478326), 'Fall forward': np.float32(0.5818006), 'Fall left': np.float32(0.5859067), 'Fall right': np.float32(0.5920388), 'Fall sitting': np.float32(0.5755677), 'Hop': np.float32(0.6025518), 'Kneel': np.float32(0.5897211), 'Pick up object': np.float32(0.5914463), 'Sit down': np.float32(0.5928225), 'Walk': np.float32(0.59741473)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.5869252), 'Fall forward': np.float32(0.5838788), 'Fall left': np.float32(0.5880133), 'Fall right': np.float32(0.59422743), 'Fall sitting': np.float32(0.5779403), 'Hop': np.float32(0.604178), 'Kneel': np.float32(0.59179777), 'Pick up object': np.float32(0.59319264), 'Sit down': np.float32(0.59497863), 'Walk': np.float32(0.59908)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.5885243), 'Fall forward': np.float32(0.58562714), 'Fall left': np.float32(0.5895968), 'Fall right': np.float32(0.59588355), 'Fall sitting': np.float32(0.5796147), 'Hop': np.float32(0.6055112), 'Kneel': np.float32(0.59351957), 'Pick up object': np.float32(0.59464025), 'Sit down': np.float32(0.59647506), 'Walk': np.float32(0.6004787)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.59008837), 'Fall forward': np.float32(0.58748525), 'Fall left': np.float32(0.5910768), 'Fall right': np.float32(0.5975314), 'Fall sitting': np.float32(0.58136815), 'Hop': np.float32(0.6066513), 'Kneel': np.float32(0.5950963), 'Pick up object': np.float32(0.5960682), 'Sit down': np.float32(0.5975561), 'Walk': np.float32(0.6017499)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.5920415), 'Fall forward': np.float32(0.58965844), 'Fall left': np.float32(0.59288174), 'Fall right': np.float32(0.59947723), 'Fall sitting': np.float32(0.5831983), 'Hop': np.float32(0.6079042), 'Kneel': np.float32(0.5968292), 'Pick up object': np.float32(0.5977088), 'Sit down': np.float32(0.5986436), 'Walk': np.float32(0.60328716)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.59359074), 'Fall forward': np.float32(0.59132546), 'Fall left': np.float32(0.59423655), 'Fall right': np.float32(0.6009319), 'Fall sitting': np.float32(0.5843895), 'Hop': np.float32(0.6086991), 'Kneel': np.float32(0.59801847), 'Pick up object': np.float32(0.5988732), 'Sit down': np.float32(0.59938514), 'Walk': np.float32(0.6043035)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.5947705), 'Fall forward': np.float32(0.59237176), 'Fall left': np.float32(0.59520507), 'Fall right': np.float32(0.6020467), 'Fall sitting': np.float32(0.58524835), 'Hop': np.float32(0.6092428), 'Kneel': np.float32(0.59880745), 'Pick up object': np.float32(0.5998241), 'Sit down': np.float32(0.59995747), 'Walk': np.float32(0.60494024)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.5962581), 'Fall forward': np.float32(0.5937042), 'Fall left': np.float32(0.5964431), 'Fall right': np.float32(0.6032765), 'Fall sitting': np.float32(0.58640504), 'Hop': np.float32(0.6099621), 'Kneel': np.float32(0.5998757), 'Pick up object': np.float32(0.6009692), 'Sit down': np.float32(0.60074496), 'Walk': np.float32(0.6057822)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.5978304), 'Fall forward': np.float32(0.5951142), 'Fall left': np.float32(0.5977701), 'Fall right': np.float32(0.6045393), 'Fall sitting': np.float32(0.5874737), 'Hop': np.float32(0.61085457), 'Kneel': np.float32(0.60111463), 'Pick up object': np.float32(0.6021436), 'Sit down': np.float32(0.601695), 'Walk': np.float32(0.60678935)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.5994469), 'Fall forward': np.float32(0.59639597), 'Fall left': np.float32(0.5991233), 'Fall right': np.float32(0.6058221), 'Fall sitting': np.float32(0.58870447), 'Hop': np.float32(0.6118515), 'Kneel': np.float32(0.6023259), 'Pick up object': np.float32(0.6034841), 'Sit down': np.float32(0.6028298), 'Walk': np.float32(0.60784954)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.6003039), 'Fall forward': np.float32(0.597024), 'Fall left': np.float32(0.59976554), 'Fall right': np.float32(0.6063645), 'Fall sitting': np.float32(0.58932805), 'Hop': np.float32(0.6122641), 'Kneel': np.float32(0.60282964), 'Pick up object': np.float32(0.60417134), 'Sit down': np.float32(0.6033695), 'Walk': np.float32(0.608303)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.60126543), 'Fall forward': np.float32(0.59778214), 'Fall left': np.float32(0.6005002), 'Fall right': np.float32(0.606981), 'Fall sitting': np.float32(0.5900472), 'Hop': np.float32(0.61276025), 'Kneel': np.float32(0.6034096), 'Pick up object': np.float32(0.6049808), 'Sit down': np.float32(0.60395634), 'Walk': np.float32(0.60888684)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.6017544), 'Fall forward': np.float32(0.59816897), 'Fall left': np.float32(0.6008634), 'Fall right': np.float32(0.6071829), 'Fall sitting': np.float32(0.5902583), 'Hop': np.float32(0.6129862), 'Kneel': np.float32(0.6037031), 'Pick up object': np.float32(0.6053506), 'Sit down': np.float32(0.6041609), 'Walk': np.float32(0.6091585)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.6024481), 'Fall forward': np.float32(0.59888184), 'Fall left': np.float32(0.6015034), 'Fall right': np.float32(0.60764974), 'Fall sitting': np.float32(0.59064734), 'Hop': np.float32(0.61340946), 'Kneel': np.float32(0.6043597), 'Pick up object': np.float32(0.60592246), 'Sit down': np.float32(0.6045258), 'Walk': np.float32(0.6096806)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.6028986), 'Fall forward': np.float32(0.5993392), 'Fall left': np.float32(0.60193264), 'Fall right': np.float32(0.6079658), 'Fall sitting': np.float32(0.5908349), 'Hop': np.float32(0.6136175), 'Kneel': np.float32(0.6048169), 'Pick up object': np.float32(0.6063079), 'Sit down': np.float32(0.60472876), 'Walk': np.float32(0.60997665)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.60354006), 'Fall forward': np.float32(0.59995955), 'Fall left': np.float32(0.602522), 'Fall right': np.float32(0.60848063), 'Fall sitting': np.float32(0.59118164), 'Hop': np.float32(0.61394393), 'Kneel': np.float32(0.60544014), 'Pick up object': np.float32(0.6068672), 'Sit down': np.float32(0.6050072), 'Walk': np.float32(0.610359)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.6038794), 'Fall forward': np.float32(0.6002793), 'Fall left': np.float32(0.602779), 'Fall right': np.float32(0.6086736), 'Fall sitting': np.float32(0.59118825), 'Hop': np.float32(0.61403495), 'Kneel': np.float32(0.6057303), 'Pick up object': np.float32(0.6070818), 'Sit down': np.float32(0.60502434), 'Walk': np.float32(0.61049145)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.6043699), 'Fall forward': np.float32(0.60072106), 'Fall left': np.float32(0.6031214), 'Fall right': np.float32(0.6089498), 'Fall sitting': np.float32(0.5913302), 'Hop': np.float32(0.6141734), 'Kneel': np.float32(0.60612553), 'Pick up object': np.float32(0.6073905), 'Sit down': np.float32(0.6051026), 'Walk': np.float32(0.610747)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.60455525), 'Fall forward': np.float32(0.60084635), 'Fall left': np.float32(0.60321337), 'Fall right': np.float32(0.60897064), 'Fall sitting': np.float32(0.59124255), 'Hop': np.float32(0.61412525), 'Kneel': np.float32(0.6062511), 'Pick up object': np.float32(0.6074783), 'Sit down': np.float32(0.60503155), 'Walk': np.float32(0.6107404)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.60483676), 'Fall forward': np.float32(0.6010327), 'Fall left': np.float32(0.6033455), 'Fall right': np.float32(0.6090396), 'Fall sitting': np.float32(0.591132), 'Hop': np.float32(0.61410886), 'Kneel': np.float32(0.6064084), 'Pick up object': np.float32(0.6075929), 'Sit down': np.float32(0.60492456), 'Walk': np.float32(0.6107264)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.60479), 'Fall forward': np.float32(0.6009553), 'Fall left': np.float32(0.603197), 'Fall right': np.float32(0.6088412), 'Fall sitting': np.float32(0.59082735), 'Hop': np.float32(0.6138749), 'Kneel': np.float32(0.60632205), 'Pick up object': np.float32(0.60743093), 'Sit down': np.float32(0.60462546), 'Walk': np.float32(0.61048186)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.60495585), 'Fall forward': np.float32(0.60109353), 'Fall left': np.float32(0.6032842), 'Fall right': np.float32(0.6088391), 'Fall sitting': np.float32(0.59071577), 'Hop': np.float32(0.6138075), 'Kneel': np.float32(0.6064532), 'Pick up object': np.float32(0.60747534), 'Sit down': np.float32(0.60445464), 'Walk': np.float32(0.610399)}
t=185 | pred=Hop | scores={'Fall backwards': np.float32(0.6050132), 'Fall forward': np.float32(0.6011648), 'Fall left': np.float32(0.6032884), 'Fall right': np.float32(0.60878485), 'Fall sitting': np.float32(0.5905529), 'Hop': np.float32(0.6137401), 'Kneel': np.float32(0.6065009), 'Pick up object': np.float32(0.6074202), 'Sit down': np.float32(0.6042867), 'Walk': np.float32(0.6103219)}
t=190 | pred=Hop | scores={'Fall backwards': np.float32(0.6051913), 'Fall forward': np.float32(0.6013535), 'Fall left': np.float32(0.6033913), 'Fall right': np.float32(0.6088128), 'Fall sitting': np.float32(0.59042895), 'Hop': np.float32(0.61375016), 'Kneel': np.float32(0.60665596), 'Pick up object': np.float32(0.6074689), 'Sit down': np.float32(0.60416657), 'Walk': np.float32(0.6103187)}
t=195 | pred=Hop | scores={'Fall backwards': np.float32(0.60518616), 'Fall forward': np.float32(0.60134375), 'Fall left': np.float32(0.6033379), 'Fall right': np.float32(0.6086788), 'Fall sitting': np.float32(0.5902301), 'Hop': np.float32(0.6136397), 'Kneel': np.float32(0.60664123), 'Pick up object': np.float32(0.6073852), 'Sit down': np.float32(0.60395265), 'Walk': np.float32(0.61019105)}
t=200 | pred=Hop | scores={'Fall backwards': np.float32(0.6053487), 'Fall forward': np.float32(0.60149467), 'Fall left': np.float32(0.603447), 'Fall right': np.float32(0.6086938), 'Fall sitting': np.float32(0.59014845), 'Hop': np.float32(0.61363864), 'Kneel': np.float32(0.60677737), 'Pick up object': np.float32(0.6074556), 'Sit down': np.float32(0.6038611), 'Walk': np.float32(0.6101761)}
t=205 | pred=Hop | scores={'Fall backwards': np.float32(0.60542905), 'Fall forward': np.float32(0.6015681), 'Fall left': np.float32(0.6034497), 'Fall right': np.float32(0.6086529), 'Fall sitting': np.float32(0.5900223), 'Hop': np.float32(0.6136059), 'Kneel': np.float32(0.60681754), 'Pick up object': np.float32(0.60744107), 'Sit down': np.float32(0.6037467), 'Walk': np.float32(0.6101605)}
t=210 | pred=Hop | scores={'Fall backwards': np.float32(0.60559875), 'Fall forward': np.float32(0.60168004), 'Fall left': np.float32(0.60353357), 'Fall right': np.float32(0.6086718), 'Fall sitting': np.float32(0.58997613), 'Hop': np.float32(0.61362654), 'Kneel': np.float32(0.60691077), 'Pick up object': np.float32(0.6075054), 'Sit down': np.float32(0.6037211), 'Walk': np.float32(0.61018014)}
t=215 | pred=Hop | scores={'Fall backwards': np.float32(0.6058967), 'Fall forward': np.float32(0.60199755), 'Fall left': np.float32(0.6038204), 'Fall right': np.float32(0.6089309), 'Fall sitting': np.float32(0.5902511), 'Hop': np.float32(0.6138604), 'Kneel': np.float32(0.6071931), 'Pick up object': np.float32(0.6077826), 'Sit down': np.float32(0.6039052), 'Walk': np.float32(0.61041975)}
t=220 | pred=Hop | scores={'Fall backwards': np.float32(0.6065868), 'Fall forward': np.float32(0.6027298), 'Fall left': np.float32(0.6045286), 'Fall right': np.float32(0.6096374), 'Fall sitting': np.float32(0.59081084), 'Hop': np.float32(0.61449254), 'Kneel': np.float32(0.6078967), 'Pick up object': np.float32(0.60848), 'Sit down': np.float32(0.60445064), 'Walk': np.float32(0.6110706)}
t=225 | pred=Hop | scores={'Fall backwards': np.float32(0.60709274), 'Fall forward': np.float32(0.6033453), 'Fall left': np.float32(0.6050515), 'Fall right': np.float32(0.61018145), 'Fall sitting': np.float32(0.59120554), 'Hop': np.float32(0.6149933), 'Kneel': np.float32(0.60844415), 'Pick up object': np.float32(0.60899305), 'Sit down': np.float32(0.6048036), 'Walk': np.float32(0.6116164)}
t=230 | pred=Hop | scores={'Fall backwards': np.float32(0.60754216), 'Fall forward': np.float32(0.6039312), 'Fall left': np.float32(0.6055222), 'Fall right': np.float32(0.610658), 'Fall sitting': np.float32(0.5915081), 'Hop': np.float32(0.6154111), 'Kneel': np.float32(0.60893655), 'Pick up object': np.float32(0.6094496), 'Sit down': np.float32(0.60508215), 'Walk': np.float32(0.61209434)}
