Ground Truth: Fall left

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.6567147), 'Fall forward': np.float32(0.6603208), 'Fall left': np.float32(0.66153985), 'Fall right': np.float32(0.6573517), 'Fall sitting': np.float32(0.64911675), 'Hop': np.float32(0.66229725), 'Kneel': np.float32(0.66084296), 'Pick up object': np.float32(0.65997136), 'Sit down': np.float32(0.6507858), 'Walk': np.float32(0.66285914)}
t=70 | pred=Fall left | scores={'Fall backwards': np.float32(0.66141313), 'Fall forward': np.float32(0.66205585), 'Fall left': np.float32(0.66548693), 'Fall right': np.float32(0.660671), 'Fall sitting': np.float32(0.650367), 'Hop': np.float32(0.6617592), 'Kneel': np.float32(0.6612688), 'Pick up object': np.float32(0.66170174), 'Sit down': np.float32(0.6549608), 'Walk': np.float32(0.6635391)}
t=75 | pred=Fall left | scores={'Fall backwards': np.float32(0.6614731), 'Fall forward': np.float32(0.66209525), 'Fall left': np.float32(0.66555905), 'Fall right': np.float32(0.6606913), 'Fall sitting': np.float32(0.6503627), 'Hop': np.float32(0.6618368), 'Kneel': np.float32(0.6612763), 'Pick up object': np.float32(0.66171527), 'Sit down': np.float32(0.6550803), 'Walk': np.float32(0.6636457)}
t=80 | pred=Fall left | scores={'Fall backwards': np.float32(0.6616256), 'Fall forward': np.float32(0.6622019), 'Fall left': np.float32(0.66574013), 'Fall right': np.float32(0.6608582), 'Fall sitting': np.float32(0.65040034), 'Hop': np.float32(0.6619886), 'Kneel': np.float32(0.6613128), 'Pick up object': np.float32(0.6618057), 'Sit down': np.float32(0.6551999), 'Walk': np.float32(0.663871)}
t=85 | pred=Fall left | scores={'Fall backwards': np.float32(0.66189045), 'Fall forward': np.float32(0.6624023), 'Fall left': np.float32(0.66596603), 'Fall right': np.float32(0.6611488), 'Fall sitting': np.float32(0.65055686), 'Hop': np.float32(0.6622409), 'Kneel': np.float32(0.6614852), 'Pick up object': np.float32(0.66206264), 'Sit down': np.float32(0.6554227), 'Walk': np.float32(0.6641776)}
t=90 | pred=Fall left | scores={'Fall backwards': np.float32(0.66226065), 'Fall forward': np.float32(0.66268754), 'Fall left': np.float32(0.66631997), 'Fall right': np.float32(0.66151994), 'Fall sitting': np.float32(0.6508204), 'Hop': np.float32(0.6625519), 'Kneel': np.float32(0.661753), 'Pick up object': np.float32(0.6623133), 'Sit down': np.float32(0.6557332), 'Walk': np.float32(0.66455483)}
t=95 | pred=Fall left | scores={'Fall backwards': np.float32(0.66263133), 'Fall forward': np.float32(0.6629554), 'Fall left': np.float32(0.6666526), 'Fall right': np.float32(0.6618283), 'Fall sitting': np.float32(0.65104204), 'Hop': np.float32(0.66271234), 'Kneel': np.float32(0.6620317), 'Pick up object': np.float32(0.66242594), 'Sit down': np.float32(0.6559715), 'Walk': np.float32(0.6647811)}
t=100 | pred=Fall left | scores={'Fall backwards': np.float32(0.6632343), 'Fall forward': np.float32(0.66352683), 'Fall left': np.float32(0.6672253), 'Fall right': np.float32(0.6623564), 'Fall sitting': np.float32(0.65149045), 'Hop': np.float32(0.66295564), 'Kneel': np.float32(0.6625701), 'Pick up object': np.float32(0.6627024), 'Sit down': np.float32(0.6564428), 'Walk': np.float32(0.66514146)}
t=105 | pred=Fall left | scores={'Fall backwards': np.float32(0.66409904), 'Fall forward': np.float32(0.6643352), 'Fall left': np.float32(0.6680249), 'Fall right': np.float32(0.6631259), 'Fall sitting': np.float32(0.6523558), 'Hop': np.float32(0.66322225), 'Kneel': np.float32(0.66332936), 'Pick up object': np.float32(0.6631156), 'Sit down': np.float32(0.65718615), 'Walk': np.float32(0.6654906)}
t=110 | pred=Fall left | scores={'Fall backwards': np.float32(0.6649433), 'Fall forward': np.float32(0.6653694), 'Fall left': np.float32(0.6687816), 'Fall right': np.float32(0.6638489), 'Fall sitting': np.float32(0.6531961), 'Hop': np.float32(0.6635602), 'Kneel': np.float32(0.6641391), 'Pick up object': np.float32(0.6634732), 'Sit down': np.float32(0.65776217), 'Walk': np.float32(0.6658717)}
t=115 | pred=Fall left | scores={'Fall backwards': np.float32(0.6656696), 'Fall forward': np.float32(0.66634375), 'Fall left': np.float32(0.66940176), 'Fall right': np.float32(0.6644003), 'Fall sitting': np.float32(0.6539867), 'Hop': np.float32(0.6638074), 'Kneel': np.float32(0.6649114), 'Pick up object': np.float32(0.6637083), 'Sit down': np.float32(0.65819204), 'Walk': np.float32(0.66611755)}
t=120 | pred=Fall left | scores={'Fall backwards': np.float32(0.66654503), 'Fall forward': np.float32(0.6674225), 'Fall left': np.float32(0.6702347), 'Fall right': np.float32(0.66518617), 'Fall sitting': np.float32(0.6547586), 'Hop': np.float32(0.6641018), 'Kneel': np.float32(0.66570157), 'Pick up object': np.float32(0.66404647), 'Sit down': np.float32(0.65866554), 'Walk': np.float32(0.6664278)}
t=125 | pred=Fall left | scores={'Fall backwards': np.float32(0.66722697), 'Fall forward': np.float32(0.66837335), 'Fall left': np.float32(0.67093956), 'Fall right': np.float32(0.6657978), 'Fall sitting': np.float32(0.65542936), 'Hop': np.float32(0.6645509), 'Kneel': np.float32(0.6664095), 'Pick up object': np.float32(0.66451985), 'Sit down': np.float32(0.65909), 'Walk': np.float32(0.66684353)}
t=130 | pred=Fall left | scores={'Fall backwards': np.float32(0.66774786), 'Fall forward': np.float32(0.66914195), 'Fall left': np.float32(0.67146873), 'Fall right': np.float32(0.66622424), 'Fall sitting': np.float32(0.65597236), 'Hop': np.float32(0.6647396), 'Kneel': np.float32(0.6668705), 'Pick up object': np.float32(0.6647936), 'Sit down': np.float32(0.65930396), 'Walk': np.float32(0.6670255)}
t=135 | pred=Fall left | scores={'Fall backwards': np.float32(0.6681797), 'Fall forward': np.float32(0.66988546), 'Fall left': np.float32(0.6719684), 'Fall right': np.float32(0.66660106), 'Fall sitting': np.float32(0.6564873), 'Hop': np.float32(0.66490996), 'Kneel': np.float32(0.6673296), 'Pick up object': np.float32(0.6651286), 'Sit down': np.float32(0.6594825), 'Walk': np.float32(0.6671572)}
t=140 | pred=Fall left | scores={'Fall backwards': np.float32(0.66859007), 'Fall forward': np.float32(0.6706112), 'Fall left': np.float32(0.67245144), 'Fall right': np.float32(0.6669512), 'Fall sitting': np.float32(0.6569681), 'Hop': np.float32(0.66503155), 'Kneel': np.float32(0.66776615), 'Pick up object': np.float32(0.6654493), 'Sit down': np.float32(0.6596549), 'Walk': np.float32(0.6672631)}
t=145 | pred=Fall left | scores={'Fall backwards': np.float32(0.6687713), 'Fall forward': np.float32(0.6710981), 'Fall left': np.float32(0.67269737), 'Fall right': np.float32(0.6671069), 'Fall sitting': np.float32(0.6572413), 'Hop': np.float32(0.66504085), 'Kneel': np.float32(0.6680008), 'Pick up object': np.float32(0.66560566), 'Sit down': np.float32(0.6596744), 'Walk': np.float32(0.66727746)}
t=150 | pred=Fall left | scores={'Fall backwards': np.float32(0.66904294), 'Fall forward': np.float32(0.67174065), 'Fall left': np.float32(0.6730299), 'Fall right': np.float32(0.6673726), 'Fall sitting': np.float32(0.65758806), 'Hop': np.float32(0.6651718), 'Kneel': np.float32(0.66837305), 'Pick up object': np.float32(0.6658947), 'Sit down': np.float32(0.65976423), 'Walk': np.float32(0.6673806)}
t=155 | pred=Fall left | scores={'Fall backwards': np.float32(0.6691571), 'Fall forward': np.float32(0.67224604), 'Fall left': np.float32(0.67321515), 'Fall right': np.float32(0.6674986), 'Fall sitting': np.float32(0.6578073), 'Hop': np.float32(0.66526), 'Kneel': np.float32(0.66865057), 'Pick up object': np.float32(0.66610366), 'Sit down': np.float32(0.659768), 'Walk': np.float32(0.6674344)}
t=160 | pred=Fall left | scores={'Fall backwards': np.float32(0.66938436), 'Fall forward': np.float32(0.6728304), 'Fall left': np.float32(0.6734773), 'Fall right': np.float32(0.66771823), 'Fall sitting': np.float32(0.6581446), 'Hop': np.float32(0.6653875), 'Kneel': np.float32(0.66896296), 'Pick up object': np.float32(0.6663851), 'Sit down': np.float32(0.65987396), 'Walk': np.float32(0.6675967)}
t=165 | pred=Fall left | scores={'Fall backwards': np.float32(0.669504), 'Fall forward': np.float32(0.6732709), 'Fall left': np.float32(0.67363465), 'Fall right': np.float32(0.6678405), 'Fall sitting': np.float32(0.6584019), 'Hop': np.float32(0.66543484), 'Kneel': np.float32(0.66914696), 'Pick up object': np.float32(0.66654843), 'Sit down': np.float32(0.6599374), 'Walk': np.float32(0.6676918)}
t=170 | pred=Fall left | scores={'Fall backwards': np.float32(0.6695681), 'Fall forward': np.float32(0.67371315), 'Fall left': np.float32(0.6737297), 'Fall right': np.float32(0.6678929), 'Fall sitting': np.float32(0.6586243), 'Hop': np.float32(0.66535515), 'Kneel': np.float32(0.66927356), 'Pick up object': np.float32(0.66663975), 'Sit down': np.float32(0.65991473), 'Walk': np.float32(0.66766745)}
