Ground Truth: Fall right

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.5762333), 'Fall forward': np.float32(0.5801406), 'Fall left': np.float32(0.5771056), 'Fall right': np.float32(0.58753246), 'Fall sitting': np.float32(0.5619824), 'Hop': np.float32(0.59493893), 'Kneel': np.float32(0.58263576), 'Pick up object': np.float32(0.58336097), 'Sit down': np.float32(0.57456464), 'Walk': np.float32(0.59376365)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.58801526), 'Fall forward': np.float32(0.5907294), 'Fall left': np.float32(0.5881956), 'Fall right': np.float32(0.5992612), 'Fall sitting': np.float32(0.57202846), 'Hop': np.float32(0.6028414), 'Kneel': np.float32(0.5921003), 'Pick up object': np.float32(0.59475034), 'Sit down': np.float32(0.58426297), 'Walk': np.float32(0.6005481)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.5884097), 'Fall forward': np.float32(0.5910429), 'Fall left': np.float32(0.5885424), 'Fall right': np.float32(0.5996608), 'Fall sitting': np.float32(0.5725503), 'Hop': np.float32(0.6031731), 'Kneel': np.float32(0.59248126), 'Pick up object': np.float32(0.5952366), 'Sit down': np.float32(0.5847161), 'Walk': np.float32(0.60086447)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.589012), 'Fall forward': np.float32(0.59151465), 'Fall left': np.float32(0.58903193), 'Fall right': np.float32(0.60022867), 'Fall sitting': np.float32(0.57305676), 'Hop': np.float32(0.6035606), 'Kneel': np.float32(0.5929225), 'Pick up object': np.float32(0.5958092), 'Sit down': np.float32(0.5852033), 'Walk': np.float32(0.60133684)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.5896118), 'Fall forward': np.float32(0.5920433), 'Fall left': np.float32(0.5895037), 'Fall right': np.float32(0.6008104), 'Fall sitting': np.float32(0.5734909), 'Hop': np.float32(0.60401225), 'Kneel': np.float32(0.5934484), 'Pick up object': np.float32(0.5963605), 'Sit down': np.float32(0.58556885), 'Walk': np.float32(0.6018861)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.5897644), 'Fall forward': np.float32(0.5921531), 'Fall left': np.float32(0.5895849), 'Fall right': np.float32(0.60092765), 'Fall sitting': np.float32(0.5735222), 'Hop': np.float32(0.60404354), 'Kneel': np.float32(0.59351516), 'Pick up object': np.float32(0.59655464), 'Sit down': np.float32(0.5855808), 'Walk': np.float32(0.6019546)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.5894459), 'Fall forward': np.float32(0.59186894), 'Fall left': np.float32(0.5892278), 'Fall right': np.float32(0.6006232), 'Fall sitting': np.float32(0.57321143), 'Hop': np.float32(0.60361004), 'Kneel': np.float32(0.59314156), 'Pick up object': np.float32(0.5962588), 'Sit down': np.float32(0.58514833), 'Walk': np.float32(0.6015419)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.5892568), 'Fall forward': np.float32(0.5917178), 'Fall left': np.float32(0.5890339), 'Fall right': np.float32(0.6004654), 'Fall sitting': np.float32(0.57308614), 'Hop': np.float32(0.6033249), 'Kneel': np.float32(0.59293276), 'Pick up object': np.float32(0.5961559), 'Sit down': np.float32(0.5849458), 'Walk': np.float32(0.601282)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.5891878), 'Fall forward': np.float32(0.5916868), 'Fall left': np.float32(0.5889567), 'Fall right': np.float32(0.60041165), 'Fall sitting': np.float32(0.5729192), 'Hop': np.float32(0.6032279), 'Kneel': np.float32(0.59291816), 'Pick up object': np.float32(0.5961733), 'Sit down': np.float32(0.58488345), 'Walk': np.float32(0.60122)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.5893024), 'Fall forward': np.float32(0.59182626), 'Fall left': np.float32(0.5890731), 'Fall right': np.float32(0.60056376), 'Fall sitting': np.float32(0.5729122), 'Hop': np.float32(0.60329455), 'Kneel': np.float32(0.5930937), 'Pick up object': np.float32(0.5963545), 'Sit down': np.float32(0.5850046), 'Walk': np.float32(0.6013364)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.58936435), 'Fall forward': np.float32(0.59191376), 'Fall left': np.float32(0.58915085), 'Fall right': np.float32(0.6006415), 'Fall sitting': np.float32(0.5728884), 'Hop': np.float32(0.6033193), 'Kneel': np.float32(0.5932197), 'Pick up object': np.float32(0.59644127), 'Sit down': np.float32(0.5851052), 'Walk': np.float32(0.60139394)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.58939), 'Fall forward': np.float32(0.5919679), 'Fall left': np.float32(0.5891996), 'Fall right': np.float32(0.60069746), 'Fall sitting': np.float32(0.5729335), 'Hop': np.float32(0.60327035), 'Kneel': np.float32(0.5932867), 'Pick up object': np.float32(0.5964805), 'Sit down': np.float32(0.5851551), 'Walk': np.float32(0.6013685)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.58947194), 'Fall forward': np.float32(0.59207344), 'Fall left': np.float32(0.5892765), 'Fall right': np.float32(0.6007895), 'Fall sitting': np.float32(0.572942), 'Hop': np.float32(0.6032337), 'Kneel': np.float32(0.5933779), 'Pick up object': np.float32(0.596488), 'Sit down': np.float32(0.58520615), 'Walk': np.float32(0.60136473)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.58960325), 'Fall forward': np.float32(0.59220886), 'Fall left': np.float32(0.5893812), 'Fall right': np.float32(0.60089535), 'Fall sitting': np.float32(0.57294446), 'Hop': np.float32(0.60322684), 'Kneel': np.float32(0.59350467), 'Pick up object': np.float32(0.59655386), 'Sit down': np.float32(0.5852728), 'Walk': np.float32(0.6014061)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.58970237), 'Fall forward': np.float32(0.5922895), 'Fall left': np.float32(0.5894424), 'Fall right': np.float32(0.60098666), 'Fall sitting': np.float32(0.5729234), 'Hop': np.float32(0.6031689), 'Kneel': np.float32(0.5935586), 'Pick up object': np.float32(0.596558), 'Sit down': np.float32(0.58529574), 'Walk': np.float32(0.601393)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.58990866), 'Fall forward': np.float32(0.5925117), 'Fall left': np.float32(0.5896134), 'Fall right': np.float32(0.6011789), 'Fall sitting': np.float32(0.5729923), 'Hop': np.float32(0.603196), 'Kneel': np.float32(0.5937442), 'Pick up object': np.float32(0.596654), 'Sit down': np.float32(0.5853842), 'Walk': np.float32(0.6014809)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.590154), 'Fall forward': np.float32(0.5928122), 'Fall left': np.float32(0.5898475), 'Fall right': np.float32(0.60141045), 'Fall sitting': np.float32(0.5731867), 'Hop': np.float32(0.6033366), 'Kneel': np.float32(0.5939879), 'Pick up object': np.float32(0.596834), 'Sit down': np.float32(0.58558005), 'Walk': np.float32(0.60166)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.59044415), 'Fall forward': np.float32(0.59315234), 'Fall left': np.float32(0.5901164), 'Fall right': np.float32(0.60168815), 'Fall sitting': np.float32(0.57350045), 'Hop': np.float32(0.603507), 'Kneel': np.float32(0.5942498), 'Pick up object': np.float32(0.5970731), 'Sit down': np.float32(0.5858658), 'Walk': np.float32(0.6018965)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.5907949), 'Fall forward': np.float32(0.5935521), 'Fall left': np.float32(0.59045184), 'Fall right': np.float32(0.60199666), 'Fall sitting': np.float32(0.5738833), 'Hop': np.float32(0.60375303), 'Kneel': np.float32(0.59457207), 'Pick up object': np.float32(0.597377), 'Sit down': np.float32(0.5861811), 'Walk': np.float32(0.6021898)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.5910775), 'Fall forward': np.float32(0.5937784), 'Fall left': np.float32(0.59069717), 'Fall right': np.float32(0.6022251), 'Fall sitting': np.float32(0.57422477), 'Hop': np.float32(0.6038971), 'Kneel': np.float32(0.59477997), 'Pick up object': np.float32(0.59762067), 'Sit down': np.float32(0.5864626), 'Walk': np.float32(0.6023582)}
t=185 | pred=Hop | scores={'Fall backwards': np.float32(0.59119505), 'Fall forward': np.float32(0.5938685), 'Fall left': np.float32(0.5907794), 'Fall right': np.float32(0.6023135), 'Fall sitting': np.float32(0.5743656), 'Hop': np.float32(0.60392433), 'Kneel': np.float32(0.5948445), 'Pick up object': np.float32(0.5977034), 'Sit down': np.float32(0.58658636), 'Walk': np.float32(0.6024113)}
t=190 | pred=Hop | scores={'Fall backwards': np.float32(0.59131503), 'Fall forward': np.float32(0.59400934), 'Fall left': np.float32(0.59085655), 'Fall right': np.float32(0.6024014), 'Fall sitting': np.float32(0.57446843), 'Hop': np.float32(0.603938), 'Kneel': np.float32(0.59493923), 'Pick up object': np.float32(0.59778583), 'Sit down': np.float32(0.586697), 'Walk': np.float32(0.6024919)}
t=195 | pred=Hop | scores={'Fall backwards': np.float32(0.5915677), 'Fall forward': np.float32(0.5942783), 'Fall left': np.float32(0.5910808), 'Fall right': np.float32(0.60261863), 'Fall sitting': np.float32(0.57471836), 'Hop': np.float32(0.60410017), 'Kneel': np.float32(0.5951601), 'Pick up object': np.float32(0.59801507), 'Sit down': np.float32(0.5869196), 'Walk': np.float32(0.602715)}
t=200 | pred=Hop | scores={'Fall backwards': np.float32(0.59190124), 'Fall forward': np.float32(0.59462243), 'Fall left': np.float32(0.5914046), 'Fall right': np.float32(0.60290647), 'Fall sitting': np.float32(0.575047), 'Hop': np.float32(0.6043345), 'Kneel': np.float32(0.5954591), 'Pick up object': np.float32(0.59832007), 'Sit down': np.float32(0.5872177), 'Walk': np.float32(0.6030066)}
t=205 | pred=Hop | scores={'Fall backwards': np.float32(0.5921496), 'Fall forward': np.float32(0.5948825), 'Fall left': np.float32(0.5916399), 'Fall right': np.float32(0.60311735), 'Fall sitting': np.float32(0.57521653), 'Hop': np.float32(0.6045243), 'Kneel': np.float32(0.59568745), 'Pick up object': np.float32(0.5985426), 'Sit down': np.float32(0.58742887), 'Walk': np.float32(0.60322773)}
t=210 | pred=Hop | scores={'Fall backwards': np.float32(0.592271), 'Fall forward': np.float32(0.5950518), 'Fall left': np.float32(0.59176064), 'Fall right': np.float32(0.6032141), 'Fall sitting': np.float32(0.5752606), 'Hop': np.float32(0.6045779), 'Kneel': np.float32(0.5957942), 'Pick up object': np.float32(0.59861207), 'Sit down': np.float32(0.58751166), 'Walk': np.float32(0.60331225)}
t=215 | pred=Hop | scores={'Fall backwards': np.float32(0.59241134), 'Fall forward': np.float32(0.59521705), 'Fall left': np.float32(0.5918993), 'Fall right': np.float32(0.6033461), 'Fall sitting': np.float32(0.5753539), 'Hop': np.float32(0.6046621), 'Kneel': np.float32(0.59590364), 'Pick up object': np.float32(0.5986961), 'Sit down': np.float32(0.5876297), 'Walk': np.float32(0.60341674)}
t=220 | pred=Hop | scores={'Fall backwards': np.float32(0.5926933), 'Fall forward': np.float32(0.59550446), 'Fall left': np.float32(0.5921665), 'Fall right': np.float32(0.6035926), 'Fall sitting': np.float32(0.5755819), 'Hop': np.float32(0.60484874), 'Kneel': np.float32(0.59616005), 'Pick up object': np.float32(0.59891623), 'Sit down': np.float32(0.5879008), 'Walk': np.float32(0.6036539)}
t=225 | pred=Hop | scores={'Fall backwards': np.float32(0.592858), 'Fall forward': np.float32(0.59566796), 'Fall left': np.float32(0.59231484), 'Fall right': np.float32(0.6037316), 'Fall sitting': np.float32(0.5757231), 'Hop': np.float32(0.6049202), 'Kneel': np.float32(0.5962776), 'Pick up object': np.float32(0.5990291), 'Sit down': np.float32(0.58802986), 'Walk': np.float32(0.60376173)}
