Ground Truth: Walk

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.6689399), 'Fall forward': np.float32(0.66217315), 'Fall left': np.float32(0.6675568), 'Fall right': np.float32(0.6669308), 'Fall sitting': np.float32(0.6510157), 'Hop': np.float32(0.674144), 'Kneel': np.float32(0.66661215), 'Pick up object': np.float32(0.6715091), 'Sit down': np.float32(0.6642807), 'Walk': np.float32(0.67573)}
t=115 | pred=Kneel | scores={'Fall backwards': np.float32(0.67239386), 'Fall forward': np.float32(0.66920155), 'Fall left': np.float32(0.67367864), 'Fall right': np.float32(0.6694834), 'Fall sitting': np.float32(0.66391534), 'Hop': np.float32(0.6723965), 'Kneel': np.float32(0.6758191), 'Pick up object': np.float32(0.6756918), 'Sit down': np.float32(0.67417395), 'Walk': np.float32(0.6753148)}
t=120 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6710614), 'Fall forward': np.float32(0.668024), 'Fall left': np.float32(0.67233455), 'Fall right': np.float32(0.6680525), 'Fall sitting': np.float32(0.66309917), 'Hop': np.float32(0.67171466), 'Kneel': np.float32(0.67440087), 'Pick up object': np.float32(0.67487574), 'Sit down': np.float32(0.6729161), 'Walk': np.float32(0.6747869)}
t=125 | pred=Walk | scores={'Fall backwards': np.float32(0.6707373), 'Fall forward': np.float32(0.66752464), 'Fall left': np.float32(0.6718342), 'Fall right': np.float32(0.66765535), 'Fall sitting': np.float32(0.66273826), 'Hop': np.float32(0.67172587), 'Kneel': np.float32(0.6738166), 'Pick up object': np.float32(0.6747836), 'Sit down': np.float32(0.6724558), 'Walk': np.float32(0.6749342)}
t=130 | pred=Walk | scores={'Fall backwards': np.float32(0.67006624), 'Fall forward': np.float32(0.6667221), 'Fall left': np.float32(0.6710495), 'Fall right': np.float32(0.6669689), 'Fall sitting': np.float32(0.6621574), 'Hop': np.float32(0.6715584), 'Kneel': np.float32(0.67292213), 'Pick up object': np.float32(0.6744242), 'Sit down': np.float32(0.6718001), 'Walk': np.float32(0.6748912)}
t=135 | pred=Walk | scores={'Fall backwards': np.float32(0.6701003), 'Fall forward': np.float32(0.6666438), 'Fall left': np.float32(0.67093915), 'Fall right': np.float32(0.6668996), 'Fall sitting': np.float32(0.662265), 'Hop': np.float32(0.6719636), 'Kneel': np.float32(0.6727096), 'Pick up object': np.float32(0.674625), 'Sit down': np.float32(0.67180014), 'Walk': np.float32(0.67546004)}
t=140 | pred=Walk | scores={'Fall backwards': np.float32(0.6703043), 'Fall forward': np.float32(0.66662705), 'Fall left': np.float32(0.6710614), 'Fall right': np.float32(0.6670269), 'Fall sitting': np.float32(0.6625492), 'Hop': np.float32(0.67259526), 'Kneel': np.float32(0.6726378), 'Pick up object': np.float32(0.67501926), 'Sit down': np.float32(0.6720316), 'Walk': np.float32(0.67621046)}
t=145 | pred=Walk | scores={'Fall backwards': np.float32(0.67045), 'Fall forward': np.float32(0.6666104), 'Fall left': np.float32(0.6711205), 'Fall right': np.float32(0.66713), 'Fall sitting': np.float32(0.66259336), 'Hop': np.float32(0.67306644), 'Kneel': np.float32(0.67261237), 'Pick up object': np.float32(0.675275), 'Sit down': np.float32(0.6720874), 'Walk': np.float32(0.6768178)}
t=150 | pred=Walk | scores={'Fall backwards': np.float32(0.6706275), 'Fall forward': np.float32(0.66661745), 'Fall left': np.float32(0.67118424), 'Fall right': np.float32(0.66727656), 'Fall sitting': np.float32(0.6625772), 'Hop': np.float32(0.6734994), 'Kneel': np.float32(0.67258215), 'Pick up object': np.float32(0.67549556), 'Sit down': np.float32(0.67200184), 'Walk': np.float32(0.6774626)}
t=155 | pred=Walk | scores={'Fall backwards': np.float32(0.671082), 'Fall forward': np.float32(0.6667937), 'Fall left': np.float32(0.67151695), 'Fall right': np.float32(0.667739), 'Fall sitting': np.float32(0.6627013), 'Hop': np.float32(0.6739624), 'Kneel': np.float32(0.67278665), 'Pick up object': np.float32(0.6757688), 'Sit down': np.float32(0.6721272), 'Walk': np.float32(0.6781057)}
t=160 | pred=Walk | scores={'Fall backwards': np.float32(0.6716121), 'Fall forward': np.float32(0.66714454), 'Fall left': np.float32(0.67189336), 'Fall right': np.float32(0.6682433), 'Fall sitting': np.float32(0.66290945), 'Hop': np.float32(0.6742543), 'Kneel': np.float32(0.6730826), 'Pick up object': np.float32(0.6759714), 'Sit down': np.float32(0.6721956), 'Walk': np.float32(0.6786827)}
t=165 | pred=Walk | scores={'Fall backwards': np.float32(0.6720857), 'Fall forward': np.float32(0.6674929), 'Fall left': np.float32(0.6722351), 'Fall right': np.float32(0.6687535), 'Fall sitting': np.float32(0.6632114), 'Hop': np.float32(0.67440337), 'Kneel': np.float32(0.6733396), 'Pick up object': np.float32(0.676142), 'Sit down': np.float32(0.67232966), 'Walk': np.float32(0.6790804)}
t=170 | pred=Walk | scores={'Fall backwards': np.float32(0.67229486), 'Fall forward': np.float32(0.66748047), 'Fall left': np.float32(0.67225105), 'Fall right': np.float32(0.66892904), 'Fall sitting': np.float32(0.6631375), 'Hop': np.float32(0.67441213), 'Kneel': np.float32(0.6732337), 'Pick up object': np.float32(0.6760982), 'Sit down': np.float32(0.6721767), 'Walk': np.float32(0.6793311)}
t=175 | pred=Walk | scores={'Fall backwards': np.float32(0.6724458), 'Fall forward': np.float32(0.66742504), 'Fall left': np.float32(0.6722366), 'Fall right': np.float32(0.6690371), 'Fall sitting': np.float32(0.6630476), 'Hop': np.float32(0.67438436), 'Kneel': np.float32(0.6731384), 'Pick up object': np.float32(0.6760079), 'Sit down': np.float32(0.6720414), 'Walk': np.float32(0.67947567)}
t=180 | pred=Walk | scores={'Fall backwards': np.float32(0.6726812), 'Fall forward': np.float32(0.66744703), 'Fall left': np.float32(0.67225635), 'Fall right': np.float32(0.66923326), 'Fall sitting': np.float32(0.66315395), 'Hop': np.float32(0.67438114), 'Kneel': np.float32(0.6731009), 'Pick up object': np.float32(0.6760131), 'Sit down': np.float32(0.67198265), 'Walk': np.float32(0.679668)}
t=185 | pred=Walk | scores={'Fall backwards': np.float32(0.6729268), 'Fall forward': np.float32(0.6675284), 'Fall left': np.float32(0.6723395), 'Fall right': np.float32(0.66947436), 'Fall sitting': np.float32(0.66337794), 'Hop': np.float32(0.6745029), 'Kneel': np.float32(0.6731671), 'Pick up object': np.float32(0.6761408), 'Sit down': np.float32(0.672117), 'Walk': np.float32(0.67990947)}
t=190 | pred=Walk | scores={'Fall backwards': np.float32(0.67293704), 'Fall forward': np.float32(0.66732866), 'Fall left': np.float32(0.67219055), 'Fall right': np.float32(0.66947365), 'Fall sitting': np.float32(0.6633058), 'Hop': np.float32(0.6744956), 'Kneel': np.float32(0.67294014), 'Pick up object': np.float32(0.6760533), 'Sit down': np.float32(0.6719835), 'Walk': np.float32(0.68003285)}
t=195 | pred=Walk | scores={'Fall backwards': np.float32(0.6730203), 'Fall forward': np.float32(0.6673721), 'Fall left': np.float32(0.67219526), 'Fall right': np.float32(0.6695774), 'Fall sitting': np.float32(0.66345954), 'Hop': np.float32(0.67461383), 'Kneel': np.float32(0.6729738), 'Pick up object': np.float32(0.67618024), 'Sit down': np.float32(0.67200977), 'Walk': np.float32(0.68022555)}
t=200 | pred=Walk | scores={'Fall backwards': np.float32(0.67334086), 'Fall forward': np.float32(0.66759235), 'Fall left': np.float32(0.67244583), 'Fall right': np.float32(0.66994506), 'Fall sitting': np.float32(0.66381305), 'Hop': np.float32(0.6750929), 'Kneel': np.float32(0.6732466), 'Pick up object': np.float32(0.67655563), 'Sit down': np.float32(0.67223364), 'Walk': np.float32(0.6806608)}
t=205 | pred=Walk | scores={'Fall backwards': np.float32(0.67370373), 'Fall forward': np.float32(0.6679687), 'Fall left': np.float32(0.67281586), 'Fall right': np.float32(0.6703479), 'Fall sitting': np.float32(0.664318), 'Hop': np.float32(0.6756236), 'Kneel': np.float32(0.67364764), 'Pick up object': np.float32(0.67702943), 'Sit down': np.float32(0.6725886), 'Walk': np.float32(0.6811402)}
t=210 | pred=Walk | scores={'Fall backwards': np.float32(0.6740824), 'Fall forward': np.float32(0.66846985), 'Fall left': np.float32(0.6732135), 'Fall right': np.float32(0.6707347), 'Fall sitting': np.float32(0.6649834), 'Hop': np.float32(0.67610544), 'Kneel': np.float32(0.67411065), 'Pick up object': np.float32(0.67754877), 'Sit down': np.float32(0.67296815), 'Walk': np.float32(0.68156767)}
t=215 | pred=Walk | scores={'Fall backwards': np.float32(0.6743846), 'Fall forward': np.float32(0.6688787), 'Fall left': np.float32(0.67353296), 'Fall right': np.float32(0.67105657), 'Fall sitting': np.float32(0.66552067), 'Hop': np.float32(0.67647624), 'Kneel': np.float32(0.67445487), 'Pick up object': np.float32(0.67800164), 'Sit down': np.float32(0.67329717), 'Walk': np.float32(0.68188435)}
t=220 | pred=Walk | scores={'Fall backwards': np.float32(0.67462564), 'Fall forward': np.float32(0.66918695), 'Fall left': np.float32(0.67377615), 'Fall right': np.float32(0.67134684), 'Fall sitting': np.float32(0.6659058), 'Hop': np.float32(0.6768981), 'Kneel': np.float32(0.674742), 'Pick up object': np.float32(0.6784191), 'Sit down': np.float32(0.6734797), 'Walk': np.float32(0.68219316)}
