Ground Truth: Sit down

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.65025914), 'Fall forward': np.float32(0.6480396), 'Fall left': np.float32(0.65404224), 'Fall right': np.float32(0.64965695), 'Fall sitting': np.float32(0.6525011), 'Hop': np.float32(0.6619642), 'Kneel': np.float32(0.65463257), 'Pick up object': np.float32(0.65884703), 'Sit down': np.float32(0.6589522), 'Walk': np.float32(0.6598733)}
t=70 | pred=Sit down | scores={'Fall backwards': np.float32(0.6600901), 'Fall forward': np.float32(0.65572804), 'Fall left': np.float32(0.6636613), 'Fall right': np.float32(0.6609431), 'Fall sitting': np.float32(0.66054463), 'Hop': np.float32(0.6627842), 'Kneel': np.float32(0.6647824), 'Pick up object': np.float32(0.6652414), 'Sit down': np.float32(0.6721867), 'Walk': np.float32(0.6627927)}
t=75 | pred=Sit down | scores={'Fall backwards': np.float32(0.660371), 'Fall forward': np.float32(0.6555406), 'Fall left': np.float32(0.66387784), 'Fall right': np.float32(0.66106033), 'Fall sitting': np.float32(0.66055137), 'Hop': np.float32(0.662182), 'Kneel': np.float32(0.6649885), 'Pick up object': np.float32(0.6649815), 'Sit down': np.float32(0.6726431), 'Walk': np.float32(0.66219664)}
t=80 | pred=Sit down | scores={'Fall backwards': np.float32(0.6608552), 'Fall forward': np.float32(0.65564424), 'Fall left': np.float32(0.66434), 'Fall right': np.float32(0.6613859), 'Fall sitting': np.float32(0.6608355), 'Hop': np.float32(0.6616206), 'Kneel': np.float32(0.6654978), 'Pick up object': np.float32(0.66494775), 'Sit down': np.float32(0.67340386), 'Walk': np.float32(0.66182315)}
t=85 | pred=Sit down | scores={'Fall backwards': np.float32(0.6610899), 'Fall forward': np.float32(0.6556905), 'Fall left': np.float32(0.66459495), 'Fall right': np.float32(0.66149044), 'Fall sitting': np.float32(0.66103125), 'Hop': np.float32(0.6611486), 'Kneel': np.float32(0.6657772), 'Pick up object': np.float32(0.66483676), 'Sit down': np.float32(0.6738602), 'Walk': np.float32(0.6614311)}
t=90 | pred=Sit down | scores={'Fall backwards': np.float32(0.661287), 'Fall forward': np.float32(0.6556302), 'Fall left': np.float32(0.66477543), 'Fall right': np.float32(0.661524), 'Fall sitting': np.float32(0.661187), 'Hop': np.float32(0.66065615), 'Kneel': np.float32(0.6659093), 'Pick up object': np.float32(0.66473097), 'Sit down': np.float32(0.67419606), 'Walk': np.float32(0.66103363)}
t=95 | pred=Sit down | scores={'Fall backwards': np.float32(0.6619166), 'Fall forward': np.float32(0.6562001), 'Fall left': np.float32(0.66529065), 'Fall right': np.float32(0.6618604), 'Fall sitting': np.float32(0.6619668), 'Hop': np.float32(0.6606089), 'Kneel': np.float32(0.6663882), 'Pick up object': np.float32(0.66512454), 'Sit down': np.float32(0.67469203), 'Walk': np.float32(0.66112)}
t=100 | pred=Sit down | scores={'Fall backwards': np.float32(0.6623133), 'Fall forward': np.float32(0.65657395), 'Fall left': np.float32(0.6655872), 'Fall right': np.float32(0.6619261), 'Fall sitting': np.float32(0.66242605), 'Hop': np.float32(0.66025275), 'Kneel': np.float32(0.66655964), 'Pick up object': np.float32(0.66527605), 'Sit down': np.float32(0.6748857), 'Walk': np.float32(0.6610242)}
t=105 | pred=Sit down | scores={'Fall backwards': np.float32(0.6626542), 'Fall forward': np.float32(0.65692997), 'Fall left': np.float32(0.66587573), 'Fall right': np.float32(0.66204554), 'Fall sitting': np.float32(0.66268724), 'Hop': np.float32(0.6602852), 'Kneel': np.float32(0.6667562), 'Pick up object': np.float32(0.6655679), 'Sit down': np.float32(0.67494583), 'Walk': np.float32(0.66120535)}
t=110 | pred=Sit down | scores={'Fall backwards': np.float32(0.663137), 'Fall forward': np.float32(0.65742475), 'Fall left': np.float32(0.66634506), 'Fall right': np.float32(0.66237956), 'Fall sitting': np.float32(0.6631383), 'Hop': np.float32(0.6604121), 'Kneel': np.float32(0.6671096), 'Pick up object': np.float32(0.66599244), 'Sit down': np.float32(0.67520994), 'Walk': np.float32(0.661544)}
t=115 | pred=Sit down | scores={'Fall backwards': np.float32(0.66356146), 'Fall forward': np.float32(0.6580116), 'Fall left': np.float32(0.666773), 'Fall right': np.float32(0.6626915), 'Fall sitting': np.float32(0.6635477), 'Hop': np.float32(0.66062206), 'Kneel': np.float32(0.66748863), 'Pick up object': np.float32(0.66637754), 'Sit down': np.float32(0.6754311), 'Walk': np.float32(0.66194963)}
t=120 | pred=Sit down | scores={'Fall backwards': np.float32(0.6636749), 'Fall forward': np.float32(0.6582252), 'Fall left': np.float32(0.66686696), 'Fall right': np.float32(0.66268516), 'Fall sitting': np.float32(0.66362447), 'Hop': np.float32(0.6604238), 'Kneel': np.float32(0.66758084), 'Pick up object': np.float32(0.6664034), 'Sit down': np.float32(0.67543954), 'Walk': np.float32(0.66198057)}
t=125 | pred=Sit down | scores={'Fall backwards': np.float32(0.66373837), 'Fall forward': np.float32(0.6583529), 'Fall left': np.float32(0.6669134), 'Fall right': np.float32(0.66267025), 'Fall sitting': np.float32(0.6636572), 'Hop': np.float32(0.6603102), 'Kneel': np.float32(0.6675889), 'Pick up object': np.float32(0.6664119), 'Sit down': np.float32(0.67538345), 'Walk': np.float32(0.66196847)}
t=130 | pred=Sit down | scores={'Fall backwards': np.float32(0.6637986), 'Fall forward': np.float32(0.65847725), 'Fall left': np.float32(0.66695935), 'Fall right': np.float32(0.66268975), 'Fall sitting': np.float32(0.66373837), 'Hop': np.float32(0.66011417), 'Kneel': np.float32(0.6676115), 'Pick up object': np.float32(0.66640794), 'Sit down': np.float32(0.6753288), 'Walk': np.float32(0.66191167)}
t=135 | pred=Sit down | scores={'Fall backwards': np.float32(0.66379696), 'Fall forward': np.float32(0.65855247), 'Fall left': np.float32(0.66693777), 'Fall right': np.float32(0.66263413), 'Fall sitting': np.float32(0.6638939), 'Hop': np.float32(0.6599123), 'Kneel': np.float32(0.6675876), 'Pick up object': np.float32(0.66636914), 'Sit down': np.float32(0.6752706), 'Walk': np.float32(0.66186345)}
t=140 | pred=Sit down | scores={'Fall backwards': np.float32(0.66396356), 'Fall forward': np.float32(0.6588849), 'Fall left': np.float32(0.6671203), 'Fall right': np.float32(0.662783), 'Fall sitting': np.float32(0.664375), 'Hop': np.float32(0.6597613), 'Kneel': np.float32(0.66781265), 'Pick up object': np.float32(0.66646725), 'Sit down': np.float32(0.6754801), 'Walk': np.float32(0.6619864)}
t=145 | pred=Sit down | scores={'Fall backwards': np.float32(0.66403043), 'Fall forward': np.float32(0.6589767), 'Fall left': np.float32(0.66723955), 'Fall right': np.float32(0.66285706), 'Fall sitting': np.float32(0.66482043), 'Hop': np.float32(0.65969145), 'Kneel': np.float32(0.6679805), 'Pick up object': np.float32(0.6665672), 'Sit down': np.float32(0.67572933), 'Walk': np.float32(0.66206497)}
t=150 | pred=Sit down | scores={'Fall backwards': np.float32(0.6640773), 'Fall forward': np.float32(0.6591192), 'Fall left': np.float32(0.6673085), 'Fall right': np.float32(0.6628971), 'Fall sitting': np.float32(0.6650984), 'Hop': np.float32(0.65959805), 'Kneel': np.float32(0.6681262), 'Pick up object': np.float32(0.6666618), 'Sit down': np.float32(0.67587453), 'Walk': np.float32(0.6621419)}
t=155 | pred=Sit down | scores={'Fall backwards': np.float32(0.66414326), 'Fall forward': np.float32(0.65925515), 'Fall left': np.float32(0.6673708), 'Fall right': np.float32(0.6629685), 'Fall sitting': np.float32(0.6652494), 'Hop': np.float32(0.65960807), 'Kneel': np.float32(0.6682475), 'Pick up object': np.float32(0.6667749), 'Sit down': np.float32(0.6760171), 'Walk': np.float32(0.6622929)}
t=160 | pred=Sit down | scores={'Fall backwards': np.float32(0.66391706), 'Fall forward': np.float32(0.6591227), 'Fall left': np.float32(0.6671627), 'Fall right': np.float32(0.66272), 'Fall sitting': np.float32(0.66523415), 'Hop': np.float32(0.65931475), 'Kneel': np.float32(0.6680684), 'Pick up object': np.float32(0.66660184), 'Sit down': np.float32(0.67593217), 'Walk': np.float32(0.6621515)}
t=165 | pred=Sit down | scores={'Fall backwards': np.float32(0.66370434), 'Fall forward': np.float32(0.6589802), 'Fall left': np.float32(0.6669747), 'Fall right': np.float32(0.6624955), 'Fall sitting': np.float32(0.6651525), 'Hop': np.float32(0.65911806), 'Kneel': np.float32(0.66791236), 'Pick up object': np.float32(0.6664676), 'Sit down': np.float32(0.6758597), 'Walk': np.float32(0.662045)}
t=170 | pred=Sit down | scores={'Fall backwards': np.float32(0.6634487), 'Fall forward': np.float32(0.6588322), 'Fall left': np.float32(0.66674507), 'Fall right': np.float32(0.6622436), 'Fall sitting': np.float32(0.66504073), 'Hop': np.float32(0.6588362), 'Kneel': np.float32(0.66771126), 'Pick up object': np.float32(0.6662714), 'Sit down': np.float32(0.67569315), 'Walk': np.float32(0.6618716)}
t=175 | pred=Sit down | scores={'Fall backwards': np.float32(0.6631913), 'Fall forward': np.float32(0.6585953), 'Fall left': np.float32(0.6665113), 'Fall right': np.float32(0.661998), 'Fall sitting': np.float32(0.6648776), 'Hop': np.float32(0.6584982), 'Kneel': np.float32(0.66746557), 'Pick up object': np.float32(0.6660356), 'Sit down': np.float32(0.6755105), 'Walk': np.float32(0.66163176)}
t=180 | pred=Sit down | scores={'Fall backwards': np.float32(0.6628679), 'Fall forward': np.float32(0.6582715), 'Fall left': np.float32(0.66620785), 'Fall right': np.float32(0.6616625), 'Fall sitting': np.float32(0.6646674), 'Hop': np.float32(0.6580173), 'Kneel': np.float32(0.66711664), 'Pick up object': np.float32(0.6657155), 'Sit down': np.float32(0.67521554), 'Walk': np.float32(0.66125673)}
t=185 | pred=Sit down | scores={'Fall backwards': np.float32(0.66274273), 'Fall forward': np.float32(0.6581093), 'Fall left': np.float32(0.66609854), 'Fall right': np.float32(0.6615525), 'Fall sitting': np.float32(0.66459507), 'Hop': np.float32(0.65779185), 'Kneel': np.float32(0.6669771), 'Pick up object': np.float32(0.6656102), 'Sit down': np.float32(0.6751271), 'Walk': np.float32(0.6610731)}
t=190 | pred=Sit down | scores={'Fall backwards': np.float32(0.662759), 'Fall forward': np.float32(0.6581128), 'Fall left': np.float32(0.66610485), 'Fall right': np.float32(0.6615846), 'Fall sitting': np.float32(0.664647), 'Hop': np.float32(0.6577038), 'Kneel': np.float32(0.66697), 'Pick up object': np.float32(0.66564274), 'Sit down': np.float32(0.67514104), 'Walk': np.float32(0.6610383)}
t=195 | pred=Sit down | scores={'Fall backwards': np.float32(0.6628878), 'Fall forward': np.float32(0.658225), 'Fall left': np.float32(0.6662168), 'Fall right': np.float32(0.66170424), 'Fall sitting': np.float32(0.6648252), 'Hop': np.float32(0.6576671), 'Kneel': np.float32(0.6670411), 'Pick up object': np.float32(0.66570485), 'Sit down': np.float32(0.67524123), 'Walk': np.float32(0.66103274)}
t=200 | pred=Sit down | scores={'Fall backwards': np.float32(0.66306335), 'Fall forward': np.float32(0.65828925), 'Fall left': np.float32(0.66638726), 'Fall right': np.float32(0.6619324), 'Fall sitting': np.float32(0.6649862), 'Hop': np.float32(0.6576383), 'Kneel': np.float32(0.6671822), 'Pick up object': np.float32(0.6658284), 'Sit down': np.float32(0.6754863), 'Walk': np.float32(0.6610135)}
t=205 | pred=Sit down | scores={'Fall backwards': np.float32(0.66337746), 'Fall forward': np.float32(0.6584662), 'Fall left': np.float32(0.6666956), 'Fall right': np.float32(0.662312), 'Fall sitting': np.float32(0.66522825), 'Hop': np.float32(0.6577106), 'Kneel': np.float32(0.66748065), 'Pick up object': np.float32(0.6660255), 'Sit down': np.float32(0.6759469), 'Walk': np.float32(0.66105086)}
t=210 | pred=Sit down | scores={'Fall backwards': np.float32(0.6635968), 'Fall forward': np.float32(0.65856457), 'Fall left': np.float32(0.6669064), 'Fall right': np.float32(0.6626112), 'Fall sitting': np.float32(0.66540325), 'Hop': np.float32(0.6577439), 'Kneel': np.float32(0.6677506), 'Pick up object': np.float32(0.66615695), 'Sit down': np.float32(0.676385), 'Walk': np.float32(0.6610461)}
t=215 | pred=Sit down | scores={'Fall backwards': np.float32(0.6636815), 'Fall forward': np.float32(0.6585409), 'Fall left': np.float32(0.66699237), 'Fall right': np.float32(0.6627915), 'Fall sitting': np.float32(0.6654791), 'Hop': np.float32(0.6578167), 'Kneel': np.float32(0.6678782), 'Pick up object': np.float32(0.6662484), 'Sit down': np.float32(0.67665213), 'Walk': np.float32(0.66107774)}
t=220 | pred=Sit down | scores={'Fall backwards': np.float32(0.6636807), 'Fall forward': np.float32(0.6584313), 'Fall left': np.float32(0.66697556), 'Fall right': np.float32(0.6628517), 'Fall sitting': np.float32(0.66554505), 'Hop': np.float32(0.6577896), 'Kneel': np.float32(0.6678235), 'Pick up object': np.float32(0.66627276), 'Sit down': np.float32(0.67676324), 'Walk': np.float32(0.6610505)}
t=225 | pred=Sit down | scores={'Fall backwards': np.float32(0.6638167), 'Fall forward': np.float32(0.6584856), 'Fall left': np.float32(0.6670746), 'Fall right': np.float32(0.66305226), 'Fall sitting': np.float32(0.66569537), 'Hop': np.float32(0.65791893), 'Kneel': np.float32(0.66792727), 'Pick up object': np.float32(0.6664097), 'Sit down': np.float32(0.6769387), 'Walk': np.float32(0.66119665)}
t=230 | pred=Sit down | scores={'Fall backwards': np.float32(0.66385806), 'Fall forward': np.float32(0.6583554), 'Fall left': np.float32(0.6670886), 'Fall right': np.float32(0.6631653), 'Fall sitting': np.float32(0.6657563), 'Hop': np.float32(0.6579799), 'Kneel': np.float32(0.66794467), 'Pick up object': np.float32(0.66650563), 'Sit down': np.float32(0.677154), 'Walk': np.float32(0.6612363)}
