Ground Truth: Hop

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.657547), 'Fall forward': np.float32(0.65532947), 'Fall left': np.float32(0.6562327), 'Fall right': np.float32(0.6549404), 'Fall sitting': np.float32(0.64166176), 'Hop': np.float32(0.6653898), 'Kneel': np.float32(0.65733916), 'Pick up object': np.float32(0.65998316), 'Sit down': np.float32(0.65190125), 'Walk': np.float32(0.66653657)}
t=70 | pred=Hop | scores={'Fall backwards': np.float32(0.6607062), 'Fall forward': np.float32(0.6593965), 'Fall left': np.float32(0.6605019), 'Fall right': np.float32(0.65901315), 'Fall sitting': np.float32(0.6500687), 'Hop': np.float32(0.6732694), 'Kneel': np.float32(0.66281575), 'Pick up object': np.float32(0.66888237), 'Sit down': np.float32(0.6594979), 'Walk': np.float32(0.67321306)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.66035855), 'Fall forward': np.float32(0.6595324), 'Fall left': np.float32(0.66034424), 'Fall right': np.float32(0.65883476), 'Fall sitting': np.float32(0.6502386), 'Hop': np.float32(0.67346144), 'Kneel': np.float32(0.6631177), 'Pick up object': np.float32(0.6691304), 'Sit down': np.float32(0.6598463), 'Walk': np.float32(0.6733165)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.6597942), 'Fall forward': np.float32(0.6594099), 'Fall left': np.float32(0.6600733), 'Fall right': np.float32(0.6584528), 'Fall sitting': np.float32(0.65042406), 'Hop': np.float32(0.67369455), 'Kneel': np.float32(0.66321784), 'Pick up object': np.float32(0.66948605), 'Sit down': np.float32(0.66004395), 'Walk': np.float32(0.67346865)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.6608147), 'Fall forward': np.float32(0.66055435), 'Fall left': np.float32(0.6612022), 'Fall right': np.float32(0.6595114), 'Fall sitting': np.float32(0.65198296), 'Hop': np.float32(0.67427087), 'Kneel': np.float32(0.6643908), 'Pick up object': np.float32(0.6706087), 'Sit down': np.float32(0.6615574), 'Walk': np.float32(0.6741145)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.6618159), 'Fall forward': np.float32(0.6615994), 'Fall left': np.float32(0.6622604), 'Fall right': np.float32(0.66078675), 'Fall sitting': np.float32(0.65337795), 'Hop': np.float32(0.67480266), 'Kneel': np.float32(0.6656321), 'Pick up object': np.float32(0.6714968), 'Sit down': np.float32(0.66330683), 'Walk': np.float32(0.67459756)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.6623519), 'Fall forward': np.float32(0.66194403), 'Fall left': np.float32(0.6628334), 'Fall right': np.float32(0.66163456), 'Fall sitting': np.float32(0.65407735), 'Hop': np.float32(0.67490244), 'Kneel': np.float32(0.66612554), 'Pick up object': np.float32(0.6718731), 'Sit down': np.float32(0.6644588), 'Walk': np.float32(0.6747992)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.6632742), 'Fall forward': np.float32(0.66273487), 'Fall left': np.float32(0.66376483), 'Fall right': np.float32(0.6628844), 'Fall sitting': np.float32(0.65477926), 'Hop': np.float32(0.6753421), 'Kneel': np.float32(0.66715854), 'Pick up object': np.float32(0.6723667), 'Sit down': np.float32(0.665601), 'Walk': np.float32(0.67519724)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.6638378), 'Fall forward': np.float32(0.6631527), 'Fall left': np.float32(0.664283), 'Fall right': np.float32(0.6636576), 'Fall sitting': np.float32(0.6550426), 'Hop': np.float32(0.675214), 'Kneel': np.float32(0.6677299), 'Pick up object': np.float32(0.6722505), 'Sit down': np.float32(0.66620064), 'Walk': np.float32(0.67503655)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.6639904), 'Fall forward': np.float32(0.6631369), 'Fall left': np.float32(0.6644339), 'Fall right': np.float32(0.6640451), 'Fall sitting': np.float32(0.6549039), 'Hop': np.float32(0.6746111), 'Kneel': np.float32(0.6679254), 'Pick up object': np.float32(0.6718676), 'Sit down': np.float32(0.6664604), 'Walk': np.float32(0.6743259)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.66409355), 'Fall forward': np.float32(0.6632016), 'Fall left': np.float32(0.66465664), 'Fall right': np.float32(0.6643269), 'Fall sitting': np.float32(0.6550638), 'Hop': np.float32(0.67423016), 'Kneel': np.float32(0.6681697), 'Pick up object': np.float32(0.671714), 'Sit down': np.float32(0.666709), 'Walk': np.float32(0.67379314)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.6636582), 'Fall forward': np.float32(0.66288054), 'Fall left': np.float32(0.6644065), 'Fall right': np.float32(0.66407853), 'Fall sitting': np.float32(0.65499794), 'Hop': np.float32(0.6738812), 'Kneel': np.float32(0.6681375), 'Pick up object': np.float32(0.6714695), 'Sit down': np.float32(0.66676736), 'Walk': np.float32(0.6733338)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.6637734), 'Fall forward': np.float32(0.66301507), 'Fall left': np.float32(0.6646416), 'Fall right': np.float32(0.664284), 'Fall sitting': np.float32(0.6553017), 'Hop': np.float32(0.67374635), 'Kneel': np.float32(0.6685792), 'Pick up object': np.float32(0.67144245), 'Sit down': np.float32(0.66720396), 'Walk': np.float32(0.67307)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.6639153), 'Fall forward': np.float32(0.66319644), 'Fall left': np.float32(0.6649426), 'Fall right': np.float32(0.66454697), 'Fall sitting': np.float32(0.65585506), 'Hop': np.float32(0.67359805), 'Kneel': np.float32(0.668976), 'Pick up object': np.float32(0.67155325), 'Sit down': np.float32(0.6677263), 'Walk': np.float32(0.6727801)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.664124), 'Fall forward': np.float32(0.663385), 'Fall left': np.float32(0.6653017), 'Fall right': np.float32(0.6647887), 'Fall sitting': np.float32(0.6564349), 'Hop': np.float32(0.6736351), 'Kneel': np.float32(0.6692826), 'Pick up object': np.float32(0.67193925), 'Sit down': np.float32(0.6681963), 'Walk': np.float32(0.67276263)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.66467315), 'Fall forward': np.float32(0.6639814), 'Fall left': np.float32(0.6658693), 'Fall right': np.float32(0.66531134), 'Fall sitting': np.float32(0.6572021), 'Hop': np.float32(0.6737951), 'Kneel': np.float32(0.6699116), 'Pick up object': np.float32(0.6724445), 'Sit down': np.float32(0.6687814), 'Walk': np.float32(0.6729268)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.6650307), 'Fall forward': np.float32(0.66444314), 'Fall left': np.float32(0.6662471), 'Fall right': np.float32(0.6656328), 'Fall sitting': np.float32(0.65754783), 'Hop': np.float32(0.67431843), 'Kneel': np.float32(0.6704637), 'Pick up object': np.float32(0.6730387), 'Sit down': np.float32(0.66907173), 'Walk': np.float32(0.67344296)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.6652076), 'Fall forward': np.float32(0.6645991), 'Fall left': np.float32(0.66649455), 'Fall right': np.float32(0.6658274), 'Fall sitting': np.float32(0.65770316), 'Hop': np.float32(0.6749049), 'Kneel': np.float32(0.6708668), 'Pick up object': np.float32(0.67364955), 'Sit down': np.float32(0.66934514), 'Walk': np.float32(0.6740076)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.6651574), 'Fall forward': np.float32(0.6646201), 'Fall left': np.float32(0.66648185), 'Fall right': np.float32(0.665766), 'Fall sitting': np.float32(0.6577162), 'Hop': np.float32(0.6753274), 'Kneel': np.float32(0.67101896), 'Pick up object': np.float32(0.6739614), 'Sit down': np.float32(0.66935635), 'Walk': np.float32(0.67439884)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.6652314), 'Fall forward': np.float32(0.664633), 'Fall left': np.float32(0.6665386), 'Fall right': np.float32(0.6658049), 'Fall sitting': np.float32(0.65772784), 'Hop': np.float32(0.67573786), 'Kneel': np.float32(0.67115444), 'Pick up object': np.float32(0.67426586), 'Sit down': np.float32(0.66942984), 'Walk': np.float32(0.6748488)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.6655183), 'Fall forward': np.float32(0.66480345), 'Fall left': np.float32(0.6667533), 'Fall right': np.float32(0.6660022), 'Fall sitting': np.float32(0.6578052), 'Hop': np.float32(0.6763007), 'Kneel': np.float32(0.67135525), 'Pick up object': np.float32(0.6746576), 'Sit down': np.float32(0.6696046), 'Walk': np.float32(0.6754693)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.66598755), 'Fall forward': np.float32(0.66496074), 'Fall left': np.float32(0.6671083), 'Fall right': np.float32(0.66636825), 'Fall sitting': np.float32(0.65807366), 'Hop': np.float32(0.67676604), 'Kneel': np.float32(0.67159164), 'Pick up object': np.float32(0.6752146), 'Sit down': np.float32(0.669871), 'Walk': np.float32(0.67608726)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.66643846), 'Fall forward': np.float32(0.6651369), 'Fall left': np.float32(0.66747457), 'Fall right': np.float32(0.66668224), 'Fall sitting': np.float32(0.65827966), 'Hop': np.float32(0.6773511), 'Kneel': np.float32(0.6717369), 'Pick up object': np.float32(0.67571753), 'Sit down': np.float32(0.67019814), 'Walk': np.float32(0.6767318)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.66695994), 'Fall forward': np.float32(0.6653151), 'Fall left': np.float32(0.6678876), 'Fall right': np.float32(0.66707766), 'Fall sitting': np.float32(0.6585949), 'Hop': np.float32(0.6778568), 'Kneel': np.float32(0.671982), 'Pick up object': np.float32(0.67616355), 'Sit down': np.float32(0.6706202), 'Walk': np.float32(0.67735153)}
t=185 | pred=Hop | scores={'Fall backwards': np.float32(0.6672526), 'Fall forward': np.float32(0.66537046), 'Fall left': np.float32(0.6680682), 'Fall right': np.float32(0.6672454), 'Fall sitting': np.float32(0.65878236), 'Hop': np.float32(0.67815804), 'Kneel': np.float32(0.6719996), 'Pick up object': np.float32(0.6764243), 'Sit down': np.float32(0.6708074), 'Walk': np.float32(0.6777702)}
t=190 | pred=Hop | scores={'Fall backwards': np.float32(0.6679281), 'Fall forward': np.float32(0.66583705), 'Fall left': np.float32(0.66851455), 'Fall right': np.float32(0.66771305), 'Fall sitting': np.float32(0.65929914), 'Hop': np.float32(0.67857534), 'Kneel': np.float32(0.67228705), 'Pick up object': np.float32(0.67689466), 'Sit down': np.float32(0.6711895), 'Walk': np.float32(0.67845935)}
t=195 | pred=Walk | scores={'Fall backwards': np.float32(0.66845137), 'Fall forward': np.float32(0.66619116), 'Fall left': np.float32(0.66882735), 'Fall right': np.float32(0.6680435), 'Fall sitting': np.float32(0.65963256), 'Hop': np.float32(0.678883), 'Kneel': np.float32(0.67246747), 'Pick up object': np.float32(0.67714655), 'Sit down': np.float32(0.6714335), 'Walk': np.float32(0.67898405)}
t=200 | pred=Walk | scores={'Fall backwards': np.float32(0.66907185), 'Fall forward': np.float32(0.6667202), 'Fall left': np.float32(0.6692994), 'Fall right': np.float32(0.66848856), 'Fall sitting': np.float32(0.6602005), 'Hop': np.float32(0.67930627), 'Kneel': np.float32(0.67282045), 'Pick up object': np.float32(0.6775449), 'Sit down': np.float32(0.6719198), 'Walk': np.float32(0.67969644)}
t=205 | pred=Walk | scores={'Fall backwards': np.float32(0.6693853), 'Fall forward': np.float32(0.6669614), 'Fall left': np.float32(0.6694677), 'Fall right': np.float32(0.6686488), 'Fall sitting': np.float32(0.6603648), 'Hop': np.float32(0.679497), 'Kneel': np.float32(0.67289776), 'Pick up object': np.float32(0.67763907), 'Sit down': np.float32(0.6720483), 'Walk': np.float32(0.68008214)}
t=210 | pred=Walk | scores={'Fall backwards': np.float32(0.6697168), 'Fall forward': np.float32(0.6672227), 'Fall left': np.float32(0.66964906), 'Fall right': np.float32(0.6688015), 'Fall sitting': np.float32(0.6604974), 'Hop': np.float32(0.67972004), 'Kneel': np.float32(0.67299944), 'Pick up object': np.float32(0.6777117), 'Sit down': np.float32(0.6721391), 'Walk': np.float32(0.6805127)}
