Ground Truth: Fall forward

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.58951426), 'Fall forward': np.float32(0.5980015), 'Fall left': np.float32(0.59023994), 'Fall right': np.float32(0.59833884), 'Fall sitting': np.float32(0.5721203), 'Hop': np.float32(0.6070602), 'Kneel': np.float32(0.5944127), 'Pick up object': np.float32(0.59746176), 'Sit down': np.float32(0.5859849), 'Walk': np.float32(0.6047122)}
t=70 | pred=Hop | scores={'Fall backwards': np.float32(0.59646714), 'Fall forward': np.float32(0.60314465), 'Fall left': np.float32(0.5977033), 'Fall right': np.float32(0.6045987), 'Fall sitting': np.float32(0.5813716), 'Hop': np.float32(0.6159354), 'Kneel': np.float32(0.60105884), 'Pick up object': np.float32(0.60604197), 'Sit down': np.float32(0.5952497), 'Walk': np.float32(0.61281735)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.59770167), 'Fall forward': np.float32(0.604006), 'Fall left': np.float32(0.59897393), 'Fall right': np.float32(0.60577124), 'Fall sitting': np.float32(0.58293897), 'Hop': np.float32(0.61710304), 'Kneel': np.float32(0.6022632), 'Pick up object': np.float32(0.60747653), 'Sit down': np.float32(0.5969127), 'Walk': np.float32(0.61360055)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.5990334), 'Fall forward': np.float32(0.60523957), 'Fall left': np.float32(0.6003792), 'Fall right': np.float32(0.6068967), 'Fall sitting': np.float32(0.5848251), 'Hop': np.float32(0.6186178), 'Kneel': np.float32(0.6038855), 'Pick up object': np.float32(0.6091762), 'Sit down': np.float32(0.5986169), 'Walk': np.float32(0.614964)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.6005253), 'Fall forward': np.float32(0.6066144), 'Fall left': np.float32(0.601709), 'Fall right': np.float32(0.6080809), 'Fall sitting': np.float32(0.58617973), 'Hop': np.float32(0.6197316), 'Kneel': np.float32(0.60544586), 'Pick up object': np.float32(0.61044395), 'Sit down': np.float32(0.60000193), 'Walk': np.float32(0.6159525)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.6023761), 'Fall forward': np.float32(0.6082685), 'Fall left': np.float32(0.60327524), 'Fall right': np.float32(0.60954684), 'Fall sitting': np.float32(0.5876322), 'Hop': np.float32(0.62072545), 'Kneel': np.float32(0.6071882), 'Pick up object': np.float32(0.61165535), 'Sit down': np.float32(0.60138303), 'Walk': np.float32(0.616822)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.60391974), 'Fall forward': np.float32(0.60986036), 'Fall left': np.float32(0.6044983), 'Fall right': np.float32(0.610799), 'Fall sitting': np.float32(0.588924), 'Hop': np.float32(0.6213492), 'Kneel': np.float32(0.60857606), 'Pick up object': np.float32(0.61255926), 'Sit down': np.float32(0.6023004), 'Walk': np.float32(0.61749285)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.60464644), 'Fall forward': np.float32(0.61051327), 'Fall left': np.float32(0.6049989), 'Fall right': np.float32(0.61130595), 'Fall sitting': np.float32(0.589652), 'Hop': np.float32(0.6214731), 'Kneel': np.float32(0.60921836), 'Pick up object': np.float32(0.6128816), 'Sit down': np.float32(0.60281426), 'Walk': np.float32(0.61756116)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.60481524), 'Fall forward': np.float32(0.61059505), 'Fall left': np.float32(0.6050105), 'Fall right': np.float32(0.6112578), 'Fall sitting': np.float32(0.5899695), 'Hop': np.float32(0.6211836), 'Kneel': np.float32(0.6093045), 'Pick up object': np.float32(0.61288095), 'Sit down': np.float32(0.603011), 'Walk': np.float32(0.6171648)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.6047453), 'Fall forward': np.float32(0.6104083), 'Fall left': np.float32(0.6048118), 'Fall right': np.float32(0.6109676), 'Fall sitting': np.float32(0.5899099), 'Hop': np.float32(0.62072545), 'Kneel': np.float32(0.60919195), 'Pick up object': np.float32(0.61275077), 'Sit down': np.float32(0.60289687), 'Walk': np.float32(0.61651003)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.604522), 'Fall forward': np.float32(0.60999954), 'Fall left': np.float32(0.6044533), 'Fall right': np.float32(0.610594), 'Fall sitting': np.float32(0.58954567), 'Hop': np.float32(0.6202489), 'Kneel': np.float32(0.60884297), 'Pick up object': np.float32(0.61258525), 'Sit down': np.float32(0.60253805), 'Walk': np.float32(0.6158665)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.6044961), 'Fall forward': np.float32(0.60985017), 'Fall left': np.float32(0.6042948), 'Fall right': np.float32(0.61049634), 'Fall sitting': np.float32(0.5894919), 'Hop': np.float32(0.619883), 'Kneel': np.float32(0.60868955), 'Pick up object': np.float32(0.6125412), 'Sit down': np.float32(0.60233426), 'Walk': np.float32(0.6153785)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.6046691), 'Fall forward': np.float32(0.6100487), 'Fall left': np.float32(0.6043837), 'Fall right': np.float32(0.6106628), 'Fall sitting': np.float32(0.58959407), 'Hop': np.float32(0.61973804), 'Kneel': np.float32(0.6087811), 'Pick up object': np.float32(0.6126119), 'Sit down': np.float32(0.60232294), 'Walk': np.float32(0.6152479)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.6049127), 'Fall forward': np.float32(0.61027807), 'Fall left': np.float32(0.6045029), 'Fall right': np.float32(0.6108487), 'Fall sitting': np.float32(0.58981436), 'Hop': np.float32(0.6195931), 'Kneel': np.float32(0.6089223), 'Pick up object': np.float32(0.6127289), 'Sit down': np.float32(0.60244924), 'Walk': np.float32(0.6151447)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.60480154), 'Fall forward': np.float32(0.6100513), 'Fall left': np.float32(0.60428375), 'Fall right': np.float32(0.6106066), 'Fall sitting': np.float32(0.58970296), 'Hop': np.float32(0.6191843), 'Kneel': np.float32(0.608696), 'Pick up object': np.float32(0.61251336), 'Sit down': np.float32(0.6022846), 'Walk': np.float32(0.61468965)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.6048411), 'Fall forward': np.float32(0.60990155), 'Fall left': np.float32(0.60420334), 'Fall right': np.float32(0.6105491), 'Fall sitting': np.float32(0.58981323), 'Hop': np.float32(0.6189164), 'Kneel': np.float32(0.60860574), 'Pick up object': np.float32(0.6124996), 'Sit down': np.float32(0.60233754), 'Walk': np.float32(0.6144356)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.60482234), 'Fall forward': np.float32(0.6097923), 'Fall left': np.float32(0.60416543), 'Fall right': np.float32(0.61053216), 'Fall sitting': np.float32(0.58987457), 'Hop': np.float32(0.6187195), 'Kneel': np.float32(0.6085383), 'Pick up object': np.float32(0.61247), 'Sit down': np.float32(0.60236806), 'Walk': np.float32(0.61426336)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.6045585), 'Fall forward': np.float32(0.6094702), 'Fall left': np.float32(0.60384977), 'Fall right': np.float32(0.6102324), 'Fall sitting': np.float32(0.58966976), 'Hop': np.float32(0.61820745), 'Kneel': np.float32(0.60820496), 'Pick up object': np.float32(0.6121332), 'Sit down': np.float32(0.60204786), 'Walk': np.float32(0.61378706)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.6041419), 'Fall forward': np.float32(0.6089626), 'Fall left': np.float32(0.6034027), 'Fall right': np.float32(0.60978764), 'Fall sitting': np.float32(0.58929616), 'Hop': np.float32(0.6176961), 'Kneel': np.float32(0.60773003), 'Pick up object': np.float32(0.6116777), 'Sit down': np.float32(0.60167116), 'Walk': np.float32(0.6132376)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.6038686), 'Fall forward': np.float32(0.6086557), 'Fall left': np.float32(0.6030366), 'Fall right': np.float32(0.609473), 'Fall sitting': np.float32(0.58896726), 'Hop': np.float32(0.6172281), 'Kneel': np.float32(0.6074064), 'Pick up object': np.float32(0.61127585), 'Sit down': np.float32(0.6013766), 'Walk': np.float32(0.6127892)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.6038459), 'Fall forward': np.float32(0.6087149), 'Fall left': np.float32(0.6029841), 'Fall right': np.float32(0.60949033), 'Fall sitting': np.float32(0.5888689), 'Hop': np.float32(0.617109), 'Kneel': np.float32(0.6074257), 'Pick up object': np.float32(0.6112055), 'Sit down': np.float32(0.601277), 'Walk': np.float32(0.6127541)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.6039076), 'Fall forward': np.float32(0.6089066), 'Fall left': np.float32(0.60307276), 'Fall right': np.float32(0.6096222), 'Fall sitting': np.float32(0.5889659), 'Hop': np.float32(0.6170517), 'Kneel': np.float32(0.6075839), 'Pick up object': np.float32(0.61126137), 'Sit down': np.float32(0.60129863), 'Walk': np.float32(0.61281514)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.603946), 'Fall forward': np.float32(0.6090475), 'Fall left': np.float32(0.60312235), 'Fall right': np.float32(0.6097103), 'Fall sitting': np.float32(0.5890172), 'Hop': np.float32(0.6169858), 'Kneel': np.float32(0.60769176), 'Pick up object': np.float32(0.6113295), 'Sit down': np.float32(0.6012998), 'Walk': np.float32(0.6128525)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.6041612), 'Fall forward': np.float32(0.60931057), 'Fall left': np.float32(0.60334855), 'Fall right': np.float32(0.6099553), 'Fall sitting': np.float32(0.58926654), 'Hop': np.float32(0.6170797), 'Kneel': np.float32(0.60798895), 'Pick up object': np.float32(0.61160994), 'Sit down': np.float32(0.6014485), 'Walk': np.float32(0.6130044)}
t=185 | pred=Hop | scores={'Fall backwards': np.float32(0.60432106), 'Fall forward': np.float32(0.60948396), 'Fall left': np.float32(0.6034957), 'Fall right': np.float32(0.6101338), 'Fall sitting': np.float32(0.5893326), 'Hop': np.float32(0.61715394), 'Kneel': np.float32(0.6081846), 'Pick up object': np.float32(0.61176014), 'Sit down': np.float32(0.6015317), 'Walk': np.float32(0.6131119)}
t=190 | pred=Hop | scores={'Fall backwards': np.float32(0.6044353), 'Fall forward': np.float32(0.6095799), 'Fall left': np.float32(0.6035932), 'Fall right': np.float32(0.610245), 'Fall sitting': np.float32(0.589302), 'Hop': np.float32(0.6171735), 'Kneel': np.float32(0.60834295), 'Pick up object': np.float32(0.6118708), 'Sit down': np.float32(0.60154295), 'Walk': np.float32(0.6131335)}
t=195 | pred=Hop | scores={'Fall backwards': np.float32(0.6045415), 'Fall forward': np.float32(0.6096907), 'Fall left': np.float32(0.6036856), 'Fall right': np.float32(0.61037594), 'Fall sitting': np.float32(0.58932513), 'Hop': np.float32(0.61716884), 'Kneel': np.float32(0.60848105), 'Pick up object': np.float32(0.61196315), 'Sit down': np.float32(0.6015615), 'Walk': np.float32(0.6131637)}
t=200 | pred=Hop | scores={'Fall backwards': np.float32(0.60468763), 'Fall forward': np.float32(0.60979384), 'Fall left': np.float32(0.60380906), 'Fall right': np.float32(0.6105278), 'Fall sitting': np.float32(0.5894311), 'Hop': np.float32(0.6171534), 'Kneel': np.float32(0.6086485), 'Pick up object': np.float32(0.61209255), 'Sit down': np.float32(0.6016159), 'Walk': np.float32(0.61317974)}
