Ground Truth: Walk

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.58615625), 'Fall forward': np.float32(0.58883244), 'Fall left': np.float32(0.5862117), 'Fall right': np.float32(0.5948397), 'Fall sitting': np.float32(0.57384104), 'Hop': np.float32(0.60657793), 'Kneel': np.float32(0.59322625), 'Pick up object': np.float32(0.5958197), 'Sit down': np.float32(0.58667994), 'Walk': np.float32(0.60350287)}
t=70 | pred=Hop | scores={'Fall backwards': np.float32(0.5848816), 'Fall forward': np.float32(0.58584565), 'Fall left': np.float32(0.584961), 'Fall right': np.float32(0.59325206), 'Fall sitting': np.float32(0.57403), 'Hop': np.float32(0.6059845), 'Kneel': np.float32(0.5906062), 'Pick up object': np.float32(0.59373504), 'Sit down': np.float32(0.587629), 'Walk': np.float32(0.6014977)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.5855377), 'Fall forward': np.float32(0.58680654), 'Fall left': np.float32(0.58556587), 'Fall right': np.float32(0.5939049), 'Fall sitting': np.float32(0.5750552), 'Hop': np.float32(0.60667884), 'Kneel': np.float32(0.5912523), 'Pick up object': np.float32(0.59449714), 'Sit down': np.float32(0.5881396), 'Walk': np.float32(0.6025555)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.58629197), 'Fall forward': np.float32(0.587808), 'Fall left': np.float32(0.586253), 'Fall right': np.float32(0.59462684), 'Fall sitting': np.float32(0.57645243), 'Hop': np.float32(0.6074044), 'Kneel': np.float32(0.59191734), 'Pick up object': np.float32(0.595414), 'Sit down': np.float32(0.5886417), 'Walk': np.float32(0.60368335)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.5863718), 'Fall forward': np.float32(0.5881669), 'Fall left': np.float32(0.5863302), 'Fall right': np.float32(0.59470016), 'Fall sitting': np.float32(0.5769212), 'Hop': np.float32(0.6074703), 'Kneel': np.float32(0.59200734), 'Pick up object': np.float32(0.5956381), 'Sit down': np.float32(0.5885592), 'Walk': np.float32(0.60410315)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.5864397), 'Fall forward': np.float32(0.58863485), 'Fall left': np.float32(0.58636147), 'Fall right': np.float32(0.5948153), 'Fall sitting': np.float32(0.57729465), 'Hop': np.float32(0.60751754), 'Kneel': np.float32(0.592081), 'Pick up object': np.float32(0.5957974), 'Sit down': np.float32(0.5884084), 'Walk': np.float32(0.604477)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.58656543), 'Fall forward': np.float32(0.58916676), 'Fall left': np.float32(0.5864038), 'Fall right': np.float32(0.594941), 'Fall sitting': np.float32(0.5776898), 'Hop': np.float32(0.60755694), 'Kneel': np.float32(0.59215957), 'Pick up object': np.float32(0.5959324), 'Sit down': np.float32(0.5881905), 'Walk': np.float32(0.6047819)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.58694977), 'Fall forward': np.float32(0.5898771), 'Fall left': np.float32(0.5866992), 'Fall right': np.float32(0.59536326), 'Fall sitting': np.float32(0.578156), 'Hop': np.float32(0.60795915), 'Kneel': np.float32(0.59250593), 'Pick up object': np.float32(0.5963323), 'Sit down': np.float32(0.58821565), 'Walk': np.float32(0.6054058)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.5873659), 'Fall forward': np.float32(0.59052324), 'Fall left': np.float32(0.5870768), 'Fall right': np.float32(0.59581494), 'Fall sitting': np.float32(0.57849914), 'Hop': np.float32(0.60843396), 'Kneel': np.float32(0.59294796), 'Pick up object': np.float32(0.5968209), 'Sit down': np.float32(0.5884016), 'Walk': np.float32(0.60603756)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.5877136), 'Fall forward': np.float32(0.5911089), 'Fall left': np.float32(0.5873846), 'Fall right': np.float32(0.5961769), 'Fall sitting': np.float32(0.57880855), 'Hop': np.float32(0.6088549), 'Kneel': np.float32(0.5933119), 'Pick up object': np.float32(0.5972719), 'Sit down': np.float32(0.5885237), 'Walk': np.float32(0.6066524)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.5879147), 'Fall forward': np.float32(0.5914049), 'Fall left': np.float32(0.58754015), 'Fall right': np.float32(0.59637624), 'Fall sitting': np.float32(0.57885635), 'Hop': np.float32(0.6091159), 'Kneel': np.float32(0.5934772), 'Pick up object': np.float32(0.5974681), 'Sit down': np.float32(0.5886205), 'Walk': np.float32(0.6070037)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.58793974), 'Fall forward': np.float32(0.59149885), 'Fall left': np.float32(0.587547), 'Fall right': np.float32(0.59644437), 'Fall sitting': np.float32(0.5787748), 'Hop': np.float32(0.6091673), 'Kneel': np.float32(0.5934225), 'Pick up object': np.float32(0.59751415), 'Sit down': np.float32(0.5884965), 'Walk': np.float32(0.6071374)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.5880626), 'Fall forward': np.float32(0.5916228), 'Fall left': np.float32(0.5876199), 'Fall right': np.float32(0.59659827), 'Fall sitting': np.float32(0.5787405), 'Hop': np.float32(0.609164), 'Kneel': np.float32(0.593452), 'Pick up object': np.float32(0.59751964), 'Sit down': np.float32(0.58852243), 'Walk': np.float32(0.6072187)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.5883179), 'Fall forward': np.float32(0.591924), 'Fall left': np.float32(0.5877741), 'Fall right': np.float32(0.5968179), 'Fall sitting': np.float32(0.57879955), 'Hop': np.float32(0.6092624), 'Kneel': np.float32(0.5935508), 'Pick up object': np.float32(0.5976657), 'Sit down': np.float32(0.58855325), 'Walk': np.float32(0.6074426)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.58842087), 'Fall forward': np.float32(0.5920974), 'Fall left': np.float32(0.5877915), 'Fall right': np.float32(0.5968549), 'Fall sitting': np.float32(0.57868344), 'Hop': np.float32(0.60927796), 'Kneel': np.float32(0.59353167), 'Pick up object': np.float32(0.5976521), 'Sit down': np.float32(0.5884912), 'Walk': np.float32(0.6075195)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.5884129), 'Fall forward': np.float32(0.5921189), 'Fall left': np.float32(0.58771473), 'Fall right': np.float32(0.5968358), 'Fall sitting': np.float32(0.5784429), 'Hop': np.float32(0.6091785), 'Kneel': np.float32(0.5934515), 'Pick up object': np.float32(0.5975268), 'Sit down': np.float32(0.58835465), 'Walk': np.float32(0.6074811)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.58852375), 'Fall forward': np.float32(0.5921662), 'Fall left': np.float32(0.5877471), 'Fall right': np.float32(0.5969256), 'Fall sitting': np.float32(0.5782331), 'Hop': np.float32(0.6091478), 'Kneel': np.float32(0.5934834), 'Pick up object': np.float32(0.59749967), 'Sit down': np.float32(0.5883571), 'Walk': np.float32(0.60747707)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.58846843), 'Fall forward': np.float32(0.59214664), 'Fall left': np.float32(0.58760357), 'Fall right': np.float32(0.5968204), 'Fall sitting': np.float32(0.57798237), 'Hop': np.float32(0.6090222), 'Kneel': np.float32(0.59339035), 'Pick up object': np.float32(0.5974044), 'Sit down': np.float32(0.5881154), 'Walk': np.float32(0.60739964)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.5883892), 'Fall forward': np.float32(0.59210193), 'Fall left': np.float32(0.58745575), 'Fall right': np.float32(0.59670156), 'Fall sitting': np.float32(0.57780755), 'Hop': np.float32(0.60891014), 'Kneel': np.float32(0.5932823), 'Pick up object': np.float32(0.59731877), 'Sit down': np.float32(0.5879111), 'Walk': np.float32(0.60732305)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.58883005), 'Fall forward': np.float32(0.59261316), 'Fall left': np.float32(0.58783597), 'Fall right': np.float32(0.59715664), 'Fall sitting': np.float32(0.5781131), 'Hop': np.float32(0.6092563), 'Kneel': np.float32(0.5937463), 'Pick up object': np.float32(0.5977368), 'Sit down': np.float32(0.5881876), 'Walk': np.float32(0.6077182)}
t=165 | pred=Hop | scores={'Fall backwards': np.float32(0.5892346), 'Fall forward': np.float32(0.59309494), 'Fall left': np.float32(0.58817554), 'Fall right': np.float32(0.59755665), 'Fall sitting': np.float32(0.5785261), 'Hop': np.float32(0.60959566), 'Kneel': np.float32(0.59413683), 'Pick up object': np.float32(0.5981671), 'Sit down': np.float32(0.588465), 'Walk': np.float32(0.60805243)}
t=170 | pred=Hop | scores={'Fall backwards': np.float32(0.5898871), 'Fall forward': np.float32(0.59384954), 'Fall left': np.float32(0.5887549), 'Fall right': np.float32(0.59816587), 'Fall sitting': np.float32(0.5791465), 'Hop': np.float32(0.61013776), 'Kneel': np.float32(0.5947637), 'Pick up object': np.float32(0.5988109), 'Sit down': np.float32(0.5889526), 'Walk': np.float32(0.6086278)}
t=175 | pred=Hop | scores={'Fall backwards': np.float32(0.5903317), 'Fall forward': np.float32(0.5944039), 'Fall left': np.float32(0.58918864), 'Fall right': np.float32(0.5986248), 'Fall sitting': np.float32(0.5795823), 'Hop': np.float32(0.61053663), 'Kneel': np.float32(0.59524995), 'Pick up object': np.float32(0.5992761), 'Sit down': np.float32(0.5893649), 'Walk': np.float32(0.60905504)}
t=180 | pred=Hop | scores={'Fall backwards': np.float32(0.5907097), 'Fall forward': np.float32(0.5948587), 'Fall left': np.float32(0.5895736), 'Fall right': np.float32(0.59903926), 'Fall sitting': np.float32(0.5799351), 'Hop': np.float32(0.61086375), 'Kneel': np.float32(0.59567976), 'Pick up object': np.float32(0.5997116), 'Sit down': np.float32(0.58969796), 'Walk': np.float32(0.60944486)}
t=185 | pred=Hop | scores={'Fall backwards': np.float32(0.5911182), 'Fall forward': np.float32(0.5953159), 'Fall left': np.float32(0.59000176), 'Fall right': np.float32(0.59949213), 'Fall sitting': np.float32(0.5803944), 'Hop': np.float32(0.6112795), 'Kneel': np.float32(0.5961581), 'Pick up object': np.float32(0.60020965), 'Sit down': np.float32(0.59006774), 'Walk': np.float32(0.60985076)}
t=190 | pred=Hop | scores={'Fall backwards': np.float32(0.5919124), 'Fall forward': np.float32(0.59621507), 'Fall left': np.float32(0.59083), 'Fall right': np.float32(0.6002852), 'Fall sitting': np.float32(0.5811881), 'Hop': np.float32(0.61212355), 'Kneel': np.float32(0.59706974), 'Pick up object': np.float32(0.60115457), 'Sit down': np.float32(0.59083), 'Walk': np.float32(0.6106863)}
t=195 | pred=Hop | scores={'Fall backwards': np.float32(0.5925455), 'Fall forward': np.float32(0.5969033), 'Fall left': np.float32(0.5915097), 'Fall right': np.float32(0.600951), 'Fall sitting': np.float32(0.5818868), 'Hop': np.float32(0.6127773), 'Kneel': np.float32(0.59778017), 'Pick up object': np.float32(0.6018878), 'Sit down': np.float32(0.5914736), 'Walk': np.float32(0.6112795)}
t=200 | pred=Hop | scores={'Fall backwards': np.float32(0.59287363), 'Fall forward': np.float32(0.59725654), 'Fall left': np.float32(0.59194535), 'Fall right': np.float32(0.60137), 'Fall sitting': np.float32(0.5822548), 'Hop': np.float32(0.61316174), 'Kneel': np.float32(0.5982068), 'Pick up object': np.float32(0.6023037), 'Sit down': np.float32(0.5919018), 'Walk': np.float32(0.61152285)}
t=205 | pred=Hop | scores={'Fall backwards': np.float32(0.59304154), 'Fall forward': np.float32(0.59737974), 'Fall left': np.float32(0.59219414), 'Fall right': np.float32(0.60161054), 'Fall sitting': np.float32(0.5824291), 'Hop': np.float32(0.61335886), 'Kneel': np.float32(0.59845537), 'Pick up object': np.float32(0.60254955), 'Sit down': np.float32(0.5921906), 'Walk': np.float32(0.61159086)}
t=210 | pred=Hop | scores={'Fall backwards': np.float32(0.5930296), 'Fall forward': np.float32(0.59737724), 'Fall left': np.float32(0.5922527), 'Fall right': np.float32(0.6016609), 'Fall sitting': np.float32(0.5824227), 'Hop': np.float32(0.6133941), 'Kneel': np.float32(0.5985522), 'Pick up object': np.float32(0.60263026), 'Sit down': np.float32(0.59233505), 'Walk': np.float32(0.6115175)}
t=215 | pred=Hop | scores={'Fall backwards': np.float32(0.59303224), 'Fall forward': np.float32(0.5973725), 'Fall left': np.float32(0.59233487), 'Fall right': np.float32(0.601756), 'Fall sitting': np.float32(0.58248293), 'Hop': np.float32(0.61338), 'Kneel': np.float32(0.598657), 'Pick up object': np.float32(0.60269094), 'Sit down': np.float32(0.5924832), 'Walk': np.float32(0.6113815)}
