Ground Truth: Fall sitting

t=15 | pred=Sit down | scores={'Fall backwards': np.float32(0.6593472), 'Fall forward': np.float32(0.6512036), 'Fall left': np.float32(0.6588484), 'Fall right': np.float32(0.6579325), 'Fall sitting': np.float32(0.6563164), 'Hop': np.float32(0.6516889), 'Kneel': np.float32(0.6609763), 'Pick up object': np.float32(0.6615806), 'Sit down': np.float32(0.6676271), 'Walk': np.float32(0.6574329)}
t=70 | pred=Sit down | scores={'Fall backwards': np.float32(0.65761745), 'Fall forward': np.float32(0.65056646), 'Fall left': np.float32(0.65895355), 'Fall right': np.float32(0.6566173), 'Fall sitting': np.float32(0.662539), 'Hop': np.float32(0.64599097), 'Kneel': np.float32(0.65975314), 'Pick up object': np.float32(0.65915775), 'Sit down': np.float32(0.66703457), 'Walk': np.float32(0.65154874)}
t=75 | pred=Sit down | scores={'Fall backwards': np.float32(0.65814966), 'Fall forward': np.float32(0.6512855), 'Fall left': np.float32(0.65963), 'Fall right': np.float32(0.65725243), 'Fall sitting': np.float32(0.6630127), 'Hop': np.float32(0.64634454), 'Kneel': np.float32(0.6603856), 'Pick up object': np.float32(0.65958583), 'Sit down': np.float32(0.66708595), 'Walk': np.float32(0.65196157)}
t=80 | pred=Sit down | scores={'Fall backwards': np.float32(0.658781), 'Fall forward': np.float32(0.6520105), 'Fall left': np.float32(0.6603742), 'Fall right': np.float32(0.65797305), 'Fall sitting': np.float32(0.6636353), 'Hop': np.float32(0.6467085), 'Kneel': np.float32(0.66114813), 'Pick up object': np.float32(0.6599839), 'Sit down': np.float32(0.6672604), 'Walk': np.float32(0.65234286)}
t=85 | pred=Sit down | scores={'Fall backwards': np.float32(0.6596594), 'Fall forward': np.float32(0.65295917), 'Fall left': np.float32(0.6613504), 'Fall right': np.float32(0.6589742), 'Fall sitting': np.float32(0.6644894), 'Hop': np.float32(0.6473472), 'Kneel': np.float32(0.66205394), 'Pick up object': np.float32(0.66065186), 'Sit down': np.float32(0.66775435), 'Walk': np.float32(0.65295434)}
t=90 | pred=Sit down | scores={'Fall backwards': np.float32(0.66036415), 'Fall forward': np.float32(0.6539572), 'Fall left': np.float32(0.6622205), 'Fall right': np.float32(0.65972227), 'Fall sitting': np.float32(0.66538954), 'Hop': np.float32(0.64772666), 'Kneel': np.float32(0.66276497), 'Pick up object': np.float32(0.66106534), 'Sit down': np.float32(0.6681171), 'Walk': np.float32(0.653225)}
t=95 | pred=Sit down | scores={'Fall backwards': np.float32(0.66111904), 'Fall forward': np.float32(0.6549705), 'Fall left': np.float32(0.6630387), 'Fall right': np.float32(0.66049916), 'Fall sitting': np.float32(0.66610014), 'Hop': np.float32(0.64824307), 'Kneel': np.float32(0.6634072), 'Pick up object': np.float32(0.66143847), 'Sit down': np.float32(0.6685135), 'Walk': np.float32(0.65362895)}
t=100 | pred=Sit down | scores={'Fall backwards': np.float32(0.6617259), 'Fall forward': np.float32(0.65583754), 'Fall left': np.float32(0.66375214), 'Fall right': np.float32(0.6611979), 'Fall sitting': np.float32(0.66664314), 'Hop': np.float32(0.64862484), 'Kneel': np.float32(0.6639061), 'Pick up object': np.float32(0.6616605), 'Sit down': np.float32(0.6688586), 'Walk': np.float32(0.6539095)}
t=105 | pred=Sit down | scores={'Fall backwards': np.float32(0.66216725), 'Fall forward': np.float32(0.6564534), 'Fall left': np.float32(0.6642621), 'Fall right': np.float32(0.6617246), 'Fall sitting': np.float32(0.66692185), 'Hop': np.float32(0.6488585), 'Kneel': np.float32(0.66424155), 'Pick up object': np.float32(0.6617809), 'Sit down': np.float32(0.668972), 'Walk': np.float32(0.65409523)}
t=110 | pred=Sit down | scores={'Fall backwards': np.float32(0.6624866), 'Fall forward': np.float32(0.6569581), 'Fall left': np.float32(0.66463995), 'Fall right': np.float32(0.6620931), 'Fall sitting': np.float32(0.66699773), 'Hop': np.float32(0.64890957), 'Kneel': np.float32(0.66441274), 'Pick up object': np.float32(0.66168994), 'Sit down': np.float32(0.6689128), 'Walk': np.float32(0.65411174)}
t=115 | pred=Sit down | scores={'Fall backwards': np.float32(0.6625182), 'Fall forward': np.float32(0.65711266), 'Fall left': np.float32(0.66470456), 'Fall right': np.float32(0.66215384), 'Fall sitting': np.float32(0.6668496), 'Hop': np.float32(0.64872015), 'Kneel': np.float32(0.6643609), 'Pick up object': np.float32(0.6613464), 'Sit down': np.float32(0.66864544), 'Walk': np.float32(0.65385014)}
t=120 | pred=Sit down | scores={'Fall backwards': np.float32(0.66241026), 'Fall forward': np.float32(0.6570447), 'Fall left': np.float32(0.6645987), 'Fall right': np.float32(0.662079), 'Fall sitting': np.float32(0.6666006), 'Hop': np.float32(0.6482752), 'Kneel': np.float32(0.6641623), 'Pick up object': np.float32(0.66075027), 'Sit down': np.float32(0.6681289), 'Walk': np.float32(0.6533216)}
t=125 | pred=Sit down | scores={'Fall backwards': np.float32(0.66236776), 'Fall forward': np.float32(0.65698797), 'Fall left': np.float32(0.66456556), 'Fall right': np.float32(0.6620849), 'Fall sitting': np.float32(0.66651213), 'Hop': np.float32(0.6480389), 'Kneel': np.float32(0.66409105), 'Pick up object': np.float32(0.6603745), 'Sit down': np.float32(0.66783255), 'Walk': np.float32(0.65303797)}
t=130 | pred=Sit down | scores={'Fall backwards': np.float32(0.6622696), 'Fall forward': np.float32(0.6569514), 'Fall left': np.float32(0.6644638), 'Fall right': np.float32(0.66203856), 'Fall sitting': np.float32(0.666342), 'Hop': np.float32(0.6477065), 'Kneel': np.float32(0.6639121), 'Pick up object': np.float32(0.65990376), 'Sit down': np.float32(0.6674612), 'Walk': np.float32(0.65270245)}
t=135 | pred=Sit down | scores={'Fall backwards': np.float32(0.66217583), 'Fall forward': np.float32(0.656908), 'Fall left': np.float32(0.6643867), 'Fall right': np.float32(0.6619856), 'Fall sitting': np.float32(0.6661674), 'Hop': np.float32(0.6473744), 'Kneel': np.float32(0.663721), 'Pick up object': np.float32(0.65946996), 'Sit down': np.float32(0.6670742), 'Walk': np.float32(0.65237606)}
t=140 | pred=Sit down | scores={'Fall backwards': np.float32(0.66199225), 'Fall forward': np.float32(0.6569086), 'Fall left': np.float32(0.6642502), 'Fall right': np.float32(0.66187614), 'Fall sitting': np.float32(0.66602117), 'Hop': np.float32(0.64706755), 'Kneel': np.float32(0.6635168), 'Pick up object': np.float32(0.6590195), 'Sit down': np.float32(0.66665554), 'Walk': np.float32(0.6520446)}
t=145 | pred=Sit down | scores={'Fall backwards': np.float32(0.66196835), 'Fall forward': np.float32(0.6570469), 'Fall left': np.float32(0.6642519), 'Fall right': np.float32(0.6618838), 'Fall sitting': np.float32(0.6660089), 'Hop': np.float32(0.64700276), 'Kneel': np.float32(0.6635089), 'Pick up object': np.float32(0.65883416), 'Sit down': np.float32(0.666462), 'Walk': np.float32(0.6519605)}
t=150 | pred=Sit down | scores={'Fall backwards': np.float32(0.6619807), 'Fall forward': np.float32(0.65721107), 'Fall left': np.float32(0.6642755), 'Fall right': np.float32(0.6619234), 'Fall sitting': np.float32(0.6659721), 'Hop': np.float32(0.6470193), 'Kneel': np.float32(0.6635289), 'Pick up object': np.float32(0.65867996), 'Sit down': np.float32(0.6662653), 'Walk': np.float32(0.65195584)}
t=155 | pred=Sit down | scores={'Fall backwards': np.float32(0.6618867), 'Fall forward': np.float32(0.6572669), 'Fall left': np.float32(0.6642348), 'Fall right': np.float32(0.6618787), 'Fall sitting': np.float32(0.6659311), 'Hop': np.float32(0.64697665), 'Kneel': np.float32(0.66348255), 'Pick up object': np.float32(0.65850794), 'Sit down': np.float32(0.6660977), 'Walk': np.float32(0.651903)}
t=160 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.66194254), 'Fall forward': np.float32(0.6574504), 'Fall left': np.float32(0.66431266), 'Fall right': np.float32(0.6619668), 'Fall sitting': np.float32(0.66598576), 'Hop': np.float32(0.6470413), 'Kneel': np.float32(0.6635459), 'Pick up object': np.float32(0.6584541), 'Sit down': np.float32(0.665965), 'Walk': np.float32(0.6519734)}
t=165 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6619893), 'Fall forward': np.float32(0.65758836), 'Fall left': np.float32(0.6643604), 'Fall right': np.float32(0.66202533), 'Fall sitting': np.float32(0.6659833), 'Hop': np.float32(0.6471367), 'Kneel': np.float32(0.66359884), 'Pick up object': np.float32(0.65845174), 'Sit down': np.float32(0.66585946), 'Walk': np.float32(0.6520947)}
t=170 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.661944), 'Fall forward': np.float32(0.65760577), 'Fall left': np.float32(0.66429424), 'Fall right': np.float32(0.66196907), 'Fall sitting': np.float32(0.6658409), 'Hop': np.float32(0.6470948), 'Kneel': np.float32(0.66350657), 'Pick up object': np.float32(0.6582919), 'Sit down': np.float32(0.6656205), 'Walk': np.float32(0.6520802)}
t=175 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6618507), 'Fall forward': np.float32(0.6575651), 'Fall left': np.float32(0.66419846), 'Fall right': np.float32(0.6618775), 'Fall sitting': np.float32(0.66571784), 'Hop': np.float32(0.64703786), 'Kneel': np.float32(0.6633818), 'Pick up object': np.float32(0.65815157), 'Sit down': np.float32(0.6654195), 'Walk': np.float32(0.6520516)}
t=180 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6617631), 'Fall forward': np.float32(0.65754706), 'Fall left': np.float32(0.6641148), 'Fall right': np.float32(0.6617959), 'Fall sitting': np.float32(0.66556627), 'Hop': np.float32(0.6469646), 'Kneel': np.float32(0.663263), 'Pick up object': np.float32(0.65800196), 'Sit down': np.float32(0.66518754), 'Walk': np.float32(0.6520308)}
t=185 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.66172934), 'Fall forward': np.float32(0.6575806), 'Fall left': np.float32(0.6640952), 'Fall right': np.float32(0.6617846), 'Fall sitting': np.float32(0.6654886), 'Hop': np.float32(0.6470284), 'Kneel': np.float32(0.6632287), 'Pick up object': np.float32(0.65800285), 'Sit down': np.float32(0.665095), 'Walk': np.float32(0.6521378)}
t=190 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.66172934), 'Fall forward': np.float32(0.65766335), 'Fall left': np.float32(0.66410416), 'Fall right': np.float32(0.66181976), 'Fall sitting': np.float32(0.6653973), 'Hop': np.float32(0.6471242), 'Kneel': np.float32(0.6632312), 'Pick up object': np.float32(0.65801114), 'Sit down': np.float32(0.66499126), 'Walk': np.float32(0.65226823)}
t=195 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.66178674), 'Fall forward': np.float32(0.6577984), 'Fall left': np.float32(0.66416925), 'Fall right': np.float32(0.66190374), 'Fall sitting': np.float32(0.665392), 'Hop': np.float32(0.6472863), 'Kneel': np.float32(0.66329587), 'Pick up object': np.float32(0.6581063), 'Sit down': np.float32(0.6649812), 'Walk': np.float32(0.65245426)}
t=200 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6619565), 'Fall forward': np.float32(0.6580454), 'Fall left': np.float32(0.6643295), 'Fall right': np.float32(0.66208243), 'Fall sitting': np.float32(0.66543484), 'Hop': np.float32(0.6475079), 'Kneel': np.float32(0.6634414), 'Pick up object': np.float32(0.65825546), 'Sit down': np.float32(0.6650127), 'Walk': np.float32(0.6527065)}
t=205 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6620326), 'Fall forward': np.float32(0.6581725), 'Fall left': np.float32(0.6643945), 'Fall right': np.float32(0.66215855), 'Fall sitting': np.float32(0.6654198), 'Hop': np.float32(0.6476365), 'Kneel': np.float32(0.6635022), 'Pick up object': np.float32(0.658335), 'Sit down': np.float32(0.6650032), 'Walk': np.float32(0.65285283)}
t=210 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.66215885), 'Fall forward': np.float32(0.6583447), 'Fall left': np.float32(0.6645015), 'Fall right': np.float32(0.66228557), 'Fall sitting': np.float32(0.66543084), 'Hop': np.float32(0.64781094), 'Kneel': np.float32(0.66359735), 'Pick up object': np.float32(0.65844965), 'Sit down': np.float32(0.6650156), 'Walk': np.float32(0.6530459)}
t=215 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.66221416), 'Fall forward': np.float32(0.65845007), 'Fall left': np.float32(0.66455173), 'Fall right': np.float32(0.66234857), 'Fall sitting': np.float32(0.665406), 'Hop': np.float32(0.64792883), 'Kneel': np.float32(0.6636352), 'Pick up object': np.float32(0.65851504), 'Sit down': np.float32(0.66500163), 'Walk': np.float32(0.6531808)}
